study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,compaction_notes,cs137_peak_age,cs137_activity,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,depth_interval_notes
Poppe_et_al_2024,FRE-RM,FRE-RM-C1-1549,gouge auger core,40,42,FRE-RM-C1 40-42,0.71,0.126,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C1-1549,gouge auger core,42,44,FRE-RM-C1 42-44,0.85,0.103,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C1-1549,gouge auger core,44,46,FRE-RM-C1 44-46,0.73,0.103,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C1-1549,gouge auger core,46,48,FRE-RM-C1 46-48,0.68,0.116,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C1-1549,gouge auger core,48,50,FRE-RM-C1 48-50,0.64,0.124,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,0,2.02,FRE-RM-C2 0-2,0.19,0.41,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0237041,cts/sec/kg,253.1331554,34.84739933,262.9516705,33.38306759,Bq/kg,19.74670293,2.554252509,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,2.02,4.04,FRE-RM-C2 2-4,0.16,0.49,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.105831,cts/sec/kg,293.0230775,38.66521804,292.5593321,37.05189612,Bq/kg,11.10101738,2.545249014,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,4.04,6.06,FRE-RM-C2 4-6,0.1,0.54,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.04738689999999999,cts/sec/kg,225.0859891,30.11778674,221.6325817,28.73056672,Bq/kg,5.503843051,3.298163418,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,6.06,8.08,FRE-RM-C2 6-8,0.1,0.45,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0852248,cts/sec/kg,140.1247707,21.64758081,148.0741717,20.34009312,Bq/kg,13.57154367,4.248365512,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,8.08,10.09,FRE-RM-C2 8-10,0.11,0.54,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.033107,cts/sec/kg,132.5934221,18.31035315,136.4004113,17.46052015,Bq/kg,9.148669978,1.982421126,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,10.09,12.11,FRE-RM-C2 10-12,0.14,0.57,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.164092,cts/sec/kg,143.022473,21.4312072,147.4725361,20.16569191,Bq/kg,10.30553767,3.975335723,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,12.11,14.13,FRE-RM-C2 12-14,0.11,0.59,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.165909,cts/sec/kg,125.1133244,19.47788679,131.8593226,18.25916416,Bq/kg,11.88872688,3.929738392,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,14.13,16.15,FRE-RM-C2 14-16,0.13,0.65,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.23869,cts/sec/kg,106.3264772,15.06490606,106.1815609,14.19979753,Bq/kg,4.24298179,2.64044012,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,16.15,18.17,FRE-RM-C2 16-18,0.22,0.46,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",1963,1.113878,cts/sec/kg,68.59694003,11.74469483,77.06204492,10.99789833,Bq/kg,11.31280399,2.401924316,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,18.17,20.19,FRE-RM-C2 18-20,0.77,0.17,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.5280769999999999,cts/sec/kg,-0.119430204,6.008042107,23.74864306,5.216048127,Bq/kg,23.86309577,2.437891573,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,20.19,22.21,FRE-RM-C2 20-22,0.69,0.16,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.249489,cts/sec/kg,2.976723094,5.031668217,23.61325836,4.386759958,Bq/kg,20.76108293,1.999933392,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,22.21,24.23,FRE-RM-C2 22-24,0.77,0.15,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.153312,cts/sec/kg,18.72748496,7.145811924,39.41956684,6.383299806,Bq/kg,21.48330215,2.468309738,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,24.23,26.25,FRE-RM-C2 24-26,0.81,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,26.25,28.26,FRE-RM-C2 26-28,0.85,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,28.26,30.28,FRE-RM-C2 28-30,0.84,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,30.28,32.3,FRE-RM-C2 30-32,0.72,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,32.3,34.32,FRE-RM-C2 32-34,0.73,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,34.32,36.34,FRE-RM-C2 34-36,0.82,0.13,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,36.34,38.36,FRE-RM-C2 36-38,0.86,0.12,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,38.36,40.38,FRE-RM-C2 38-40,0.95,0.1,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,40.38,42.4,FRE-RM-C2 40-42,0.63,0.1,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,42.4,44.42,FRE-RM-C2 42-44,0.79,0.11,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,44.42,46.43,FRE-RM-C2 44-46,0.78,0.11,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,46.43,48.45,FRE-RM-C2 46-48,0.73,0.11,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C2-1550,gouge auger core,48.45,50.47,FRE-RM-C2 48-50,0.77,0.11,NA,0.009,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,0,2.05,FRE-RM-C3 0-2,0.11,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,2.05,4.09,FRE-RM-C3 2-4,0.1,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,4.09,6.14,FRE-RM-C3 4-6,0.09,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,6.14,8.18,FRE-RM-C3 6-8,0.24,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,8.18,10.23,FRE-RM-C3 8-10,0.2,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,10.23,12.27,FRE-RM-C3 10-12,0.18,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,12.27,14.32,FRE-RM-C3 12-14,0.17,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,14.32,16.36,FRE-RM-C3 14-16,0.27,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,16.36,18.41,FRE-RM-C3 16-18,0.34,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,18.41,20.45,FRE-RM-C3 18-20,0.52,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,20.45,22.5,FRE-RM-C3 20-22,0.57,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,22.5,24.55,FRE-RM-C3 22-24,0.61,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,24.55,26.59,FRE-RM-C3 24-26,0.68,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,26.59,28.64,FRE-RM-C3 26-28,0.65,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,28.64,30.68,FRE-RM-C3 28-30,0.7,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,30.68,32.73,FRE-RM-C3 30-32,0.71,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,32.73,34.77,FRE-RM-C3 32-34,0.64,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,34.77,36.82,FRE-RM-C3 34-36,0.7,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,36.82,38.86,FRE-RM-C3 36-38,0.67,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,38.86,40.91,FRE-RM-C3 38-40,0.65,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,40.91,42.95,FRE-RM-C3 40-42,0.6,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,42.95,45,FRE-RM-C3 42-44,0.56,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,45,47.05,FRE-RM-C3 44-46,0.53,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,47.05,49.09,FRE-RM-C3 46-48,0.53,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRE-RM,FRE-RM-C3-1552,gouge auger core,49.09,51.14,FRE-RM-C3 48-50,0.57,NA,NA,0.023,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,0,2.04,FSM-HM-C3 0-2,0.09,0.89,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0,cts/sec/kg,509.9180551,67.76786094,502.7024462,64.92481198,Bq/kg,12.7839926,4.906215199,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,2.04,4.08,FSM-HM-C3 2-4,0.12,0.87,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.189441,cts/sec/kg,465.1601885,NA,446.801678,61.3184785,Bq/kg,0,0,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,4.08,6.12,FSM-HM-C3 4-6,0.13,0.86,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0986973,cts/sec/kg,441.7699021,NA,424.2983386,54.32372503,Bq/kg,0,0,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,6.12,8.16,FSM-HM-C3 6-8,0.17,0.78,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.259672,cts/sec/kg,288.0448249,39.40052473,287.8620298,37.68157838,Bq/kg,11.27988928,3.376897975,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,8.16,10.2,FSM-HM-C3 8-10,0.13,0.8,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.70336,cts/sec/kg,300.6837082,42.2232255,301.8190353,40.26533913,Bq/kg,13.15023093,4.676892868,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,10.2,12.24,FSM-HM-C3 10-12,0.16,0.76,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,2.14598,cts/sec/kg,233.0094283,33.77407743,243.480988,32.22207467,Bq/kg,19.82045814,3.567658156,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,12.24,14.28,FSM-HM-C3 12-14,0.16,0.72,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",1963,4.371883,cts/sec/kg,209.7205558,28.80288573,216.5572887,27.56445003,Bq/kg,15.28557021,2.076160202,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,14.28,16.32,FSM-HM-C3 14-16,0.12,0.69,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.943395,cts/sec/kg,154.5761833,24.15378182,164.2552127,22.89723496,Bq/kg,16.00752374,3.511320973,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,16.32,18.36,FSM-HM-C3 16-18,0.2,0.58,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.213857,cts/sec/kg,100.7337094,16.48941059,108.4663917,15.5595328,Bq/kg,11.87329752,2.812167106,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,18.36,20.4,FSM-HM-C3 18-20,0.28,0.42,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.13238,cts/sec/kg,50.12020564,10.08620337,68.01270203,9.453797134,Bq/kg,19.96086503,2.033206743,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,20.4,22.44,FSM-HM-C3 20-22,0.19,0.43,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.115568,cts/sec/kg,24.37105325,8.895068054,52.03555965,7.987317547,Bq/kg,28.67623413,2.981957256,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,22.44,24.48,FSM-HM-C3 22-24,0.34,0.3,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,24.48,26.52,FSM-HM-C3 24-26,0.3,0.36,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,26.52,28.56,FSM-HM-C3 26-28,0.28,0.37,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,28.56,30.6,FSM-HM-C3 28-30,0.23,0.44,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,30.6,32.64,FSM-HM-C3 30-32,0.22,0.45,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,32.64,34.68,FSM-HM-C3 32-34,0.25,0.43,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,34.68,36.72,FSM-HM-C3 34-36,0.26,0.43,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,36.72,38.76,FSM-HM-C3 36-38,0.26,0.43,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,38.76,40.8,FSM-HM-C3 38-40,0.3,0.39,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,40.8,42.84,FSM-HM-C3 40-42,0.31,0.33,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,42.84,44.88,FSM-HM-C3 42-44,0.3,0.29,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,44.88,46.92,FSM-HM-C3 44-46,0.31,0.31,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,46.92,48.96,FSM-HM-C3 46-48,0.31,0.27,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C3-1551,gouge auger core,48.96,51,FSM-HM-C3 48-50,0.34,0.27,NA,0.02,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,0,2,KZL-RM-C1 0-2,0.19,0.37,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.17809799999999998,cts/sec/kg,221.1156368,32.68005913,225.12899,30.58473151,Bq/kg,15.33334427,5.099870962,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,2,4,KZL-RM-C1 2-4,0.12,0.36,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,4,6,KZL-RM-C1 4-6,0.21,0.51,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.088702,cts/sec/kg,115.2321104,18.11100419,126.2008067,16.93228231,Bq/kg,16.87731859,2.920766562,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,6,8,KZL-RM-C1 6-8,0.14,0.51,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,8,10,KZL-RM-C1 8-10,0.17,0.47,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0991583,cts/sec/kg,215.2169037,31.8259151,217.3064428,29.75966231,Bq/kg,13.15980011,5.072472366,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,KZL-RM,KZL-RM-C1-1554,gouge auger core,10,12,KZL-RM-C1 10-12,0.22,0.35,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
