study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,compaction_notes,cs137_peak_age,cs137_activity,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,depth_interval_notes
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,14,16,KAN-RM-C2-107,0.6428091312655995,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,16,18,KAN-RM-C2-108,0.5268028616341734,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,18,20,KAN-RM-C2-109,0.3833865740258101,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,20,22,KAN-RM-C2-110,0.5665915974071473,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,22,24,KAN-RM-C2-111,0.35562287839755724,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,24,26,KAN-RM-C2-112,0.40531458840736007,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,26,28,KAN-RM-C2-113,0.4657934667822803,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,28,30,KAN-RM-C2-114,0.47905637870660506,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,30,32,KAN-RM-C2-115,0.5467856489334892,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,32,34,KAN-RM-C2-116,0.4903740635486951,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,34,36,KAN-RM-C2-117,0.5747261833873999,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,36,38,KAN-RM-C2-118,0.5559812678676874,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,38,40,KAN-RM-C2-119,0.5154851767920832,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,40,42,KAN-RM-C2-120,0.6062034943544636,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,42,44,KAN-RM-C2-2,0.587635417660409,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,44,46,KAN-RM-C2-3,0.5490845536670388,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,46,48,KAN-RM-C2-4,0.5450172606769127,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,KAN-RM,KAN-RM-C2-1543,gouge auger core,48,50,KAN-RM-C2-5,0.5386510629532371,NA,NA,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,0,2.019,"WIN-TS-C1a,b-26",0.057,NA,0.3950772476,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.05929171974522292,cts/sec/kg,320.323,NA,339.7698781843539,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,2.019,4.037,"WIN-TS-C1a,b-27",0.071,NA,0.3724953461,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.1288498402555911,cts/sec/kg,283.208,NA,302.6540001009672,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,4.037,6.056,"WIN-TS-C1a,b-28",0.109,NA,0.3589376068,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.11413847364280094,cts/sec/kg,245.429,NA,264.87510937691474,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,6.056,8.074,"WIN-TS-C1a,b-29",0.132,0.7584688600339636,0.35106994630000005,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.13984562607204112,cts/sec/kg,264.719,NA,284.1654749892553,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,8.074,10.093,"WIN-TS-C1a,b-30",0.176,0.5431782147793568,0.24335,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.2823422513881878,cts/sec/kg,219.329,NA,238.7756040853116,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,10.093,12.112,"WIN-TS-C1a,b-31",0.29,NA,0.16739,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.7275380189066996,cts/sec/kg,134.761,NA,154.20780242322687,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,12.112,14.13,"WIN-TS-C1a,b-32",0.303,0.3709414674425384,0.17291,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,1.137205651491366,cts/sec/kg,86.631,NA,106.07781360851338,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,14.13,16.149,"WIN-TS-C1a,b-33",0.46,0.3081974430492809,0.14689,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",1963,1.2839473684210525,cts/sec/kg,59.01,NA,78.45630139004395,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,16.149,18.167,"WIN-TS-C1a,b-34",0.496,0.2954130858676053,0.13315,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.7484777517564403,cts/sec/kg,43.301,NA,62.7478384777291,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,18.167,20.186,"WIN-TS-C1a,b-35",0.476,0.26778847789839055,0.12781,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.4279859484777518,cts/sec/kg,18.82,NA,38.266267023857985,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,20.186,22.205,"WIN-TS-C1a,b-36",0.632,0.24767619311875724,0.12645,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.15125835445955288,cts/sec/kg,12.85,NA,32.29678152844405,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,22.205,24.223,"WIN-TS-C1a,b-37",0.591,0.26043005505195255,0.11382,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0718341503267974,cts/sec/kg,3.505,NA,22.95193299362635,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,24.223,26.242,"WIN-TS-C1a,b-38",0.746,0.1767794877272761,0.0781,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.04242424242424242,cts/sec/kg,3.863,NA,23.309296337757484,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,26.242,28.26,"WIN-TS-C1a,b-39",0.662,0.1685648933186762,0.05674999999999999,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.01839154881581189,cts/sec/kg,-0.029,NA,19.41779854590462,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,28.26,30.279,"WIN-TS-C1a,b-40",0.611,0.16047496106202577,0.05667,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.02428571428571429,cts/sec/kg,-0.732,NA,18.714387540392977,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,30.279,32.298,"WIN-TS-C1a,b-41",0.474,0.18149228619112873,0.07905000000000001,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.01509484968538801,cts/sec/kg,1.246,NA,20.69201687610111,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,32.298,34.316,"WIN-TS-C1a,b-42",0.919,0.1469361866666064,0.06446,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0102381036617725,cts/sec/kg,-0.364,NA,19.08264517332134,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,34.316,36.335,"WIN-TS-C1a,b-43",0.915,0.12481724270169207,0.04596,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,0.508,NA,19.95486972664216,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,36.335,38.353,"WIN-TS-C1a,b-44",0.79,0.13078868213102232,0.03642,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,-3.823,NA,15.6233901032574,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,38.353,40.372,"WIN-TS-C1a,b-45",0.798,0.120996296641635,0.06424,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,-5.214,NA,14.232020159830055,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,40.372,42.391,"WIN-TS-C1a,b-46",0.581,0.16800886868581,0.05341999999999999,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,2.123,NA,21.569928145077274,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,42.391,44.409,"WIN-TS-C1a,b-47",0.545,0.14239513321496056,0.05406,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,0.297,NA,19.74382801465168,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,44.409,46.428,"WIN-TS-C1a,b-48",0.702,0.12253911825698224,0.04317,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,0.851,NA,20.297231321885185,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,46.428,48.446,"WIN-TS-C1a,b-49",0.712,0.11325538969904868,0.04594,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,-1.366,NA,18.08065447940952,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,WIN-TS,WIN-TS-C1ab-1547,gouge auger core,48.446,50.465,"WIN-TS-C1a,b-50",0.667,0.1377334620518523,0.05243,0.0093,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,-0.866,NA,18.580502161017595,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,0,2,FSM-HM-C1-51,0.1315215585696457,0.496,0.23826,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.229272,cts/sec/kg,154.1271271,33.90766307,159.3943478,29.70617153,Bq/kg,18.54528395,8.815186383,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,2,4,FSM-HM-C1-52,0.1453453138746255,0.547,0.24058,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.162585,cts/sec/kg,214.9114059,31.28564715,213.1186315,28.2905804,Bq/kg,16.85585238,3.992275399,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,4,6,FSM-HM-C1-53,NA,0.588,0.24644,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.219216,cts/sec/kg,184.3504558,31.73551351,196.7332388,28.51775635,Bq/kg,28.27895988,5.26126294,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,6,8,FSM-HM-C1-54,0.10655219395203556,0.564,0.24328,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0,cts/sec/kg,172.0049212,27.24888652,160.0930293,24.24232396,Bq/kg,2.986783012,5.635124334,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,8,10,FSM-HM-C1-55,0.1981547056427042,0.473,0.20717,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.247716,cts/sec/kg,138.1323413,22.67001893,147.8065865,20.41632694,Bq/kg,21.59589275,3.495861345,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,10,12,FSM-HM-C1-56,0.2204363976755696,0.421,0.18556,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,12,14,FSM-HM-C1-57,0.21919852589596597,0.385,0.17638,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.520339,cts/sec/kg,63.20739246,12.4117981,65.67425262,10.93813086,Bq/kg,7.926963044,2.990691341,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,14,16,FSM-HM-C1-58,0.3527118392675004,0.337,0.13083,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.588987,cts/sec/kg,16.70257916,7.062527336,31.51866938,6.051844623,Bq/kg,16.26413107,2.231755772,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,16,18,FSM-HM-C1-59,0.4459059003890879,0.273,0.09312,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.199855,cts/sec/kg,14.98059661,6.401212323,39.28622309,5.459069002,Bq/kg,25.60554611,2.090797263,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,18,20,FSM-HM-C1-60,0.4112454905601863,0.222,0.07167,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,20,22,FSM-HM-C1-61,0.41938007654043874,0.174,0.05321,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,22,24,FSM-HM-C1-62,0.5705772724777394,0.168,0.05653,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,24,26,FSM-HM-C1-63,0.5939199974645507,0.17,0.053,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,26,28,FSM-HM-C1-64,0.5617353311948563,0.176,0.05702,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,28,30,FSM-HM-C1-65,0.5318495696587113,0.179,0.0578,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,30,32,FSM-HM-C1-66,0.501786969296909,0.177,0.05928815365,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,32,34,FSM-HM-C1-67,0.5732298548626042,0.182,0.05819211483,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,34,36,FSM-HM-C1-68,0.5870232832639019,0.175,0.05898350716,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,36,38,FSM-HM-C1-69,0.5944505139415237,0.162,0.05319495678,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,38,40,FSM-HM-C1-70,0.6034692940500644,0.156,0.05063994408,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,40,42,FSM-HM-C1-71,0.5622658476718293,0.151,0.05083201408,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,42,44,FSM-HM-C1-72,0.6625334618197233,0.147,0.04845167159999999,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,44,46,FSM-HM-C1-73,0.7368057685959412,0.146,0.04907195567999999,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,46,48,FSM-HM-C1-74,0.7237196954972742,0.145,0.04600484848,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FSM-HM,FSM-HM-C1-1548,gouge auger core,48,50,FSM-HM-C1-75,0.6280498908164793,0.172,0.05007667064999999,0,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,SES-TS,SES-TS-C1b-1546,gouge auger core,0,2.085,SES-TS-C1b 26,0.278,0.2799615452557835,0.11648,0.0424,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.11444125044915558,cts/sec/kg,94.104,NA,117.60212003059527,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,SES-TS,SES-TS-C1b-1546,gouge auger core,2.085,4.17,SES-TS-C1b 27,0.474,0.21711088648409413,0.07928,0.0424,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.09829096809085992,cts/sec/kg,45.074,NA,68.57254287901335,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,SES-TS,SES-TS-C1b-1546,gouge auger core,4.17,6.254,SES-TS-C1b 28,0.448,0.2325788792712814,0.08041999999999999,0.0424,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.09115502764693836,cts/sec/kg,34,NA,57.498033930774696,NA,Bq/kg,NA,NA,NA,NA
