study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,pb210_unit
Snedden_2018,211,211_1,single set of methods,6,8,0.1,0.33088500000000004,0.136,0.416,0.086,disintegrationsPerminutePerGram,11.296,0.573,12.593,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,8,10,0.14,0.358234,0.1655,0.435,0.087,disintegrationsPerminutePerGram,12.757,0.601,13.994,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,10,12,0.08,0.403016,0.1812,0.475,0.07,disintegrationsPerminutePerGram,12.812,0.558,14.031,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,12,14,0.13,0.38528,0.1771,0.558,0.087,disintegrationsPerminutePerGram,12.306,0.586,13.724,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,14,16,0.08,0.522684,0.2146,0.326,0.124,disintegrationsPerminutePerGram,12.243,0.827,13.284,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,16,18,0.12,0.486449,0.2254,0.497,0.096,disintegrationsPerminutePerGram,9.796,0.621,10.684,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,18,20,0.11,0.510997,0.2379,0.513,0.106,disintegrationsPerminutePerGram,8.307,0.56,9.343,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,20,22,0.1,0.5210159999999999,0.2425,0.885,0.113,disintegrationsPerminutePerGram,8.659,0.63,9.749,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,22,24,0.14,0.5070790000000001,0.2457,0.811,0.109,disintegrationsPerminutePerGram,6.737,0.543,7.89,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,24,26,0.14,0.48038899999999995,0.2208,1.895,0.096,disintegrationsPerminutePerGram,6.186,0.361,7.536,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,26,28,0.15,0.369431,0.1716,3.082,0.126,disintegrationsPerminutePerGram,6.965,0.338,8.277,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,28,30,0.12,0.466972,0.218,4.304,0.16,disintegrationsPerminutePerGram,6.953,0.482,8.648,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,30,32,0.12,0.435908,0.20559999999999998,5.148,0.181,disintegrationsPerminutePerGram,4.965,0.362,6.027,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,32,34,0.1,0.571429,0.2749,5.043,0.191,disintegrationsPerminutePerGram,6.361,0.537,7.264,disintegrationsPerminutePerGram
Snedden_2018,211,211_1,single set of methods,34,36,0.12,0.518324,0.2378,5.438,0.257,disintegrationsPerminutePerGram,6.389,0.867,7.149,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,0,2,0.19,0.241427,0.09285,0.221,0.045,disintegrationsPerminutePerGram,21.996,0.931,23.596,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,2,4,0.36,0.21131699999999998,0.09186,0.236,0.043,disintegrationsPerminutePerGram,8.367,0.381,9.821,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,4,6,0.5,0.11141999999999999,0.036230000000000005,0.146,0.042,disintegrationsPerminutePerGram,5.644,0.314,7.26,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,6,8,0.58,0.09097200000000001,0.02068,0.137,0.039,disintegrationsPerminutePerGram,4.537,0.29,5.956,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,8,10,0.28,0.23700500000000002,0.09028,0.259,0.046,disintegrationsPerminutePerGram,6.04,0.361,7.384,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,10,12,0.31,0.196985,0.07057000000000001,0.158,0.04,disintegrationsPerminutePerGram,6.611,0.353,7.949,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,12,14,0.26,0.28370999999999996,0.11599999999999999,0.279,0.051,disintegrationsPerminutePerGram,8.495,0.425,9.592,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,14,16,0.24,0.282207,0.1193,0.442,0.057,disintegrationsPerminutePerGram,8.749,0.456,9.647,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,16,18,0.2,0.303175,0.12269999999999999,0.359,0.066,disintegrationsPerminutePerGram,9.452,0.481,10.521,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,18,20,0.19,0.346801,0.1398,0.527,0.065,disintegrationsPerminutePerGram,10.565,0.524,11.442,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,20,22,0.21,0.330756,0.1343,0.659,0.074,disintegrationsPerminutePerGram,9.931,0.508,10.931,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,22,24,0.2,0.37409,0.1454,0.816,0.069,disintegrationsPerminutePerGram,5.963,0.389,6.986,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,24,26,0.22,0.27889800000000003,0.1215,1.193,0.064,disintegrationsPerminutePerGram,7.014,0.374,8.137,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,26,28,0.24,0.266488,0.10369999999999999,1.402,0.071,disintegrationsPerminutePerGram,6.358,0.358,7.544,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,28,30,0.66,0.105394,0.028610000000000003,0.436,0.049,disintegrationsPerminutePerGram,2.367,0.215,4.041,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,30,32,0.77,0.04836,0.01298,0.403,0.042,disintegrationsPerminutePerGram,2.043,0.189,3.547,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,32,34,0.23,0.366913,0.1368,1.931,0.086,disintegrationsPerminutePerGram,4.337,0.352,5.419,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,34,36,0.15,0.42207700000000004,0.1672,1.347,0.078,disintegrationsPerminutePerGram,4.054,0.335,5.067,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,36,38,0.25,0.33201099999999995,0.1316,0.504,0.063,disintegrationsPerminutePerGram,4.186,0.375,4.947,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,38,40,0.33,0.254966,0.0649,2.992,0.109,disintegrationsPerminutePerGram,3.724,0.35,4.802,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,40,42,0.2,0.449589,0.1858,0.701,0.064,disintegrationsPerminutePerGram,4.056,0.344,4.957,disintegrationsPerminutePerGram
Snedden_2018,224,224_1,single set of methods,42,44,0.15,0.537958,0.20079999999999998,0.41,0.056,disintegrationsPerminutePerGram,2.545,0.296,3.523,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,0,2,0.19,0.37531,0.1358,0.309,0.051,disintegrationsPerminutePerGram,7.572,0.431,8.82,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,2,4,0.27,0.23828,0.08503999999999999,0.338,0.05,disintegrationsPerminutePerGram,7.975,0.643,9.307,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,4,6,0.28,0.26135400000000003,0.09326000000000001,0.205,0.051,disintegrationsPerminutePerGram,3.587,0.304,4.964,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,6,8,0.27,0.302625,0.13570000000000002,0.389,0.056,disintegrationsPerminutePerGram,6.022,0.368,7.266,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,8,10,0.24,0.32182,0.138,0.513,0.065,disintegrationsPerminutePerGram,6.985,0.405,8.106,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,10,12,0.21,0.347744,0.1471,0.554,0.069,disintegrationsPerminutePerGram,8.266,0.443,9.313,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,12,14,0.19,0.37113799999999997,0.1685,0.659,0.071,disintegrationsPerminutePerGram,8.97,0.465,9.988,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,14,16,0.19,0.373971,0.155,0.705,0.078,disintegrationsPerminutePerGram,8.421,0.461,9.428,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,16,18,0.16,0.358643,0.1567,0.791,0.074,disintegrationsPerminutePerGram,10.456,0.492,11.526,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,18,20,0.17,0.358077,0.1405,0.783,0.075,disintegrationsPerminutePerGram,10.533,0.481,11.579,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,20,22,0.12,0.46759799999999996,0.1808,0.898,0.083,disintegrationsPerminutePerGram,9.026,0.516,10.01,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,22,24,0.14,0.373315,0.14859999999999998,0.903,0.088,disintegrationsPerminutePerGram,8.279,0.507,9.348,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,24,26,0.18,0.365822,0.1535,1.081,0.071,disintegrationsPerminutePerGram,7.446,0.779,8.512,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,26,28,0.19,0.388063,0.153,1.065,0.077,disintegrationsPerminutePerGram,8.116,0.418,9.078,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,28,30,0.16,0.37386400000000003,0.1598,1.563,0.093,disintegrationsPerminutePerGram,9.228,0.495,10.429,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,30,32,0.13,0.484353,0.21239999999999998,1.463,0.105,disintegrationsPerminutePerGram,6.989,0.524,7.846,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,32,34,0.11,0.614232,0.2565,3.451,0.145,disintegrationsPerminutePerGram,6.497,0.519,7.334,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,34,36,0.11,0.5704509999999999,0.24280000000000002,5.774,0.188,disintegrationsPerminutePerGram,6.505,0.525,7.304,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,36,38,0.13,0.483926,0.2139,1.064,0.098,disintegrationsPerminutePerGram,3.617,0.274,4.403,disintegrationsPerminutePerGram
Snedden_2018,225,225_1,single set of methods,38,40,0.11,0.603873,0.2876,2.209,0.124,disintegrationsPerminutePerGram,5.779,0.486,6.562,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,0,2,0.19,0.219488,0.07487,0.027,0.037,disintegrationsPerminutePerGram,8.806,0.472,9.778,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,2,4,0.37,0.133694,0.05054,0.13,0.038,disintegrationsPerminutePerGram,5.757,0.339,6.96,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,4,6,0.4,0.145923,0.043429999999999996,0.056,0.033,disintegrationsPerminutePerGram,7.357,0.384,8.423,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,6,8,0.64,0.175866,0.07426,0.22,0.049,disintegrationsPerminutePerGram,6.496,0.388,7.606,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,8,10,0.32,0.16753,0.06516,0.331,0.055,disintegrationsPerminutePerGram,7.944,0.426,9.07,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,10,12,0.28,0.26787700000000003,0.106,0.157,0.078,disintegrationsPerminutePerGram,9.032,0.577,9.694,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,12,14,0.18,0.362472,0.15810000000000002,0.416,0.071,disintegrationsPerminutePerGram,7.145,0.482,7.977,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,14,16,0.17,0.325269,0.1553,0.324,0.066,disintegrationsPerminutePerGram,8.081,0.505,8.936,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,16,18,0.17,0.37973399999999996,0.17850000000000002,0.532,0.067,disintegrationsPerminutePerGram,8.552,0.489,9.316,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,18,20,0.18,0.309066,0.1661,1.02,0.079,disintegrationsPerminutePerGram,6.152,0.417,7.034,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,20,22,0.16,0.31553000000000003,0.1524,0.862,0.076,disintegrationsPerminutePerGram,6.302,0.416,7.065,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,22,24,0.15,0.309316,0.1432,0.937,0.084,disintegrationsPerminutePerGram,5.925,0.44,6.866,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,24,26,0.36,0.133581,0.05337,0.678,0.072,disintegrationsPerminutePerGram,4.351,0.38,5.389,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,26,28,0.53,0.12793200000000002,0.025419999999999998,0.985,0.064,disintegrationsPerminutePerGram,2.465,0.22,3.827,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,28,30,0.17,0.334661,0.15560000000000002,3.01,0.137,disintegrationsPerminutePerGram,4.994,0.423,5.768,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,30,32,0.17,0.37933100000000003,0.1968,1.121,0.087,disintegrationsPerminutePerGram,4.136,0.396,4.825,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,32,34,0.13,0.45426099999999997,0.228,0.304,0,disintegrationsPerminutePerGram,5.357,0.443,5.971,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,34,36,0.15,0.402104,0.2003,0.056,0.046,disintegrationsPerminutePerGram,10.011,0.815,10.844,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,36,38,0.15,0.418286,0.2115,0.043,0,disintegrationsPerminutePerGram,3.466,0.381,4.072,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,38,40,0.23,0.306601,0.1381,0.069,0,disintegrationsPerminutePerGram,3.014,0.332,3.7,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,40,42,0.35,0.19127300000000003,0.07231,0.05,0,disintegrationsPerminutePerGram,1.791,0.24,2.933,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,42,44,0.2,0.35945900000000003,0.20579999999999998,0.021,0,disintegrationsPerminutePerGram,2.125,0.166,2.964,disintegrationsPerminutePerGram
Snedden_2018,237,237_1,single set of methods,43,45,0.16,0.458631,0.2531,0.017,0,disintegrationsPerminutePerGram,2.518,0.356,3.003,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,0,2,0.13,0.310102,0.11230000000000001,0.21,0.057,disintegrationsPerminutePerGram,9.359,0.535,10.531,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,2,4,0.28,0.18407199999999999,0.06727,0.17,0.038,disintegrationsPerminutePerGram,6.168,0.349,7.673,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,4,6,0.3,0.21093800000000001,0.0904,0.275,0.051,disintegrationsPerminutePerGram,9.528,0.439,11.03,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,6,8,0.26,0.249303,0.1193,0.281,0.054,disintegrationsPerminutePerGram,8.624,0.452,10.11,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,8,10,0.27,0.24191600000000002,0.1128,0.444,0.059,disintegrationsPerminutePerGram,8.209,0.438,9.388,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,10,12,0.3,0.23411,0.10859999999999999,0.343,0.039,disintegrationsPerminutePerGram,6.729,0.341,7.978,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,12,14,0.23,0.213247,0.09230000000000001,0.256,0.041,disintegrationsPerminutePerGram,6.394,0.36,7.837,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,14,16,0.23,0.270061,0.11560000000000001,0.373,0.053,disintegrationsPerminutePerGram,8.585,0.396,9.911,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,16,18,0.18,0.33443199999999995,0.1412,0.395,0.073,disintegrationsPerminutePerGram,11.625,0.558,12.78,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,18,20,0.22,0.286497,0.14429999999999998,0.427,0.064,disintegrationsPerminutePerGram,10.961,0.52,12.042,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,20,22,0.25,0.25052199999999997,0.1192,0.4,0.051,disintegrationsPerminutePerGram,8.263,0.439,9.478,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,22,24,0.21,0.310348,0.1433,0.35,0.045,disintegrationsPerminutePerGram,7.512,0.395,8.527,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,24,26,0.19,0.318875,0.1507,0.43,0.051,disintegrationsPerminutePerGram,8.041,0.403,9.019,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,26,28,0.2,0.25784,0.1152,0.333,0.046,disintegrationsPerminutePerGram,6.989,0.371,8.06,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,28,30,0.18,0.255644,0.1165,0.512,0.057,disintegrationsPerminutePerGram,9.957,0.431,11.182,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,30,32,0.19,0.259292,0.1176,0.38,0.056,disintegrationsPerminutePerGram,18.078,0.992,19.233,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,32,34,0.19,0.25176,0.1094,0.529,0.067,disintegrationsPerminutePerGram,9.901,0.506,11.015,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,34,36,0.18,0.244803,0.106,0.74,0.071,disintegrationsPerminutePerGram,8.281,0.476,9.417,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,36,38,0.19,0.27605799999999997,0.1162,0.979,0.08,disintegrationsPerminutePerGram,8.84,0.512,10.031,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,38,40,0.2,0.25773399999999996,0.11230000000000001,1.238,0.079,disintegrationsPerminutePerGram,8.508,0.461,9.547,disintegrationsPerminutePerGram
Snedden_2018,253,253_1,single set of methods,40,42,0.16,0.248033,0.102,1.701,0.087,disintegrationsPerminutePerGram,7.44,0.418,8.717,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,0,2,0.1,0.384799,0.1628,0.576,0.074,disintegrationsPerminutePerGram,13.032,0.563,14.297,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,2,4,0.16,0.339257,0.1766,0.659,0.066,disintegrationsPerminutePerGram,12.856,0.525,14.255,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,4,6,0.21,0.36512500000000003,0.1618,0.509,0.048,disintegrationsPerminutePerGram,11.759,0.427,12.914,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,6,8,0.24,0.35849800000000004,0.17350000000000002,0.557,0.054,disintegrationsPerminutePerGram,13.221,0.476,14.449,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,8,10,0.28,0.310929,0.1523,0.643,0.053,disintegrationsPerminutePerGram,9.909,0.394,11.136,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,10,12,0.22,0.385113,0.19010000000000002,0.54,0.053,disintegrationsPerminutePerGram,9.087,0.396,10.582,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,12,14,0.27,0.340194,0.1636,0.482,0.049,disintegrationsPerminutePerGram,8.517,0.373,10.086,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,14,16,0.32,0.35574300000000003,0.1134,0.59,0.053,disintegrationsPerminutePerGram,9.436,0.342,10.939,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,16,18,0.17,0.399901,0.18109999999999998,0.606,0.062,disintegrationsPerminutePerGram,13.332,0.499,15.015,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,18,20,0.17,0.39691499999999996,0.1827,0.736,0.06,disintegrationsPerminutePerGram,13.938,0.466,15.639,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,20,22,0.15,0.44043,0.2027,0.579,0.07,disintegrationsPerminutePerGram,10.798,0.485,12.516,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,22,24,0.15,0.461009,0.20120000000000002,0.729,0.071,disintegrationsPerminutePerGram,12.14,0.485,13.957,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,24,26,0.2,0.378874,0.1739,0.923,0.068,disintegrationsPerminutePerGram,9.087,0.398,11.182,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,26,28,0.24,0.332077,0.15439999999999998,1.007,0.067,disintegrationsPerminutePerGram,8.979,0.381,11.287,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,28,30,0.22,0.354974,0.16899999999999998,0.807,0.057,disintegrationsPerminutePerGram,8.224,0.349,10.562,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,30,32,0.27,0.340432,0.1518,0.883,0.068,disintegrationsPerminutePerGram,7.788,0.388,10.056,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,32,34,0.25,0.315307,0.1469,0.886,0.061,disintegrationsPerminutePerGram,6.504,0.323,8.929,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,34,36,0.26,0.310675,0.1482,1.179,0.063,disintegrationsPerminutePerGram,6.723,0.326,9.01,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,36,38,0.32,0.243109,0.1119,1.107,0.06,disintegrationsPerminutePerGram,5.744,0.277,8.122,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,38,40,0.3,0.24800999999999998,0.1186,1.161,0.061,disintegrationsPerminutePerGram,4.53,0.253,6.743,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,40,42,0.3,0.23822700000000002,0.1003,1.104,0.056,disintegrationsPerminutePerGram,5.146,0.266,7.428,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,42,44,0.27,0.250496,0.1097,1.28,0.066,disintegrationsPerminutePerGram,4.821,0.277,7.145,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,43,45,0.26,0.28466400000000003,0.1281,0.177,0.009,disintegrationsPerminutePerGram,0.62,0.034,0.891,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,44,46,0.25,0.27075299999999997,0.1124,2.077,0.082,disintegrationsPerminutePerGram,6.084,0.274,8.344,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,46,48,0.25,0.281571,0.1249,1.963,0.081,disintegrationsPerminutePerGram,6.263,0.33,8.655,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,48,50,0.29,0.242226,0.11869999999999999,2.655,0.085,disintegrationsPerminutePerGram,6.23,0.311,8.463,disintegrationsPerminutePerGram
Snedden_2018,261,261_1,single set of methods,50,52,0.31,0.23866199999999999,0.09868,2.388,0.091,disintegrationsPerminutePerGram,4.32,0.289,6.632,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,0,2,0.05,0.7613979999999999,0.3566,0.694,0.209,disintegrationsPerminutePerGram,71.166,1.612,72.713,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,2,4,0.06,0.7091630000000001,0.33520000000000005,0.861,0.213,disintegrationsPerminutePerGram,109.914,2.69,111.038,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,4,6,0.08,0.7016060000000001,0.3333,0.267,0.162,disintegrationsPerminutePerGram,75.904,1.671,77.479,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,6,8,0.08,0.616606,0.3017,0.736,0.182,disintegrationsPerminutePerGram,60.423,1.394,61.519,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,8,10,0.09,0.6362639999999999,0.3091,0.944,0.177,disintegrationsPerminutePerGram,76.113,2.944,77.256,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,10,12,0.07,0.799404,0.3788,0.056,0.196,disintegrationsPerminutePerGram,83.711,1.936,85.383,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,12,14,0.08,0.745232,0.3772,1.004,0.237,disintegrationsPerminutePerGram,109.849,2.569,111.336,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,14,16,0.05,0.82038,0.4044,0.072,0.163,disintegrationsPerminutePerGram,74.28,3.463,75.353,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,16,18,0.07,0.848069,0.434,0.059,0.176,disintegrationsPerminutePerGram,68.91,1.645,69.742,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,18,20,0.08,0.83152,0.4179,1.138,0.193,disintegrationsPerminutePerGram,64.913,1.493,66.015,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,20,22,0.06,0.876058,0.44409999999999994,1.348,0.271,disintegrationsPerminutePerGram,105.625,4.491,106.898,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,22,24,0.07,0.841202,0.4355,1.251,0.208,disintegrationsPerminutePerGram,73.461,1.703,74.287,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,24,26,0.06,0.873868,0.43229999999999996,0.522,0.223,disintegrationsPerminutePerGram,83.575,3.687,85.027,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,26,28,0.07,0.790644,0.40149999999999997,1.187,0.247,disintegrationsPerminutePerGram,84.047,1.852,85.336,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,28,30,0.09,0.8160219999999999,0.4043,1.296,0.204,disintegrationsPerminutePerGram,96.004,2.328,96.819,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,30,32,0.08,0.8010970000000001,0.4144,1.715,0.235,disintegrationsPerminutePerGram,107.884,2.675,109.365,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,32,34,0.08,0.831754,0.4244,1.699,0.285,disintegrationsPerminutePerGram,88.431,2.116,90.099,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,34,36,0.09,0.8016639999999999,0.4208,3.368,0.31,disintegrationsPerminutePerGram,82.112,2.043,83.611,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,36,38,0.08,0.826541,0.4364,3.267,0.269,disintegrationsPerminutePerGram,64.297,3.063,65.704,disintegrationsPerminutePerGram
Snedden_2018,273,273_1,single set of methods,38,40,0.07,0.8425090000000001,0.4413,4.248,0.28,disintegrationsPerminutePerGram,91.685,2.351,92.366,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,0,2,0.03,0.7093250000000001,0.3312,0.864,0.215,disintegrationsPerminutePerGram,17.205,1.426,17.629,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,2,4,0.04,0.793872,0.3578,0.148,0.143,disintegrationsPerminutePerGram,14.906,1.262,15.124,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,4,6,0.03,0.789586,0.3811,0,0,disintegrationsPerminutePerGram,20.454,1.216,20.652,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,6,8,0.09,0.679193,0.3148,0.489,0.128,disintegrationsPerminutePerGram,24.911,1.068,25.282,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,8,10,0.08,0.669058,0.31579999999999997,0.32,0.129,disintegrationsPerminutePerGram,20.015,0.966,20.405,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,10,12,0.06,0.6049,0.2696,0.547,0.116,disintegrationsPerminutePerGram,10.819,0.781,11.574,disintegrationsPerminutePerGram
