study_id,site_id,plot_id,plot_area,longitude,latitude,year,month,day,harvest_or_allometry,genus,species,alive_or_dead,above_or_belowground,allometric_eq_present,plant_measurements_present
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_133,NA,-81.078954,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_233,NA,-81.079848,25.359744,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_33,NA,-81.07806,25.360015,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_333,NA,-81.080742,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_433,NA,-81.081934,25.359473,2004,11,2,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_633,NA,-81.083722,25.359202,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,north_america_Florida,Flamingo5B_733,NA,-81.084616,25.358931,2004,11,2,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,78.5,-87.27851667,13.1056,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,78.5,-87.281286,13.105746,2004,8,20,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,78.5,-87.281523000000007,13.105786,2004,8,20,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,78.5,-87.28176667,13.10586667,2004,8,20,allometry,Avicennia,germinans,alive,aboveground,no,yes
