study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,n_plants,height,height_se,diameter,diameter_se,diameter_method
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_88,2013,5,8,Rhizophora,mangle,alive,aboveground,1,4.73,6.475311282020443,2.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_89,2013,5,8,Rhizophora,mangle,alive,aboveground,1,8.8,6.475311282020443,5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_90,2013,5,8,Rhizophora,mangle,alive,aboveground,1,6.4,6.475311282020443,4.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_91,2013,5,8,Rhizophora,mangle,alive,aboveground,1,7.8,6.475311282020443,6.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_92,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.89,6.475311282020443,2.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_1A,2013,5,8,Rhizophora,mangle,alive,aboveground,1,34.7,6.475311282020443,46.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_1B,2013,5,8,Rhizophora,mangle,alive,aboveground,1,35.8,6.475311282020443,41.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_22A,2013,5,8,Rhizophora,mangle,alive,aboveground,1,35.8,6.475311282020443,37.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_22B,2013,5,8,Rhizophora,mangle,alive,aboveground,1,14.9,6.475311282020443,10.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_1,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.2,6.475311282020443,2.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_2,2013,5,8,Rhizophora,mangle,alive,aboveground,1,4.1,6.475311282020443,3.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_3,2013,5,8,Rhizophora,mangle,alive,aboveground,1,2.2,6.475311282020443,2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_4,2013,5,8,Rhizophora,mangle,alive,aboveground,1,36.7,6.475311282020443,33.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_5,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.6,6.475311282020443,3.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_6,2013,5,8,Rhizophora,mangle,alive,aboveground,1,23.7,6.475311282020443,15.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_7,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.8,6.475311282020443,3.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_9,2013,5,8,Rhizophora,mangle,alive,aboveground,1,18.5,6.475311282020443,13,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_10,2013,5,8,Rhizophora,mangle,alive,aboveground,1,7,6.475311282020443,5.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_11,2013,5,8,Rhizophora,mangle,alive,aboveground,1,20.5,6.475311282020443,18,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_12,2013,5,8,Rhizophora,mangle,alive,aboveground,1,32.4,6.475311282020443,27.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_13,2013,5,8,Rhizophora,mangle,alive,aboveground,1,27.4,6.475311282020443,18.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_14,2013,5,8,Rhizophora,mangle,alive,aboveground,1,31.6,6.475311282020443,26.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_15,2013,5,8,Rhizophora,mangle,alive,aboveground,1,34.5,6.475311282020443,32.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_16,2013,5,8,Rhizophora,mangle,alive,aboveground,1,19.6,6.475311282020443,15,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_17,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,1,3.5,6.475311282020443,3.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_18,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,1,3.7,6.475311282020443,4.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_19,2013,5,8,Rhizophora,mangle,dead,aboveground,1,9.7,6.475311282020443,18.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_51,2013,5,8,Rhizophora,mangle,alive,aboveground,1,14.69,6.475311282020443,9.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_52,2013,5,8,Rhizophora,mangle,alive,aboveground,1,15.89,6.475311282020443,2.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_53,2013,5,8,Rhizophora,mangle,alive,aboveground,1,7.35,6.475311282020443,5.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_54,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.74,6.475311282020443,2.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_55,2013,5,8,Rhizophora,mangle,alive,aboveground,1,8.61,6.475311282020443,6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_56,2013,5,8,Rhizophora,mangle,alive,aboveground,1,4.15,6.475311282020443,3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_57,2013,5,8,Rhizophora,mangle,alive,aboveground,1,36.87,6.475311282020443,38.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_58,2013,5,8,Rhizophora,mangle,alive,aboveground,1,6.87,6.475311282020443,4.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_59,2013,5,8,Rhizophora,mangle,alive,aboveground,1,38.95,6.475311282020443,28.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_60,2013,5,8,Rhizophora,mangle,alive,aboveground,1,34.93,6.475311282020443,23.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_61,2013,5,8,Rhizophora,mangle,alive,aboveground,1,37.67,6.475311282020443,28.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_62,2013,5,8,Rhizophora,mangle,alive,aboveground,1,10.08,6.475311282020443,9.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_63,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.45,6.475311282020443,4.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_64,2013,5,8,Rhizophora,mangle,alive,aboveground,1,13.37,6.475311282020443,10,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_65,2013,5,8,Rhizophora,mangle,alive,aboveground,1,7.23,6.475311282020443,5.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_66,2013,5,8,Rhizophora,mangle,alive,aboveground,1,15.84,6.475311282020443,10.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_67,2013,5,8,Rhizophora,mangle,alive,aboveground,1,35.39,6.475311282020443,37.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_68,2013,5,8,Rhizophora,mangle,alive,aboveground,1,14.9,6.475311282020443,9.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_69,2013,5,8,Rhizophora,mangle,alive,aboveground,1,20.98,6.475311282020443,15.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_70,2013,5,8,Rhizophora,mangle,alive,aboveground,1,33.98,6.475311282020443,38.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_71,2013,5,8,Rhizophora,mangle,alive,aboveground,1,13.19,6.475311282020443,11.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_72,2013,5,8,Rhizophora,mangle,alive,aboveground,1,25.18,6.475311282020443,18.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_73,2013,5,8,Rhizophora,mangle,alive,aboveground,1,3.5,6.475311282020443,3.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_74,2013,5,8,Rhizophora,mangle,alive,aboveground,1,13.04,6.475311282020443,8.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_8A,2013,5,8,Rhizophora,mangle,alive,aboveground,1,40.2,6.475311282020443,46.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_8B,2013,5,8,Rhizophora,mangle,alive,aboveground,1,32.4,6.475311282020443,29,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_1,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.6,6.475311282020443,7.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_2,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7,6.475311282020443,5.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_3,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.6,6.475311282020443,6.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_4,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9,6.475311282020443,11.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_5,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.9,6.475311282020443,10.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_6,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5,6.475311282020443,3.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_7,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.7,6.475311282020443,6.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_8,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.3,6.475311282020443,6.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_9,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5.4,6.475311282020443,3.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_10,2013,5,9,Rhizophora,mangle,alive,aboveground,1,8.8,6.475311282020443,5.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_11,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.9,6.475311282020443,7.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_12,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8,6.475311282020443,7.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_13,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.6,6.475311282020443,14,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_14,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.3,6.475311282020443,4.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_16,2013,5,9,Rhizophora,mangle,alive,aboveground,1,9.1,6.475311282020443,12.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_17,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.3,6.475311282020443,6.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_18,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5.3,6.475311282020443,5.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_20,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5.9,6.475311282020443,5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_21,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.4,6.475311282020443,10.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_22,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.7,6.475311282020443,7.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_23,2013,5,9,Rhizophora,mangle,alive,aboveground,1,11.7,6.475311282020443,13.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_24,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8,6.475311282020443,14.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_25,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.4,6.475311282020443,9.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_27,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.7,6.475311282020443,14.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_28,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.6,6.475311282020443,15.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_29,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.4,6.475311282020443,11.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_30,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.3,6.475311282020443,12.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_31,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.2,6.475311282020443,10.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_32,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.6,6.475311282020443,14.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_33,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.2,6.475311282020443,10.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_34,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.7,6.475311282020443,13.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_35,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.7,6.475311282020443,11.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_36,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.7,6.475311282020443,9.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_37,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.3,6.475311282020443,15,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_38,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.9,6.475311282020443,7.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_39,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.1,6.475311282020443,13.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_40,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.2,6.475311282020443,15.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_41,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.8,6.475311282020443,8.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_42,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.8,6.475311282020443,9.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_43,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.8,6.475311282020443,10.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_44,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.2,6.475311282020443,11.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_45,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.8,6.475311282020443,9.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_46,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9,6.475311282020443,6.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_47,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9,6.475311282020443,8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_48,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.1,6.475311282020443,9.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_49,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.7,6.475311282020443,11.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_51,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.68,6.475311282020443,12.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_52,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.02,6.475311282020443,9.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_53,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.91,6.475311282020443,11.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_54,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.51,6.475311282020443,8.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_55,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.34,6.475311282020443,8.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_56,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.87,6.475311282020443,9.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_57,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.41,6.475311282020443,11.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_58,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.37,6.475311282020443,11.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_59,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.33,6.475311282020443,13.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_60,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.3,6.475311282020443,13.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_61,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.82,6.475311282020443,10.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_62,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.24,6.475311282020443,8.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_63,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.76,6.475311282020443,9.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_64,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.44,6.475311282020443,6.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_65,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.04,6.475311282020443,9.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_66,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.17,6.475311282020443,7.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_67,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.3,6.475311282020443,13.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_68,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.73,6.475311282020443,8.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_69,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.2,6.475311282020443,11,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_70,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.37,6.475311282020443,6.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_71,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.12,6.475311282020443,10.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_72,2013,5,9,Rhizophora,mangle,alive,aboveground,1,NA,6.475311282020443,15.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_73,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5.45,6.475311282020443,4.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_74,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5,6.475311282020443,3.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_75,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,5.49,6.475311282020443,3.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_76,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.53,6.475311282020443,8.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_77,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,11.39,6.475311282020443,15.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_78,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,11.31,6.475311282020443,11.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_79,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.88,6.475311282020443,13.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_81,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.38,6.475311282020443,5.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_82,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.43,6.475311282020443,11.6,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_83,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.21,6.475311282020443,4.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_84,2013,5,9,Rhizophora,mangle,alive,aboveground,1,8.5,6.475311282020443,6.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_85,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.5,6.475311282020443,7.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_86,2013,5,9,Rhizophora,mangle,alive,aboveground,1,4.8,6.475311282020443,3.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_90,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,13.45,6.475311282020443,16.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_91,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,11.57,6.475311282020443,14.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_92,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,11.45,6.475311282020443,14.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_93,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,11.25,6.475311282020443,15.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_94,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.29,6.475311282020443,15.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_95,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.15,6.475311282020443,13.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_96,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.1,6.475311282020443,9.3,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_97,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.2,6.475311282020443,12.2,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_98,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.97,6.475311282020443,14.4,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_99,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,10.15,6.475311282020443,10.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_100,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.3,6.475311282020443,11.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_100,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.35,6.475311282020443,6.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_101,2013,5,9,Rhizophora,mangle,alive,aboveground,1,7,6.475311282020443,14.1,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_102,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.8,6.475311282020443,7.8,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_103,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.1,6.475311282020443,9.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_104,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,9.62,6.475311282020443,8.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_105,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.51,6.475311282020443,11.7,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_106,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,13.78,6.475311282020443,15.5,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_107,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,7.19,6.475311282020443,5.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_108,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,6.78,6.475311282020443,4.9,6.593067773913049,breast height
Simard_et_al_2019,central_america_CostaRica,P3,P3_tree_109,2013,5,9,Pelliciera,rhizophorae,alive,aboveground,1,8.8,6.475311282020443,15.7,6.593067773913049,breast height
