study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,n_plants,height,height_se,diameter,diameter_se,diameter_method
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_34,2012,11,20,Rhizophora,mangle,alive,aboveground,1,9.6,5.778582489694204,7.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_37,2012,11,20,Rhizophora,mangle,alive,aboveground,1,5.4,5.778582489694204,4.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_38,2012,11,20,Rhizophora,mangle,alive,aboveground,1,7.2,5.778582489694204,5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_39,2012,11,20,Rhizophora,mangle,alive,aboveground,1,8.6,5.778582489694204,5.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_40,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.4,5.778582489694204,5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_43,2012,11,20,Rhizophora,mangle,alive,aboveground,1,6.8,5.778582489694204,5.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_44,2012,11,20,Rhizophora,mangle,alive,aboveground,1,4.6,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_46,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,3.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_47,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_49,2012,11,20,Rhizophora,mangle,alive,aboveground,1,4.8,5.778582489694204,3.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_50,2012,11,20,Rhizophora,mangle,alive,aboveground,1,6.2,5.778582489694204,3.6,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_53,2012,11,20,Rhizophora,mangle,alive,aboveground,1,8,5.778582489694204,7.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_55,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.9,5.778582489694204,4.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_56,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.5,5.778582489694204,2.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_59,2012,11,20,Avicennia,germinans,alive,aboveground,1,3,5.778582489694204,4.2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_60,2012,11,20,Avicennia,germinans,alive,aboveground,1,8.4,5.778582489694204,8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_61,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.2,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_62,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,3.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_63,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,2.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_65,2012,11,20,Laguncularia,racemosa,alive,aboveground,1,NA,5.778582489694204,3.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_67,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.8,5.778582489694204,3.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_69,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.7,5.778582489694204,4.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_70,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.2,5.778582489694204,7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_71,2012,11,20,Laguncularia,racemosa,alive,aboveground,1,6.5,5.778582489694204,4.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_72,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.7,5.778582489694204,7.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_73,2012,11,20,Avicennia,germinans,alive,aboveground,1,10,5.778582489694204,11.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_75,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.5,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_76,2012,11,20,Avicennia,germinans,alive,aboveground,1,5,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_77,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,4.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_78,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,2.7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_79,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.7,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_82,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.6,5.778582489694204,7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_83,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.2,5.778582489694204,3.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_85,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.7,5.778582489694204,4.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_87,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.6,5.778582489694204,7.7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_88,2012,11,20,Avicennia,germinans,alive,aboveground,1,10,5.778582489694204,9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_89,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.8,5.778582489694204,5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_91,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.6,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_92,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.9,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_93,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.4,5.778582489694204,6.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_94,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.1,5.778582489694204,7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_96,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.2,5.778582489694204,3.1,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_97,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,2.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_98,2012,11,20,Avicennia,germinans,alive,aboveground,1,3,5.778582489694204,3.7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_99,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.8,5.778582489694204,2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_100,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.8,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_102,2012,11,20,Avicennia,germinans,alive,aboveground,1,10.7,5.778582489694204,17.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_103,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.8,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_104,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.5,5.778582489694204,3.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_105,2012,11,20,Avicennia,germinans,alive,aboveground,1,8.4,5.778582489694204,7.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_106,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.3,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_107,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.8,5.778582489694204,5.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_108,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.5,5.778582489694204,4.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_109,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.6,5.778582489694204,6.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_110,2012,11,20,Avicennia,germinans,alive,aboveground,1,10.2,5.778582489694204,7.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_111,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.4,5.778582489694204,6,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_112,2012,11,20,Avicennia,germinans,alive,aboveground,1,11.2,5.778582489694204,17.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_113,2012,11,20,Avicennia,germinans,alive,aboveground,1,8,5.778582489694204,6.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_116,2012,11,20,Avicennia,germinans,alive,aboveground,1,8.8,5.778582489694204,9.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_117,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.3,5.778582489694204,5.6,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_118,2012,11,20,Avicennia,germinans,alive,aboveground,1,9.8,5.778582489694204,9.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_121,2012,11,20,Avicennia,germinans,alive,aboveground,1,5,5.778582489694204,3.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_122,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.6,5.778582489694204,4.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_126,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.3,5.778582489694204,2.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_127,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.8,5.778582489694204,5.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_128,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.1,5.778582489694204,2.2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_131,2012,11,20,Avicennia,germinans,alive,aboveground,1,10.8,5.778582489694204,13.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_132,2012,11,20,Avicennia,germinans,alive,aboveground,1,NA,5.778582489694204,3.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_134,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.7,5.778582489694204,3.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_136,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.4,5.778582489694204,1.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_139,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.1,5.778582489694204,2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_140,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.1,5.778582489694204,4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_141,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.4,5.778582489694204,6.7,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_142,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.3,5.778582489694204,2.2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_143,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.3,5.778582489694204,3.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_150,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.6,5.778582489694204,4.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_151,2012,11,20,Avicennia,germinans,alive,aboveground,1,3.7,5.778582489694204,2.6,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_152,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.8,5.778582489694204,3.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_101a,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.5,5.778582489694204,8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_101b,2012,11,20,Avicennia,germinans,alive,aboveground,1,5,5.778582489694204,6,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_109pp,2012,11,20,Laguncularia,racemosa,alive,aboveground,1,9,5.778582489694204,11.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_110pp,2012,11,20,Avicennia,germinans,alive,aboveground,1,8.8,5.778582489694204,8.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_114a,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.1,5.778582489694204,11.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_114b,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.1,5.778582489694204,3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_115a,2012,11,20,Avicennia,germinans,alive,aboveground,1,11.4,5.778582489694204,10,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_115b,2012,11,20,Avicennia,germinans,alive,aboveground,1,10.1,5.778582489694204,10.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_119a,2012,11,20,Avicennia,germinans,alive,aboveground,1,10.2,5.778582489694204,4.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_119b,2012,11,20,Avicennia,germinans,alive,aboveground,1,4.4,5.778582489694204,9.4,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_123a,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.7,5.778582489694204,2.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_123a,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.9,5.778582489694204,4.2,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_124a,2012,11,20,Avicennia,germinans,alive,aboveground,1,8.8,5.778582489694204,4.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_124b,2012,11,20,Avicennia,germinans,alive,aboveground,1,6.7,5.778582489694204,5.3,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_124c,2012,11,20,Avicennia,germinans,alive,aboveground,1,2.2,5.778582489694204,2.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_133a,2012,11,20,Avicennia,germinans,alive,aboveground,1,9,5.778582489694204,13,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_133b,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.6,5.778582489694204,8.8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_138a,2012,11,20,Avicennia,germinans,alive,aboveground,1,11.8,5.778582489694204,25.9,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_138b,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.2,5.778582489694204,8,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_144a,2012,11,20,Avicennia,germinans,alive,aboveground,1,9.1,5.778582489694204,7.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_144b,2012,11,20,Avicennia,germinans,alive,aboveground,1,9.5,5.778582489694204,10,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_147a,2012,11,20,Avicennia,germinans,alive,aboveground,1,9.6,5.778582489694204,12,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_147b,2012,11,20,Avicennia,germinans,alive,aboveground,1,5.6,5.778582489694204,5.5,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_1a,2012,11,20,Avicennia,germinans,alive,aboveground,1,12.1,5.778582489694204,15,13.032667985047045,breast height
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_1b,2012,11,20,Avicennia,germinans,alive,aboveground,1,7.1,5.778582489694204,7.5,13.032667985047045,breast height
