table,study_id,site_id,core_id
species,Donato_et_al_2011,Sulawesi,M1423
species,Donato_et_al_2011,Sulawesi,M1424
species,Donato_et_al_2011,Sulawesi,M1425
species,Donato_et_al_2011,Sulawesi,M1426
species,Donato_et_al_2011,Sulawesi,M1427
species,Donato_et_al_2011,Sulawesi,M1428
species,Donato_et_al_2011,Sulawesi,M1429
species,Donato_et_al_2011,Sulawesi,M1430
species,Donato_et_al_2011,Sulawesi,M1431
species,Donato_et_al_2011,Sulawesi,M1432
species,Donato_et_al_2011,Sulawesi,M1433
species,Donato_et_al_2011,Ganges-Brahmaputra Delta,M1434
species,Donato_et_al_2011,Central Kalimantan,M1435
species,Donato_et_al_2011,Central Kalimantan,M1436
species,Donato_et_al_2011,Central Kalimantan,M1437
species,Donato_et_al_2011,Central Kalimantan,M1438
species,Donato_et_al_2011,Central Kalimantan,M1439
species,Donato_et_al_2011,Central Kalimantan,M1440
species,Donato_et_al_2011,Kosrae,M1441
species,Donato_et_al_2011,Kosrae,M1442
species,Donato_et_al_2011,Kosrae,M1443
species,Donato_et_al_2011,Kosrae,M1444
species,Donato_et_al_2011,Kosrae,M1445
species,Donato_et_al_2011,Kosrae,M1446
species,Donato_et_al_2011,Kosrae,M1447
species,Donato_et_al_2011,Kosrae,M1448
species,Donato_et_al_2011,Kosrae,M1449
species,Donato_et_al_2011,Kosrae,M1450
species,Donato_et_al_2011,Kosrae,M1451
species,Donato_et_al_2011,Kosrae,M1452
species,Donato_et_al_2011,Kosrae,M1453
species,Donato_et_al_2011,Kosrae,M1454
species,Donato_et_al_2011,Kosrae,M1455
species,Donato_et_al_2011,Kosrae,M1456
species,Donato_et_al_2011,Kosrae,M1457
species,Donato_et_al_2011,Kosrae,M1458
species,Donato_et_al_2011,Kosrae,M1459
species,Donato_et_al_2011,Kosrae,M1460
species,Donato_et_al_2011,Kosrae,M1461
species,Donato_et_al_2011,Kosrae,M1462
species,Donato_et_al_2011,Kosrae,M1463
species,Donato_et_al_2011,Kosrae,M1464
species,Donato_et_al_2011,Yap,M1465
species,Donato_et_al_2011,Yap,M1466
species,Donato_et_al_2011,Yap,M1467
species,Donato_et_al_2011,Yap,M1468
species,Donato_et_al_2011,Yap,M1469
species,Donato_et_al_2011,Yap,M1470
species,Donato_et_al_2011,Yap,M1471
species,Donato_et_al_2011,Yap,M1472
species,Donato_et_al_2011,Yap,M1473
species,Donato_et_al_2011,Yap,M1474
species,Donato_et_al_2011,Yap,M1475
species,Donato_et_al_2011,Yap,M1476
species,Donato_et_al_2011,Yap,M1477
species,Donato_et_al_2011,Yap,M1478
species,Donato_et_al_2011,Yap,M1479
species,Donato_et_al_2011,Yap,M1480
species,Donato_et_al_2011,Yap,M1481
species,Donato_et_al_2011,Yap,M1482
species,Donato_et_al_2011,Central Kalimantan,M1483
species,Donato_et_al_2011,Central Kalimantan,M1484
species,Donato_et_al_2011,Central Kalimantan,M1485
species,Donato_et_al_2011,Central Kalimantan,M1486
species,Donato_et_al_2011,Central Kalimantan,M1487
species,Donato_et_al_2011,Central Kalimantan,M1488
species,Donato_et_al_2011,Central Kalimantan,M1489
species,Donato_et_al_2011,Central Kalimantan,M1490
species,Donato_et_al_2011,Central Kalimantan,M1491
species,Donato_et_al_2011,Central Kalimantan,M1492
species,Donato_et_al_2011,Central Kalimantan,M1493
species,Donato_et_al_2011,Central Kalimantan,M1494
species,Donato_et_al_2011,Central Kalimantan,M1495
species,Donato_et_al_2011,Central Kalimantan,M1496
species,Donato_et_al_2011,Central Kalimantan,M1497
species,Donato_et_al_2011,Central Kalimantan,M1498
species,Donato_et_al_2011,Central Kalimantan,M1499
species,Donato_et_al_2011,Central Kalimantan,M1500
species,Donato_et_al_2011,Central Kalimantan,M1501
species,Donato_et_al_2011,Central Kalimantan,M1502
species,Donato_et_al_2011,Central Kalimantan,M1503
species,Donato_et_al_2011,Central Kalimantan,M1504
species,Donato_et_al_2011,Central Kalimantan,M1505
species,Donato_et_al_2011,Central Kalimantan,M1506
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0540
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1590
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1591
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1592
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1593
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1594
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1595
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1596
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1597
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1598
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1599
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1600
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1601
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1602
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1603
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1604
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1605
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1606
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1607
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1608
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1609
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1610
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1611
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1612
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1613
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1614
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1615
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1616
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1617
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1618
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1619
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1620
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1621
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1622
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1623
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1624
species,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1625
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1626
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1627
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1628
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1629
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1630
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1631
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1632
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1633
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1634
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1635
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1636
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1637
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1638
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1639
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1640
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1641
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1642
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1643
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1644
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1645
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1646
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1647
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1648
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1649
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1650
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1651
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1652
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1653
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1654
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1655
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1656
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1657
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1658
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1659
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1660
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1661
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1662
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1663
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1664
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1665
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1666
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1667
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1668
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1669
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1670
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1671
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1672
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1673
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1674
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1675
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1676
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1677
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1678
species,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1679
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1743
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1744
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1745
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1746
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1747
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1748
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1749
species,Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1750
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1751
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1752
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1753
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1754
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1755
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1756
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1757
species,Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1758
species,Sanborn_and_Coxson_2020,BC14-22,391
species,Sanborn_and_Coxson_2020,BC14-23,392
species,Sanborn_and_Coxson_2020,BC14-25,393
species,Sanborn_and_Coxson_2020,BC14-26,394
species,Sanborn_and_Coxson_2020,BC14-27,395
species,Sanborn_and_Coxson_2020,BC14-28,396
species,Sanborn_and_Coxson_2020,BC14-29,397
species,Sanborn_and_Coxson_2020,BC14-30,398
species,Sanborn_and_Coxson_2020,BC14-31,399
species,Sanborn_and_Coxson_2020,BC17-08,400
species,Sanborn_and_Coxson_2020,BC17-09,401
species,Sanborn_and_Coxson_2020,BC17-10,402
species,Sanborn_and_Coxson_2020,BC17-11,403
species,Sanborn_and_Coxson_2020,BC17-12,404
species,Sanborn_and_Coxson_2020,BC17-13,405
species,Sanborn_and_Coxson_2020,BC17-14,406
species,Sanborn_and_Coxson_2020,BC17-15,407
species,Sanborn_and_Coxson_2020,BC17-16,408
species,Sanborn_and_Coxson_2020,BC17-17,409
species,Sanborn_and_Coxson_2020,BC17-18,410
species,Sanborn_and_Coxson_2020,BC17-19,411
species,Sanborn_and_Coxson_2020,BC17-20,412
species,Sanborn_and_Coxson_2020,BC17-21,413
species,Sanborn_and_Coxson_2020,BC17-22,414
species,Sanborn_and_Coxson_2020,BC17-23,415
species,Sanborn_and_Coxson_2020,BC17-24,416
species,Sanborn_and_Coxson_2020,BC17-25,417
species,Sanborn_and_Coxson_2020,BC17-26,418
species,Sanborn_and_Coxson_2020,BC17-27,419
species,Sanborn_and_Coxson_2020,BC17-28,420
species,Sanborn_and_Coxson_2020,BC17-29,421
species,Sanborn_and_Coxson_2020,BC17-30,422
species,Sanborn_and_Coxson_2020,BC17-31,423
species,Poppe_and_Rybczyk_2018,1,1_2J
species,Poppe_and_Rybczyk_2018,2,2_3F
species,Poppe_and_Rybczyk_2018,3,3_4F
species,Poppe_and_Rybczyk_2018,4,4_5B
species,Poppe_and_Rybczyk_2018,5,5_5F
species,Poppe_and_Rybczyk_2018,6,6_5J
species,Poppe_and_Rybczyk_2019,HM5,HM5_1
species,Poppe_and_Rybczyk_2019,LM1,LM1_10
species,Poppe_and_Rybczyk_2019,HM3,HM3_11
species,Poppe_and_Rybczyk_2019,LM3,LM3_13
species,Poppe_and_Rybczyk_2019,LM3,LM3_16
species,Poppe_and_Rybczyk_2019,HM5,HM5_2
species,Poppe_and_Rybczyk_2019,HM3,HM3_20
species,Poppe_and_Rybczyk_2019,HM4,HM4_21
species,Poppe_and_Rybczyk_2019,HM4,HM4_22
species,Poppe_and_Rybczyk_2019,LM4,LM4_23
species,Poppe_and_Rybczyk_2019,LM4,LM4_24
species,Poppe_and_Rybczyk_2019,R1,25A
species,Poppe_and_Rybczyk_2019,R1,25B
species,Poppe_and_Rybczyk_2019,R2,26A
species,Poppe_and_Rybczyk_2019,R2,26B
species,Poppe_and_Rybczyk_2019,R3,27A
species,Poppe_and_Rybczyk_2019,R3,27B
species,Poppe_and_Rybczyk_2019,R4,28A
species,Poppe_and_Rybczyk_2019,R4,28B
species,Poppe_and_Rybczyk_2019,LM5,LM5_3
species,Poppe_and_Rybczyk_2019,LM5,LM5_4
species,Poppe_and_Rybczyk_2019,HM1,HM1_7
species,Poppe_and_Rybczyk_2019,HM1,HM1_8
species,Poppe_and_Rybczyk_2019,LM1,LM1_9
species,Poppe_et_al_2019,Heron_Point,HP_A
species,Poppe_et_al_2019,Heron_Point,HP_B
species,Poppe_et_al_2019,Marysville_Mitigation,MA_A
species,Poppe_et_al_2019,Marysville_Mitigation,MA_B
species,Poppe_et_al_2019,North_Ebey,NE_A
species,Poppe_et_al_2019,North_Ebey,NE_B
species,Poppe_et_al_2019,Otter_Island,OI_A
species,Poppe_et_al_2019,Otter_Island,OI_B
species,Poppe_et_al_2019,Quilceda_Marsh,QM_A
species,Poppe_et_al_2019,Quilceda_Marsh,QM_B
species,Poppe_et_al_2019,Quilceda_Marsh,QM_C
species,Poppe_et_al_2019,Qwuloolt,QW_A
species,Poppe_et_al_2019,Qwuloolt,QW_B
species,Poppe_et_al_2019,Smith_Island_County,SN_A
species,Poppe_et_al_2019,Smith_Island_County,SN_B
species,Poppe_et_al_2019,Spencer_Island,SP_A
species,Poppe_et_al_2019,Spencer_Island,SP_B
species,Poppe_et_al_2019,Smith_Island_City,SS_A
species,Poppe_et_al_2019,Smith_Island_City,SS_B
species,Poppe_et_al_2019,WDFW_Forest,WF_A
species,Poppe_et_al_2019,WDFW_Forest,WF_B
species,Poppe_et_al_2019,WDFW_Wetland,WW_A
species,Poppe_et_al_2019,WDFW_Wetland,WW_B
species,Peck_et_al_2020,Alsea,ABOR1702_01PU
species,Peck_et_al_2020,Alsea,ABOR1702_02PU
species,Peck_et_al_2020,Alsea,ABOR1702_05PU
species,Peck_et_al_2020,Alsea,ABOR1702_06PU
species,Peck_et_al_2020,Alsea,ABOR1702_07PU
species,Peck_et_al_2020,Alsea,ABOR1702_08PU
species,Peck_et_al_2020,Alsea,ABOR1309_01PU
species,Peck_et_al_2020,Alsea,ABOR1309_02PU
species,Peck_et_al_2020,Alsea,ABOR1309_03PU
species,Peck_et_al_2020,Alsea,ABOR1309_04PU
species,Peck_et_al_2020,Coquille,CMOR1706_01PU
species,Peck_et_al_2020,Coquille,CMOR1706_02PU
species,Peck_et_al_2020,Coquille,CMOR1706_03PU
species,Peck_et_al_2020,Coquille,CMOR1706_04PU
species,Peck_et_al_2020,Coquille,CMOR1706_05PU
species,Peck_et_al_2020,Coquille,CMOR1706_08PU
species,Peck_et_al_2020,Coquille,CMOR1706_09PU
species,Peck_et_al_2020,Coquille,CMOR1706_10PU
species,Peck_et_al_2020,Nehalem,NBOR1606_02PU
species,Peck_et_al_2020,Nehalem,NBOR1606_03PU
species,Peck_et_al_2020,Nehalem,NBOR1606_04PU
species,Peck_et_al_2020,Nehalem,NBOR1606_05PU
species,Peck_et_al_2020,Nehalem,NBOR1606_07PU
species,Peck_et_al_2020,Nehalem,NBOR1606_08PU
species,Peck_et_al_2020,Nehalem,NBOR1609_01PU
species,Peck_et_al_2020,Nehalem,NBOR1609_02PU
species,Peck_et_al_2020,Nehalem,NBOR1609_03PU
species,Peck_et_al_2020,Nehalem,NBOR1609_04PU
species,Peck_et_al_2020,Netarts,NTOR1009_01PU
species,Peck_et_al_2020,Netarts,NTOR1009_02PU
species,Peck_et_al_2020,Netarts,NTOR1009_03PU
species,Peck_et_al_2020,Netarts,NTOR1009_04PU
species,Peck_et_al_2020,Netarts,NTOR1709_01PU
species,Peck_et_al_2020,Netarts,NTOR1709_02PU
species,Peck_et_al_2020,Netarts,NTOR1709_03PU
species,Peck_et_al_2020,Netarts,NTOR1709_04PU
species,Peck_et_al_2020,Netarts,NTOR1802_01PU
species,Peck_et_al_2020,Netarts,NTOR1802_02PU
species,Peck_et_al_2020,Netarts,NTOR1802_05PU
species,Peck_et_al_2020,Netarts,NTOR1802_06PU
species,Peck_et_al_2020,Netarts,NTOR1802_07PU
species,Peck_et_al_2020,Netarts,NTOR1802_08PU
species,Peck_et_al_2020,Netarts,NTOR1802_09PU
species,Peck_et_al_2020,Salmon River,SROR1509_01PU
species,Peck_et_al_2020,Salmon River,SROR1509_02PU
species,Peck_et_al_2020,Salmon River,SROR1509_03PU
species,Peck_et_al_2020,Salmon River,SROR1509_04PU
species,Peck_et_al_2020,Salmon River,SROR1809_01PU
species,Peck_et_al_2020,Salmon River,SROR1809_02PU
species,Peck_et_al_2020,Salmon River,SROR1809_03PU
species,Peck_et_al_2020,Salmon River,SROR1809_04PU
species,Peck_et_al_2020,Tillamook,TBOR1504_01PU
species,Peck_et_al_2020,Tillamook,TBOR1504_02PU
species,Peck_et_al_2020,Tillamook,TBOR1504_03PU
species,Peck_et_al_2020,Tillamook,TBOR1504_04PU
species,Peck_et_al_2020,Tillamook,TBOR1504_05PU
species,Peck_et_al_2020,Tillamook,TBOR1504_06PU
species,Peck_et_al_2020,Youngs Bay,YBOR1502_01PU
species,Peck_et_al_2020,Youngs Bay,YBOR1502_02PU
species,Peck_et_al_2020,Youngs Bay,YBOR1502_03PU
species,Peck_et_al_2020,Youngs Bay,YBOR1502_04PU
species,Peck_et_al_2020,Youngs Bay,YBOR1502_05PU
species,Osland_et_al_2016,Grand_Bay,grand_bay_1
species,Osland_et_al_2016,Grand_Bay,grand_bay_2
species,Osland_et_al_2016,Grand_Bay,grand_bay_3
species,Osland_et_al_2016,Grand_Bay,grand_bay_4
species,Osland_et_al_2016,Grand_Bay,grand_bay_5
species,Osland_et_al_2016,Grand_Bay,grand_bay_6
species,Osland_et_al_2016,Grand_Bay,grand_bay_7
species,Osland_et_al_2016,Grand_Bay,grand_bay_8
species,Osland_et_al_2016,Grand_Bay,grand_bay_9
species,Osland_et_al_2016,Grand_Bay,grand_bay_10
species,Osland_et_al_2016,Grand_Bay,grand_bay_11
species,Osland_et_al_2016,Grand_Bay,grand_bay_12
species,Osland_et_al_2016,Grand_Bay,grand_bay_13
species,Osland_et_al_2016,Grand_Bay,grand_bay_14
species,Osland_et_al_2016,Grand_Bay,grand_bay_15
species,Osland_et_al_2016,Grand_Bay,grand_bay_16
species,Osland_et_al_2016,Grand_Bay,grand_bay_17
species,Osland_et_al_2016,Grand_Bay,grand_bay_18
species,Osland_et_al_2016,Grand_Bay,grand_bay_19
species,Osland_et_al_2016,Grand_Bay,grand_bay_20
species,Osland_et_al_2016,Grand_Bay,grand_bay_21
species,Osland_et_al_2016,Grand_Bay,grand_bay_22
species,Osland_et_al_2016,Grand_Bay,grand_bay_23
species,Osland_et_al_2016,Grand_Bay,grand_bay_24
species,Osland_et_al_2016,Grand_Bay,grand_bay_25
species,Osland_et_al_2016,Grand_Bay,grand_bay_26
species,Osland_et_al_2016,Grand_Bay,grand_bay_27
species,Osland_et_al_2016,Grand_Bay,grand_bay_28
species,Osland_et_al_2016,Grand_Bay,grand_bay_29
species,Osland_et_al_2016,Grand_Bay,grand_bay_30
species,Osland_et_al_2016,Grand_Bay,grand_bay_31
species,Osland_et_al_2016,Grand_Bay,grand_bay_32
species,Osland_et_al_2016,Grand_Bay,grand_bay_33
species,Osland_et_al_2016,Grand_Bay,grand_bay_34
species,Osland_et_al_2016,Grand_Bay,grand_bay_35
species,Osland_et_al_2016,Grand_Bay,grand_bay_36
species,Osland_et_al_2016,Grand_Bay,grand_bay_37
species,Osland_et_al_2016,Grand_Bay,grand_bay_38
species,Osland_et_al_2016,Grand_Bay,grand_bay_39
species,Osland_et_al_2016,Grand_Bay,grand_bay_40
species,Osland_et_al_2016,Grand_Bay,grand_bay_41
species,Osland_et_al_2016,Grand_Bay,grand_bay_42
species,Osland_et_al_2016,Grand_Bay,grand_bay_43
species,Osland_et_al_2016,Grand_Bay,grand_bay_44
species,Osland_et_al_2016,Grand_Bay,grand_bay_45
species,Osland_et_al_2016,Grand_Bay,grand_bay_46
species,Osland_et_al_2016,Grand_Bay,grand_bay_47
species,Osland_et_al_2016,Grand_Bay,grand_bay_48
species,Osland_et_al_2016,Grand_Bay,grand_bay_49
species,Osland_et_al_2016,Grand_Bay,grand_bay_50
species,Osland_et_al_2016,Grand_Bay,grand_bay_51
species,Osland_et_al_2016,Grand_Bay,grand_bay_52
species,Osland_et_al_2016,Grand_Bay,grand_bay_53
species,Osland_et_al_2016,Grand_Bay,grand_bay_54
species,Osland_et_al_2016,Grand_Bay,grand_bay_55
