Samp_ID,Site,Vol_cm3,dry_mass_g,loi,BD_g_cm3,Elev_mNAVD88,Lat,Lon,perC,CD_gC_cm3,Mineral_g_cm3
BRN A4,BRN,418.5,106,0.43499,0.25329,0.841,41.26927804,-72.7547658,21.44927,0.05433,0.143111383
BRN B1,BRN,418.5,115,0.4048,0.27479,0.67,41.26905004,-72.75521081,19.87963,0.05463,0.163555008
BRN B2,BRN,418.5,99,0.37179,0.23656,0.771,41.26910776,-72.75514025,18.16319,0.04297,0.148609358
BRN B3,BRN,418.5,95,0.45005,0.227,0.853,41.26918487,-72.75503371,22.23238,0.05047,0.12483865
BRN C1,BRN,418.5,196,0.20138,0.46834,0.601,41.26987906,-72.75566127,9.30153,0.04356,0.374025691
BRN C2,BRN,418.5,96,0.3953,0.22939,0.802,41.26983096,-72.75558726,19.38567,0.04447,0.138712133
BRN C3,BRN,418.5,80,0.53039,0.19116,0.904,41.26976749,-72.75546008,26.4105,0.05049,0.089770648
BRN C4,BRN,418.5,77,0.64367,0.18399,0.955,41.26972291,-72.755277,32.3011,0.05943,0.065561157
GM A1,GM,418.5,354,0.06772,0.84588,0.451,41.28705455,-72.32512885,2.35161,0.01989,0.788597006
GM A2,GM,418.5,92,0.2833,0.21983,0.44,41.28697969,-72.32546827,13.56157,0.02981,0.157552161
GM A3,GM,418.5,64,0.4712,0.15293,0.541,41.28694173,-72.32580342,23.33254,0.03568,0.080869384
GM A4,GM,418.5,69,0.52057,0.16487,0.488,41.2869073,-72.32614875,25.89957,0.0427,0.079043624
GM A5,GM,418.5,58,0.56565,0.13859,0.486,41.28687884,-72.32652536,28.24386,0.03914,0.060196567
GM B1,GM,418.5,405,0.08687,0.96774,0.58,41.28879651,-72.32726559,3.34746,0.03239,0.883672426
GM B2,GM,418.5,113,0.38632,0.27001,0.51,41.28861779,-72.32743717,18.9189,0.05108,0.165699737
GM B3,GM,418.5,95,0.49102,0.227,0.51,41.28837981,-72.32751926,24.3631,0.0553,0.11553846
GM B4,GM,418.5,67,0.41564,0.1601,0.507,41.28811084,-72.32745013,20.44314,0.03273,0.093556036
GM B5,GM,418.5,66,0.59749,0.15771,0.524,41.28767648,-72.32753387,29.89959,0.04715,0.063479852
GM C1,GM,418.5,354,0.09974,0.84588,0.54,41.28560021,-72.32729735,4.01629,0.03397,0.761511929
GM C2,GM,418.5,159,0.26302,0.37993,0.439,41.28568319,-72.32726279,12.50707,0.04752,0.280000811
GM C3,GM,418.5,111,0.35957,0.26523,0.444,41.28583759,-72.32729414,17.5278,0.04649,0.169861249
GM C4,GM,418.5,119,0.41279,0.28435,0.386,41.28602147,-72.32733125,20.2953,0.05771,0.166973164
GM C5,GM,418.5,111,0.43806,0.26523,0.37,41.28627466,-72.32738871,21.60902,0.05731,0.149043346
GM C6,GM,418.5,75,0.55316,0.17921,0.401,41.28661937,-72.3275093,27.59442,0.04945,0.080078196
GM C7,GM,418.5,77,0.53506,0.18399,0.46,41.28693066,-72.32760589,26.65309,0.04904,0.085544311
CHP A1,CHP,418.5,257,0.11552,0.6141,0.065,41.43563012,-72.44331986,4.83723,0.02971,0.543159168
CHP A2,CHP,418.5,192,0.16104,0.45878,0.299,41.43567947,-72.44339965,7.20406,0.03305,0.384898069
CHP A3,CHP,418.5,161,0.3135,0.38471,0.403,41.43570999,-72.443467,15.13183,0.05821,0.264103415
CHP A4,CHP,418.5,151,0.18015,0.36081,0.504,41.43579409,-72.44362924,8.19804,0.02958,0.295810079
CHP A5,CHP,418.5,146,0.19321,0.34886,0.439,41.43585193,-72.44374757,8.87701,0.03097,0.281456759
CHP B1,CHP,418.5,194,0.12194,0.46356,0.167,41.43551082,-72.44317901,5.1707,0.02397,0.407033494
CHP B2,CHP,418.5,229,0.39831,0.54719,0.446,41.43546695,-72.44314792,19.5421,0.10693,0.329238751
CHP B3,CHP,418.5,210,0.14915,0.50179,0.5,41.43544202,-72.44309495,6.58568,0.03305,0.426948022
CHP B4,CHP,418.5,169,0.1442,0.40382,0.5,41.43539103,-72.44304597,6.32847,0.02556,0.345589156
CHP B5,CHP,418.5,204,0.12795,0.48746,0.5,41.43536199,-72.44296704,5.4834,0.02673,0.425089493
CHP C1,CHP,418.5,234,0.15606,0.55914,0.54,41.43342919,-72.43962621,6.94491,0.03883,0.471880612
CHP C2,CHP,418.5,272,0.11103,0.64994,0.536,41.43336707,-72.43963708,4.6036,0.02992,0.577777162
CHP C3,CHP,418.5,262,0.13804,0.62605,0.537,41.43327705,-72.43964815,6.00796,0.03761,0.539630058
CHP C4,CHP,418.5,207,0.13576,0.49462,0.523,41.43314801,-72.43971704,5.88963,0.02913,0.427470389
CHP C5,CHP,418.5,142,0.18,0.33931,0.51,41.43302247,-72.43980091,8.19023,0.02779,0.2782342
CHP C6,CHP,418.5,194,0.14435,0.46356,0.521,41.43292864,-72.43985827,6.33608,0.02937,0.396645114
GUL_A1,GUL,418.5,284,0.1612,0.67861,0.914,41.27161103,-72.6607968,7.21217,0.04894,0.569218068
GUL_A2,GUL,418.5,219,0.15508,0.5233,0.941,41.27167224,-72.66076467,6.89393,0.03608,0.442146636
GUL_A3,GUL,418.5,202,0.17861,0.48268,0.882,41.2718239,-72.66068153,8.11758,0.03918,0.396468525
GUL_A4,GUL,418.5,194,0.19276,0.46356,0.879,41.2720125,-72.66057361,8.85362,0.04104,0.374204174
GUL_A5,GUL,418.5,125,0.26239,0.29869,0.86,41.27222511,-72.66052174,12.47451,0.03726,0.220316731
GUL_A6,GUL,418.5,162,0.23552,0.3871,0.832,41.27235606,-72.66051849,11.07714,0.04288,0.295930208
GUL_A7,GUL,418.5,186,0.19728,0.44444,0.803,41.27249172,-72.66052811,9.08867,0.04039,0.356760877
GUL_A8,GUL,418.5,100,0.35633,0.23895,0.825,41.27189036,-72.65660616,17.35907,0.04148,0.153804947
GUL_A9,GUL,418.5,128,0.35766,0.30585,0.816,41.27204557,-72.657035,17.42848,0.05331,0.196459689
GUL_A10,GUL,418.5,112,0.29993,0.26762,0.857,41.27227883,-72.65764044,14.42635,0.03861,0.187352733
GUL_B2,GUL,418.5,226,0.13543,0.54002,0.951,41.27079516,-72.65484872,5.8723,0.03171,0.466885091
GUL_B3,GUL,418.5,217,0.14888,0.51852,0.945,41.2708045,-72.65486941,6.57194,0.03408,0.441322742
GUL_B4,GUL,418.5,166,0.33197,0.39665,0.877,41.27085757,-72.65497658,16.09232,0.06383,0.2649741
GUL_B5,GUL,418.5,161,0.26485,0.38471,0.872,41.27101778,-72.65531318,12.60202,0.04848,0.282819557
GUL_B6,GUL,418.5,118,0.31935,0.28196,0.883,41.27119544,-72.65559966,15.4363,0.04352,0.191916074
GUL_C1,GUL,418.5,294,0.10673,0.70251,0.873,41.27077878,-72.65481187,4.38,0.03077,0.627531108
GUL_C2,GUL,418.5,189,0.18575,0.45161,0.899,41.27543446,-72.65303019,8.48919,0.03834,0.367723443
GUL_C3,GUL,418.5,206,0.16733,0.49223,0.88,41.27498824,-72.65288615,7.53091,0.03707,0.409865154
GUL_C4,GUL,418.5,132,0.21244,0.31541,0.805,41.27628263,-72.65357616,9.87707,0.03115,0.2484043
GUL_C5,GUL,418.5,195,0.16248,0.46595,0.584,41.27643237,-72.65369267,7.27888,0.03392,0.390242444
GUL_D1,GUL,418.5,279,0.10291,0.66667,0.51,41.27467276,-72.64881953,4.18149,0.02788,0.59806299
GUL_D2,GUL,418.5,199,0.19411,0.47551,0.849,41.27453294,-72.64861693,8.92397,0.04243,0.383208754
GUL_D3,GUL,418.5,218,0.15598,0.52091,0.858,41.27444132,-72.64841677,6.94082,0.03616,0.439658458
GUL_D4,GUL,418.5,166,0.17826,0.39665,0.803,41.27435879,-72.64819671,8.09968,0.03213,0.325943171
GUL_D5,GUL,418.5,160,0.17142,0.38232,0.815,41.27425597,-72.64781556,7.74392,0.02961,0.316782706
GUL_D6,GUL,418.5,106,0.33044,0.25329,0.716,41.27380982,-72.64631459,16.01279,0.04056,0.169592852
GUL_D7,GUL,418.5,174,0.21791,0.41577,0.807,41.27359545,-72.6455264,10.16125,0.04225,0.325169559
HMP A1,HMP,418.5,139,0.29889,0.33214,0.583,40.61406773,-73.58636111,14.3724,0.04774,0.232866675
HMP A2,HMP,418.5,116,0.36529,0.27718,0.583,40.61401372,-73.58645221,17.82486,0.04941,0.175928918
HMP A3,HMP,418.5,93,0.44005,0.22222,0.592,40.6138967,-73.58662951,21.71235,0.04825,0.124432089
HMP A4,HMP,418.5,87,0.4589,0.20789,0.581,40.61374657,-73.58686767,22.69281,0.04718,0.112489279
HMP A5,HMP,418.5,89,0.45028,0.21266,0.598,40.61362744,-73.58705589,22.24457,0.04731,0.116903455
HMP A6,HMP,418.5,76,0.44977,0.1816,0.611,40.61342636,-73.58732752,22.21801,0.04035,0.099921768
HMP A7,HMP,418.5,83,0.4982,0.19833,0.577,40.61314392,-73.58784095,24.73628,0.04906,0.099521994
HMP A8,HMP,418.5,79,0.4947,0.18877,0.564,40.61275846,-73.58838727,24.55462,0.04635,0.095385481
HMP A9,HMP,418.5,79,0.50698,0.18877,0.55,40.61254598,-73.58873573,25.19304,0.04756,0.093067385
HMP A10,HMP,418.5,80,0.44545,0.19116,0.496,40.61240601,-73.58895133,21.99357,0.04204,0.106007778
HMP B1,HMP,418.5,106,0.41331,0.25329,0.574,40.615183,-73.58890413,20.32216,0.05147,0.14860271
HMP B2,HMP,418.5,81,0.4906,0.19355,0.484,40.61504359,-73.58914349,24.34145,0.04711,0.09859437
HMP B3,HMP,418.5,71,0.50009,0.16965,0.587,40.61487192,-73.58940422,24.83494,0.04213,0.084809732
HMP B4,HMP,418.5,75,0.64746,0.17921,0.593,40.61468654,-73.58968497,32.49796,0.05824,0.063178693
HMP B5,HMP,418.5,72,0.54239,0.17204,0.684,40.61435067,-73.58992562,27.03435,0.04651,0.078727224
HMP B6,HMP,418.5,66,0.61328,0.15771,0.645,40.6140387,-73.59027215,30.72035,0.04845,0.060989611
HMP B7,HMP,418.5,61,0.57461,0.14576,0.605,40.61356471,-73.59103488,28.70962,0.04185,0.062004846
HMP B8,HMP,418.5,61,0.526,0.14576,0.615,40.61331248,-73.59144931,26.18223,0.03816,0.06909024
HMP B9,HMP,418.5,71,0.60182,0.16965,0.696,40.61304688,-73.59186756,30.12439,0.05111,0.067551237
HMP B10,HMP,418.5,78,0.46642,0.18638,0.583,40.61284879,-73.59228143,23.08393,0.04302,0.09944864
HMP C1,HMP,418.5,68,0.52056,0.16249,0.569,40.6107177,-73.58921357,25.89889,0.04208,0.077904206
HMP C2,HMP,418.5,81,0.48497,0.19355,0.563,40.61056925,-73.5894206,24.04855,0.04655,0.099684057
HMP C3,HMP,418.5,108,0.3663,0.25806,0.588,40.61042253,-73.58965182,17.87772,0.04614,0.163532622
HMP C4,HMP,418.5,71,0.51775,0.16965,0.499,40.61018919,-73.59008522,25.75286,0.04369,0.081813713
HMP C5,HMP,418.5,66,0.61079,0.15771,0.573,40.60994589,-73.59053679,30.59092,0.04824,0.061382309
HMP C6,HMP,418.5,65,0.54693,0.15532,0.522,40.60977237,-73.59095569,27.27048,0.04236,0.070370832
HMP C7,HMP,418.5,81,0.44028,0.19355,0.479,40.6096963,-73.59090882,21.72437,0.04205,0.108333806
HMP C8,HMP,418.5,73,0.54778,0.17443,0.558,40.60963226,-73.59137447,27.31467,0.04765,0.078880735
HMP C9,HMP,418.5,86,0.35968,0.2055,0.449,40.60958816,-73.59149585,17.53349,0.03603,0.13158576
HMP C10,HMP,418.5,62,0.5855,0.14815,0.559,40.60946274,-73.59188536,29.27579,0.04337,0.061408175
HMP D1,HMP,418.5,108,0.38144,0.25806,0.613,40.60999801,-73.6153065,18.66469,0.04817,0.159625594
HMP D2,HMP,418.5,112,0.36165,0.26762,0.615,40.61007837,-73.61542754,17.63561,0.0472,0.170835227
HMP D3,HMP,418.5,116,0.34325,0.27718,0.617,40.61013061,-73.61565932,16.6788,0.04623,0.182037965
HMP D4,HMP,418.5,103,0.42337,0.24612,0.684,40.61017651,-73.61593367,20.8451,0.0513,0.141920176
HMP D5,HMP,418.5,68,0.45839,0.16249,0.582,40.61004392,-73.61643854,22.66645,0.03683,0.088006209
HMP D6,HMP,418.5,80,0.5229,0.19116,0.673,40.6098926,-73.61703481,26.02088,0.04974,0.091202436
HMP D7,HMP,418.5,99,0.43471,0.23656,0.705,40.60976113,-73.61746034,21.43483,0.05071,0.133725002
HMP D8,HMP,418.5,76,0.55427,0.1816,0.668,40.60987908,-73.61800519,27.65215,0.05022,0.080944568
HMP D9,HMP,418.5,66,0.59882,0.15771,0.674,40.60963169,-73.61835001,29.96857,0.04726,0.063270098
HMP D10,HMP,418.5,125,0.29248,0.29869,0.681,40.60952754,-73.6186122,14.03894,0.04193,0.211329149
HMP E1,HMP,418.5,37,0.46879,0.08841,0.601,40.60774728,-73.62229878,23.20691,0.02052,0.046964276
HMP E2,HMP,418.5,68,0.57078,0.16249,0.63,40.60776508,-73.62219759,28.51065,0.04633,0.069743958
HMP E3,HMP,418.5,57,0.61569,0.1362,0.641,40.60782774,-73.62199761,30.84608,0.04201,0.052343022
HMP E4,HMP,418.5,67,0.51681,0.1601,0.629,40.60789414,-73.6218706,25.70433,0.04115,0.077358719
HMP E5,HMP,418.5,54,0.68316,0.12903,0.657,40.60798978,-73.62139228,34.35411,0.04433,0.040881865
HMP E6,HMP,418.5,62,0.67657,0.14815,0.619,40.60801403,-73.62102442,34.01179,0.05039,0.047916155
TVN A2,TVN,418.5,200,0.12938,0.4779,0.554,42.03901329,-73.91667909,5.55755,0.02656,0.416069298
TVN A3,TVN,418.5,102,0.34454,0.24373,0.717,42.03892878,-73.9168098,16.74612,0.04081,0.159755266
TVN A4,TVN,418.5,87,0.35338,0.20789,0.716,42.03887535,-73.91689287,17.20602,0.03577,0.134425832
TVN B1,TVN,418.5,175,0.17874,0.41816,0.307,42.04038586,-73.91597193,8.12453,0.03397,0.343418082
TVN B2,TVN,418.5,138,0.18764,0.32975,0.494,42.04034783,-73.91614172,8.58727,0.02832,0.26787571
TVN B3,TVN,418.5,74,0.30317,0.17682,0.687,42.04018012,-73.9163983,14.59499,0.02581,0.123213481
TVN B4,TVN,418.5,54,0.3707,0.12903,0.807,42.04003868,-73.91676558,18.1066,0.02336,0.081198579
PRM A1,PRM,418.5,122,0.21869,0.29152,0.619,41.03359508,-73.91213514,10.20175,0.02974,0.227767491
PRM B1,PRM,418.5,104,0.29735,0.24851,0.614,41.0337431,-73.91082055,14.29207,0.03552,0.174615552
PRM C1,PRM,418.5,70,0.43027,0.16726,0.65,41.03383646,-73.90974836,21.20406,0.03547,0.09529304
PRM D1,PRM,418.5,57,0.35864,0.1362,0.73,41.03384697,-73.90865136,17.47928,0.02381,0.087353232
PRM E1,PRM,418.5,60,0.3101,0.14337,0.792,41.03404892,-73.9073668,14.9552,0.02144,0.098910963
PRM F1,PRM,418.5,132,0.24133,0.31541,0.737,41.03416635,-73.90621449,11.37916,0.03589,0.239292105
WEL_001_3m,WEL,418.5,126,0.56323,0.3011,1.18,43.33500691,-70.54393004,28.11796,0.084663178,0.131511447
WEL_001_10m,WEL,418.5,93,0.06009,0.2222,1.193,43.33506437,-70.54400729,1.95468,0.004343299,0.208848002
WEL_001_40m,WEL,418.5,78,0.5162,0.1864,1.484,43.33518535,-70.54425113,25.6724,0.047853354,0.09018032
WEL_002_3m,WEL,418.5,193,0.19618,0.4612,1.344,43.32197545,-70.56752264,9.03136,0.041652632,0.370721784
WEL_002_12m,WEL,418.5,164,0.21029,0.3919,1.391,43.32192318,-70.5675877,9.76508,0.038269349,0.309487349
WEL_002_35m,WEL,418.5,136,0.3094,0.325,1.421,43.32177885,-70.56774618,14.9188,0.0484861,0.224445
WEL_003_3m,WEL,418.5,122,0.305,0.2915,1.653,43.34268833,-70.54629873,14.69,0.04282135,0.2025925
WEL_003_10m,WEL,418.5,82,0.41968,0.1959,1.55,43.34271378,-70.54637968,20.65336,0.040459932,0.113684688
WEL_003_40m,WEL,418.5,56,0.73772,0.1338,1.618,43.34277647,-70.54674824,37.19144,0.049762147,0.035093064
WEL_004_3m,WEL,418.5,129,0.33496,0.3082,1.497,43.29853526,-70.58494099,16.24792,0.050076089,0.204965328
WEL_004_10m,WEL,418.5,94,0.48501,0.2246,1.472,43.29859379,-70.58491331,24.05052,0.054017468,0.115666754
WEL_004_40m,WEL,418.5,66,0.55147,0.1577,1.525,43.2988243,-70.58477221,27.50644,0.043377656,0.070733181
WEL_005_3m,WEL,418.5,189,0.22518,0.4516,1.286,43.29822487,-70.5764054,10.53936,0.04759575,0.349908712
WEL_005_10m,WEL,418.5,155,0.2691,0.3704,1.354,43.29817153,-70.57645236,12.8232,0.047497133,0.27072536
WEL_005_40m,WEL,418.5,261,0.13941,0.6237,1.513,43.29797099,-70.57663379,6.07932,0.037916719,0.536749983
WEL_005_100m,WEL,418.5,86,0.52635,0.2055,1.563,43.29784594,-70.57685494,26.2002,0.053841411,0.097335075
WEL_005_200m,WEL,418.5,113,0.69865,0.27,1.519,43.29774674,-70.57707485,35.1598,0.09493146,0.0813645
WEL_005_300m,WEL,418.5,84,0.55913,0.2007,1.547,43.29769441,-70.57741468,27.90476,0.056004853,0.088482609
WEL_005_400m,WEL,418.5,153,0.71556,0.3656,1.537,43.29757103,-70.57778488,36.03912,0.131759023,0.103991264
WEL_005_500m,WEL,418.5,68,0.62275,0.1625,1.53,43.29748198,-70.57818527,31.213,0.050721125,0.061303125
SPG_001_3m,SPG,418.5,341,0.14418,0.8148,1.008,43.72665405,-69.832938,6.32736,0.051555329,0.697322136
SPG_001_10m,SPG,418.5,366,0.07066,0.8746,0.897,43.72665586,-69.83302407,2.50432,0.021902783,0.812800764
SPG_001_13m,SPG,418.5,233,0.3206,0.5568,1.243,43.72665612,-69.83304965,15.5012,0.086310682,0.37828992
SPG_001_40m,SPG,418.5,125,0.30714,0.2987,1.182,43.72656716,-69.83338365,14.80128,0.044211423,0.206957282
SPG_002_3m,SPG,418.5,206,0.27299,0.4922,1.018,43.72881676,-69.83418975,13.02548,0.064111413,0.357834322
SPG_002_10m,SPG,418.5,84,0.22586,0.2007,1.042,43.72884217,-69.8342605,10.57472,0.021223463,0.155369898
SPG_002_30m,SPG,418.5,128,0.42533,0.3059,1.062,43.72885834,-69.83440066,20.94716,0.064077362,0.175791553
SPG_002_80m,SPG,418.5,73,0.44049,0.1744,1.43,43.72886465,-69.83531273,21.73548,0.037906677,0.097578544
SPG_003_3m,SPG,418.5,182,0.30124,0.4349,1.136,43.742616,-69.83196866,14.49448,0.063036494,0.303890724
SPG_003_10m,SPG,418.5,-17,0.41642,-0.0406,1.264,43.74260587,-69.83208613,20.48384,-0.008316439,-0.023693348
SPG_003_40m,SPG,418.5,71,0.56535,0.1697,1.333,43.74253637,-69.83238124,28.2282,0.047903255,0.073760105
HSB_001_3m,HSB,418.5,196,0.26493,0.4683,1.148,42.87177706,-70.82564707,12.60636,0.059035584,0.344233281
HSB_001_10m,HSB,418.5,123,0.27414,0.2939,1.184,42.87176023,-70.82574386,13.08528,0.038457638,0.213330254
HSB_001_40m,HSB,418.5,105,0.33524,0.2509,1.221,42.87167129,-70.82601368,16.26248,0.040802562,0.166788284
HSB_002_3m,HSB,418.5,172,0.18496,0.411,1.061,42.8679099,-70.83042911,8.44792,0.034720951,0.33498144
HSB_002_10,HSB,418.5,106,0.33939,0.2533,1.067,42.86797695,-70.83048441,16.47828,0.041739483,0.167332513
HSB_002_40,HSB,418.5,61,0.57192,0.1458,1.201,42.86820811,-70.83074124,28.56984,0.041654827,0.062414064
HSB_002_110m,HSB,418.5,59,0.64628,0.141,1.223,42.86859961,-70.83100676,32.43656,0.04573555,0.04987452
HSB_009_3m,HSB,418.5,179,0.16255,0.4277,1.177,42.92369869,-70.83647006,7.2826,0.03114768,0.358177365
HSB_009_10m,HSB,418.5,102,0.35755,0.2437,1.188,42.92374562,-70.8363979,17.4226,0.042458876,0.156565065
HSB_009_40m,HSB,418.5,84,0.43427,0.2007,1.244,42.92392335,-70.8361562,21.41204,0.042973964,0.113542011
SAG_001_3m,SAG,418.5,432,0.05486,1.0323,1.193,43.77171976,-69.75163425,1.68272,0.017370719,0.975668022
SAG_001_10m,SAG,418.5,279,0.09167,0.6667,1.196,43.77166618,-69.75161069,3.59684,0.023980132,0.605583611
SAG_001_40m,SAG,418.5,205,0.15099,0.4898,1.315,43.77147079,-69.75135222,6.68148,0.032725889,0.415845098
SAG_002_3m,SAG,418.5,134,0.24794,0.3202,1.357,43.77175811,-69.75097019,11.72288,0.037536662,0.240809612
SAG_002_10m,SAG,418.5,94,0.32544,0.2246,1.465,43.77169772,-69.75095179,15.75288,0.035380968,0.151506176
SAG_002_40m,SAG,418.5,67,0.43806,0.1601,1.661,43.77143146,-69.75087641,21.60912,0.034596201,0.089966594
SAG_003_3m,SAG,418.5,261,0.12171,0.6237,1.395,43.77242376,-69.75012146,5.15892,0.032176184,0.547789473
SAG_003_40m,SAG,418.5,100,0.31914,0.2389,1.604,43.76486873,-69.76843434,15.42528,0.036850994,0.162657454
SAG_004_3m,SAG,418.5,327,0.09291,0.7814,1.409,43.77325429,-69.7494524,3.66132,0.028609554,0.708800126
SAG_004_6m,SAG,418.5,266,0.12907,0.6356,1.376,43.77327671,-69.74942726,5.54164,0.035222664,0.553563108
SAG_004_9m,SAG,418.5,264,0.13641,0.6308,1.328,43.77329964,-69.74939714,5.92332,0.037364303,0.544752572
SAG_004_12m,SAG,418.5,259,0.1338,0.6189,1.311,43.77332501,-69.74937503,5.7876,0.035819456,0.53609118
SAG_005_3m,SAG,418.5,193,0.16464,0.4612,1.354,43.77548998,-69.74866746,7.39128,0.034088583,0.385268032
SAG_005_10m,SAG,418.5,111,0.33039,0.2652,1.389,43.77545474,-69.74859671,16.01028,0.042459263,0.177580572
SAG_005_40m,SAG,418.5,96,0.36152,0.2294,1.287,43.77533883,-69.74826603,17.62904,0.040441018,0.146467312
MLP_001_3m,MLP,418.5,139,0.21054,0.3321,0.917,43.75646751,-69.76346478,9.77808,0.032473004,0.262179666
MLP_001_10m,MLP,418.5,109,0.32687,0.2605,0.808,43.75640797,-69.76349559,15.82724,0.04122996,0.175350365
MLP_001_40m,MLP,418.5,290,0.15335,0.693,1.15,43.75616863,-69.76365446,6.8042,0.047153106,0.58672845
MLP_001_55m,MLP,418.5,245,0.1874,0.5854,1.183,43.75605245,-69.76375521,8.5748,0.050196879,0.47569604
BHP_001_3m,BHP,418.5,271,0.14694,0.6476,1.268,43.81582518,-69.79868261,6.47088,0.041905419,0.552441656
BHP_001_10m,BHP,418.5,159,0.24337,0.3799,1.347,43.81589616,-69.7986978,11.48524,0.043632427,0.287443737
BHP_001_40m,BHP,418.5,60,0.5844,0.1434,1.477,43.81622775,-69.79871505,29.2188,0.041899759,0.05959704
BHP_002_3m,BHP,418.5,174,0.25271,0.4158,1.212,43.81694415,-69.79674571,11.97092,0.049775085,0.310723182
BHP_002_10m,BHP,418.5,68,0.41208,0.1625,1.481,43.81697058,-69.7968244,20.25816,0.03291951,0.095537
BHP_002_40m,BHP,418.5,52,0.64137,0.1243,1.567,43.81709481,-69.79717219,32.18124,0.040001281,0.044577709
BHP_003_3m,BHP,418.5,180,0.33584,0.4301,1.339,43.81896774,-69.79475471,16.29368,0.070079118,0.285655216
BHP_003_10m,BHP,418.5,86,0.38623,0.2055,1.463,43.81900561,-69.79482734,18.91396,0.038868188,0.126129735
BHP_003_20m,BHP,418.5,78,0.48461,0.1864,1.412,43.81904969,-69.7949358,24.02972,0.044791398,0.096068696
BHP_003_40m,BHP,418.5,60,0.67772,0.1434,1.415,43.81914658,-69.79514655,34.07144,0.048858445,0.046214952
BHP_004_3m,BHP,418.5,231,0.17927,0.552,1.255,43.82459833,-69.79289051,8.15204,0.044999261,0.45304296
BHP_004_10m,BHP,418.5,135,0.28402,0.3226,1.332,43.82454976,-69.79283784,13.59904,0.043870503,0.230975148
BHP_004_40m,BHP,418.5,88,0.49299,0.2103,1.441,43.8243475,-69.79257452,24.46548,0.051450904,0.106624203
HED_002_22m,HED,418.5,497,0.02207,1.1876,0.635,43.76294055,-69.7704069,0.008828,0.010484133,1.161389668
HED_002_44m,HED,418.5,416,0.0461,0.994,1.417,43.76313725,-69.77046311,1.2272,0.012198368,0.9481766
HED_002_80m,HED,418.5,68,0.46095,0.1625,1.606,43.76343886,-69.77050323,22.7994,0.037049025,0.087595625
HED_002_120m,HED,418.5,115,0.36606,0.2748,1.532,43.76379578,-69.77054649,17.86512,0.04909335,0.174206712
HED_002_170m,HED,418.5,48,0.71871,0.1147,1.666,43.76425014,-69.77063866,36.20292,0.041524749,0.032263963
HED_003_3m,HED,418.5,335,0.10527,0.8005,1.451,43.76489639,-69.76889023,4.30404,0.03445384,0.716231365
HED_003_10m,HED,418.5,199,0.20774,0.4755,1.454,43.76489487,-69.76880416,9.63248,0.045802442,0.37671963
HED_003_40m,HED,418.5,114,0.35546,0.2724,1.604,43.76486873,-69.76843434,17.31392,0.047163118,0.175572696
