date,spc_zone,waypoint_northing_spc_ussft,waypoint_easting_spc_ussft,elevation_mllw,soil_property_code,soil_property_value
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,Bulk-Density,1.18
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,Bulk-Density,1.17
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,SM-15-ATM,13.20
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,SM-15-ATM,9.30
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,SM-15-ATM,15.10
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,SM-15-ATM,11.00
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,SM-15-ATM,8.80
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,SM-15-ATM,7.30
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,SM-15-ATM,10.30
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,SM-15-ATM,6.50
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,SM-15-ATM,8.10
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,SM-15-ATM,7.70
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,SM-15-ATM,8.80
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,SM-15-ATM,9.50
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,SM-15-ATM,6.50
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,SM-15-ATM,7.20
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,SM-15-ATM,17.40
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,SM-15-ATM,6.90
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,SM-15-ATM,7.40
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,SM-15-ATM,7.50
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,SM-15-ATM,8.60
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,SM-15-ATM,8.50
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,SM-15-ATM,7.30
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,SM-15-ATM,8.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,SM-15-ATM,7.90
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,SM-15-ATM,6.50
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,SM-15-ATM,8.60
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,SM-15-ATM,11.10
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,SM-15-ATM,9.30
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,SM-15-ATM,7.40
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,SM-15-ATM,5.60
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,SM-15-ATM,5.90
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,SM-15-ATM,10.80
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,SM-15-ATM,8.10
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,SM-15-ATM,9.10
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,SM-15-ATM,11.60
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,SM-15-ATM,9.40
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,SM-15-ATM,10.80
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,SM-15-ATM,8.00
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,SM-15-ATM,8.40
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,SM-15-ATM,9.70
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,SM-15-ATM,9.20
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,SM-15-ATM,3.60
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,SM-15-ATM,3.50
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,SM-15-ATM,4.50
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,SM-15-ATM,5.20
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,SM-15-ATM,6.10
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,SM-15-ATM,4.50
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,SM-15-ATM,5.10
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,SM-15-ATM,4.80
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,SM-15-ATM,4.00
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,SM-15-ATM,3.10
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,SM-15-ATM,4.50
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,SM-15-ATM,2.50
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,SM-15-ATM,13.10
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,SM-15-ATM,5.10
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,SM-15-ATM,4.70
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,SM-15-ATM,5.90
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,SM-15-ATM,5.50
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,SM-15-ATM,5.60
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,SM-15-ATM,3.00
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,SM-15-ATM,5.00
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,SM-15-ATM,4.20
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,SM-15-ATM,2.30
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,SM-15-ATM,5.70
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,SM-15-ATM,5.30
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,PSA-Sand,44.00
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,PSA-Sand,48.00
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,PSA-Sand,39.00
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,PSA-Sand,41.00
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,PSA-Sand,51.00
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,PSA-Sand,58.00
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,PSA-Sand,47.00
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,PSA-Sand,63.00
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,PSA-Sand,49.00
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,PSA-Sand,49.00
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,PSA-Sand,49.00
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,PSA-Sand,43.00
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,PSA-Sand,40.00
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,PSA-Sand,55.00
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,PSA-Sand,32.00
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,PSA-Sand,61.00
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,PSA-Sand,51.00
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,PSA-Sand,49.00
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,PSA-Sand,50.00
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,PSA-Sand,47.00
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,PSA-Sand,57.00
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,PSA-Sand,58.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,PSA-Sand,48.00
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,PSA-Sand,57.00
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,PSA-Sand,48.00
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,PSA-Sand,41.00
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,PSA-Sand,42.00
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,PSA-Sand,40.00
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,PSA-Sand,68.00
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,PSA-Sand,59.00
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,PSA-Sand,29.00
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,PSA-Sand,43.00
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,PSA-Sand,39.00
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,PSA-Sand,25.00
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,PSA-Sand,30.00
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,PSA-Sand,24.00
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,PSA-Sand,35.00
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,PSA-Sand,32.00
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,PSA-Sand,35.00
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,PSA-Sand,34.00
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,PSA-Sand,78.00
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,PSA-Sand,75.00
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,PSA-Sand,73.00
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,PSA-Sand,69.00
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,PSA-Sand,54.00
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,PSA-Sand,66.00
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,PSA-Sand,65.00
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,PSA-Sand,65.00
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,PSA-Sand,77.00
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,PSA-Sand,79.00
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,PSA-Sand,75.00
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,PSA-Sand,84.00
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,PSA-Sand,75.00
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,PSA-Sand,70.00
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,PSA-Sand,65.00
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,PSA-Sand,62.00
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,PSA-Sand,72.00
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,PSA-Sand,87.00
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,PSA-Sand,81.00
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,PSA-Sand,89.00
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,PSA-Sand,77.00
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,PSA-Sand,92.00
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,PSA-Sand,68.00
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,PSA-Sand,68.00
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,PSA-Silt,37.00
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,PSA-Silt,35.00
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,PSA-Silt,39.00
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,PSA-Silt,38.00
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,PSA-Silt,31.00
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,PSA-Silt,28.00
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,PSA-Silt,36.00
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,PSA-Silt,24.00
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,PSA-Silt,35.00
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,PSA-Silt,34.00
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,PSA-Silt,33.00
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,PSA-Silt,34.00
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,PSA-Silt,44.00
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,PSA-Silt,28.00
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,PSA-Silt,28.00
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,PSA-Silt,21.00
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,PSA-Silt,31.00
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,PSA-Silt,30.00
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,PSA-Silt,30.00
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,PSA-Silt,30.00
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,PSA-Silt,23.00
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,PSA-Silt,33.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,PSA-Silt,31.00
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,PSA-Silt,26.00
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,PSA-Silt,36.00
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,PSA-Silt,35.00
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,PSA-Silt,36.00
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,PSA-Silt,41.00
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,PSA-Silt,18.00
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,PSA-Silt,24.00
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,PSA-Silt,51.00
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,PSA-Silt,34.00
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,PSA-Silt,43.00
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,PSA-Silt,54.00
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,PSA-Silt,54.00
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,PSA-Silt,58.00
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,PSA-Silt,52.00
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,PSA-Silt,54.00
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,PSA-Silt,48.00
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,PSA-Silt,49.00
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,PSA-Silt,13.00
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,PSA-Silt,14.00
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,PSA-Silt,15.00
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,PSA-Silt,19.00
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,PSA-Silt,34.00
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,PSA-Silt,22.00
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,PSA-Silt,23.00
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,PSA-Silt,23.00
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,PSA-Silt,15.00
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,PSA-Silt,14.00
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,PSA-Silt,16.00
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,PSA-Silt,10.00
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,PSA-Silt,16.00
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,PSA-Silt,20.00
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,PSA-Silt,22.00
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,PSA-Silt,24.00
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,PSA-Silt,19.00
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,PSA-Silt,7.00
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,PSA-Silt,12.00
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,PSA-Silt,6.00
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,PSA-Silt,14.00
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,PSA-Silt,4.00
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,PSA-Silt,20.00
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,PSA-Silt,21.00
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,PSA-Clay,19.00
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,PSA-Clay,22.00
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,PSA-Clay,21.00
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,PSA-Clay,14.00
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,PSA-Clay,13.00
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,PSA-Clay,16.00
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,PSA-Clay,23.00
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,PSA-Clay,16.00
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,PSA-Clay,40.00
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,PSA-Clay,21.00
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,PSA-Clay,20.00
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,PSA-Clay,23.00
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,PSA-Clay,20.00
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,PSA-Clay,21.00
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,PSA-Clay,16.00
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,PSA-Clay,24.00
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,PSA-Clay,22.00
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,PSA-Clay,19.00
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,PSA-Clay,14.00
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,PSA-Clay,20.00
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,PSA-Clay,23.00
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,PSA-Clay,21.00
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,PSA-Clay,16.00
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,PSA-Clay,18.00
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,PSA-Clay,13.00
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,PSA-Clay,14.00
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,PSA-Clay,17.00
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,PSA-Clay,11.00
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,PSA-Clay,8.00
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,PSA-Clay,7.00
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,PSA-Clay,6.00
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,PSA-Clay,10.00
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,PSA-Clay,13.00
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,PSA-Clay,14.00
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,PSA-Clay,6.00
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,PSA-Clay,7.00
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,PSA-Clay,5.00
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,PSA-Clay,9.00
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,PSA-Clay,4.00
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,PSA-Clay,12.00
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,PSA-Clay,11.00
2021-11-10,"CA 6-0406",1933543.576,6253238.899,2.852,OM-LOI,1.07
2021-11-10,"CA 6-0406",1933543.576,6253238.899,2.852,OM-LOI,0.86
2021-11-10,"CA 6-0406",1933543.576,6253238.899,2.852,OM-LOI,0.36
2021-11-10,"CA 6-0406",1933551.981,6253431.875,2.741,OM-LOI,1.15
2021-11-10,"CA 6-0406",1933551.981,6253431.875,2.741,OM-LOI,0.85
2021-11-10,"CA 6-0406",1933551.981,6253431.875,2.741,OM-LOI,0.80
2021-11-10,"CA 6-0406",1933527.815,6253625.208,3.661,OM-LOI,0.92
2021-11-10,"CA 6-0406",1933527.815,6253625.208,3.661,OM-LOI,0.51
2021-11-10,"CA 6-0406",1933527.815,6253625.208,3.661,OM-LOI,0.82
2021-11-10,"CA 6-0406",1933515.161,6253842.005,3.718,OM-LOI,0.89
2021-11-10,"CA 6-0406",1933515.161,6253842.005,3.718,OM-LOI,0.98
2021-11-10,"CA 6-0406",1933515.161,6253842.005,3.718,OM-LOI,0.97
2021-11-10,"CA 6-0406",1933506.962,6254029.803,3.724,OM-LOI,1.03
2021-11-10,"CA 6-0406",1933506.962,6254029.803,3.724,OM-LOI,0.89
2021-11-10,"CA 6-0406",1933506.962,6254029.803,3.724,OM-LOI,1.47
2021-11-10,"CA 6-0406",1933448.225,6254244.348,2.513,OM-LOI,1.92
2021-11-10,"CA 6-0406",1933448.225,6254244.348,2.513,OM-LOI,1.74
2021-11-10,"CA 6-0406",1933448.225,6254244.348,2.513,OM-LOI,1.74
2021-11-10,"CA 6-0406",1933785.340,6254941.878,5.223,OM-LOI,2.47
2021-11-10,"CA 6-0406",1933785.340,6254941.878,5.223,OM-LOI,1.63
2021-11-10,"CA 6-0406",1933785.340,6254941.878,5.223,OM-LOI,1.32
2021-11-10,"CA 6-0406",1933908.676,6254922.627,4.978,OM-LOI,0.89
2021-11-10,"CA 6-0406",1933908.676,6254922.627,4.978,OM-LOI,1.20
2021-11-10,"CA 6-0406",1933908.676,6254922.627,4.978,OM-LOI,1.46
2021-11-10,"CA 6-0406",1934054.111,6254890.809,5.112,OM-LOI,1.04
2021-11-10,"CA 6-0406",1934054.111,6254890.809,5.112,OM-LOI,0.47
2021-11-10,"CA 6-0406",1934054.111,6254890.809,5.112,OM-LOI,0.79
2021-11-10,"CA 6-0406",1934450.916,6254120.198,3.239,OM-LOI,0.99
2021-11-10,"CA 6-0406",1934450.916,6254120.198,3.239,OM-LOI,0.64
2021-11-10,"CA 6-0406",1934450.916,6254120.198,3.239,OM-LOI,0.67
2021-11-10,"CA 6-0406",1934403.105,6253942.982,3.275,OM-LOI,0.88
2021-11-10,"CA 6-0406",1934403.105,6253942.982,3.275,OM-LOI,1.11
2021-11-10,"CA 6-0406",1934403.105,6253942.982,3.275,OM-LOI,0.95
2021-11-10,"CA 6-0406",1934350.292,6253735.963,2.737,OM-LOI,1.05
2021-11-10,"CA 6-0406",1934350.292,6253735.963,2.737,OM-LOI,0.94
2021-11-10,"CA 6-0406",1934350.292,6253735.963,2.737,OM-LOI,1.10
2021-11-10,"CA 6-0406",1933950.888,6253087.849,4.884,OM-LOI,0.26
2021-11-10,"CA 6-0406",1933950.888,6253087.849,4.884,OM-LOI,1.05
2021-11-10,"CA 6-0406",1933950.888,6253087.849,4.884,OM-LOI,0.53
2021-11-10,"CA 6-0406",1933817.604,6253123.136,4.513,OM-LOI,0.61
2021-11-10,"CA 6-0406",1933817.604,6253123.136,4.513,OM-LOI,0.54
2021-11-10,"CA 6-0406",1933817.604,6253123.136,4.513,OM-LOI,0.60
2021-11-10,"CA 6-0406",1933624.487,6253103.710,3.654,OM-LOI,0.63
2021-11-10,"CA 6-0406",1933624.487,6253103.710,3.654,OM-LOI,0.37
2021-11-10,"CA 6-0406",1933624.487,6253103.710,3.654,OM-LOI,1.52
2021-11-10,"CA 6-0406",1935383.036,6255217.490,4.469,OM-LOI,1.19
2021-11-10,"CA 6-0406",1935383.036,6255217.490,4.469,OM-LOI,0.60
2021-11-10,"CA 6-0406",1935383.036,6255217.490,4.469,OM-LOI,0.53
2021-11-10,"CA 6-0406",1935594.951,6255210.572,3.873,OM-LOI,0.97
2021-11-10,"CA 6-0406",1935594.951,6255210.572,3.873,OM-LOI,0.95
2021-11-10,"CA 6-0406",1935594.951,6255210.572,3.873,OM-LOI,0.63
2021-11-10,"CA 6-0406",1935722.767,6255386.601,4.192,OM-LOI,0.85
2021-11-10,"CA 6-0406",1935722.767,6255386.601,4.192,OM-LOI,1.30
2021-11-10,"CA 6-0406",1935722.767,6255386.601,4.192,OM-LOI,0.82
2021-11-10,"CA 6-0406",1934688.283,6252895.532,3.834,OM-LOI,0.63
2021-11-10,"CA 6-0406",1934688.283,6252895.532,3.834,OM-LOI,0.72
2021-11-10,"CA 6-0406",1934688.283,6252895.532,3.834,OM-LOI,0.94
2021-11-10,"CA 6-0406",1934622.169,6252912.394,4.201,OM-LOI,0.83
