"study_id","site_id","core_id","core_date","core_latitude","core_longitude","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessey_2017","NWCA11-2605","NWCA11-2605-4058",2011-08-23,29.69064672,-94.09077156,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2598","NWCA11-2598-4059",2011-08-29,29.45142807,-94.68427721,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2566","NWCA11-2566-4060",2011-08-31,29.61556355,-94.42741246,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2537","NWCA11-2537-4062",2011-08-25,29.73924291,-94.05653488,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2058","NWCA11-2058-4063",2011-08-09,35.69240228,-76.46813464,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2035","NWCA11-2035-4065",2011-08-08,35.53516345,-76.79922723,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2030","NWCA11-2030-4067",2011-07-21,34.67617021,-77.06488669,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R321","NWCA11-R321-4069",2011-08-09,48.1037,-88.5928,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R320","NWCA11-R320-4070",2011-08-11,48.108,-88.674,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R319","NWCA11-R319-4071",2011-08-10,48.06669,-88.58504,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R318","NWCA11-R318-4072",2011-08-30,44.91582,-85.95319,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R315","NWCA11-R315-4073",2011-08-16,48.0025,-89.82753,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-6302","NWCA11-6302-4074",2011-07-27,46.94897909,-123.6526185,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-6301","NWCA11-6301-4075",2011-07-12,46.42461835,-123.8872007,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4499","NWCA11-4499-4076",2011-07-25,46.42459022,-123.8834607,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4526","NWCA11-4526-4077",2011-06-29,48.46471824,-122.5492507,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4503","NWCA11-4503-4078",2011-06-23,46.4198428,-123.8880407,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2706","NWCA11-2706-4079",2011-06-28,48.39329677,-122.4841722,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1420","NWCA11-1420-4080",2011-08-03,31.56867645,-81.16598085,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1418","NWCA11-1418-4081",2011-07-05,31.44216271,-81.35898368,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1417","NWCA11-1417-4082",2011-07-12,31.92492714,-80.99062468,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1416","NWCA11-1416-4083",2011-07-06,31.76140467,-81.13848788,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1413","NWCA11-1413-4084",2011-07-20,31.08207782,-81.52494284,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2931","NWCA11-2931-4111",2011-05-20,32.99992649,-116.5606367,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3586","NWCA11-3586-4289",2011-08-25,38.44595799,-76.27864554,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3583","NWCA11-3583-4290",2011-08-05,38.45196685,-76.2845001,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2368","NWCA11-2368-4296",2011-09-25,40.42648742,-76.1061958,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1792","NWCA11-1792-4299",2011-09-21,38.16516446,-75.17979787,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1814","NWCA11-1814-4300",2011-08-17,38.45930727,-75.99730922,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1813","NWCA11-1813-4302",2011-08-04,38.45235702,-76.28225203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1805","NWCA11-1805-4303",2011-07-29,38.45040918,-76.28160913,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1803","NWCA11-1803-4304",2011-08-06,38.4492246,-76.28777538,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1793","NWCA11-1793-4305",2011-07-28,38.40964554,-76.08284009,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1790","NWCA11-1790-4306",2011-08-19,38.45178489,-75.98146163,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1779","NWCA11-1779-4307",2011-07-27,38.4498007,-76.28090162,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1776","NWCA11-1776-4308",2011-08-18,38.45221899,-75.98236761,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1369","NWCA11-1369-4309",2011-10-13,31.94268068,-81.08486736,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3572","NWCA11-3572-4314",2011-07-15,38.43786502,-76.28210298,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3580","NWCA11-3580-4315",2011-09-15,38.27567447,-76.18541016,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3588","NWCA11-3588-4316",2011-09-16,38.23172369,-75.81330948,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1180","NWCA11-1180-4353",2011-09-05,41.26666966,-72.50269329,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1181","NWCA11-1181-4354",2011-09-20,41.49032243,-71.84760856,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1743","NWCA11-1743-4355",2011-07-06,42.67507644,-71.05507509,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1743","NWCA11-1743-4356",2011-08-05,42.67507644,-71.05507509,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1744","NWCA11-1744-4357",2011-07-10,41.7988138,-71.1873914,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1744","NWCA11-1744-4358",2011-08-06,41.7988138,-71.1873914,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1745","NWCA11-1745-4359",2011-07-13,41.96955635,-70.94920514,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1746","NWCA11-1746-4360",2011-07-15,42.06379805,-70.13497749,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1747","NWCA11-1747-4361",2011-07-07,42.67268652,-71.07183995,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1748","NWCA11-1748-4362",2011-07-08,42.42337382,-70.92910413,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1749","NWCA11-1749-4363",2011-07-12,41.94503744,-70.96320907,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1750","NWCA11-1750-4364",2011-07-16,42.0635797,-70.13356378,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1751","NWCA11-1751-4365",2011-07-09,42.65538157,-71.08372933,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1752","NWCA11-1752-4366",2011-07-18,41.42134193,-70.57003017,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1753","NWCA11-1753-4367",2011-07-11,42.16868626,-70.71744636,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1754","NWCA11-1754-4368",2011-07-14,41.87374397,-69.99976417,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2264","NWCA11-2264-4369",2011-08-04,44.8902448,-74.99987549,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2265","NWCA11-2265-4370",2011-09-20,40.76595871,-72.88414359,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2265","NWCA11-2265-4371",2011-09-30,40.76595871,-72.88414359,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2267","NWCA11-2267-4372",2011-07-30,43.77856756,-75.44644128,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2268","NWCA11-2268-4373",2011-08-19,43.60753468,-76.13258105,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2269","NWCA11-2269-4374",2011-08-25,40.80414415,-72.70037024,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R089","NWCA11-R089-4380",2011-07-17,42.0589,-70.0978,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R045","NWCA11-R045-4381",2011-09-28,40.76442,-73.15237,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R046","NWCA11-R046-4383",2011-09-25,40.88637,-72.56787,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R016","NWCA11-R016-4384",2011-08-17,44.0555,-75.34264,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R017","NWCA11-R017-4385",2011-08-23,41.88046,-74.38261,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R002","NWCA11-R002-4386",2011-07-13,37.21704,-76.40781,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R049","NWCA11-R049-4387",2011-07-14,36.62575,-76.47355,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R004","NWCA11-R004-4388",2011-08-16,44.08433,-75.32777,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R052","NWCA11-R052-4389",2011-07-11,37.41522,-76.71689,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R005","NWCA11-R005-4390",2011-08-05,44.37851,-74.68353,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R009","NWCA11-R009-4391",2011-08-02,43.67245,-75.56264,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R015","NWCA11-R015-4392",2011-08-18,44.1197,-75.92458,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R070","NWCA11-R070-4393",2011-07-10,35.9376,-76.8779,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R071","NWCA11-R071-4394",2011-07-08,35.0862,-75.99199,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2392","NWCA11-2392-4396",2011-08-16,41.46075831,-71.43678042,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2390","NWCA11-2390-4397",2011-08-08,41.71083592,-71.28859438,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2389","NWCA11-2389-4398",2011-08-14,41.6142897,-71.75385925,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2388","NWCA11-2388-4399",2011-08-11,41.56882092,-71.58780557,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2386","NWCA11-2386-4400",2011-08-09,41.71123398,-71.27522754,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2385","NWCA11-2385-4401",2011-08-13,41.63038416,-71.78038339,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2384","NWCA11-2384-4403",2011-08-10,41.57262016,-71.59088059,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2382","NWCA11-2382-4404",2011-08-07,41.70993455,-71.30472843,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2381","NWCA11-2381-4405",2011-08-12,41.62203357,-71.77755563,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R124","NWCA11-R124-4406",2011-08-09,45.03692,-67.20238,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4410",2011-07-26,41.79047249,-85.69157579,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2529","NWCA11-2529-4444",2011-09-07,28.84890976,-95.47948705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2529","NWCA11-2529-4445",2011-06-20,28.84890976,-95.47948705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R006","NWCA11-R006-4446",2011-06-14,33.32997,-79.18111,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2262","NWCA11-2262-4465",2011-09-22,40.63260215,-73.47579134,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2281","NWCA11-2281-4466",2011-09-27,40.6361534,-73.40055922,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2280","NWCA11-2280-4467",2011-08-01,43.76634492,-75.41222605,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2279","NWCA11-2279-4468",2011-09-21,40.61940448,-73.49561303,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2278","NWCA11-2278-4469",2011-07-31,43.77110005,-75.42470923,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2277","NWCA11-2277-4470",2011-09-26,40.75466612,-72.86087625,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2276","NWCA11-2276-4471",2011-08-20,43.22363395,-78.04488079,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2275","NWCA11-2275-4472",2011-08-06,44.11419236,-74.3775049,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2273","NWCA11-2273-4473",2011-09-24,40.60574765,-73.61660975,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2271","NWCA11-2271-4474",2011-08-03,43.76602637,-75.41068626,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2269","NWCA11-2269-4475",2011-09-29,40.80414415,-72.70037024,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2749","NWCA11-2749-4482",2011-06-28,45.04474776,-87.81136669,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2748","NWCA11-2748-4483",2011-07-13,46.44619882,-92.10155722,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2747","NWCA11-2747-4484",2011-06-27,45.06202695,-87.82285444,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2740","NWCA11-2740-4490",2011-07-11,46.59460377,-92.21255789,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2732","NWCA11-2732-4495",2011-07-27,46.43468222,-92.1010711,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2732","NWCA11-2732-4496",2011-07-12,46.43468222,-92.1010711,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R024","NWCA11-R024-4497",2011-06-15,33.34816,-79.18911,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R030","NWCA11-R030-4498",2011-06-08,30.04171,-84.44545,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2181","NWCA11-2181-4500",2011-09-13,43.0692293,-70.71791109,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2179","NWCA11-2179-4501",2011-08-03,43.05291752,-70.76494087,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3073","NWCA11-3073-4502",2011-10-15,30.05367819,-83.9033073,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2032","NWCA11-2032-4539",2011-09-20,35.58127738,-75.9107561,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2045","NWCA11-2045-4541",2011-05-16,35.39328314,-76.38081164,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2049","NWCA11-2049-4543",2011-05-19,35.38837011,-76.3193744,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2393","NWCA11-2393-4549",2011-09-09,41.85764781,-71.56537866,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2381","NWCA11-2381-4550",2011-09-10,41.62203357,-71.77755563,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2382","NWCA11-2382-4551",2011-09-06,41.70993455,-71.30472843,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1543","NWCA11-1543-4552",2011-07-26,41.70866669,-86.69418454,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1193","NWCA11-1193-4683",2011-09-23,41.64191489,-73.0325166,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1189","NWCA11-1189-4685",2011-09-26,41.86653201,-73.4976652,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1188","NWCA11-1188-4686",2011-09-21,41.26583447,-72.70916114,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1187","NWCA11-1187-4687",2011-09-08,41.33323209,-72.36323146,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1186","NWCA11-1186-4688",2011-09-13,41.80995145,-73.29738787,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1184","NWCA11-1184-4689",2011-09-07,41.26237415,-72.72814285,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1183","NWCA11-1183-4690",2011-09-22,41.64576632,-73.00340323,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1180","NWCA11-1180-4691",2011-09-25,41.26666966,-72.50269329,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1179","NWCA11-1179-4692",2011-09-24,41.63713648,-73.03024,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1179","NWCA11-1179-4693",2011-09-12,41.63713648,-73.03024,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1547","NWCA11-1547-4720",2011-08-16,41.60897451,-86.27730918,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1539","NWCA11-1539-4722",2011-07-28,41.69066085,-86.71858024,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1539","NWCA11-1539-4723",2011-09-22,41.69066085,-86.71858024,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R080","NWCA11-R080-4739",2011-09-04,28.28716,-96.5732,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R079","NWCA11-R079-4740",2011-09-11,29.66749,-91.44415,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R072","NWCA11-R072-4741",2011-09-25,31.124092,-87.942731,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1708","NWCA11-1708-4755",2011-09-18,30.43835,-90.812272,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1554","NWCA11-1554-4758",2011-08-17,41.53469288,-85.00992253,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R001","NWCA11-R001-4770",2011-09-10,26.47135,-81.53571,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R003","NWCA11-R003-4771",2011-09-14,34.69811,-76.5993,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R007","NWCA11-R007-4772",2011-06-13,32.54745,-80.5279,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R012","NWCA11-R012-4773",2011-09-13,33.95586,-77.93398,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R023","NWCA11-R023-4779",2011-09-07,28.73972,-81.4829,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2555","NWCA11-2555-4794",2011-09-22,28.36146818,-96.67132832,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2178","NWCA11-2178-4813",2011-08-11,43.48258835,-71.00705812,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1704","NWCA11-1704-4856",2011-07-14,30.91235272,-92.25005443,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1700","NWCA11-1700-4860",2011-07-11,30.65068369,-91.79949036,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1696","NWCA11-1696-4862",2011-08-09,29.80036487,-92.96307768,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1695","NWCA11-1695-4863",2011-07-07,30.89875323,-91.80656309,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1663","NWCA11-1663-4867",2011-06-03,30.7684237,-91.92560408,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881",2011-06-15,40.980512,-82.627928,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887",2011-06-29,45.24139852,-87.04599257,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888",2011-08-04,43.66742316,-88.32520846,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890",2011-09-09,44.10470377,-87.93500189,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891",2011-09-19,43.73727832,-88.20497958,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892",2011-09-13,44.0414037,-87.83957526,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893",2011-09-20,44.75689664,-87.9617142,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894",2011-09-08,44.38706209,-87.65157075,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895",2011-09-07,44.49712624,-87.64256984,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896",2011-09-06,43.67495289,-88.30515541,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897",2011-09-12,43.73452451,-88.18814204,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898",2011-09-21,44.62724784,-88.01953549,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899",2011-09-14,44.03424178,-87.85410733,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911",2011-10-10,27.1877121,-82.27582341,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1278","NWCA11-1278-4912",2011-05-16,29.04275586,-82.73388372,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913",2011-06-24,30.48587654,-81.80580313,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1291","NWCA11-1291-4915",2011-07-27,29.7002526,-85.18880333,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1292","NWCA11-1292-4916",2011-06-02,29.90533872,-81.32656674,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1300","NWCA11-1300-4917",2011-06-06,30.10445965,-84.17312447,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918",2011-05-11,28.71130308,-80.73938706,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921",2011-06-14,26.531564,-81.299465,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922",2011-06-07,29.98388512,-84.51672411,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923",2011-05-18,28.19877944,-80.80469078,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924",2011-06-22,29.94516053,-84.84260169,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1324","NWCA11-1324-4925",2011-10-09,25.843451,-81.036043,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926",2011-07-07,28.92306584,-82.62173086,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1329","NWCA11-1329-4927",2011-07-13,25.22157,-80.4288,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1336","NWCA11-1336-4928",2011-05-24,29.60666232,-83.28401456,"palustrine","field observation","scrub shrub","field observation"
