"study_id","site_id","core_id","sample_id","DEPTH","DEPTH_FLAG","dry_bulk_density","BULK_DEN_DBF_FLAG","fraction_carbon"
"Nahlik_and_Fennessey_2017","NWCA11-1830","NWCA11-1830-3883","NWCA11-1830-1-11-ME-009-002-1",16,NA,0.09,NA,51.84
"Nahlik_and_Fennessey_2017","NWCA11-1830","NWCA11-1830-3883","NWCA11-1830-1-11-ME-009-002-2",46,NA,0.15,NA,53.54
"Nahlik_and_Fennessey_2017","NWCA11-1830","NWCA11-1830-3883","NWCA11-1830-1-11-ME-009-002-3",108,"FINAL DEPTH 108 AFTER EXPANSION BECAUSE REP PIT",0.94,NA,1.52
"Nahlik_and_Fennessey_2017","NWCA11-1643","NWCA11-1643-3885","NWCA11-1643-1-11-LA-045-002-1",36,NA,0.94,NA,3.31
"Nahlik_and_Fennessey_2017","NWCA11-1961","NWCA11-1961-3891","NWCA11-1961-1-11-MS-059-005-1",120,"ALL SAND",1.53,NA,0.48
"Nahlik_and_Fennessey_2017","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-2",23,NA,0.18,NA,13.2
"Nahlik_and_Fennessey_2017","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-3",36,NA,0.33,NA,6.78
"Nahlik_and_Fennessey_2017","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-4",60,NA,0.54,NA,2.79
"Nahlik_and_Fennessey_2017","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-1",13,"TOO FEW PROMINENT FEATURES TO COLOR.",0.91,NA,2.2
"Nahlik_and_Fennessey_2017","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-2",29,"TOO FEW PROMINENT FEATURES TO COLOR.",1.13,NA,1.07
"Nahlik_and_Fennessey_2017","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-3",42,"ROCK FRAGMENTS - SHELL HASH; UNKNOWN COMPOSITION IN HORIZON 4 IS FROM STREAKS FOUND THROUGHOUT HORIZON (ALSO PRESENT IN PITS C AND D).",1.47,NA,0.71
"Nahlik_and_Fennessey_2017","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-4",98,"ROCK FRAGMENTS - SHELL HASH; UNKNOWN COMPOSITION IN HORIZON 4 IS FROM STREAKS FOUND THROUGHOUT HORIZON (ALSO PRESENT IN PITS C AND D).",1.25,"Db inconsistent with layer position, g/cc",0.49
"Nahlik_and_Fennessey_2017","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-1",13,NA,0.96,"Db inconsistent with layer position, g/cc",1.61
"Nahlik_and_Fennessey_2017","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-2",29,NA,0.65,"Db inconsistent with layer position, g/cc",0.57
"Nahlik_and_Fennessey_2017","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-3",45,"SHELL FRAGMENTS OF % ROCKS",1.06,"Db inconsistent with layer position, g/cc",0.67
"Nahlik_and_Fennessey_2017","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-4",101,"STREAKS OF GLEYED SOIL (5GY/5/2) SHELL FRAGMENTS OF ROCKS",0.99,"Use with caution! Db inconsistent with layer position, different core types used, note on field sheet, g/cc",0.37
"Nahlik_and_Fennessey_2017","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-4",32,NA,0.34,NA,7.51
"Nahlik_and_Fennessey_2017","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-5",42,NA,0.56,NA,5
"Nahlik_and_Fennessey_2017","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-6",61,NA,NA,"g/cc",4.33
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897","NWCA11-2704-1-11-WA-049-001-1",8,NA,0.31,NA,9.43
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897","NWCA11-2704-1-11-WA-049-001-4",41,NA,0.53,NA,4.08
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897","NWCA11-2704-1-11-WA-049-001-5",50,NA,0.67,NA,2.17
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897","NWCA11-2704-1-11-WA-049-001-6",92,NA,NA,NA,1.87
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897","NWCA11-2704-1-11-WA-049-001-7",120,NA,NA,NA,1.18
"Nahlik_and_Fennessey_2017","NWCA11-4505","NWCA11-4505-3898","NWCA11-4505-1-11-WA-027-003-1",9,NA,0.17,NA,13.07
"Nahlik_and_Fennessey_2017","NWCA11-4505","NWCA11-4505-3898","NWCA11-4505-1-11-WA-027-003-4",47,NA,0.71,NA,2.7
"Nahlik_and_Fennessey_2017","NWCA11-4505","NWCA11-4505-3898","NWCA11-4505-1-11-WA-027-003-5",103,NA,0.71,NA,2.48
"Nahlik_and_Fennessey_2017","NWCA11-4505","NWCA11-4505-3898","NWCA11-4505-1-11-WA-027-003-6",112,NA,NA,NA,0.77
"Nahlik_and_Fennessey_2017","NWCA11-R095","NWCA11-R095-3910","NWCA11-R095-1-11-ME-025-001-1",14,NA,0.03,"Use with caution! outside of valid range (0.06-2.53 g/cc), different core volumes",52.04
"Nahlik_and_Fennessey_2017","NWCA11-R095","NWCA11-R095-3910","NWCA11-R095-1-11-ME-025-001-2",36,NA,0.05,"Use with caution! outside of valid range (0.06-2.53 g/cc), different core volumes",52.42
"Nahlik_and_Fennessey_2017","NWCA11-R095","NWCA11-R095-3910","NWCA11-R095-1-11-ME-025-001-3",46,NA,0.12,"Db inconsistent with layer position, g/cc",55.63
"Nahlik_and_Fennessey_2017","NWCA11-R095","NWCA11-R095-3910","NWCA11-R095-1-11-ME-025-001-4",135,NA,0.1,"Db inconsistent with layer position, g/cc",59.66
"Nahlik_and_Fennessey_2017","NWCA11-R122","NWCA11-R122-3911","NWCA11-R122-1-11-ME-015-002-1",10,NA,0.05,"Use with caution! outside of valid range (0.06-2.53 g/cc), different core volumes",52.49
"Nahlik_and_Fennessey_2017","NWCA11-R122","NWCA11-R122-3911","NWCA11-R122-1-11-ME-015-002-2",36,NA,0.05,"Use with caution! outside of valid range (0.06-2.53 g/cc), different core volumes",53.83
"Nahlik_and_Fennessey_2017","NWCA11-R122","NWCA11-R122-3911","NWCA11-R122-1-11-ME-015-002-3",72,NA,0.08,"g/cc",57.08
"Nahlik_and_Fennessey_2017","NWCA11-R122","NWCA11-R122-3911","NWCA11-R122-1-11-ME-015-002-4",125,NA,NA,NA,57.67
"Nahlik_and_Fennessey_2017","NWCA11-R130","NWCA11-R130-3912","NWCA11-R130-1-11-ME-005-001-1",15,NA,0.11,"Db inconsistent with layer position, g/cc",36.08
"Nahlik_and_Fennessey_2017","NWCA11-R130","NWCA11-R130-3912","NWCA11-R130-1-11-ME-005-001-2",33,NA,0.43,"Db inconsistent with layer position, g/cc",11.37
"Nahlik_and_Fennessey_2017","NWCA11-R130","NWCA11-R130-3912","NWCA11-R130-1-11-ME-005-001-3",138,"3RD HORIZON HAS CHARCOAL; NOT A SINGLE IDENTIFIABLE LAYER. 3RD HORIZON HAS CIRCULAR MINERAL SOIL INCLUSIONS. INTERPRETTED AS OLD ROOT CHANNELS FILLED DURING FLOOD EVENTS.",0.31,"Db inconsistent with layer position, g/cc",27.61
"Nahlik_and_Fennessey_2017","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-3",22,NA,0.98,NA,2.97
"Nahlik_and_Fennessey_2017","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-4",46,"FE -(NEGATIVE)10% DEPLETIONS 10YR 61",1.3,NA,0.58
"Nahlik_and_Fennessey_2017","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-5",93,"FE + (POSITIVE) 5YR 46 20%",1.32,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-6",125,NA,NA,NA,0.09
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-1",28,NA,0.25,NA,13.5
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-2",62,NA,0.23,NA,11.6
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-3",95,NA,NA,NA,6.14
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-5",125,NA,NA,NA,0.74
"Nahlik_and_Fennessey_2017","NWCA11-R111","NWCA11-R111-3915","NWCA11-R111-1-11-MI-143-001-3",33,NA,0.97,NA,0.21
"Nahlik_and_Fennessey_2017","NWCA11-R111","NWCA11-R111-3915","NWCA11-R111-1-11-MI-143-001-4",51,NA,1.13,NA,0.07
"Nahlik_and_Fennessey_2017","NWCA11-R111","NWCA11-R111-3915","NWCA11-R111-1-11-MI-143-001-5",73,NA,1.01,"Db inconsistent with layer position, g/cc",0.14
"Nahlik_and_Fennessey_2017","NWCA11-R111","NWCA11-R111-3915","NWCA11-R111-1-11-MI-143-001-6",112,NA,NA,NA,0.53
"Nahlik_and_Fennessey_2017","NWCA11-R109","NWCA11-R109-3916","NWCA11-R109-1-11-MI-047-001-1",36,NA,0.15,NA,44.59
"Nahlik_and_Fennessey_2017","NWCA11-R109","NWCA11-R109-3916","NWCA11-R109-1-11-MI-047-001-4",110,NA,1.37,NA,0.09
"Nahlik_and_Fennessey_2017","NWCA11-R317","NWCA11-R317-3917","NWCA11-R317-1-11-MI-019-001-1",27,NA,0.11,NA,41.92
"Nahlik_and_Fennessey_2017","NWCA11-R317","NWCA11-R317-3917","NWCA11-R317-1-11-MI-019-001-2",65,NA,0.1,NA,46.83
"Nahlik_and_Fennessey_2017","NWCA11-R317","NWCA11-R317-3917","NWCA11-R317-1-11-MI-019-001-3",125,"MARL 5% SHELLS.",NA,NA,14.55
"Nahlik_and_Fennessey_2017","NWCA11-R316","NWCA11-R316-3918","NWCA11-R316-1-11-MI-089-001-1",28,NA,0.06,NA,39.87
"Nahlik_and_Fennessey_2017","NWCA11-R316","NWCA11-R316-3918","NWCA11-R316-1-11-MI-089-001-2",80,NA,0.09,NA,41.69
"Nahlik_and_Fennessey_2017","NWCA11-R316","NWCA11-R316-3918","NWCA11-R316-1-11-MI-089-001-3",120,NA,NA,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-R322","NWCA11-R322-3919","NWCA11-R322-1-11-IN-127-001-1",22,NA,0.69,"Db inconsistent with layer position, g/cc",1.44
"Nahlik_and_Fennessey_2017","NWCA11-R322","NWCA11-R322-3919","NWCA11-R322-1-11-IN-127-001-2",37,NA,1.02,"Db inconsistent with layer position, g/cc",0.93
"Nahlik_and_Fennessey_2017","NWCA11-R322","NWCA11-R322-3919","NWCA11-R322-1-11-IN-127-001-3",72,NA,0.88,"Db inconsistent with layer position, g/cc",0.66
"Nahlik_and_Fennessey_2017","NWCA11-R322","NWCA11-R322-3919","NWCA11-R322-1-11-IN-127-001-4",107,NA,NA,NA,0.16
"Nahlik_and_Fennessey_2017","NWCA11-3065","NWCA11-3065-3920","NWCA11-3065-1-11-FL-003-001-1",47,NA,0.08,NA,54.61
"Nahlik_and_Fennessey_2017","NWCA11-3065","NWCA11-3065-3920","NWCA11-3065-1-11-FL-003-001-2",78,NA,0.65,NA,5.02
"Nahlik_and_Fennessey_2017","NWCA11-3065","NWCA11-3065-3920","NWCA11-3065-1-11-FL-003-001-3",125,NA,NA,NA,1.1
"Nahlik_and_Fennessey_2017","NWCA11-1233","NWCA11-1233-3921","NWCA11-1233-2-11-FL-087-002-1",42,NA,1.13,NA,12.35
"Nahlik_and_Fennessey_2017","NWCA11-1199","NWCA11-1199-3934","NWCA11-1199-1-11-DE-005-001-3",22,NA,1.33,NA,0.33
"Nahlik_and_Fennessey_2017","NWCA11-1199","NWCA11-1199-3934","NWCA11-1199-1-11-DE-005-001-4",48,NA,1.16,NA,0.18
"Nahlik_and_Fennessey_2017","NWCA11-1199","NWCA11-1199-3934","NWCA11-1199-1-11-DE-005-001-5",125,NA,NA,NA,0.51
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3955","NWCA11-1003-1-11-AL-097-001-1",23,"SANDY LOAM",1.1,NA,1.58
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3955","NWCA11-1003-1-11-AL-097-001-2",37,"SANDY LOAM",1.5,NA,0.32
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3955","NWCA11-1003-1-11-AL-097-001-3",65,"SANDY LOAM",1.43,NA,0.1
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3955","NWCA11-1003-1-11-AL-097-001-4",128,"SANDY LOAM",NA,NA,0.13
"Nahlik_and_Fennessey_2017","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-1",20,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",23.98
"Nahlik_and_Fennessey_2017","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-2",35,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",3.2
"Nahlik_and_Fennessey_2017","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-3",125,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",1.06
"Nahlik_and_Fennessey_2017","NWCA11-2080","NWCA11-2080-3959","NWCA11-2080-1-11-NC-055-004-2",65,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",56.83
"Nahlik_and_Fennessey_2017","NWCA11-2064","NWCA11-2064-3961","NWCA11-2064-1-11-NC-055-001-1",60,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",56.52
"Nahlik_and_Fennessey_2017","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-1",10,NA,0.17,NA,21.72
"Nahlik_and_Fennessey_2017","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-2",36,NA,0.2,NA,23.61
"Nahlik_and_Fennessey_2017","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-3",125,"TWO SOIL  TEXTURES: MP AND MUCKY MINERAL",0.18,NA,8.74
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964","NWCA11-R134-1-11-NJ-029-008-1",12,NA,0.14,NA,50.75
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964","NWCA11-R134-1-11-NJ-029-008-2",28,NA,0.71,NA,5.84
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964","NWCA11-R134-1-11-NJ-029-008-3",43,NA,1.37,NA,0.46
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964","NWCA11-R134-1-11-NJ-029-008-4",75,NA,NA,NA,0.06
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964","NWCA11-R134-1-11-NJ-029-008-5",100,NA,NA,NA,1.27
"Nahlik_and_Fennessey_2017","NWCA11-R133","NWCA11-R133-3965","NWCA11-R133-1-11-NJ-005-001-2",31,NA,0.7,NA,60.53
"Nahlik_and_Fennessey_2017","NWCA11-R133","NWCA11-R133-3965","NWCA11-R133-1-11-NJ-005-001-3",95,NA,0.04,"outside of valid range (0.06-2.53 g/cc)",60.37
"Nahlik_and_Fennessey_2017","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-1",17,NA,0.1,NA,27.51
"Nahlik_and_Fennessey_2017","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-2",31,NA,0.09,NA,19.29
"Nahlik_and_Fennessey_2017","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-3",47,NA,0.08,NA,34.26
"Nahlik_and_Fennessey_2017","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-4",92,NA,0.12,NA,29.54
"Nahlik_and_Fennessey_2017","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-1",16,NA,0.04,NA,32.4
"Nahlik_and_Fennessey_2017","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-2",45,NA,0.09,NA,31.2
"Nahlik_and_Fennessey_2017","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-3",66,NA,0.15,NA,25.49
"Nahlik_and_Fennessey_2017","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-1",12,NA,0.09,NA,30.4
"Nahlik_and_Fennessey_2017","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-2",38,NA,0.11,NA,27.24
"Nahlik_and_Fennessey_2017","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-3",75,NA,0.14,NA,35.66
"Nahlik_and_Fennessey_2017","NWCA11-R128","NWCA11-R128-3991","NWCA11-R128-1-11-MS-059-009-1",13,NA,0.24,NA,21.16
"Nahlik_and_Fennessey_2017","NWCA11-R128","NWCA11-R128-3991","NWCA11-R128-1-11-MS-059-009-2",30,NA,0.35,NA,9.84
"Nahlik_and_Fennessey_2017","NWCA11-R128","NWCA11-R128-3991","NWCA11-R128-1-11-MS-059-009-3",50,NA,0.84,NA,3.97
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993","NWCA11-OH-3030-1-11-OH-123-002-1",7,"NO STRUCTURE DETECTED",1.38,NA,11.7
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993","NWCA11-OH-3030-1-11-OH-123-002-2",20,"SILT LOAM; WEAK MED/COURSE GRANULAR",0.93,NA,7.45
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993","NWCA11-OH-3030-1-11-OH-123-002-3",38,"SILT LOAM: DEPLETIONS 25Y 5/1 1%",0.45,NA,4.87
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993","NWCA11-OH-3030-1-11-OH-123-002-4",60,"SILT CLAY LOAM; VERY WEAK SUBANGULAR BLOCKY",1.27,NA,0.76
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993","NWCA11-OH-3030-1-11-OH-123-002-5",72,"SILT CLAY LOAM; MASSIVE STRUCTURE.",NA,NA,0.67
"Nahlik_and_Fennessey_2017","NWCA11-1260","NWCA11-1260-4008","NWCA11-1260-1-11-FL-089-001-1",85,"DEPTH IS 85 CM-PIT DEPTH LIMITED BY INUNDATED SOIL SLUMP OF PARTIALLY DECOMPOSED CHUNKS OF BROWNER OM.",0.39,NA,13.76
"Nahlik_and_Fennessey_2017","NWCA11-1364","NWCA11-1364-4009","NWCA11-1364-1-11-FL-099-003-1",80,NA,1.03,NA,1.85
"Nahlik_and_Fennessey_2017","NWCA11-1334","NWCA11-1334-4010","NWCA11-1334-1-11-FL-089-002-1",24,NA,0.2,NA,24.07
"Nahlik_and_Fennessey_2017","NWCA11-1334","NWCA11-1334-4010","NWCA11-1334-1-11-FL-089-002-2",105,NA,0.32,NA,11.99
"Nahlik_and_Fennessey_2017","NWCA11-1337","NWCA11-1337-4012","NWCA11-1337-1-11-FL-086-006-1",12,NA,0.21,"Db inconsistent with layer position, g/cc",16.08
"Nahlik_and_Fennessey_2017","NWCA11-1337","NWCA11-1337-4012","NWCA11-1337-1-11-FL-086-006-2",36,NA,0.44,"Db inconsistent with layer position, g/cc",16.6
"Nahlik_and_Fennessey_2017","NWCA11-1337","NWCA11-1337-4012","NWCA11-1337-1-11-FL-086-006-3",50,"INUNDATION LIMITED PIT DEPTH",0.16,"Db inconsistent with layer position, g/cc",36.8
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-1",23,NA,0.63,NA,5.1
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-2",49,NA,1.27,NA,0.92
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-3",62,NA,1.5,NA,0.53
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-4",86,NA,NA,NA,0.54
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-5",100,NA,NA,NA,1.2
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013","NWCA11-1849-2-11-MI-149-002-6",124,NA,NA,NA,0.9
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-4014","NWCA11-1852-1-11-MI-041-001-1",8,NA,0.2,NA,25.61
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-4014","NWCA11-1852-1-11-MI-041-001-3",33,NA,1.42,NA,0.37
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-4014","NWCA11-1852-1-11-MI-041-001-4",65,NA,1.7,NA,0.19
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-4014","NWCA11-1852-1-11-MI-041-001-5",118,NA,NA,NA,0.49
"Nahlik_and_Fennessey_2017","NWCA11-1854","NWCA11-1854-4015","NWCA11-1854-1-11-MI-081-001-1",11,NA,NA,NA,46.31
"Nahlik_and_Fennessey_2017","NWCA11-1854","NWCA11-1854-4015","NWCA11-1854-1-11-MI-081-001-2",41,NA,NA,NA,39.3
"Nahlik_and_Fennessey_2017","NWCA11-1854","NWCA11-1854-4015","NWCA11-1854-1-11-MI-081-001-3",60,NA,NA,NA,45.68
"Nahlik_and_Fennessey_2017","NWCA11-1857","NWCA11-1857-4018","NWCA11-1857-1-11-MI-079-001-1",15,"INUNDATED AFTER 6CM - UNABLE TO GET ACCURATE BD SAMPLE.",NA,NA,52.14
"Nahlik_and_Fennessey_2017","NWCA11-1857","NWCA11-1857-4018","NWCA11-1857-1-11-MI-079-001-2",29,"INUNDATED AFTER 6CM - UNABLE TO GET ACCURATE BD SAMPLE.",NA,NA,54
"Nahlik_and_Fennessey_2017","NWCA11-1857","NWCA11-1857-4018","NWCA11-1857-1-11-MI-079-001-3",63,"INUNDATED AFTER 6CM - UNABLE TO GET ACCURATE BD SAMPLE.",NA,NA,56.88
"Nahlik_and_Fennessey_2017","NWCA11-1857","NWCA11-1857-4018","NWCA11-1857-1-11-MI-079-001-4",80,"LARGE WOODY DEBRIS IN LAYER 4",NA,NA,55.85
"Nahlik_and_Fennessey_2017","NWCA11-1861","NWCA11-1861-4019","NWCA11-1861-1-11-MI-159-001-1",18,NA,0.74,NA,12.06
"Nahlik_and_Fennessey_2017","NWCA11-1861","NWCA11-1861-4019","NWCA11-1861-1-11-MI-159-001-2",32,NA,0.62,NA,10.24
"Nahlik_and_Fennessey_2017","NWCA11-1861","NWCA11-1861-4019","NWCA11-1861-1-11-MI-159-001-3",47,NA,1.22,NA,0.35
"Nahlik_and_Fennessey_2017","NWCA11-1861","NWCA11-1861-4019","NWCA11-1861-1-11-MI-159-001-4",70,NA,1.2,NA,0.26
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021","NWCA11-1865-1-11-MI-107-001-1",8,NA,0.8,NA,11.37
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021","NWCA11-1865-1-11-MI-107-001-2",32,NA,0.89,NA,4.97
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021","NWCA11-1865-1-11-MI-107-001-3",79,NA,1.52,NA,0.17
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021","NWCA11-1865-1-11-MI-107-001-4",103,NA,NA,NA,0.39
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021","NWCA11-1865-1-11-MI-107-001-5",118,NA,NA,NA,1
"Nahlik_and_Fennessey_2017","NWCA11-R314","NWCA11-R314-4026","NWCA11-R314-1-11-WI-003-002-1",14,NA,0.06,"g/cc",46.98
"Nahlik_and_Fennessey_2017","NWCA11-R314","NWCA11-R314-4026","NWCA11-R314-1-11-WI-003-002-2",23,NA,0.1,NA,46.71
"Nahlik_and_Fennessey_2017","NWCA11-R314","NWCA11-R314-4026","NWCA11-R314-1-11-WI-003-002-4",42,NA,1.27,NA,0.94
"Nahlik_and_Fennessey_2017","NWCA11-R314","NWCA11-R314-4026","NWCA11-R314-1-11-WI-003-002-5",125,NA,1.36,NA,0.47
"Nahlik_and_Fennessey_2017","NWCA11-2028","NWCA11-2028-4033","NWCA11-2028-1-11-NC-177-001-1",24,NA,0.59,NA,33.03
"Nahlik_and_Fennessey_2017","NWCA11-2028","NWCA11-2028-4033","NWCA11-2028-1-11-NC-177-001-2",63,NA,1.13,NA,9.48
"Nahlik_and_Fennessey_2017","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-1",12,NA,0.37,NA,5.67
"Nahlik_and_Fennessey_2017","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-5",83,"DECAYING PLANT MATERIAL CAUSING BLACK STREAKING",0.42,NA,3.55
"Nahlik_and_Fennessey_2017","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-6",138,NA,NA,NA,2.63
"Nahlik_and_Fennessey_2017","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-1",12,NA,0.29,NA,10.83
"Nahlik_and_Fennessey_2017","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-2",32,NA,0.42,NA,5.65
"Nahlik_and_Fennessey_2017","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-3",84,"UNDECOMPOSED PLANT MATERIAL >50% OF LAYER (MIXED WITH MINERAL SOIL).",0.44,NA,6.86
"Nahlik_and_Fennessey_2017","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-4",125,NA,NA,NA,3.92
"Nahlik_and_Fennessey_2017","NWCA11-4522","NWCA11-4522-4050","NWCA11-4522-1-11-WA-061-004-2",125,"UNDECOMPOSED VEG THROUGHOUT",0.46,NA,4.52
"Nahlik_and_Fennessey_2017","NWCA11-2706","NWCA11-2706-4051","NWCA11-2706-2-11-WA-057-003-1",9,NA,0.32,NA,9.24
"Nahlik_and_Fennessey_2017","NWCA11-2706","NWCA11-2706-4051","NWCA11-2706-2-11-WA-057-003-2",36,NA,1.03,NA,1.58
"Nahlik_and_Fennessey_2017","NWCA11-2706","NWCA11-2706-4051","NWCA11-2706-2-11-WA-057-003-3",120,NA,1.02,NA,1.15
"Nahlik_and_Fennessey_2017","NWCA11-6315","NWCA11-6315-4052","NWCA11-6315-1-11-WA-073-001-2",12,"VERY FAINT FE FEATURES",0.81,NA,4.1
"Nahlik_and_Fennessey_2017","NWCA11-6315","NWCA11-6315-4052","NWCA11-6315-1-11-WA-073-001-3",50,NA,0.96,NA,2.99
"Nahlik_and_Fennessey_2017","NWCA11-6315","NWCA11-6315-4052","NWCA11-6315-1-11-WA-073-001-4",80,NA,0.74,NA,3.04
