study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density_measured,dry_bulk_density_modeled,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,pb214_activity,pb214_activity_se,excess_pb210_activity,excess_pb210_activity_se
Peck_et_al_2020,Tillamook,MID.A009,46,48,NA,0.41,0.22,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,MID.A009,48,50,NA,0.33,0.24,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_01PU,0,2,NA,0.7,0.11,NA,0.031,0.23,0.03,1.58,0.08,1.91,0.07,0,0.15
Peck_et_al_2020,Nehalem,NBOR1606_01PU,2,4,NA,0.68,0.12,NA,0.034,0.21,0.03,1.74,0.12,1.91,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_01PU,4,6,NA,0.84,0.09,NA,0.024,0.19,0.03,1.68,0.11,1.96,0.08,0,0.19
Peck_et_al_2020,Nehalem,NBOR1606_01PU,6,8,NA,1.01,0.08,NA,0.024,0.21,0.02,1.56,0.08,1.69,0.06,0,0.14
Peck_et_al_2020,Nehalem,NBOR1606_01PU,8,10,NA,1.03,0.09,NA,0.026,0.25,0.03,1.46,0.1,1.71,0.08,0,0.18
Peck_et_al_2020,Nehalem,NBOR1606_01PU,10,12,NA,0.95,0.1,NA,0.028,0.3,0.03,1.58,0.1,1.98,0.09,0,0.19
Peck_et_al_2020,Nehalem,NBOR1606_01PU,12,14,NA,0.71,0.13,NA,0.036,0.37,0.04,1.73,0.12,1.6,0.09,0.13,0.2
Peck_et_al_2020,Nehalem,NBOR1606_01PU,14,16,NA,0.73,0.1,NA,0.028,0.31,0.04,1.42,0.12,1.94,0.09,0,0.21
Peck_et_al_2020,Nehalem,NBOR1606_01PU,16,18,NA,0.73,0.11,NA,0.032,0.37,0.07,1.6,0.16,1.82,0.12,0,0.27
Peck_et_al_2020,Nehalem,NBOR1606_01PU,18,20,NA,0.56,0.12,NA,0.035,-0.04,0.04,1.8,0.21,1.88,0.15,0,0.35
Peck_et_al_2020,Nehalem,NBOR1606_01PU,20,22,NA,0.62,0.12,NA,0.033,0.43,0.07,1.48,0.16,1.62,0.11,0,0.27
Peck_et_al_2020,Nehalem,NBOR1606_01PU,22,24,NA,0.85,0.07,NA,0.021,0.3,0.06,1.29,0.13,1.74,0.1,0,0.24
Peck_et_al_2020,Nehalem,NBOR1606_01PU,24,26,NA,1.03,0.06,NA,0.017,0.19,0.04,1.09,0.11,1.66,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_01PU,26,28,NA,0.83,0.07,NA,0.019,0.36,0.05,1.19,0.12,1.57,0.09,0,0.22
Peck_et_al_2020,Nehalem,NBOR1606_01PU,28,30,NA,0.67,0.1,NA,0.03,0.41,0.04,1.37,0.09,1.67,0.07,0,0.15
Peck_et_al_2020,Nehalem,NBOR1606_01PU,30,32,NA,0.57,0.14,NA,0.039,0.43,0.06,1.55,0.15,1.52,0.11,0.03,0.26
Peck_et_al_2020,Nehalem,NBOR1606_01PU,32,34,NA,0.76,0.09,NA,0.025,0.4,0.05,1.4,0.11,1.94,0.08,0,0.19
Peck_et_al_2020,Nehalem,NBOR1606_01PU,34,36,NA,0.85,0.08,NA,0.023,0.3,0.06,1.38,0.14,2.11,0.11,0,0.25
Peck_et_al_2020,Nehalem,NBOR1606_01PU,36,38,NA,0.84,0.1,NA,0.027,0.36,0.06,1.26,0.14,1.79,0.11,0,0.24
Peck_et_al_2020,Nehalem,NBOR1606_01PU,38,40,NA,0.9,0.08,NA,0.022,0.28,0.06,1.15,0.14,1.57,0.11,0,0.25
Peck_et_al_2020,Nehalem,NBOR1606_01PU,40,42,NA,0.92,0.07,NA,0.021,0.32,0.04,1.26,0.09,1.57,0.06,0,0.15
Peck_et_al_2020,Nehalem,NBOR1606_01PU,42,44,NA,0.85,0.09,NA,0.025,0.33,0.06,1.29,0.14,1.51,0.1,0,0.25
Peck_et_al_2020,Nehalem,NBOR1606_01PU,44,46,NA,0.69,0.11,NA,0.031,0.46,0.07,1.02,0.14,1.41,0.11,0,0.24
Peck_et_al_2020,Nehalem,NBOR1606_01PU,46,48,NA,0.59,0.17,0.04038971533516989,0.049,0.81,0.09,1.16,0.18,1.53,0.13,0,0.31
Peck_et_al_2020,Nehalem,NBOR1606_01PU,48,50,NA,0.56,0.17,NA,0.048,0.75,0.08,1.51,0.17,1.34,0.12,0.17,0.29
Peck_et_al_2020,Nehalem,NBOR1606_02PU,0,2,NA,0.48,0.13,0.028174328693940667,0.037,0.23,0.04,2.89,0.16,1.81,0.1,1.08,0.25
Peck_et_al_2020,Nehalem,NBOR1606_02PU,2,4,NA,0.59,0.11,NA,0.032,0.17,0.04,2.54,0.14,1.82,0.1,0.72,0.23
Peck_et_al_2020,Nehalem,NBOR1606_02PU,4,6,NA,0.68,0.09,NA,0.026,0.2,0.03,1.77,0.11,1.9,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_02PU,6,8,NA,0.88,0.08,NA,0.024,0.19,0.03,1.38,0.1,1.64,0.08,0,0.18
Peck_et_al_2020,Nehalem,NBOR1606_02PU,8,10,NA,0.79,0.1,NA,0.029,0.2,0.04,1.45,0.12,1.89,0.09,0,0.21
Peck_et_al_2020,Nehalem,NBOR1606_02PU,10,12,NA,0.76,0.09,NA,0.026,0.12,0.03,1.37,0.11,2.19,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_02PU,12,14,NA,0.8,0.09,NA,0.025,-0.01,0.01,1.32,0.11,2.15,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_02PU,14,16,NA,0.82,0.09,NA,0.025,-0.01,0.01,1.3,0.11,1.96,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_02PU,16,18,NA,0.79,0.09,NA,0.026,-0.01,0.01,1.09,0.11,1.98,0.09,0,0.2
Peck_et_al_2020,Nehalem,NBOR1606_02PU,18,20,NA,0.79,0.09,NA,0.025,-0.01,0.01,1.14,0.1,1.98,0.09,0,0.19
Peck_et_al_2020,Nehalem,NBOR1606_02PU,20,22,NA,0.78,0.09,NA,0.026,-0.01,0.01,1.34,0.11,2.1,0.1,0,0.21
Peck_et_al_2020,Nehalem,NBOR1606_02PU,22,24,NA,0.82,0.08,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,24,26,NA,0.81,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,26,28,NA,0.81,0.07,NA,0.02,-0.02,0.02,0.81,0.07,1.93,0.06,0,0.14
Peck_et_al_2020,Nehalem,NBOR1606_02PU,28,30,NA,0.88,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,30,32,NA,0.86,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,32,34,NA,0.84,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,34,36,NA,0.9,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,36,38,NA,0.93,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,38,40,NA,0.94,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,40,42,NA,0.96,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,42,44,NA,0.99,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,44,46,NA,1.02,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,46,48,NA,1.01,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_02PU,48,50,NA,1,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,0,2,0.2,0.3,0.45,0.15619935985368086,0.128,0.22,0.07,16.15,0.48,0.71,0.09,15.44,0.57
Peck_et_al_2020,Nehalem,NBOR1606_03PU,2,4,0.28,0.32,0.4,NA,0.114,0.35,0.07,10.42,0.37,0.56,0.09,9.87,0.46
Peck_et_al_2020,Nehalem,NBOR1606_03PU,4,6,0.4,0.46,0.26,NA,0.075,0.41,0.06,3.95,0.21,0.77,0.07,3.17,0.28
Peck_et_al_2020,Nehalem,NBOR1606_03PU,6,8,0.22,0.31,0.36,NA,0.102,0.8,0.08,6.39,0.28,0.75,0.08,5.64,0.36
Peck_et_al_2020,Nehalem,NBOR1606_03PU,8,10,0.18,0.27,0.42,NA,0.119,1.15,0.09,6.83,0.3,0.68,0.08,6.15,0.38
Peck_et_al_2020,Nehalem,NBOR1606_03PU,10,12,0.29,0.31,0.33,NA,0.094,2.77,0.13,4.04,0.24,0.64,0.08,3.4,0.31
Peck_et_al_2020,Nehalem,NBOR1606_03PU,12,14,0.28,0.32,0.32,NA,0.092,5.2,0.17,2.69,0.2,0.66,0.08,2.04,0.28
Peck_et_al_2020,Nehalem,NBOR1606_03PU,14,16,0.33,0.35,0.27,NA,0.078,0.5,0.05,1.95,0.13,0.77,0.06,1.18,0.19
Peck_et_al_2020,Nehalem,NBOR1606_03PU,16,18,0.55,0.49,0.2,NA,0.056,0.3,0.05,1.05,0.14,1.03,0.08,0.02,0.22
Peck_et_al_2020,Nehalem,NBOR1606_03PU,18,20,0.67,0.48,0.28,NA,0.079,0.1,0.04,1.15,0.12,0.87,0.07,0.28,0.19
Peck_et_al_2020,Nehalem,NBOR1606_03PU,20,22,0.48,0.4,0.29,NA,0.083,-0.03,0.03,1.67,0.18,0.9,0.08,0.78,0.26
Peck_et_al_2020,Nehalem,NBOR1606_03PU,22,24,0.41,0.42,0.2,NA,0.058,-0.02,0.02,1.11,0.14,0.84,0.07,0.27,0.21
Peck_et_al_2020,Nehalem,NBOR1606_03PU,24,26,0.42,0.39,0.25,NA,0.07,-0.02,0.03,0.99,0.12,1.04,0.06,0,0.18
Peck_et_al_2020,Nehalem,NBOR1606_03PU,26,28,0.45,0.47,0.22,NA,0.062,-0.02,0.02,1.23,0.15,0.95,0.08,0.28,0.22
Peck_et_al_2020,Nehalem,NBOR1606_03PU,28,30,0.58,0.59,0.16,NA,0.045,0.1,0.04,1.11,0.14,1.3,0.08,0,0.22
Peck_et_al_2020,Nehalem,NBOR1606_03PU,30,32,NA,0.56,0.16,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,32,34,NA,0.53,0.19,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,34,36,NA,0.53,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,36,38,NA,0.62,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,38,40,NA,0.8,0.11,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,40,42,NA,0.56,0.14,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,42,44,NA,0.49,0.18,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,44,46,NA,0.5,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,46,48,NA,0.59,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_03PU,48,50,NA,0.58,0.14,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,0,2,0.19,0.2,0.51,0.17596225412014885,0.145,0.3,0.05,15.21,0.41,0.52,0.06,14.69,0.48
Peck_et_al_2020,Nehalem,NBOR1606_04PU,2,4,0.26,0.23,0.43,NA,0.123,0.47,0.07,10.11,0.34,0.52,0.08,9.59,0.42
Peck_et_al_2020,Nehalem,NBOR1606_04PU,4,6,0.4,0.25,0.31,NA,0.087,0.34,0.06,6.55,0.25,0.58,0.07,5.96,0.32
Peck_et_al_2020,Nehalem,NBOR1606_04PU,6,8,0.24,0.33,0.33,NA,0.094,0.88,0.08,5.31,0.24,0.61,0.08,4.69,0.32
Peck_et_al_2020,Nehalem,NBOR1606_04PU,8,10,0.29,0.28,0.39,NA,0.112,2.11,0.13,5.4,0.27,0.42,0.08,4.97,0.35
Peck_et_al_2020,Nehalem,NBOR1606_04PU,10,12,0.38,0.31,0.32,NA,0.092,4.5,0.14,4.38,0.22,0.65,0.07,3.72,0.29
Peck_et_al_2020,Nehalem,NBOR1606_04PU,12,14,0.34,0.32,0.3,NA,0.084,5.67,0.16,3.11,0.19,0.61,0.07,2.5,0.26
Peck_et_al_2020,Nehalem,NBOR1606_04PU,14,16,0.44,0.34,0.28,NA,0.078,3.64,0.15,2.78,0.21,0.69,0.08,2.1,0.28
Peck_et_al_2020,Nehalem,NBOR1606_04PU,16,18,0.57,0.4,0.22,NA,0.063,0.88,0.07,1.98,0.15,0.76,0.06,1.22,0.22
Peck_et_al_2020,Nehalem,NBOR1606_04PU,18,20,0.67,0.44,0.19,NA,0.055,0.44,0.03,1.75,0.08,0.91,0.04,0.85,0.12
Peck_et_al_2020,Nehalem,NBOR1606_04PU,20,22,0.73,0.57,0.16,NA,0.045,0.45,0.05,1.21,0.13,1.02,0.07,0.19,0.19
Peck_et_al_2020,Nehalem,NBOR1606_04PU,22,24,0.77,0.58,0.16,NA,0.045,0.37,0.04,1.27,0.1,0.99,0.05,0.27,0.16
Peck_et_al_2020,Nehalem,NBOR1606_04PU,24,26,0.65,0.53,0.16,NA,0.046,0.27,0.04,0.83,0.11,1.11,0.06,0,0.18
Peck_et_al_2020,Nehalem,NBOR1606_04PU,26,28,0.53,0.52,0.17,NA,0.05,0.31,0.03,0.88,0.08,1.1,0.05,0,0.12
Peck_et_al_2020,Nehalem,NBOR1606_04PU,28,30,0.62,0.53,0.19,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,30,32,NA,0.56,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,32,34,NA,0.67,0.14,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,34,36,NA,0.7,0.14,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,36,38,NA,0.71,0.12,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,38,40,NA,0.74,0.12,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,40,42,NA,0.72,0.12,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,42,44,NA,0.72,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,44,46,NA,0.74,0.12,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,46,48,NA,0.74,0.1,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_04PU,48,50,NA,0.78,0.1,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,0,2,0.45,0.46,0.17,NA,0.048,-0.02,0.02,3.82,0.23,1.73,0.09,2.1,0.32
Peck_et_al_2020,Nehalem,NBOR1606_05PU,2,4,0.31,0.49,0.16,NA,0.046,-0.02,0.02,3.62,0.23,1.88,0.12,1.75,0.36
Peck_et_al_2020,Nehalem,NBOR1606_05PU,4,6,0.35,0.45,0.18,NA,0.05,-0.02,0.02,3.59,0.19,1.83,0.12,1.76,0.31
Peck_et_al_2020,Nehalem,NBOR1606_05PU,6,8,0.4,0.46,0.17,NA,0.05,-0.02,0.02,3.14,0.2,1.74,0.12,1.4,0.32
Peck_et_al_2020,Nehalem,NBOR1606_05PU,8,10,0.38,0.45,0.17,NA,0.049,-0.02,0.02,2.86,0.16,1.71,0.1,1.15,0.25
Peck_et_al_2020,Nehalem,NBOR1606_05PU,10,12,0.46,0.42,0.17,NA,0.048,-0.02,0.02,2.1,0.16,1.83,0.11,0.28,0.27
Peck_et_al_2020,Nehalem,NBOR1606_05PU,12,14,0.38,0.42,0.16,NA,0.047,-0.02,0.02,1.86,0.11,1.82,0.07,0.04,0.18
Peck_et_al_2020,Nehalem,NBOR1606_05PU,14,16,0.54,0.46,0.16,NA,0.044,-0.02,0.02,1.79,0.15,2.02,0.12,0,0.27
Peck_et_al_2020,Nehalem,NBOR1606_05PU,16,18,0.71,0.55,0.15,NA,0.043,-0.02,0.02,1.54,0.15,2.19,0.13,0,0.28
Peck_et_al_2020,Nehalem,NBOR1606_05PU,18,20,0.77,0.6,0.13,NA,0.036,0.91,0.07,1.63,0.14,2.29,0.12,0,0.26
Peck_et_al_2020,Nehalem,NBOR1606_05PU,20,22,0.5,0.55,0.12,NA,0.035,-0.01,0.02,1.2,0.13,2.27,0.11,0,0.24
Peck_et_al_2020,Nehalem,NBOR1606_05PU,22,24,0.58,0.49,0.1,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,24,26,0.83,0.54,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,26,28,0.76,0.6,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,28,30,1,0.75,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,30,32,NA,0.75,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,32,34,NA,0.7,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,34,36,NA,0.83,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,36,38,NA,0.81,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,38,40,NA,0.77,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,40,42,NA,0.79,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,42,44,NA,0.9,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,44,46,NA,0.98,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,46,48,NA,1.02,0.05,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_05PU,48,50,NA,1.01,0.05,0.007769393471674384,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,0,2,NA,0.82,0.09,NA,0.026,-0.03,0.03,3.32,0.22,1.64,0.1,1.68,0.32
Peck_et_al_2020,Nehalem,NBOR1606_06PU,2,4,NA,1.02,0.07,NA,0.021,-0.03,0.03,2.41,0.2,1.75,0.1,0.66,0.3
Peck_et_al_2020,Nehalem,NBOR1606_06PU,4,6,NA,1.13,0.06,NA,0.018,-0.03,0.04,1.78,0.22,1.66,0.12,0.13,0.35
Peck_et_al_2020,Nehalem,NBOR1606_06PU,6,8,NA,1.19,0.06,NA,0.016,-0.02,0.03,1.71,0.18,1.84,0.1,0,0.28
Peck_et_al_2020,Nehalem,NBOR1606_06PU,8,10,NA,1.21,0.06,NA,0.016,-0.03,0.04,1.02,0.19,1.55,0.11,0,0.3
Peck_et_al_2020,Nehalem,NBOR1606_06PU,10,12,NA,1.23,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,12,14,NA,1.25,0.05,NA,0.014,-0.03,0.03,1.21,0.17,1.84,0.1,0,0.27
Peck_et_al_2020,Nehalem,NBOR1606_06PU,14,16,NA,1.22,0.05,0.004664863811333625,0.014,-0.02,0.03,1.51,0.17,1.57,0.1,0,0.27
Peck_et_al_2020,Nehalem,NBOR1606_06PU,16,18,NA,1.18,0.05,NA,0.014,-0.03,0.03,1.31,0.18,1.67,0.1,0,0.28
Peck_et_al_2020,Nehalem,NBOR1606_06PU,18,20,NA,1.19,0.05,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,20,22,NA,1.18,0.05,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,22,24,NA,1.14,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,24,26,NA,1.14,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,26,28,NA,1.13,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,28,30,NA,1.05,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,30,32,NA,1.06,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,32,34,NA,1.08,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,34,36,NA,1.11,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,36,38,NA,1.09,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,38,40,NA,1.06,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,40,42,NA,1.02,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,42,44,NA,1,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,44,46,NA,1.01,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,46,48,NA,0.95,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_06PU,48,50,NA,0.91,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,0,2,0.31,0.51,0.15,NA,0.042,-0.03,0.03,3.04,0.26,0.8,0.08,2.23,0.34
Peck_et_al_2020,Nehalem,NBOR1606_07PU,2,4,0.38,0.48,0.15,NA,0.042,-0.03,0.03,3.64,0.25,1.02,0.08,2.62,0.33
Peck_et_al_2020,Nehalem,NBOR1606_07PU,4,6,NA,0.36,0.14,NA,0.039,-0.03,0.04,2.88,0.22,1.05,0.1,1.84,0.32
Peck_et_al_2020,Nehalem,NBOR1606_07PU,6,8,NA,0.43,0.14,NA,0.04,-0.03,0.03,2,0.2,1.17,0.1,0.83,0.3
Peck_et_al_2020,Nehalem,NBOR1606_07PU,8,10,NA,0.38,0.14,NA,0.041,-0.03,0.03,1.85,0.2,0.86,0.09,0.99,0.29
Peck_et_al_2020,Nehalem,NBOR1606_07PU,10,12,NA,0.33,0.13,NA,0.036,-0.03,0.04,1.93,0.22,1.12,0.11,0.81,0.33
Peck_et_al_2020,Nehalem,NBOR1606_07PU,12,14,NA,0.35,0.11,0.018994887143035294,0.031,-0.02,0.03,2.02,0.18,1.24,0.09,0.78,0.27
Peck_et_al_2020,Nehalem,NBOR1606_07PU,14,16,0.75,0.67,0.11,NA,0.03,-0.02,0.03,1.78,0.2,1.3,0.1,0.47,0.3
Peck_et_al_2020,Nehalem,NBOR1606_07PU,16,18,0.78,0.72,0.1,NA,0.029,-0.03,0.03,1.67,0.21,1.05,0.1,0.62,0.31
Peck_et_al_2020,Nehalem,NBOR1606_07PU,18,20,0.75,0.68,0.09,NA,0.026,-0.02,0.03,1.62,0.17,1.19,0.09,0.43,0.25
Peck_et_al_2020,Nehalem,NBOR1606_07PU,20,22,0.8,0.71,0.08,NA,0.024,-0.03,0.03,1.09,0.18,1.57,0.11,0,0.28
Peck_et_al_2020,Nehalem,NBOR1606_07PU,22,24,0.66,0.9,0.06,NA,0.017,-0.02,0.02,1.6,0.16,1.57,0.09,0.03,0.24
Peck_et_al_2020,Nehalem,NBOR1606_07PU,24,26,0.98,1,0.06,NA,0.016,-0.03,0.03,1.76,0.22,1.89,0.13,0,0.34
Peck_et_al_2020,Nehalem,NBOR1606_07PU,26,28,0.58,0.97,0.05,NA,0.016,-0.03,0.03,1.27,0.18,1.75,0.1,0,0.28
Peck_et_al_2020,Nehalem,NBOR1606_07PU,28,30,0.47,0.9,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,30,32,NA,0.86,0.05,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,32,34,NA,1.04,0.05,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,34,36,NA,1.01,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,36,38,NA,1.03,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,38,40,NA,1.13,0.05,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,40,42,NA,1.14,0.05,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,42,44,NA,1.15,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,44,46,NA,1.13,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Nehalem,NBOR1606_07PU,46,48,NA,1.14,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
