study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,compaction_fraction,c14_age,c14_age_se,c14_material,c14_notes,age,age_min,age_max
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,95,96,NA,1.2798,0.08410000000000001,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,99,100,NA,0.4125,0.24239999999999998,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,105,106,NA,1.136,0.09029999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,109,110,NA,0.89,0.0787,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,115,116,NA,1.4108,0.079,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,119,120,NA,0.94,0.0638,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,125,126,NA,1.2642,0.0776,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,129,130,NA,0.84,0.07139999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,136,137,NA,1.4627,0.0787,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,139,140,NA,0.76,0.09210000000000002,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,145,146,NA,1.3177,0.0913,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,149,150,NA,0.73,0.1096,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,156,157,NA,0.8644,0.2079,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,159,160,NA,0.5,0.14,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,165,166,NA,1.0595,0.1648,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,169,170,NA,0.74,0.14859999999999998,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,175,176,NA,1.2318,0.12789999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,179,180,NA,0.88,0.1023,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,185,186,NA,1.2144,0.11460000000000001,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,189,190,NA,0.73,0.0959,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,195,196,NA,1.2362,0.10439999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,199,200,NA,0.87,0.4483,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,205,206,NA,1.1816,0.1489,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,209,210,NA,0.78,0.11539999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,215,216,NA,1.0212,0.1543,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,219,220,NA,0.54,0.1481,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,224,225,NA,0.5462,0.5141,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,229,230,NA,0.233333333,1,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,234,235,NA,1.1179,0.21960000000000002,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,239,240,NA,0.19,0.36840000000000006,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,245,246,NA,1.1082,0.23800000000000002,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,249,250,NA,0.39,0.2051,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,256,257,NA,0.8572,0.2137,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,259,260,NA,0.32,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,265,266,NA,0.643,0.2784,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,269,270,NA,1.42,0.056299999999999996,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,273,274,NA,1.0743,0.17079999999999998,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,279,280,NA,0.29,0.3103,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,285,286,NA,1.1236,0.08779999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,289,290,NA,0.81,0.0617,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,295,296,NA,1.1723,0.0785,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,299,300,NA,0.97,0.061900000000000004,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,305,306,NA,1.2058,0.0407,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,309,310,NA,0.84,0.011899999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,315,316,NA,1.5032,0.0434,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,319,320,NA,0.93,0.043,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,0,1,S261188,0.272727273,0.4183,0.371,NA,NA,NA,NA,-47,-61,-19
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,1,2,S261189,0.146892655,0.44872,0.371,NA,NA,NA,NA,-33,-60,23
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,2,3,S261190,0.325900515,0.53158,0.371,NA,NA,NA,NA,-18,-53,37
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,3,4,S261191,0.257092199,0.58621,0.371,NA,NA,NA,NA,-3,-49,64
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,4,5,S261192,0.25044405,0.60993,0.371,NA,NA,NA,NA,11,-38,77
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,5,6,S261193,0.232245681,0.59504,0.371,NA,NA,NA,NA,26,-32,97
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,6,7,S261194,0.261859583,0.55797,0.371,NA,NA,NA,NA,41,-19,110
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,7,8,S261195,0.17816092,0.5914,0.371,NA,NA,NA,NA,55,-11,127
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,8,9,S261196,0.149722736,0.62963,0.371,NA,NA,NA,NA,70,4,137
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,9,10,S261197,0.146025878,0.72152,0.371,NA,NA,seeds,c14 age yielded greater than modern day,84,13,155
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,10,11,S261198,0.06227758,0.74286,0.371,NA,NA,NA,NA,99,31,165
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,11,12,S261199,0.192523364,0.6698999999999999,0.371,NA,NA,NA,NA,114,41,180
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,12,13,S261200,0.17037037,0.6630400000000001,0.371,NA,NA,NA,NA,129,60,188
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,13,14,S261201,0.200723327,0.5945900000000001,0.371,NA,NA,NA,NA,143,72,201
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,14,15,S261202,0.258979206,0.54745,0.371,NA,NA,NA,NA,158,95,207
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,15,16,S261203,0.169014085,0.58333,0.371,NA,NA,NA,NA,173,109,219
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,16,17,S261204,0.326213592,0.24405000000000002,0.371,NA,NA,NA,NA,187,135,225
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,17,18,S261205,1.00733945,0.24772,0.371,NA,NA,NA,NA,201,152,235
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,18,19,S261206,0.510516252,0.25468,0.371,NA,NA,NA,NA,214,174,241
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,19,20,S261207,0.427868852,0.25670000000000004,0.371,NA,NA,NA,NA,227,185,255
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,20,21,S261208,0.225688073,0.2439,0.371,NA,NA,NA,NA,236,192,264
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,21,22,S261209,0.664220183,0.25138,0.371,NA,NA,NA,NA,244,195,279
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,22,23,S261210,0.258302583,0.24286000000000002,0.371,NA,NA,NA,NA,253,202,286
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,23,24,S261211,0.347826087,0.22727,0.371,NA,NA,NA,NA,262,207,297
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,24,25,S261212,0.38697318000000003,0.24257,0.371,185,30,seeds,NA,271,213,304
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,25,26,S261213,0.089908257,0.42857,0.371,NA,NA,NA,NA,280,219,317
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,26,27,S261214,0.236842105,0.40741,0.371,NA,NA,NA,NA,291,228,337
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,27,28,S261215,0.633699634,0.2341,0.371,NA,NA,NA,NA,302,237,368
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,28,29,S261216,0.179133858,0.25275,0.371,NA,NA,NA,NA,312,248,380
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,29,30,S261217,0.503676471,0.19343,0.371,NA,NA,NA,NA,323,256,401
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,30,31,S261218,0.29250457,0.2125,0.371,NA,NA,NA,NA,334,268,411
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,31,32,S261219,0.281034483,0.23925999999999997,0.371,220,30,"Bulk organic, picked free of roots",NA,344,276,426
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,32,33,S261220,0.435018051,0.22821999999999998,0.371,NA,NA,NA,NA,356,289,438
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,33,34,S261221,0.077212806,0.21951,0.371,NA,NA,NA,NA,367,295,459
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,34,35,S261222,0.248587571,0.22727,0.371,NA,NA,NA,NA,380,305,469
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,36,37,S261223,0.14874552,0.36145000000000005,0.371,NA,NA,NA,NA,406,322,497
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,37,38,S261224,0.178571429,0.24211,0.371,NA,NA,NA,NA,419,329,513
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,38,39,S261225,0.20441989,0.22522999999999999,0.371,NA,NA,NA,NA,432,341,523
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,39,40,S261226,0.709433962,0.22606,0.371,40,30,"Bulk organic, picked free of roots",NA,444,349,539
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,40,41,S261227,0.217973231,0.24561,0.371,NA,NA,NA,NA,457,363,548
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,41,42,S261228,0.628458498,0.22956,0.371,NA,NA,NA,NA,470,372,562
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,42,43,S261229,0.093189964,0.28846,0.371,NA,NA,NA,NA,482,385,570
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,43,44,S261230,0.125,0.20548,0.371,NA,NA,NA,NA,495,395,584
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,44,45,S261231,0.391544118,0.29577000000000003,0.371,NA,NA,NA,NA,507,409,591
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,45,46,S261232,0.138842975,0.28571,0.371,NA,NA,NA,NA,519,420,603
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,46,47,S261233,0.549019608,0.22727,0.371,NA,NA,NA,NA,532,436,611
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,47,48,S261234,0.422867514,0.25322,0.371,NA,NA,NA,NA,545,447,623
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,48,49,S261235,0.335164835,0.22951,0.371,NA,NA,NA,NA,558,464,630
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,49,50,S261236,0.446886447,0.22541,0.371,NA,NA,NA,NA,570,476,641
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,50,51,S261237,0.400362319,0.22172,0.371,NA,NA,NA,NA,583,492,648
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,52,53,S261238,0.252220249,0.21831,0.371,NA,NA,NA,NA,610,526,668
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,53,54,S261239,0.543103448,0.21905000000000002,0.371,NA,NA,NA,NA,625,537,689
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,54,55,S261240,0.217550274,0.2437,0.371,NA,NA,NA,NA,645,553,719
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,55,56,S261241,0.569832402,0.21895,0.371,NA,NA,NA,NA,665,561,763
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,56,57,S261242,0.632541133,0.21675999999999998,0.371,NA,NA,NA,NA,686,579,787
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,57,58,S261243,0.161538462,0.20238,0.371,NA,NA,NA,NA,705,591,821
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,58,59,S261244,0.409747292,0.21586,0.371,NA,NA,NA,NA,726,610,842
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,59,60,S261245,0.433395872,0.21645,0.371,NA,NA,NA,NA,746,624,872
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,60,61,S261246,0.914122137,0.22338000000000002,0.371,NA,NA,NA,NA,766,646,892
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,61,62,S261247,0.353166987,0.23913,0.371,NA,NA,NA,NA,787,660,921
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,62,63,S261248,0.80608365,0.3066,0.371,NA,NA,NA,NA,807,683,937
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,63,64,S261249,0.5078125,0.27692,0.371,NA,NA,NA,NA,827,698,961
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,64,65,S261250,0.434554974,0.29719,0.371,NA,NA,NA,NA,847,720,980
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,65,66,S261251,0.277882798,0.31293,0.371,NA,NA,NA,NA,867,735,1004
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,66,67,S261252,0.173835125,0.34021,0.371,NA,NA,NA,NA,887,761,1018
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,67,68,S261253,0.305283757,0.40385,0.371,NA,NA,NA,NA,908,776,1041
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,68,69,S261254,0.33463035,0.44767,0.371,NA,NA,NA,NA,928,799,1056
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,69,70,S261255,0.184724689,0.57692,0.371,NA,NA,NA,NA,949,816,1078
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,70,71,S261256,0.338461538,0.44317999999999996,0.371,NA,NA,NA,NA,969,844,1091
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,71,72,S261257,0.421471173,0.41981,0.371,NA,NA,NA,NA,989,862,1115
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,72,73,S261258,0.363636364,0.5153099999999999,0.371,NA,NA,NA,NA,1009,892,1128
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,73,74,S261259,0.088029809,0.5502600000000001,0.371,NA,NA,NA,NA,1029,913,1148
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,74,75,S261260,0.065197429,0.54225,0.371,1180,30,seeds,NA,1050,946,1161
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,75,76,S261261,0.058156028,0.50407,0.371,NA,NA,NA,NA,1070,969,1180
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,76,77,S261262,0.0785645,0.41357999999999995,0.371,NA,NA,NA,NA,1086,987,1197
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,77,78,S261263,0.125175809,0.4794,0.371,NA,NA,NA,NA,1102,998,1220
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,78,79,S261264,0.103372755,0.38136000000000003,0.371,NA,NA,NA,NA,1118,1010,1238
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,79,80,S261265,0.154823529,0.40729,0.371,NA,NA,NA,NA,1132,1018,1262
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,80,81,S261266,0.237288136,0.38889,0.371,NA,NA,NA,NA,1148,1031,1279
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,81,82,S261267,0.302782324,0.42162,0.371,NA,NA,NA,NA,1163,1041,1301
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,82,83,S261268,0.237931034,0.39854999999999996,0.371,NA,NA,NA,NA,1179,1052,1319
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,83,84,S261269,0.164206642,0.42697,0.371,NA,NA,NA,NA,1194,1061,1343
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,84,85,S261270,0.15,0.39744,0.371,NA,NA,NA,NA,1209,1072,1360
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,85,86,S261271,0.193675889,0.34694,0.371,NA,NA,NA,NA,1223,1081,1383
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,2,3,S260779,1.34,0.31343,0.4507,NA,NA,NA,NA,-16,-52,39
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,3,4,S260780,0.336666667,0.30693000000000004,0.4507,NA,NA,NA,NA,-1,-47,68
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,7,8,S260781,1.5,0.29333,0.4507,NA,NA,NA,NA,58,-10,131
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,9,10,S260782,0.59,0.30508,0.4507,NA,NA,NA,NA,86,14,158
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,12,13,S260783,1.16,0.31034,0.4507,NA,NA,NA,NA,131,62,190
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,15,16,S260784,1.02,0.25489999999999996,0.4507,NA,NA,NA,NA,175,112,220
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,17,18,S260785,1.693333333,0.23621999999999999,0.4507,NA,NA,NA,NA,203,157,234
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,20,21,S260786,0.95,0.24211,0.4507,NA,NA,NA,NA,235,209,260
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,22,23,S260787,1.75,0.24,0.4507,30,30,"Bulk organic, picked free of roots",NA,252,229,281
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,25,26,S260788,1.31,0.22137,0.4507,NA,NA,NA,NA,301,249,378
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,27,28,S260789,1.613333333,0.21488,0.4507,NA,NA,NA,NA,340,271,434
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,30,31,S260790,0.73,0.23288,0.4507,NA,NA,NA,NA,403,326,516
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,32,33,S260791,1.14,0.29825,0.4507,NA,NA,NA,NA,469,394,618
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,35,36,S260792,0.8,0.3,0.4507,NA,NA,NA,NA,789,517,1076
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,37,38,S260793,1.04,0.40385,0.4507,1260,30,"Bulk organic, picked free of roots",NA,1061,802,1235
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,40,41,S260794,0.72,0.27777999999999997,0.4507,NA,NA,NA,NA,1191,970,1363
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,42,43,S260795,1.27,0.24409,0.4507,NA,NA,NA,NA,1251,1040,1433
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,45,46,S260796,0.82,0.21951,0.4507,NA,NA,NA,NA,1339,1127,1534
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,47,48,S260797,1.48,0.22297,0.4507,NA,NA,NA,NA,1399,1193,1588
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,50,51,S260798,1.31,0.20611000000000002,0.4507,NA,NA,NA,NA,1487,1287,1663
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,52,53,S260799,1.53,0.22876000000000002,0.4507,NA,NA,NA,NA,1546,1352,1715
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,55,56,S260800,1.44,0.22917,0.4507,NA,NA,NA,NA,1634,1445,1786
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,57,58,S260801,2.15,0.22791,0.4507,NA,NA,NA,NA,1692,1520,1830
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,60,61,S260802,1.7,0.28235,0.4507,1850,30,"Bulk organic, picked free of roots",NA,1779,1658,1884
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,62,63,S260803,1.72,0.27326,0.4507,NA,NA,NA,NA,1836,1722,1930
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,65,66,S260804,1.52,0.28947,0.4507,NA,NA,NA,NA,1916,1789,2051
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,67,68,S260805,2.07,0.28019,0.4507,NA,NA,NA,NA,1971,1834,2117
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,70,71,S260806,1.1,0.34545000000000003,0.4507,NA,NA,NA,NA,2049,1912,2192
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,72,73,S260807,1.14,0.44737000000000005,0.4507,2180,30,"Bulk organic, picked free of roots",NA,2103,1962,2244
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,75,76,S260808,1.08,0.40741,0.4507,NA,NA,NA,NA,2172,2018,2316
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,77,78,S260809,0.78,0.5897399999999999,0.4507,2030,30,"Bulk organic, picked free of roots",NA,2207,2047,2350
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,0,1,S261021,0.13,0.6923076923000001,NA,NA,NA,NA,NA,-31,-59,20
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,2,3,S261022,0.0375,0.8666666667,NA,NA,NA,NA,NA,31,-39,121
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,4,5,S261023,0.07,0.7321428570999999,NA,NA,NA,NA,NA,91,2,179
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,6,7,S261024,0.118333333,0.7464788732,NA,NA,NA,NA,NA,153,69,216
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,8,9,S261025,0.208888889,0.7127659574,NA,NA,NA,NA,NA,220,188,252
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,10,11,S261026,0.201481481,0.7647058823999999,NA,NA,NA,"Bulk organic, picked free of roots",c14 age yielded greater than modern day,305,236,403
