study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,fraction_nitrogen
Piazza_et_al_2020,CRMS0268,0268_2,2,4,0.0814,0.840625,0.390247,2.3697,3.365,NA,0.024285
Piazza_et_al_2020,CRMS0268,0268_2,4,6,0.0713,0.8583230000000001,0.398694,9.0908,3.7337,NA,0.02459
Piazza_et_al_2020,CRMS0268,0268_2,6,8,0.0756,0.9129170000000001,0.42438400000000004,2.1959,3.6768,NA,0.017407
Piazza_et_al_2020,CRMS0268,0268_2,8,10,0.0643,0.904636,0.442949,14.3822,5.7295,NA,0.020075
Piazza_et_al_2020,CRMS0268,0268_2,10,12,0.0614,0.894526,0.443033,0.5767,6.228,NA,0.021949999999999997
Piazza_et_al_2020,CRMS0268,0268_2,12,14,0.051,0.9181999999999999,0.466449,4.1587,5.4441,NA,0.023381
Piazza_et_al_2020,CRMS0268,0268_2,14,16,0.094,0.82836,0.448694,34.9601,3.0811,NA,0.019761
Piazza_et_al_2020,CRMS0268,0268_2,16,18,0.1032,0.742827,0.376616,85.8455,4.9693,NA,0.024073999999999998
Piazza_et_al_2020,CRMS0268,0268_2,18,20,0.0853,0.7354040000000001,0.36202399999999996,169.1836,8.4706,NA,0.025203000000000003
Piazza_et_al_2020,CRMS0268,0268_2,20,22,0.0788,0.697098,0.35072499999999995,212.6614,10.4255,NA,0.0236
Piazza_et_al_2020,CRMS0268,0268_2,22,24,0.0778,0.6678360000000001,0.324898,147.3001,5.7412,NA,0.022328999999999998
Piazza_et_al_2020,CRMS0268,0268_2,24,26,0.0774,0.650651,0.323287,92.117,6.1312,NA,0.019998000000000002
Piazza_et_al_2020,CRMS0268,0268_2,26,28,0.0809,0.6851569999999999,0.335858,65.2706,7.5728,NA,0.020347
Piazza_et_al_2020,CRMS0268,0268_2,28,30,0.0999,0.638721,0.330093,23.3492,5.9789,NA,0.01861
Piazza_et_al_2020,CRMS0268,0268_2,30,32,0.1155,0.599394,0.317214,11.4441,10.2534,NA,0.016453
Piazza_et_al_2020,CRMS0294,0294_1,0,2,0.1046,0.661489,NA,7.6334,3.7404,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,2,4,0.1214,0.724464,NA,10.8814,3.0421,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,4,6,0.0991,0.7285710000000001,NA,5.0116,3.7768,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,6,8,0.1141,0.607784,NA,16.3369,2.4015,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,8,10,0.119,0.559435,NA,21.4312,2.302,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,10,12,0.1291,0.5238389999999999,NA,22.1311,2.8742,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,12,14,0.1195,0.48080300000000004,NA,33.8026,3.5345,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,14,16,0.1097,0.457272,NA,40.2389,3.5996,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,16,18,0.1041,0.476144,NA,42.4067,3.9964,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,18,20,0.1328,0.44591200000000003,NA,42.8418,3.0983,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,20,22,0.1184,0.466552,NA,31.9663,3.4314,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,22,24,0.1254,0.425685,NA,46.9304,3.3445,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,24,26,0.1377,0.393287,NA,57.8173,2.9117,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,26,28,0.1446,0.418699,NA,106.2447,3.4616,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,28,30,0.1455,0.38953499999999996,NA,93.1543,3.2203,NA,NA
Piazza_et_al_2020,CRMS0294,0294_1,30,32,0.1814,0.395441,NA,42.4204,2.4579,NA,NA
Piazza_et_al_2020,CRMS0294,0294_2,0,2,0.0787,0.65342,0.309014,18.176,3.1322,NA,0.016612000000000002
Piazza_et_al_2020,CRMS0294,0294_2,2,4,0.1068,0.67842,0.297607,8.9452,2.6556,NA,0.018097000000000002
Piazza_et_al_2020,CRMS0294,0294_2,4,6,0.085,0.6938249999999999,0.312823,6.6874,4.0124,NA,0.019828
Piazza_et_al_2020,CRMS0294,0294_2,6,8,0.0936,0.731216,0.337951,0.7936,4.0474,NA,0.022505999999999998
Piazza_et_al_2020,CRMS0294,0294_2,8,10,0.1071,0.681134,0.32116,11.782,3.0736,NA,0.019921
Piazza_et_al_2020,CRMS0294,0294_2,10,12,0.1041,0.621691,0.30939900000000004,14.6826,3.5811,NA,0.018344
Piazza_et_al_2020,CRMS0294,0294_2,12,14,0.1253,0.54179,0.240918,21.864,2.9042,NA,0.015828
Piazza_et_al_2020,CRMS0294,0294_2,14,16,0.1321,0.5369619999999999,0.225631,23.0501,2.8161,NA,0.014717000000000001
Piazza_et_al_2020,CRMS0294,0294_2,16,18,0.1203,0.486066,0.20440999999999998,44.4405,3.2093,NA,0.014563999999999999
Piazza_et_al_2020,CRMS0294,0294_2,18,20,0.1213,0.43103400000000003,0.19130299999999997,50.6703,3.0598,NA,0.010992
Piazza_et_al_2020,CRMS0294,0294_2,20,22,0.1306,0.416905,0.17101500000000003,55.9148,2.746,NA,0.010385
Piazza_et_al_2020,CRMS0294,0294_2,22,24,0.152,0.38691000000000003,0.160501,50.8404,2.9416,NA,0.009565
Piazza_et_al_2020,CRMS0294,0294_2,24,26,0.1348,0.406886,0.158514,90.9357,3.1206,NA,0.009644
Piazza_et_al_2020,CRMS0294,0294_2,26,28,0.1118,0.447658,0.18773700000000001,149.753,4.5178,NA,0.013464
Piazza_et_al_2020,CRMS0294,0294_2,28,30,0.1269,0.382334,0.143963,211.8704,4.3469,NA,0.009677999999999999
Piazza_et_al_2020,CRMS0294,0294_2,30,32,0.1445,0.333333,0.148127,108.0386,3.072,NA,0.008274
Piazza_et_al_2020,CRMS0294,0294_2,32,34,0.1467,0.322845,0.127989,40.6613,2.5496,NA,0.007235
Piazza_et_al_2020,CRMS0294,0294_2,34,36,0.1369,0.34820799999999996,0.13449999999999998,30.0943,2.67,NA,0.00735
Piazza_et_al_2020,CRMS0294,0294_2,36,38,0.1554,0.357986,0.149031,28.615,2.6842,NA,0.00881
Piazza_et_al_2020,CRMS0294,0294_2,38,40,0.1607,0.38809399999999994,0.172405,15.3827,1.8357,NA,0.009882
Piazza_et_al_2020,CRMS0294,0294_2,40,42,0.1144,0.372518,0.163965,1.1897,3.1307,NA,0.009383
Piazza_et_al_2020,CRMS0294,0294_2,42,44,0.1228,0.40873600000000004,0.20078600000000002,0.1214,3.0948,NA,0.010808
Piazza_et_al_2020,CRMS0312,0312_1,0,2,0.1129,0.8048000000000001,0.367463,15.7161,3.2411,NA,0.023254999999999998
Piazza_et_al_2020,CRMS0312,0312_1,2,4,0.0946,0.7703319999999999,0.331346,12.3992,3.9229,NA,0.022227
Piazza_et_al_2020,CRMS0312,0312_1,4,6,0.0943,0.771045,0.371169,15.4377,3.5851,NA,0.028049
Piazza_et_al_2020,CRMS0312,0312_1,6,8,0.08,0.7939459999999999,0.37483199999999994,5.8891,3.4273,NA,0.027811
Piazza_et_al_2020,CRMS0312,0312_1,8,10,0.029,0.8527830000000001,0.400667,47.7204,11.9877,NA,0.028313
Piazza_et_al_2020,CRMS0312,0312_1,10,12,0.0617,0.879167,0.413243,8.0883,6.1275,NA,0.027269
Piazza_et_al_2020,CRMS0312,0312_1,12,14,0.092,0.893342,0.429381,12.6222,2.8935,NA,0.028025
Piazza_et_al_2020,CRMS0312,0312_1,14,16,0.1226,0.853118,0.419238,14.5833,2.9514,NA,0.029496
Piazza_et_al_2020,CRMS0312,0312_1,16,18,0.0985,0.834756,0.42385300000000004,11.048400000000001,2.7033,NA,0.029561999999999998
Piazza_et_al_2020,CRMS0312,0312_1,18,20,0.093,0.861438,0.439489,15.7018,4.1564,NA,0.030506000000000002
Piazza_et_al_2020,CRMS0312,0312_1,20,22,0.0842,0.866152,0.440361,30.9538,4.3401,NA,0.030695
Piazza_et_al_2020,CRMS0312,0312_1,22,24,0.076,0.869565,0.444759,20.2764,3.5573,NA,0.030695999999999998
Piazza_et_al_2020,CRMS0312,0312_1,24,26,0.087,0.838565,0.44487000000000004,38.3539,3.1481,NA,0.027183000000000002
Piazza_et_al_2020,CRMS0312,0312_1,26,28,0.0946,0.821212,0.448854,54.2464,4.038,NA,0.025629
Piazza_et_al_2020,CRMS0312,0312_1,28,30,0.0914,0.858006,0.424371,104.2336,3.4196,NA,0.027828
Piazza_et_al_2020,CRMS0312,0312_1,30,32,0.092,0.862847,0.42843200000000004,49.4533,4.8369,NA,0.028133
Piazza_et_al_2020,CRMS0312,0312_1,32,34,0.0898,0.865939,0.425531,81.2432,4.9361,NA,0.02794
Piazza_et_al_2020,CRMS0312,0312_1,34,36,0.1181,0.830958,0.43243200000000004,91.1162,2.7789,NA,0.02887
Piazza_et_al_2020,CRMS0312,0312_1,36,38,0.1312,0.691869,0.36762500000000004,56.341,2.4419,NA,0.027462
Piazza_et_al_2020,CRMS0312,0312_2,0,2,0.0436,0.794349,NA,24.5832,5.8363,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,2,4,0.0814,0.8086369999999999,NA,9.1931,4.7387,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,4,6,0.0908,0.823651,NA,13.5995,3.5506,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,6,8,0.1163,0.85006,NA,7.9278,3.1582,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,8,10,0.107,0.826495,NA,9.4109,3.5818,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,10,12,0.0964,0.867169,NA,11.6889,2.8021,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,12,14,0.0903,0.873651,NA,9.6547,4.3574,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,14,16,0.0789,0.890428,NA,6.2152,4.8557,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,16,18,0.0812,0.8887430000000001,NA,16.017,4.5396,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,18,20,0.0846,0.876404,NA,8.7847,4.6559,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,20,22,0.0821,0.8776309999999999,NA,25.5673,4.6486,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,22,24,0.0946,0.880817,NA,79.4959,4.2869,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,24,26,0.119,0.855122,NA,102.8648,2.8222,NA,NA
Piazza_et_al_2020,CRMS0312,0312_2,26,28,0.1074,0.850801,NA,47.5942,3.8552,NA,NA
Piazza_et_al_2020,CRMS0326,0326_1,0,2,0.1491,0.162765,0.067257,5.9959,4.0972,NA,0.0037730000000000003
Piazza_et_al_2020,CRMS0326,0326_1,2,4,0.4357,0.113288,0.047436,4.2208,1.4595,NA,0.002727
Piazza_et_al_2020,CRMS0326,0326_1,4,6,0.4215,0.12006700000000001,0.049550000000000004,2.3237,1.4992,NA,0.00231
Piazza_et_al_2020,CRMS0326,0326_1,6,8,0.1467,0.343814,0.13018000000000002,4.7772,4.0947,NA,0.005895
Piazza_et_al_2020,CRMS0326,0326_1,8,10,0.2524,0.252552,0.10805400000000001,1.7581,2.386,NA,0.004496
Piazza_et_al_2020,CRMS0326,0326_1,10,12,0.343,0.143758,0.048563,6.4146,1.7536,NA,0.00263
Piazza_et_al_2020,CRMS0326,0326_1,12,14,0.4639,0.11671,0.0478,1.126,1.3308,NA,0.002346
Piazza_et_al_2020,CRMS0326,0326_1,14,16,0.5392,0.105288,0.056842,2.4848,1.0724,NA,0.0024709999999999997
Piazza_et_al_2020,CRMS0326,0326_1,16,18,0.7047,0.08446400000000001,0.029764,-0.6817,0.9495,NA,0.001557
Piazza_et_al_2020,CRMS0326,0326_1,18,20,0.2969,0.26013400000000003,0.09620699999999999,3.3111,2.2835,NA,0.003917
Piazza_et_al_2020,CRMS0326,0326_1,20,22,0.1385,0.535328,0.243858,12.9506,4.394,NA,0.010742
Piazza_et_al_2020,CRMS0326,0326_1,22,24,0.1563,0.46403700000000003,0.19839700000000002,14.8465,4.1483,NA,0.009461
Piazza_et_al_2020,CRMS0326,0326_1,24,26,0.1352,0.495713,0.226683,22.7715,4.5543,NA,0.011162
Piazza_et_al_2020,CRMS0326,0326_1,26,28,0.1148,0.571124,0.24894200000000002,17.6984,5.9491,NA,0.011668000000000001
Piazza_et_al_2020,CRMS0326,0326_1,28,30,0.1608,0.42328200000000005,0.16669599999999998,37.2846,4.3286,NA,0.008782
Piazza_et_al_2020,CRMS0326,0326_1,30,32,0.3103,0.18866599999999997,0.0705,30.4773,2.508,NA,0.003411
Piazza_et_al_2020,CRMS0326,0326_1,32,34,0.4638,0.123834,0.0366,12.9309,1.3972,NA,0.002254
Piazza_et_al_2020,CRMS0326,0326_1,34,36,0.6299,0.093527,0.036941,7.9658,1.1132,NA,0.002194
Piazza_et_al_2020,CRMS0326,0326_1,36,38,0.7707,0.056512,0.017555,9.4986,0.9742,NA,0.00114
Piazza_et_al_2020,CRMS0326,0326_1,38,40,0.3247,0.199553,0.061777,40.8981,1.7829,NA,0.0035859999999999998
Piazza_et_al_2020,CRMS0326,0326_1,40,42,0.2311,0.27953700000000004,0.106054,47.2423,3.3178,NA,0.006498
Piazza_et_al_2020,CRMS0326,0326_1,42,44,0.1453,0.461879,0.19135000000000002,14.8024,4.3537,NA,0.010169999999999998
Piazza_et_al_2020,CRMS0326,0326_1,44,46,0.1618,0.41037799999999997,0.206339,14.4593,3.916,NA,0.010608
Piazza_et_al_2020,CRMS0326,0326_2,0,2,0.248,0.164251,0.064539,2.316,1.544,NA,0.003699
Piazza_et_al_2020,CRMS0326,0326_2,2,4,0.372,0.163612,0.05698,2.9336,1.0546,NA,0.0031669999999999997
Piazza_et_al_2020,CRMS0326,0326_2,4,6,0.2818,0.203952,0.06351899999999999,4.0551,1.3267,NA,0.003481
Piazza_et_al_2020,CRMS0326,0326_2,6,8,0.2132,0.252258,0.07601200000000001,1.884,1.6448,NA,0.00402
Piazza_et_al_2020,CRMS0326,0326_2,8,10,0.25,0.229622,0.315905,3.065,1.5477,NA,0.021530999999999998
Piazza_et_al_2020,CRMS0326,0326_2,10,12,0.2012,0.195971,0.059408,2.8737,1.9924,NA,0.003273
Piazza_et_al_2020,CRMS0326,0326_2,12,14,0.2598,0.187047,0.06337100000000001,1.0125,1.4778,NA,0.003307
Piazza_et_al_2020,CRMS0326,0326_2,14,16,0.4553,0.15143,0.052843999999999995,2.2272,0.9111,NA,0.002803
Piazza_et_al_2020,CRMS0326,0326_2,16,18,0.6796,0.095771,0.030008,1.6347,0.5853,NA,0.0016300000000000002
Piazza_et_al_2020,CRMS0326,0326_2,18,20,0.9896,0.057409,0.017397,1.3737,0.4288,NA,0.001802
Piazza_et_al_2020,CRMS0326,0326_2,20,22,1.1667,0.037797,0.036153,1.5282,0.3431,NA,0.0018759999999999998
Piazza_et_al_2020,CRMS0326,0326_2,22,24,0.4053,0.13367300000000001,0.12040699999999999,4.1021,0.9859,NA,0.005366999999999999
Piazza_et_al_2020,CRMS0326,0326_2,24,26,0.1661,0.437928,0.167912,8.6527,2.3518,NA,0.008020000000000001
Piazza_et_al_2020,CRMS0326,0326_2,26,28,0.1261,0.5039629999999999,0.179631,19.5837,4.8396,NA,0.009408999999999999
Piazza_et_al_2020,CRMS0326,0326_2,28,30,0.139,0.465873,0.103227,42.3135,2.8652,NA,0.005743000000000001
Piazza_et_al_2020,CRMS0326,0326_2,30,32,0.21560000000000001,0.252685,0.054295,50.846,2.2228,NA,0.002736
Piazza_et_al_2020,CRMS0326,0326_2,32,34,0.3912,0.14599600000000001,0.022624,23.9548,2.4823,NA,0.00115
Piazza_et_al_2020,CRMS0326,0326_2,34,36,0.6779,0.08013400000000001,0.071246,4.4449,0.7914,NA,0.003734
Piazza_et_al_2020,CRMS0326,0326_2,36,38,0.296,0.220853,0.11669800000000001,NA,NA,NA,0.0062829999999999995
Piazza_et_al_2020,CRMS0326,0326_2,38,40,0.2023,0.295,0.19562000000000002,14.3281,2.7048,NA,0.010337
Piazza_et_al_2020,CRMS0326,0326_2,40,42,0.1257,0.287732,0.012071,14.9626,6.0221,NA,0
Piazza_et_al_2020,CRMS0326,0326_2,42,44,0.1369,0.520015,0.18106999999999998,21.4522,8.4017,NA,0.009643
Piazza_et_al_2020,CRMS0326,0326_2,44,46,0.1562,0.411975,0.194576,5.6164,4.3683,NA,0.010258
Piazza_et_al_2020,CRMS0326,0326_2,46,48,0.2091,0.333578,0.147871,4.7783,3.4027,NA,0.008005
Piazza_et_al_2020,CRMS0605,0605_1,0,2,0.0622,0.392695,0.162763,3.0333,11.03,NA,0.014688000000000001
Piazza_et_al_2020,CRMS0605,0605_1,2,4,0.0586,0.526182,0.22023299999999998,23.601,11.3635,NA,0.016633
Piazza_et_al_2020,CRMS0605,0605_1,4,6,0.0804,0.586624,0.242446,7.6539,8.2427,NA,0.015516
Piazza_et_al_2020,CRMS0605,0605_1,6,8,0.0792,0.6259279999999999,0.284647,-3.8985,8.6633,NA,0.017919
Piazza_et_al_2020,CRMS0605,0605_1,8,10,0.096,0.565265,0.210327,0.8916,7.1331,NA,0.014153
Piazza_et_al_2020,CRMS0605,0605_1,10,12,0.1218,0.429923,0.176249,1.6935,5.4713,NA,0.013389999999999999
Piazza_et_al_2020,CRMS0605,0605_1,12,14,0.1206,0.5169980000000001,0.23565999999999998,-2.6872,5.3744,NA,0.018309
Piazza_et_al_2020,CRMS0605,0605_1,14,16,0.1033,0.529511,0.233914,2.7834,6.713,NA,0.014837
Piazza_et_al_2020,CRMS0605,0605_1,16,18,0.1338,0.504813,0.232338,7.5437,5.3701,NA,0.014614
Piazza_et_al_2020,CRMS0605,0605_1,18,20,0.2,0.380154,0.156015,17.3329,3.5832,NA,0.011544
Piazza_et_al_2020,CRMS0605,0605_1,20,22,0.3052,0.27037700000000003,0.09666499999999999,27.5935,2.4718,NA,0.007906999999999999
Piazza_et_al_2020,CRMS0605,0605_1,22,24,0.3097,0.257288,0.103106,26.141,1.887,NA,0.008504000000000001
Piazza_et_al_2020,CRMS0605,0605_1,24,26,0.2402,0.31994900000000004,0.125153,34.0951,2.9425,NA,0.010147999999999999
Piazza_et_al_2020,CRMS0605,0605_1,26,28,0.3044,0.270578,0.10342000000000001,38.1952,1.9682,NA,0.008912
Piazza_et_al_2020,CRMS0605,0605_1,28,30,0.2856,0.271327,0.100769,37.9391,2.1061,NA,0.008115
Piazza_et_al_2020,CRMS0605,0605_1,30,32,0.3034,0.303339,0.119169,43.8198,2.1528,NA,0.009408999999999999
Piazza_et_al_2020,CRMS0605,0605_1,32,34,0.2192,0.30334099999999997,0.15399,58.7589,2.6655,NA,0.010741
Piazza_et_al_2020,CRMS0605,0605_1,34,36,0.1517,0.42422699999999997,0.17578,48.3334,3.6264,NA,0.010771999999999999
Piazza_et_al_2020,CRMS0605,0605_1,36,38,0.197,0.37851199999999996,0.223069,42.0572,2.9231,NA,0.008853
Piazza_et_al_2020,CRMS0605,0605_2,0,2,0.0546,0.35757100000000003,0.123094,11.3473,6.7052,NA,0.013446
Piazza_et_al_2020,CRMS0605,0605_2,2,4,0.0447,0.407096,0.124203,17.4512,7.9052,NA,0.011532
Piazza_et_al_2020,CRMS0605,0605_2,4,6,0.0709,0.426441,0.16215900000000003,12.7165,4.976,NA,0.010373
Piazza_et_al_2020,CRMS0605,0605_2,6,8,0.1435,0.442105,0.150641,12.8735,2.7356,NA,0.010581
Piazza_et_al_2020,CRMS0605,0605_2,8,10,0.1033,0.586207,0.237698,-0.8223,2.6538,NA,0.01444
Piazza_et_al_2020,CRMS0605,0605_2,10,12,0.0754,0.671875,0.285409,7.9659,4.7205,NA,0.01778
Piazza_et_al_2020,CRMS0605,0605_2,12,14,0.1232,0.5684279999999999,0.230171,9.8772,3.0007,NA,0.015611
Piazza_et_al_2020,CRMS0605,0605_2,14,16,0.1461,0.5204840000000001,0.197763,6.1021,2.6828,NA,0.013913
Piazza_et_al_2020,CRMS0605,0605_2,16,18,0.1157,0.61393,0.265121,7.7092,3.0837,NA,0.024674
Piazza_et_al_2020,CRMS0605,0605_2,18,20,0.1356,0.493761,0.21223299999999998,17.0593,2.6881,NA,0.019472
Piazza_et_al_2020,CRMS0605,0605_2,20,22,0.236,0.38746600000000003,0.159525,19.0939,1.8447,NA,0.013242
Piazza_et_al_2020,CRMS0605,0605_2,22,24,0.2949,0.315593,0.118958,27.9684,1.5552,NA,0.013552
Piazza_et_al_2020,CRMS0605,0605_2,24,26,0.2878,0.289604,0.107814,36.9106,1.6358,NA,0.011002000000000001
Piazza_et_al_2020,CRMS0605,0605_2,26,28,0.2643,0.319117,0.128819,44.7761,1.2998,NA,0.013683
Piazza_et_al_2020,CRMS0605,0605_2,28,30,0.3073,0.25765499999999997,0.104328,54.1514,1.664,NA,0.012364
Piazza_et_al_2020,CRMS0605,0605_2,30,32,0.2941,0.28291499999999997,0.103485,51.1249,1.7548,NA,0.012216
Piazza_et_al_2020,CRMS0605,0605_2,32,34,0.2938,0.295311,0.116923,59.7552,1.8248,NA,0.013617999999999998
Piazza_et_al_2020,CRMS0605,0605_2,34,36,0.309,0.349143,0.16148900000000002,81.6558,1.8392,NA,0.014071
Piazza_et_al_2020,CRMS0605,0605_2,36,38,0.4122,0.250469,0.089239,63.3997,1.3954,NA,0.010570999999999999
Piazza_et_al_2020,CRMS0605,0605_2,38,40,0.4799,0.19507000000000002,0.068468,45.3011,1.1776,NA,0.0092
Piazza_et_al_2020,CRMS0610,0610_1,0,2,0.3775,0.117015,0.026671999999999998,6.1549,1.7234,NA,0.002616
Piazza_et_al_2020,CRMS0610,0610_1,2,4,0.4948,0.091181,0.021328,6.2816,1.2394,NA,0.002087
Piazza_et_al_2020,CRMS0610,0610_1,4,6,0.5746,0.092782,0.024503,5.5143,1.0241,NA,0.0021460000000000003
Piazza_et_al_2020,CRMS0610,0610_1,6,8,0.4047,0.142225,0.041468,6.9804,1.7451,NA,0.00334
Piazza_et_al_2020,CRMS0610,0610_1,8,10,0.2686,0.17367100000000002,0.054804000000000005,9.0218,1.8875,NA,0.004479
Piazza_et_al_2020,CRMS0610,0610_1,10,12,0.2972,0.22495300000000001,0.060743,7.4541,2.1493,NA,0.004878
Piazza_et_al_2020,CRMS0610,0610_1,12,14,0.4132,0.190244,0.060612000000000006,14.5055,1.6333,NA,0.004465
Piazza_et_al_2020,CRMS0610,0610_1,14,16,0.4007,0.162791,0.049756999999999996,11.1448,1.9215,NA,0.003608
Piazza_et_al_2020,CRMS0610,0610_1,16,18,0.398,0.148172,0.047092999999999996,14.9829,1.8135,NA,0.003498
Piazza_et_al_2020,CRMS0610,0610_1,18,20,0.3886,0.15032299999999998,0.044314,12.9686,1.7989,NA,0.003374
Piazza_et_al_2020,CRMS0610,0610_1,20,22,0.3866,0.15667299999999998,0.041628,8.3893,1.8128,NA,0.0032840000000000005
Piazza_et_al_2020,CRMS0610,0610_1,22,24,0.4416,0.131792,0.033028,6.6902,1.6273,NA,0.002889
Piazza_et_al_2020,CRMS0610,0610_1,24,26,0.4669,0.108985,0.029089999999999998,9.4508,1.5807,NA,0.002514
Piazza_et_al_2020,CRMS0610,0610_1,26,28,0.4667,0.11641,0.03088,12.5411,1.6577,NA,0.002566
Piazza_et_al_2020,CRMS0610,0610_1,28,30,0.5225,0.13936,0.03708,13.5552,1.4546,NA,0.002903
Piazza_et_al_2020,CRMS0610,0610_1,30,32,0.464,0.142433,0.035496,10.9182,1.5025,NA,0.0028510000000000002
Piazza_et_al_2020,CRMS0610,0610_1,32,34,0.4906,0.13694599999999998,0.036736,12.1288,1.8832,NA,0.002716
Piazza_et_al_2020,CRMS0610,0610_1,34,36,0.4359,0.155693,0.04524,9.3295,1.6506,NA,0.003235
Piazza_et_al_2020,CRMS0610,0610_1,36,38,0.2992,0.145392,0.061979,4.5743,2.3698,NA,0.003717
Piazza_et_al_2020,CRMS0610,0610_2,0,2,0.4084,0.11333299999999999,0.030676000000000002,6.2828,1.2231,NA,0.0028770000000000002
Piazza_et_al_2020,CRMS0610,0610_2,2,4,0.464,0.11946899999999999,0.03061,6.1881,1.1218,NA,0.0026390000000000003
Piazza_et_al_2020,CRMS0610,0610_2,4,6,0.4849,0.100302,0.023097,2.9273,0.9859,NA,0.002089
Piazza_et_al_2020,CRMS0610,0610_2,6,8,0.5015,0.093802,0.031184,4.5014,0.9003,NA,0.002399
Piazza_et_al_2020,CRMS0610,0610_2,8,10,0.2025,0.260581,0.11073000000000001,2.0181,2.4486,NA,0.008215
Piazza_et_al_2020,CRMS0610,0610_2,10,12,0.3558,0.16102799999999998,0.052001,7.4427,1.4511,NA,0.00413
Piazza_et_al_2020,CRMS0610,0610_2,12,14,0.3623,0.140508,0.030945999999999998,7.0758,1.3704,NA,0.0028260000000000004
Piazza_et_al_2020,CRMS0610,0610_2,14,16,0.466,0.13186799999999999,0.026396000000000003,6.7961,1.105,NA,0.0025440000000000003
Piazza_et_al_2020,CRMS0610,0610_2,16,18,0.4095,0.12075200000000001,0.021647,6.5372,1.2592,NA,0.0021460000000000003
Piazza_et_al_2020,CRMS0610,0610_2,18,20,0.4127,0.107287,0.019973,7.3133,1.2081,NA,0.002092
Piazza_et_al_2020,CRMS0610,0610_2,20,22,0.5323,0.110316,0.020061,7.2919,0.9833,NA,0.002048
Piazza_et_al_2020,CRMS0610,0610_2,22,24,0.5025,0.118871,0.020325000000000003,9.4336,1.0167,NA,0.002076
Piazza_et_al_2020,CRMS0610,0610_2,24,26,0.5537,0.110991,0.019639,10.2224,0.9116,NA,0.00197
Piazza_et_al_2020,CRMS0610,0610_2,26,28,0.4895,0.109929,0.024426999999999997,9.5767,1.0211,NA,0.002219
Piazza_et_al_2020,CRMS0610,0610_2,28,30,0.5227,0.110403,0.020211,11.217,1.0054,NA,0.002133
Piazza_et_al_2020,CRMS0610,0610_2,30,32,0.6347,0.11096299999999999,0.021394000000000003,16.3148,0.8643,NA,0.002109
Piazza_et_al_2020,CRMS0610,0610_2,32,34,0.6632,0.106503,0.023675,19.5394,0.8413,NA,0.002275
Piazza_et_al_2020,CRMS0610,0610_2,34,36,0.6657,0.12527,0.029912,22.0763,0.853,NA,0.002546
Piazza_et_al_2020,CRMS0610,0610_2,36,38,0.5844,0.142714,0.045562,18.3198,0.8393,NA,0.003111
Piazza_et_al_2020,CRMS0610,0610_2,38,40,0.5494,0.138192,0.038473,8.1212,0.9729,NA,0.002777
Piazza_et_al_2020,CRMS0651,0651_1,0,2,0.1251,0.451256,0.19931200000000002,18.7772,5.3287,NA,0.013009999999999999
Piazza_et_al_2020,CRMS0651,0651_1,2,4,0.1088,0.5984349999999999,0.28417000000000003,13.7152,6.1482,NA,0.0163
Piazza_et_al_2020,CRMS0651,0651_1,4,6,0.1539,0.5410900000000001,0.254885,22.9844,4.1883,NA,0.016552
Piazza_et_al_2020,CRMS0651,0651_1,6,8,0.21,0.38132,0.185069,18.2916,3.4731,NA,0.011278
Piazza_et_al_2020,CRMS0651,0651_1,8,10,0.2503,0.36489600000000005,0.151388,26.0139,2.85,NA,0.010452999999999999
Piazza_et_al_2020,CRMS0651,0651_1,10,12,0.285,0.316756,0.13395200000000002,34.0203,2.8449,NA,0.009439999999999999
Piazza_et_al_2020,CRMS0651,0651_1,12,14,0.3701,0.321331,0.129879,29.5013,2.2241,NA,0.009077
Piazza_et_al_2020,CRMS0651,0651_1,14,16,0.3519,0.336618,0.151927,34.1013,2.417,NA,0.010636000000000001
