study_id,site_id,core_id,latitude,longitude,year,habitat,country,admin_division
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 5_4_1,-1.554889,131.943611,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 5_5_1,-1.554889,131.943611,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 5_6_1,-1.554889,131.943611,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_1_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_2_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_3_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_4_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_5_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 6_6_1,-1.550556,131.967583,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_1_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_2_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_3_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_4_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_5_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 7_6_1,-1.618361,131.817389,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_1_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_2_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_3_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_4_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_5_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Teminabuan 2011 Indonesia,TEM,TEM_Teminabuan 8_6_1,-1.613361,131.809333,2011,mangrove,Indonesia,Papua
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_1_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_2_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_3_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_4_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_5_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 5_6_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_1_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_2_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_3_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_4_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_5_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 6_6_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_1_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_2_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_3_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_4_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_5_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 7_6_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_1_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_2_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_3_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_4_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_5_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Timika 2011 Indonesia,TIM,TIM_Timika 8_6_1,-6.90485278,110.50518611,2011,mangrove,Indonesia,Jawa Tengah
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P5_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P5_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P6_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P6_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P6_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J18_P6_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P5_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P5_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P6_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P6_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P6_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J19_P6_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P5_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P5_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P6_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P6_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P6_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__J20_P6_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P5_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P5_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P6_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P6_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P6_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R18_P6_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P5_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P5_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P6_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P6_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P6_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R19_P6_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P1_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P1_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P1_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P1_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P2_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P2_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P2_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P2_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P3_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P3_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P3_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P3_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P4_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P4_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P4_3,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P4_4,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P5_1,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
SWAMP Data Soil carbon Ca Mau 2012 Vietnam,CA_,CA__R20_P5_2,8.64705,105.11574,2012,mangrove,Vietnam,Ca Mau
