study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Trettin_et_al_2017,16,16_1,165,170,1.122,0.0086
Trettin_et_al_2017,16,16_2,5,10,0.624,0.0232
Trettin_et_al_2017,16,16_2,23,28,0.663,0.0177
Trettin_et_al_2017,16,16_2,35,40,0.725,0.018000000000000002
Trettin_et_al_2017,16,16_3,5,10,0.687,0.027000000000000003
Trettin_et_al_2017,16,16_3,20,25,0.655,0.023
Trettin_et_al_2017,16,16_3,35,40,0.573,0.0334
Trettin_et_al_2017,16,16_3,70,75,0.698,0.0252
Trettin_et_al_2017,16,16_3,145,150,0.72,0.022799999999999997
Trettin_et_al_2017,16,16_3,169,174,1.019,0.012199999999999999
Trettin_et_al_2017,16,16_4,5,10,0.72,0.0268
Trettin_et_al_2017,16,16_4,20,25,0.798,0.018000000000000002
Trettin_et_al_2017,16,16_4,35,40,0.668,0.0292
Trettin_et_al_2017,16,16_4,70,75,0.75,0.022799999999999997
Trettin_et_al_2017,16,16_4,129,134,0.532,0.0256
Trettin_et_al_2017,16,16_4,161,166,0.763,0.0219
Trettin_et_al_2017,16,16_5,5,10,0.867,0.0151
Trettin_et_al_2017,16,16_5,20,25,0.806,0.0222
Trettin_et_al_2017,16,16_5,35,40,0.928,0.0128
Trettin_et_al_2017,16,16_5,135,140,1.249,0.0183
Trettin_et_al_2017,16,16_5,190,195,0.733,0.0075
Trettin_et_al_2017,16,16_6,5,10,0.842,0.0196
Trettin_et_al_2017,16,16_6,19,24,1.041,0.0161
Trettin_et_al_2017,16,16_6,35,40,0.802,0.0124
Trettin_et_al_2017,16,16_6,70,75,0.718,0.013600000000000001
Trettin_et_al_2017,16,16_6,140,145,0.805,0.0252
Trettin_et_al_2017,17,17_1,5,10,0.818,0.0182
Trettin_et_al_2017,17,17_1,20,25,0.836,0.014199999999999999
Trettin_et_al_2017,17,17_1,35,40,0.766,0.0236
Trettin_et_al_2017,17,17_1,145,150,0.969,0.0144
Trettin_et_al_2017,17,17_1,190,195,1.038,0.0106
Trettin_et_al_2017,17,17_2,5,10,0.952,0.0134
Trettin_et_al_2017,17,17_2,20,25,0.912,0.023799999999999998
Trettin_et_al_2017,17,17_2,35,40,0.813,0.015700000000000002
Trettin_et_al_2017,17,17_3,10,15,0.664,0.039599999999999996
Trettin_et_al_2017,17,17_3,20,25,0.785,0.0194
Trettin_et_al_2017,17,17_3,35,40,0.794,0.0204
Trettin_et_al_2017,17,17_3,70,75,0.638,0.0194
Trettin_et_al_2017,17,17_3,145,150,0.822,0.013500000000000002
Trettin_et_al_2017,17,17_3,190,195,1.033,0.018600000000000002
Trettin_et_al_2017,17,17_4,5,10,0.543,0.024300000000000002
Trettin_et_al_2017,17,17_4,20,25,0.591,0.0414
Trettin_et_al_2017,17,17_4,35,40,0.487,0.0481
Trettin_et_al_2017,17,17_4,80,85,0.587,0.0329
Trettin_et_al_2017,17,17_4,145,150,0.738,0.015700000000000002
Trettin_et_al_2017,17,17_4,185,190,0.822,0.0177
Trettin_et_al_2017,17,17_5,12,17,0.549,0.024300000000000002
Trettin_et_al_2017,17,17_5,20,25,0.618,0.0199
Trettin_et_al_2017,17,17_5,35,40,0.685,0.0192
Trettin_et_al_2017,17,17_5,70,75,0.595,0.0191
Trettin_et_al_2017,17,17_5,145,150,0.694,0.0199
Trettin_et_al_2017,17,17_6,6,11,0.591,0.0226
Trettin_et_al_2017,17,17_6,20,25,0.678,0.0174
Trettin_et_al_2017,17,17_6,35,40,0.56,0.0182
Trettin_et_al_2017,17,17_6,70,75,0.658,0.0263
Trettin_et_al_2017,25,25_2,5,10,1.088,0.038599999999999995
Trettin_et_al_2017,25,25_2,20,25,0.875,0.013500000000000002
Trettin_et_al_2017,25,25_2,35,40,0.926,0.009300000000000001
Trettin_et_al_2017,25,25_2,70,75,0.805,0.0132
Trettin_et_al_2017,25,25_2,145,150,0.841,0.0144
Trettin_et_al_2017,25,25_2,190,195,0.89,0.013600000000000001
Trettin_et_al_2017,25,25_3,5,10,0.814,0.015700000000000002
Trettin_et_al_2017,25,25_3,20,25,0.752,0.0146
Trettin_et_al_2017,25,25_3,35,40,0.76,0.016
Trettin_et_al_2017,25,25_3,70,75,0.671,0.0121
Trettin_et_al_2017,25,25_3,145,150,0.916,0.0128
Trettin_et_al_2017,25,25_3,190,195,0.998,0.0123
Trettin_et_al_2017,25,25_4,5,10,0.932,0.011000000000000001
Trettin_et_al_2017,25,25_4,20,25,0.792,0.0102
Trettin_et_al_2017,25,25_4,35,40,0.836,0.0091
Trettin_et_al_2017,25,25_4,70,75,0.964,0.011200000000000002
Trettin_et_al_2017,25,25_4,145,150,0.942,0.0138
Trettin_et_al_2017,25,25_5,5,10,0.812,0.0215
Trettin_et_al_2017,25,25_5,20,25,0.835,0.025
Trettin_et_al_2017,25,25_5,35,40,0.937,0.0113
Trettin_et_al_2017,25,25_5,70,75,0.772,0.0197
Trettin_et_al_2017,25,25_5,145,150,0.861,0.0129
Trettin_et_al_2017,25,25_5,185,190,0.878,0.015
Trettin_et_al_2017,25,25_6,5,10,0.713,0.0196
Trettin_et_al_2017,25,25_6,20,25,0.571,0.0208
Trettin_et_al_2017,25,25_6,45,50,0.558,0.0338
Trettin_et_al_2017,25,25_6,70,75,0.518,0.0362
Trettin_et_al_2017,25,25_6,145,150,0.826,0.0226
Trettin_et_al_2017,25,25_6,185,190,0.829,0.019799999999999998
Trettin_et_al_2017,26,26_1,5,10,0.548,0.030899999999999997
Trettin_et_al_2017,26,26_1,20,25,0.599,0.026000000000000002
Trettin_et_al_2017,26,26_1,70,75,0.612,0.024399999999999998
Trettin_et_al_2017,26,26_2,5,10,0.563,0.0248
Trettin_et_al_2017,26,26_2,20,25,0.565,0.0653
Trettin_et_al_2017,26,26_2,35,40,0.572,0.024300000000000002
Trettin_et_al_2017,26,26_2,58,63,0.534,0.0404
Trettin_et_al_2017,26,26_2,145,150,0.592,0.0217
Trettin_et_al_2017,26,26_2,185,190,0.59,0.0287
Trettin_et_al_2017,26,26_3,5,10,0.56,0.034
Trettin_et_al_2017,26,26_3,35,40,0.59,0.0348
Trettin_et_al_2017,26,26_3,70,75,0.718,0.0213
Trettin_et_al_2017,26,26_3,145,150,0.663,0.019
Trettin_et_al_2017,26,26_3,190,195,0.875,0.010700000000000001
Trettin_et_al_2017,26,26_4,5,10,0.592,0.0241
Trettin_et_al_2017,26,26_4,20,25,0.549,0.022799999999999997
Trettin_et_al_2017,26,26_4,35,40,0.567,0.030899999999999997
Trettin_et_al_2017,26,26_4,70,75,0.601,0.0217
Trettin_et_al_2017,26,26_5,5,10,0.589,0.024399999999999998
Trettin_et_al_2017,26,26_5,20,25,0.567,0.023399999999999997
Trettin_et_al_2017,26,26_5,35,40,0.587,0.037000000000000005
Trettin_et_al_2017,26,26_6,5,10,0.639,0.0204
Trettin_et_al_2017,26,26_6,20,25,0.618,0.0203
Trettin_et_al_2017,26,26_6,35,40,0.547,0.04190000000000001
Trettin_et_al_2017,26,26_6,70,75,0.625,0.022000000000000002
Trettin_et_al_2017,26,26_6,145,150,1.157,0.0268
Trettin_et_al_2017,27,27_1,11,16,0.611,0.0235
Trettin_et_al_2017,27,27_1,21,26,0.628,0.023
Trettin_et_al_2017,27,27_1,35,40,0.635,0.0147
Trettin_et_al_2017,27,27_1,70,75,0.702,0.0158
Trettin_et_al_2017,27,27_1,145,150,0.714,0.015300000000000001
Trettin_et_al_2017,27,27_1,190,195,1.294,0.0029
Trettin_et_al_2017,27,27_2,5,10,0.699,0.0196
Trettin_et_al_2017,27,27_2,20,25,0.638,0.015700000000000002
Trettin_et_al_2017,27,27_2,35,40,0.73,0.0146
Trettin_et_al_2017,27,27_2,70,75,0.752,0.018000000000000002
Trettin_et_al_2017,27,27_2,145,150,1.244,0.0075
Trettin_et_al_2017,27,27_2,175,180,1.352,0.0040999999999999995
Trettin_et_al_2017,27,27_3,5,10,0.64,0.0155
Trettin_et_al_2017,27,27_3,20,25,0.69,0.0132
Trettin_et_al_2017,27,27_3,35,40,0.714,0.0113
Trettin_et_al_2017,27,27_3,70,75,0.703,0.022000000000000002
Trettin_et_al_2017,27,27_5,5,10,0.888,0.0060999999999999995
Trettin_et_al_2017,27,27_5,20,25,0.844,0.030600000000000002
Trettin_et_al_2017,27,27_5,35,40,0.836,0.0163
Trettin_et_al_2017,27,27_5,70,75,1.324,0.0051
Trettin_et_al_2017,27,27_6,5,10,0.489,0.0326
Trettin_et_al_2017,27,27_6,20,25,0.518,0.0088
Trettin_et_al_2017,27,27_6,35,40,0.657,0.0265
Trettin_et_al_2017,27,27_6,70,75,0.58,0.0361
Trettin_et_al_2017,27,27_6,145,150,0.576,0.020099999999999996
Trettin_et_al_2017,27,27_6,190,195,1.12,0.0066
Trettin_et_al_2017,29,29_1,5,10,0.536,0.0499
Trettin_et_al_2017,29,29_1,20,25,0.719,0.015600000000000001
Trettin_et_al_2017,29,29_1,35,40,0.665,0.0161
Trettin_et_al_2017,29,29_1,70,75,0.801,0.0147
Trettin_et_al_2017,29,29_1,145,150,0.717,0.015300000000000001
Trettin_et_al_2017,29,29_1,185,190,0.758,0.0163
Trettin_et_al_2017,29,29_2,5,10,0.562,0.0434
Trettin_et_al_2017,29,29_2,20,25,0.707,0.019799999999999998
Trettin_et_al_2017,29,29_2,35,40,0.619,0.0258
Trettin_et_al_2017,29,29_2,70,75,0.629,0.0225
Trettin_et_al_2017,29,29_2,145,150,0.788,0.0225
Trettin_et_al_2017,29,29_2,185,190,0.553,0.0209
Trettin_et_al_2017,29,29_3,5,10,0.63,0.0276
Trettin_et_al_2017,29,29_3,20,25,0.622,0.016399999999999998
Trettin_et_al_2017,29,29_3,35,40,0.763,0.013300000000000001
Trettin_et_al_2017,29,29_3,70,75,0.715,0.014199999999999999
Trettin_et_al_2017,29,29_4,20,25,0.71,0.0139
Trettin_et_al_2017,29,29_4,35,40,0.697,0.0131
Trettin_et_al_2017,29,29_4,50,55,0.782,0.0147
Trettin_et_al_2017,29,29_4,145,150,0.678,0.0203
Trettin_et_al_2017,29,29_4,175,180,0.641,0.020099999999999996
Trettin_et_al_2017,29,29_5,5,10,0.518,0.0365
Trettin_et_al_2017,29,29_5,20,25,0.569,0.019799999999999998
Trettin_et_al_2017,29,29_5,35,40,0.606,0.0151
Trettin_et_al_2017,29,29_5,59,64,0.631,0.016
Trettin_et_al_2017,29,29_5,145,150,0.76,0.0134
Trettin_et_al_2017,29,29_5,190,195,0.651,0.0235
Trettin_et_al_2017,29,29_6,12,17,0.624,0.0327
Trettin_et_al_2017,29,29_6,20,25,0.543,0.0231
Trettin_et_al_2017,29,29_6,35,40,0.687,0.0196
Trettin_et_al_2017,29,29_6,70,75,0.6,0.022400000000000003
Trettin_et_al_2017,29,29_6,145,150,0.77,0.0161
Trettin_et_al_2017,29,29_6,170,175,0.58,0.019
Trettin_et_al_2017,32B,32B_1,5,10,0.831,0.022000000000000002
Trettin_et_al_2017,32B,32B_1,20,25,0.769,0.0158
Trettin_et_al_2017,32B,32B_1,70,75,0.766,0.013999999999999999
Trettin_et_al_2017,32B,32B_1,145,150,0.867,0.0137
Trettin_et_al_2017,32B,32B_1,190,195,0.811,0.015
Trettin_et_al_2017,32B,32B_2,5,10,0.955,0.0175
Trettin_et_al_2017,32B,32B_2,20,25,0.782,0.0163
Trettin_et_al_2017,32B,32B_2,35,40,0.91,0.0176
Trettin_et_al_2017,32B,32B_2,70,75,0.84,0.0179
Trettin_et_al_2017,32B,32B_2,145,150,0.883,0.013999999999999999
Trettin_et_al_2017,32B,32B_2,190,195,0.834,0.0144
Trettin_et_al_2017,32B,32B_3,5,10,1.007,0.0121
Trettin_et_al_2017,32B,32B_3,24,29,0.722,0.0154
Trettin_et_al_2017,32B,32B_3,47,52,0.78,0.0129
Trettin_et_al_2017,32B,32B_3,70,75,0.801,0.0167
Trettin_et_al_2017,32B,32B_3,145,150,1.083,0.015
Trettin_et_al_2017,32B,32B_4,20,25,0.853,0.0155
Trettin_et_al_2017,32B,32B_4,35,40,0.794,0.0125
Trettin_et_al_2017,32B,32B_4,70,75,0.883,0.0131
Trettin_et_al_2017,32B,32B_4,145,150,0.831,0.013300000000000001
Trettin_et_al_2017,32B,32B_5,5,10,0.751,0.019799999999999998
Trettin_et_al_2017,32B,32B_5,20,25,0.774,0.0159
Trettin_et_al_2017,32B,32B_5,45,50,0.719,0.0273
Trettin_et_al_2017,32B,32B_5,70,75,0.673,0.0187
Trettin_et_al_2017,32B,32B_5,145,150,0.918,0.020099999999999996
Trettin_et_al_2017,32B,32B_5,190,195,1.177,0.0116
Trettin_et_al_2017,32B,32B_6,5,10,0.702,0.0235
Trettin_et_al_2017,32B,32B_6,20,25,0.748,0.0208
Trettin_et_al_2017,32B,32B_6,35,40,0.681,0.0197
Trettin_et_al_2017,32B,32B_6,70,75,0.786,0.0187
Trettin_et_al_2017,32B,32B_6,145,150,0.93,0.0199
Trettin_et_al_2017,32B,32B_6,185,190,0.931,0.016
Trettin_et_al_2017,35,35_1,10,15,1.029,0.011200000000000002
Trettin_et_al_2017,35,35_1,20,25,0.914,0.0113
Trettin_et_al_2017,35,35_1,38,43,1.004,0.0083
Trettin_et_al_2017,35,35_1,70,75,0.784,0.0144
Trettin_et_al_2017,35,35_1,145,150,0.75,0.0154
Trettin_et_al_2017,35,35_1,190,195,0.948,0.013000000000000001
Trettin_et_al_2017,35,35_2,6,11,0.868,0.0155
Trettin_et_al_2017,35,35_2,20,25,0.863,0.0127
Trettin_et_al_2017,35,35_2,35,40,0.918,0.011200000000000002
Trettin_et_al_2017,35,35_2,70,75,0.856,0.0103
Trettin_et_al_2017,35,35_2,135,140,0.722,0.0103
Trettin_et_al_2017,35,35_2,190,195,0.865,0.0166
Trettin_et_al_2017,35,35_3,5,10,0.949,0.0165
Trettin_et_al_2017,35,35_3,20,25,0.793,0.0246
Trettin_et_al_2017,35,35_3,47,52,0.715,0.0206
Trettin_et_al_2017,35,35_3,70,75,0.646,0.025
Trettin_et_al_2017,35,35_4,4,9,0.806,0.0187
Trettin_et_al_2017,35,35_4,16,21,0.877,0.0179
Trettin_et_al_2017,35,35_4,35,40,0.946,0.016200000000000003
Trettin_et_al_2017,35,35_4,70,75,0.822,0.0159
Trettin_et_al_2017,35,35_4,148,153,0.946,0.0148
Trettin_et_al_2017,35,35_5,5,10,0.94,0.0104
Trettin_et_al_2017,35,35_5,19,24,0.906,0.0184
Trettin_et_al_2017,35,35_5,40,45,0.878,0.0115
Trettin_et_al_2017,35,35_5,70,75,0.768,0.013000000000000001
Trettin_et_al_2017,35,35_6,5,10,0.806,0.0184
Trettin_et_al_2017,35,35_6,20,25,0.867,0.0144
Trettin_et_al_2017,35,35_6,30,35,0.691,0.0172
Trettin_et_al_2017,35,35_6,70,75,0.74,0.0273
Trettin_et_al_2017,35,35_6,146,151,0.829,0.0174
Trettin_et_al_2017,35,35_6,178,183,0.791,0.0175
Trettin_et_al_2017,36,36_1,5,10,0.842,0.0195
Trettin_et_al_2017,36,36_1,20,25,0.971,0.0108
Trettin_et_al_2017,36,36_1,35,40,0.893,0.010700000000000001
Trettin_et_al_2017,36,36_1,83,87,0.787,0.0167
Trettin_et_al_2017,36,36_1,145,150,0.937,0.015700000000000002
Trettin_et_al_2017,36,36_1,190,195,0.819,0.0218
Trettin_et_al_2017,36,36_2,5,10,0.877,0.0178
Trettin_et_al_2017,36,36_2,20,25,0.896,0.0132
Trettin_et_al_2017,36,36_2,35,40,0.798,0.0174
Trettin_et_al_2017,36,36_2,70,75,0.723,0.0207
Trettin_et_al_2017,36,36_2,145,150,0.771,0.024300000000000002
Trettin_et_al_2017,36,36_2,190,195,0.879,0
Trettin_et_al_2017,36,36_3,5,10,0.756,0.0176
Trettin_et_al_2017,36,36_3,20,25,0.869,0.0158
Trettin_et_al_2017,36,36_3,34,39,0.827,0.0118
Trettin_et_al_2017,36,36_3,70,75,0.796,0.0252
Trettin_et_al_2017,36,36_3,144,149,0.741,0.014499999999999999
Trettin_et_al_2017,36,36_3,185,190,0.756,0.0217
Trettin_et_al_2017,36,36_4,8,13,0.798,0.017
Trettin_et_al_2017,36,36_4,20,25,0.721,0.016399999999999998
Trettin_et_al_2017,36,36_4,35,40,0.636,0.0165
Trettin_et_al_2017,36,36_4,70,75,0.762,0.0194
Trettin_et_al_2017,36,36_4,145,150,0.629,0.0212
Trettin_et_al_2017,36,36_4,190,195,0.738,0.019
Trettin_et_al_2017,36,36_5,8,13,0.846,0.015700000000000002
Trettin_et_al_2017,36,36_5,20,25,0.688,0.0159
Trettin_et_al_2017,36,36_5,35,40,0.731,0.022000000000000002
Trettin_et_al_2017,36,36_5,70,75,0.623,0.016200000000000003
Trettin_et_al_2017,36,36_5,145,150,0.681,0.0171
Trettin_et_al_2017,36,36_5,190,195,0.745,0.0207
Trettin_et_al_2017,36,36_6,5,10,0.709,0.022000000000000002
Trettin_et_al_2017,36,36_6,20,25,0.769,0.015600000000000001
Trettin_et_al_2017,36,36_6,35,40,0.741,0.015300000000000001
Trettin_et_al_2017,36,36_6,70,75,0.639,0.0424
Trettin_et_al_2017,36,36_6,145,150,0.758,0.0233
Trettin_et_al_2017,37,37_1,5,10,0.678,0.0192
Trettin_et_al_2017,37,37_1,23,28,0.697,0.022000000000000002
Trettin_et_al_2017,37,37_1,51,56,0.637,0.0206
Trettin_et_al_2017,37,37_1,90,95,0.59,0.0192
Trettin_et_al_2017,37,37_2,5,10,0.582,0.0268
Trettin_et_al_2017,37,37_2,20,25,0.522,0.0264
Trettin_et_al_2017,37,37_2,42,47,0.606,0.0277
Trettin_et_al_2017,37,37_2,78,83,0.758,0.016200000000000003
Trettin_et_al_2017,37,37_3,5,10,0.502,0.0231
Trettin_et_al_2017,37,37_3,20,25,0.564,0.0217
Trettin_et_al_2017,37,37_3,35,40,0.665,0.0216
Trettin_et_al_2017,37,37_3,65,70,0.658,0.0161
Trettin_et_al_2017,37,37_3,145,150,0.762,0.0155
Trettin_et_al_2017,37,37_3,188,193,0.869,0.0138
Trettin_et_al_2017,37,37_4,5,10,0.542,0.0233
Trettin_et_al_2017,37,37_4,20,25,0.472,0.0195
Trettin_et_al_2017,37,37_4,35,40,0.559,0.019799999999999998
Trettin_et_al_2017,37,37_4,70,75,0.752,0.0169
Trettin_et_al_2017,37,37_4,145,150,0.768,0.0169
Trettin_et_al_2017,37,37_4,190,195,0.739,0.0204
Trettin_et_al_2017,37,37_5,5,10,0.546,0.0246
Trettin_et_al_2017,37,37_5,20,25,0.577,0.0171
Trettin_et_al_2017,37,37_5,35,40,0.65,0.022000000000000002
Trettin_et_al_2017,37,37_5,64,69,0.641,0.016399999999999998
Trettin_et_al_2017,37,37_5,145,150,0.752,0.0147
Trettin_et_al_2017,37,37_5,186,191,1.295,0.0108
Trettin_et_al_2017,37,37_6,11,16,0.615,0.0178
Trettin_et_al_2017,37,37_6,20,25,0.55,0.0181
Trettin_et_al_2017,37,37_6,32,37,0.55,0.0177
Trettin_et_al_2017,37,37_6,70,75,0.664,0.0178
Trettin_et_al_2017,37,37_6,145,150,0.493,0.024
Trettin_et_al_2017,37,37_6,190,195,0.778,0.0168
Trettin_et_al_2017,806,806_1,10,15,0.974,0.0181
Trettin_et_al_2017,806,806_1,20,25,0.935,0.018000000000000002
Trettin_et_al_2017,806,806_1,35,40,0.87,0.0127
Trettin_et_al_2017,806,806_1,70,75,0.801,0.0271
Trettin_et_al_2017,806,806_1,145,150,0.749,0.0161
Trettin_et_al_2017,806,806_1,171,176,0.765,0.0179
Trettin_et_al_2017,806,806_2,5,10,0.922,0.0196
Trettin_et_al_2017,806,806_2,20,25,0.862,0.0166
Trettin_et_al_2017,806,806_2,35,40,1.217,0.013300000000000001
Trettin_et_al_2017,806,806_2,70,75,0.857,0.0256
Trettin_et_al_2017,806,806_2,145,150,0.685,0.0227
Trettin_et_al_2017,806,806_2,190,195,0.767,0.025
Trettin_et_al_2017,806,806_3,5,10,0.948,0.0138
Trettin_et_al_2017,806,806_3,20,25,0.92,0.0131
Trettin_et_al_2017,806,806_3,35,40,0.985,0.0144
Trettin_et_al_2017,806,806_3,65,70,0.825,0.0018
Trettin_et_al_2017,806,806_3,145,150,0.827,0.023399999999999997
Trettin_et_al_2017,806,806_3,190,195,0.728,0.0233
Trettin_et_al_2017,806,806_4,5,10,1.005,0.0178
Trettin_et_al_2017,806,806_4,20,25,1.003,0.013300000000000001
Trettin_et_al_2017,806,806_4,35,40,0.863,0.021400000000000002
Trettin_et_al_2017,806,806_4,70,75,0.927,0.0178
Trettin_et_al_2017,806,806_5,5,10,0.874,0.0195
Trettin_et_al_2017,806,806_5,20,25,1.052,0.0126
Trettin_et_al_2017,806,806_5,35,40,0.889,0.0177
Trettin_et_al_2017,806,806_5,70,75,0.805,0.0316
Trettin_et_al_2017,806,806_5,145,150,0.86,0.042
Trettin_et_al_2017,806,806_5,190,195,0.681,0.026600000000000002
Trettin_et_al_2017,864,864_1,10,15,0.546,0.0301
Trettin_et_al_2017,864,864_1,20,25,0.693,0.0256
Trettin_et_al_2017,864,864_1,35,40,0.952,0.016200000000000003
Trettin_et_al_2017,864,864_1,70,75,0.726,0.0104
Trettin_et_al_2017,864,864_1,145,150,0.612,0.0241
Trettin_et_al_2017,864,864_1,185,190,0.738,0.0218
Trettin_et_al_2017,864,864_2,8,13,0.706,0.028399999999999998
Trettin_et_al_2017,864,864_2,20,35,0.753,0.0209
Trettin_et_al_2017,864,864_2,35,40,0.7,0.024
Trettin_et_al_2017,864,864_2,70,75,1.075,0.0139
Trettin_et_al_2017,864,864_3,11,16,0.871,0.0241
Trettin_et_al_2017,864,864_3,20,25,0.859,0.0179
Trettin_et_al_2017,864,864_3,35,40,0.893,0.0204
Trettin_et_al_2017,864,864_3,70,75,0.947,0.0165
Trettin_et_al_2017,864,864_3,145,150,0.851,0.0154
Trettin_et_al_2017,864,864_3,190,195,0.59,0.0233
Trettin_et_al_2017,864,864_4,9,14,0.69,0.0313
Trettin_et_al_2017,864,864_4,20,25,0.732,0.0322
Trettin_et_al_2017,864,864_4,35,40,0.843,0.0025
Trettin_et_al_2017,864,864_4,70,75,0.873,0.0204
Trettin_et_al_2017,864,864_4,145,150,0.84,0.0265
Trettin_et_al_2017,864,864_4,183,188,0.735,0.0203
Trettin_et_al_2017,864,864_5,3,8,0.865,0.0263
Trettin_et_al_2017,864,864_5,20,25,0.843,0.021099999999999997
Trettin_et_al_2017,864,864_5,44,49,0.978,0.015700000000000002
Trettin_et_al_2017,864,864_5,62,67,0.901,0.0139
Trettin_et_al_2017,864,864_5,145,150,0.81,0.0163
Trettin_et_al_2017,864,864_5,190,195,0.685,0.0148
Trettin_et_al_2017,9001,9001_1,5,10,1.122,0.0262
Trettin_et_al_2017,9001,9001_1,20,25,1.091,0.0206
Trettin_et_al_2017,9001,9001_1,35,40,1.04,0.0167
Trettin_et_al_2017,9001,9001_1,70,75,0.791,0.0246
Trettin_et_al_2017,9001,9001_1,145,150,0.793,0.0246
Trettin_et_al_2017,9001,9001_1,190,195,0.646,0.0271
Trettin_et_al_2017,9001,9001_2,5,10,1.057,0.0341
Trettin_et_al_2017,9001,9001_2,20,25,1.066,0.0197
Trettin_et_al_2017,9001,9001_2,35,40,0.915,0.022099999999999998
Trettin_et_al_2017,9001,9001_2,70,75,0.765,0.0274
Trettin_et_al_2017,9001,9001_2,145,150,0.617,0.0301
Trettin_et_al_2017,9001,9001_2,190,195,0.64,0.028999999999999998
Trettin_et_al_2017,9001,9001_3,5,10,0.95,0.030299999999999997
Trettin_et_al_2017,9001,9001_3,20,25,0.994,0.0167
Trettin_et_al_2017,9001,9001_3,35,40,1.051,0.0174
Trettin_et_al_2017,9001,9001_3,70,75,0.765,0.0202
Trettin_et_al_2017,9001,9001_3,145,150,0.68,0.0301
Trettin_et_al_2017,9001,9001_4,5,10,0.431,0.0279
Trettin_et_al_2017,9001,9001_4,20,25,0.813,0.024399999999999998
Trettin_et_al_2017,9001,9001_4,35,40,0.691,0.0207
Trettin_et_al_2017,9001,9001_4,145,150,0.664,0.0259
Trettin_et_al_2017,9001,9001_4,190,195,0.844,0.026000000000000002
Trettin_et_al_2017,9001,9001_5,5,10,0.929,0.0148
Trettin_et_al_2017,9001,9001_5,20,25,0.836,0.0222
Trettin_et_al_2017,9001,9001_5,35,40,0.855,0.0273
Trettin_et_al_2017,9001,9001_5,70,75,0.801,0.0233
Trettin_et_al_2017,9001,9001_5,145,150,0.621,0.024399999999999998
Trettin_et_al_2017,9001,9001_5,190,195,0.737,0.0232
Trettin_et_al_2017,9002,9002_1,5,10,0.794,0.0356
Trettin_et_al_2017,9002,9002_1,20,25,0.618,0.0215
Trettin_et_al_2017,9002,9002_1,35,40,0.483,0.0286
Trettin_et_al_2017,9002,9002_1,70,75,0.488,0.0218
Trettin_et_al_2017,9002,9002_1,145,150,0.57,0.0197
Trettin_et_al_2017,9002,9002_2,5,10,0.814,0.0178
Trettin_et_al_2017,9002,9002_2,20,25,0.637,0.0203
Trettin_et_al_2017,9002,9002_2,35,40,1.024,0.014199999999999999
Trettin_et_al_2017,9002,9002_2,70,75,0.59,0.016
Trettin_et_al_2017,9002,9002_2,145,150,0.863,0.0151
Trettin_et_al_2017,9002,9002_2,190,195,0.866,0.0147
Trettin_et_al_2017,9002,9002_3,5,10,0.72,0.0275
Trettin_et_al_2017,9002,9002_3,20,25,0.788,0.022000000000000002
Trettin_et_al_2017,9002,9002_3,35,40,0.547,0.023799999999999998
Trettin_et_al_2017,9002,9002_3,70,75,0.792,0.019799999999999998
Trettin_et_al_2017,9002,9002_4,10,15,0.722,0.0179
Trettin_et_al_2017,9002,9002_4,20,25,0.509,0.0183
Trettin_et_al_2017,9002,9002_4,35,40,0.657,0.0189
Trettin_et_al_2017,9002,9002_4,70,75,0.792,0.0158
Trettin_et_al_2017,9002,9002_4,140,145,0.877,0.014199999999999999
Trettin_et_al_2017,9002,9002_4,182,187,0.508,0.015300000000000001
Trettin_et_al_2017,9003,9003_1,5,10,0.692,0.026099999999999998
Trettin_et_al_2017,9003,9003_1,20,25,0.708,0.024900000000000002
Trettin_et_al_2017,9003,9003_1,35,40,0.718,0.0217
Trettin_et_al_2017,9003,9003_1,70,75,0.636,0.0215
Trettin_et_al_2017,9003,9003_1,145,150,0.571,0.0259
Trettin_et_al_2017,9003,9003_1,190,195,0.73,0.0199
Trettin_et_al_2017,9003,9003_2,5,10,0.729,0.0213
Trettin_et_al_2017,9003,9003_2,20,25,0.617,0.0254
Trettin_et_al_2017,9003,9003_2,35,40,0.592,0.022000000000000002
Trettin_et_al_2017,9003,9003_2,70,75,0.605,0.0206
Trettin_et_al_2017,9003,9003_3,5,10,0.725,0.0245
Trettin_et_al_2017,9003,9003_3,20,25,0.645,0.030899999999999997
Trettin_et_al_2017,9003,9003_3,35,40,0.679,0.0347
Trettin_et_al_2017,9003,9003_3,70,75,0.517,0.0329
Trettin_et_al_2017,9003,9003_4,5,10,0.759,0.0226
Trettin_et_al_2017,9003,9003_4,20,25,0.674,0.0236
Trettin_et_al_2017,9003,9003_4,35,40,0.724,0.018600000000000002
Trettin_et_al_2017,9003,9003_4,70,75,0.792,0.0215
Trettin_et_al_2017,9003,9003_4,145,150,0.775,0.0175
Trettin_et_al_2017,9003,9003_4,175,180,0.822,0.015300000000000001
Trettin_et_al_2017,9003,9003_5,5,10,0.688,0.0311
Trettin_et_al_2017,9003,9003_5,20,25,0.689,0.027200000000000002
Trettin_et_al_2017,9003,9003_5,35,40,0.608,0.0263
Trettin_et_al_2017,9003,9003_5,70,75,0.516,0.0259
Trettin_et_al_2017,9004,9004_1,5,10,0.687,0.0323
Trettin_et_al_2017,9004,9004_1,20,25,0.807,0.0218
