lat_long,n,core_ids,study_ids,num_studies
"12.314825, -15.862166666666667",2,M0636,Andreetta_et_al_2016,1
"12.565833, -81.70455",2,M1336,Moreno_and_Calderon_2011,1
"12.5667, 101.9",2,Thimdee_et_al_2003_1,Thimdee_et_al_2003,1
"12.592161, 101.906571",2,M1321,Thimdee_et_al_2003,1
"13.0978, -87.183617",2,M0492,Bhomia_et_al_2016_Honduras,1
"13.18720617, -88.3295247",2,M0790,Cifuentes_Unpublished,1
"13.189806, -88.331444",6,"N13L1MG1, N13L1MG2, N13L1MG3",Rovai_et_al_2022,1
"13.19217184, -88.39703635",2,M0802,Cifuentes_Unpublished,1
"13.19933758, -88.33668578",2,M0791,Cifuentes_Unpublished,1
"13.20256818, -88.32809721",2,M0792,Cifuentes_Unpublished,1
"13.21644845, -88.45841791",2,M0800,Cifuentes_Unpublished,1
"13.219111, -88.460333",6,"N13L3MG1, N13L3MG2, N13L3MG3",Rovai_et_al_2022,1
"13.2226727, -88.45277574",2,M0801,Cifuentes_Unpublished,1
"13.22738367, -88.60431432",2,M0806,Cifuentes_Unpublished,1
"13.23216275, -88.46892756",2,M0797,Cifuentes_Unpublished,1
"13.23565457, -88.44970083",2,M0795,Cifuentes_Unpublished,1
"13.24060294, -88.56942438",2,M0804,Cifuentes_Unpublished,1
"13.24134956, -88.44592302",2,M0799,Cifuentes_Unpublished,1
"13.24832506, -88.47356",2,M0796,Cifuentes_Unpublished,1
"13.2493033, -88.77695248",2,M0793,Cifuentes_Unpublished,1
"13.25380382, -88.78622157",2,M0794,Cifuentes_Unpublished,1
"13.256417, -88.788167",6,"N13L2MG1, N13L2MG2, N13L2MG3",Rovai_et_al_2022,1
"13.2577981, -88.56111599",2,M0803,Cifuentes_Unpublished,1
"13.25974707, -88.82666933",2,M0816,Cifuentes_Unpublished,1
"13.26990876, -88.82964245",2,M0807,Cifuentes_Unpublished,1
"13.27179949, -88.76576539",2,M0805,Cifuentes_Unpublished,1
"13.28190758, -88.69422661",2,M0798,Cifuentes_Unpublished,1
"13.28624197, -88.82975061",2,M0808,Cifuentes_Unpublished,1
"13.29016346, -88.85589253",2,M0812,Cifuentes_Unpublished,1
"13.30607234, -88.87329842",2,M0813,Cifuentes_Unpublished,1
"13.30607622, -88.881051",2,M0814,Cifuentes_Unpublished,1
"13.33202583, -88.84683047",2,M0810,Cifuentes_Unpublished,1
"13.34229936, -88.89080801",2,M0815,Cifuentes_Unpublished,1
"13.3437427, -88.99810548",2,M0811,Cifuentes_Unpublished,1
"13.34421821, -88.92130555",2,M0817,Cifuentes_Unpublished,1
"13.3502415, -89.0081026",2,M0809,Cifuentes_Unpublished,1
"13.36685, -87.470517",2,M0491,Bhomia_et_al_2016_Honduras,1
"13.367617, -87.475633",2,M0493,Bhomia_et_al_2016_Honduras,1
"13.367674, -87.470412",2,M0375,McFadden_et_al_2016,1
"13.368079, -87.475626",2,M0376,McFadden_et_al_2016,1
"13.427583, -87.611517",2,M0490,Bhomia_et_al_2016_Honduras,1
"13.503333333333334, 120.95016666666666",2,Kamp-Nielsen_et_al_2002_53,Kamp-Nielsen_et_al_2002,1
"13.5035, 120.95116666666667",2,Kamp-Nielsen_et_al_2002_48,Kamp-Nielsen_et_al_2002,1
"13.5035, 120.95466666666667",2,Kamp-Nielsen_et_al_2002_52,Kamp-Nielsen_et_al_2002,1
"13.505, 120.95183333333334",2,Kamp-Nielsen_et_al_2002_51,Kamp-Nielsen_et_al_2002,1
"13.506833333333333, 120.96233333333333",2,Kamp-Nielsen_et_al_2002_45,Kamp-Nielsen_et_al_2002,1
"13.507666666666667, 120.9415",2,Kamp-Nielsen_et_al_2002_49,Kamp-Nielsen_et_al_2002,1
"13.515, 120.9705",2,Kamp-Nielsen_et_al_2002_50,Kamp-Nielsen_et_al_2002,1
"13.519166666666667, 120.954",2,Kamp-Nielsen_et_al_2002_47,Kamp-Nielsen_et_al_2002,1
"13.5225, 120.9505",2,Kamp-Nielsen_et_al_2002_44,Kamp-Nielsen_et_al_2002,1
"13.5421666667, 120.94733333333333",2,Kamp-Nielsen_et_al_2002_46,Kamp-Nielsen_et_al_2002,1
"13.814167, 121.447528",2,M1519,Gevana_and_Pampolina_2009,1
"14.91384, -92.6152",2,M1697,MX_perfilv12,1
"14.91498, -92.6155",2,M1682,MX_edaf_puntos,1
"15.059472222222222, -92.74511111111111",2,M0417,Ezcurra_et_al_2016,1
"15.065138888888889, -92.7508888888889",2,M0414,Ezcurra_et_al_2016,1
"15.069027777777778, -92.75783333333334",2,M0415,Ezcurra_et_al_2016,1
"15.130013, -92.754068",2,M0355,Adame_et_al_2015,1
"15.156381, -92.77937",2,M0356,Adame_et_al_2015,1
"15.164754, -92.827909",2,M0361,Adame_et_al_2015,1
"15.176293, -92.848353",2,M0359,Adame_et_al_2015,1
"15.178753, -92.804561",2,M0357,Adame_et_al_2015,1
"15.180488, -92.837974",2,M0358,Adame_et_al_2015,1
"15.20135, -92.8111",2,M1696,MX_perfilv12,1
"15.2025, -92.8113",2,M1681,MX_edaf_puntos,1
"15.203104, -92.88521",2,M0360,Adame_et_al_2015,1
"15.204055555555556, -92.81297222222221",2,M0416,Ezcurra_et_al_2016,1
"15.67575, -96.5767",2,M1698,MX_perfilv12,1
"15.67694, -96.577",2,M1680,MX_edaf_puntos,1
"15.785383, -87.595717",2,M0495,Bhomia_et_al_2016_Honduras,1
"15.822183, -87.578017",2,M0497,Bhomia_et_al_2016_Honduras,1
"15.82225, -87.595167",2,M0498,Bhomia_et_al_2016_Honduras,1
"15.8742, -87.640667",2,M0494,Bhomia_et_al_2016_Honduras,1
"15.89125, -87.63345",2,M0496,Bhomia_et_al_2016_Honduras,1
"16.088533, -86.888517",2,M0503,Bhomia_et_al_2016_Honduras,1
"16.09265, -86.9142",2,M0506,Bhomia_et_al_2016_Honduras,1
"16.098317, -86.908867",2,M0505,Bhomia_et_al_2016_Honduras,1
"16.110033, -86.94175",2,M0507,Bhomia_et_al_2016_Honduras,1
"16.1192, -86.901533",2,M0504,Bhomia_et_al_2016_Honduras,1
"16.18206, -88.6565",2,Frenchman Caye_2_1_mangrove,Morrissette_et_al_2023,1
"16.182147, -88.656372",2,Frenchman Caye_2_2_mangrove,Morrissette_et_al_2023,1
"16.18223, -88.65619",2,Frenchman Caye_2_3_mangrove,Morrissette_et_al_2023,1
"16.182337, -88.65605",2,Frenchman Caye_2_4_mangrove,Morrissette_et_al_2023,1
"16.182404, -88.65589",2,Frenchman Caye_2_5_mangrove,Morrissette_et_al_2023,1
"16.18248, -88.6557",2,Frenchman Caye_2_6_mangrove,Morrissette_et_al_2023,1
"16.182486, -88.658633",2,Frenchman Caye_1_1_mangrove,Morrissette_et_al_2023,1
"16.182618, -88.658878",2,Frenchman Caye_1_2_mangrove,Morrissette_et_al_2023,1
"16.182674, -88.659092",2,Frenchman Caye_1_3_mangrove,Morrissette_et_al_2023,1
"16.182715, -88.659314",2,Frenchman Caye_1_4_mangrove,Morrissette_et_al_2023,1
"16.182778, -88.659524",2,Frenchman Caye_1_5_mangrove,Morrissette_et_al_2023,1
"16.182853, -88.659754",2,Frenchman Caye_1_6_mangrove,Morrissette_et_al_2023,1
"16.275196, -61.53275",2,M0116,Lallier-Verges_et_al_1998,1
"16.276196, -61.538235",2,M0115,Lallier-Verges_et_al_1998,1
"16.27688, -61.541943",2,M0114,Lallier-Verges_et_al_1998,1
"16.277168, -61.543488",2,M0113,Lallier-Verges_et_al_1998,1
"16.278088, -61.548429",2,M0112,Lallier-Verges_et_al_1998,1
"16.280234, -88.593796",2,Payne's Creek_1_6_mangrove,Morrissette_et_al_2023,1
"16.280585, -88.593779",2,Payne's Creek_1_5_mangrove,Morrissette_et_al_2023,1
"16.280767, -88.593632",2,Payne's Creek_1_4_mangrove,Morrissette_et_al_2023,1
"16.280991, -88.593585",2,Payne's Creek_1_3_mangrove,Morrissette_et_al_2023,1
"16.281201, -88.593547",2,Payne's Creek_1_2_mangrove,Morrissette_et_al_2023,1
"16.281376, -88.593427",2,Payne's Creek_1_1_mangrove,Morrissette_et_al_2023,1
"16.288337, -88.591185",2,Payne's Creek_2_1_mangrove,Morrissette_et_al_2023,1
"16.288585, -88.591221",2,Payne's Creek_2_2_mangrove,Morrissette_et_al_2023,1
"16.28884, -88.5913",2,Payne's Creek_2_3_mangrove,Morrissette_et_al_2023,1
"16.289035, -88.591352",2,Payne's Creek_2_4_mangrove,Morrissette_et_al_2023,1
"16.28924, -88.591436",2,Payne's Creek_2_5_mangrove,Morrissette_et_al_2023,1
"16.289436, -88.591477",2,Payne's Creek_2_6_mangrove,Morrissette_et_al_2023,1
"16.344666666666665, 119.92566666666667",2,Kamp-Nielsen_et_al_2002_4,Kamp-Nielsen_et_al_2002,1
"16.347166666666666, 119.9665",2,Kamp-Nielsen_et_al_2002_5,Kamp-Nielsen_et_al_2002,1
"16.34883333333333, 119.96483333333333",2,Kamp-Nielsen_et_al_2002_6,Kamp-Nielsen_et_al_2002,1
"16.35, 119.94",2,Marba_unpublished_3,Marba_unpublished,1
"16.367, 119.9585",2,Kamp-Nielsen_et_al_2002_7,Kamp-Nielsen_et_al_2002,1
"16.367166666666666, 119.859",2,Kamp-Nielsen_et_al_2002_11,Kamp-Nielsen_et_al_2002,1
"16.368666666666666, 119.95983333333334",2,Kamp-Nielsen_et_al_2002_8,Kamp-Nielsen_et_al_2002,1
"16.37, 119.96",2,Marba_unpublished_2,Marba_unpublished,1
"16.378833333333333, 119.91183333333333",2,Kamp-Nielsen_et_al_2002_9,Kamp-Nielsen_et_al_2002,1
"16.384666666666668, 119.91266666666667",2,Kamp-Nielsen_et_al_2002_10,Kamp-Nielsen_et_al_2002,1
"16.4013, -86.398583",2,M0500,Bhomia_et_al_2016_Honduras,1
"16.404233, -86.398817",2,M0499,Bhomia_et_al_2016_Honduras,1
"16.412, 119.907",4,"Agawin_et_al_1996_2, Kamp-Nielsen_et_al_2002_13","Agawin_et_al_1996, Kamp-Nielsen_et_al_2002",2
"16.415, 119.955",2,Kamp-Nielsen_et_al_2002_12,Kamp-Nielsen_et_al_2002,1
"16.41835, -85.943983",2,M0501,Bhomia_et_al_2016_Honduras,1
"16.429, 119.92183333333334",2,Kamp-Nielsen_et_al_2002_20,Kamp-Nielsen_et_al_2002,1
"16.43016666666667, 119.91666666666667",2,Kamp-Nielsen_et_al_2002_22,Kamp-Nielsen_et_al_2002,1
"16.431333333333335, 119.9225",2,Kamp-Nielsen_et_al_2002_23,Kamp-Nielsen_et_al_2002,1
"16.432833333333335, 119.95",2,Kamp-Nielsen_et_al_2002_21,Kamp-Nielsen_et_al_2002,1
"16.433666666666667, 119.92266666666667",2,Kamp-Nielsen_et_al_2002_25,Kamp-Nielsen_et_al_2002,1
"16.435, 119.951",2,Kamp-Nielsen_et_al_2002_24,Kamp-Nielsen_et_al_2002,1
"16.436833333333333, 119.9225",2,Kamp-Nielsen_et_al_2002_26,Kamp-Nielsen_et_al_2002,1
"16.439166666666665, 119.92433333333334",24,"Kamp-Nielsen_et_al_2002_27, Kamp-Nielsen_et_al_2002_28, Kamp-Nielsen_et_al_2002_29, Kamp-Nielsen_et_al_2002_30, Kamp-Nielsen_et_al_2002_31, Kamp-Nielsen_et_al_2002_32, Kamp-Nielsen_et_al_2002_33, Kamp-Nielsen_et_al_2002_34, Kamp-Nielsen_et_al_2002_35, Kamp-Nielsen_et_al_2002_36, Kamp-Nielsen_et_al_2002_37, Kamp-Nielsen_et_al_2002_38",Kamp-Nielsen_et_al_2002,1
"16.44, 119.92",2,Marba_unpublished_1,Marba_unpublished,1
"16.440333333333335, 119.92333333333333",2,Kamp-Nielsen_et_al_2002_39,Kamp-Nielsen_et_al_2002,1
"16.441666666666666, 119.92066666666666",2,Kamp-Nielsen_et_al_2002_40,Kamp-Nielsen_et_al_2002,1
"16.446166666666667, 119.92016666666666",2,Kamp-Nielsen_et_al_2002_41,Kamp-Nielsen_et_al_2002,1
"16.448666666666668, 119.92166666666667",2,Kamp-Nielsen_et_al_2002_42,Kamp-Nielsen_et_al_2002,1
"16.4505, 119.9225",4,"Agawin_et_al_1996_1, Kamp-Nielsen_et_al_2002_43","Agawin_et_al_1996, Kamp-Nielsen_et_al_2002",2
"16.454767, -85.863133",2,M0502,Bhomia_et_al_2016_Honduras,1
"16.506934, -88.402866",2,Big Creek_1_3_mangrove,Morrissette_et_al_2023,1
"16.506978, -88.402658",2,Big Creek_1_2_mangrove,Morrissette_et_al_2023,1
"16.50698, -88.402406",2,Big Creek_1_1_mangrove,Morrissette_et_al_2023,1
"16.507134, -88.402815",2,Big Creek_1_5_mangrove,Morrissette_et_al_2023,1
"16.507176, -88.402977",2,Big Creek_1_6_mangrove,Morrissette_et_al_2023,1
"16.507177, -88.402589",2,Big Creek_1_4_mangrove,Morrissette_et_al_2023,1
"16.510383, -88.424776",2,Big Creek_2_1_mangrove,Morrissette_et_al_2023,1
"16.510577, -88.424687",2,Big Creek_2_2_mangrove,Morrissette_et_al_2023,1
"16.51077, -88.424582",2,Big Creek_2_3_mangrove,Morrissette_et_al_2023,1
"16.510987, -88.424456",2,Big Creek_2_4_mangrove,Morrissette_et_al_2023,1
"16.51119, -88.424355",2,Big Creek_2_5_mangrove,Morrissette_et_al_2023,1
"16.511387, -88.424259",2,Big Creek_2_6_mangrove,Morrissette_et_al_2023,1
"16.57923, -98.8213",2,M1683,MX_edaf_puntos,1
"16.643416, -88.163693",2,Channel Caye_1_5_mangrove,Morrissette_et_al_2023,1
"16.643556, -88.164014",2,Channel Caye_1_4_mangrove,Morrissette_et_al_2023,1
"16.643613, -88.164178",2,Channel Caye_1_3_mangrove,Morrissette_et_al_2023,1
"16.643679, -88.164457",2,Channel Caye_1_2_mangrove,Morrissette_et_al_2023,1
"16.643723, -88.164621",2,Channel Caye_1_1_mangrove,Morrissette_et_al_2023,1
"16.643939, -88.164345",2,Channel Caye_1_6_mangrove,Morrissette_et_al_2023,1
"16.644532, -88.163719",2,Channel Caye_2_5_mangrove,Morrissette_et_al_2023,1
"16.644587, -88.163938",2,Channel Caye_2_4_mangrove,Morrissette_et_al_2023,1
"16.64466, -99.2596",2,M1684,MX_edaf_puntos,1
"16.644709, -88.164128",2,Channel Caye_2_3_mangrove,Morrissette_et_al_2023,1
"16.644742, -88.163687",2,Channel Caye_2_6_mangrove,Morrissette_et_al_2023,1
"16.644791, -88.164332",4,"Channel Caye_2_2_mangrove, Channel Caye_S_2_seagrass",Morrissette_et_al_2023,1
"16.644835, -88.16455",4,"Channel Caye_2_1_mangrove, Channel Caye_S_1_seagrass",Morrissette_et_al_2023,1
"16.790000000000003, 42.099722222222226",2,M0971,Keuskamp_et_al_2013,1
"16.80778, -88.1507",2,M0079,Wooller_et_al_2003,1
"16.825075, -88.105023",2,M0074,Wooller_et_al_2003,1
"16.825207, 82.293886",46,"M0117, M0118, M0119, M0120, M0121, M0122, M0123, M0124, M0125, M0126, M0127, M0128, M0129, M0130, M0131, M0132, M0133, M0134, M0135, M0136, M0137, M0138, M0139",Bouillon_et_al_2003,1
"16.828987, -88.105276",2,M0075,Wooller_et_al_2003,1
"16.829848, -88.103264",6,"M0069, M0070, M0071",Mckee_et_al_2002,1
"16.831347, -88.106153",2,M0072,Wooller_et_al_2003,1
"16.832389, -88.103341",2,M0076,Wooller_et_al_2003,1
"16.833349, -88.100789",2,M0078,Wooller_et_al_2003,1
"16.833514, -88.101791",2,M0077,Wooller_et_al_2003,1
"16.834478, -88.106216",2,M0073,Wooller_et_al_2003,1
"16.935931, -88.245217",2,Gra Gra Lagoon_1_5_mangrove,Morrissette_et_al_2023,1
"16.935951, -88.245024",2,Gra Gra Lagoon_1_4_mangrove,Morrissette_et_al_2023,1
"16.935956, -88.245422",2,Gra Gra Lagoon_1_6_mangrove,Morrissette_et_al_2023,1
"16.935988, -88.244787",2,Gra Gra Lagoon_1_3_mangrove,Morrissette_et_al_2023,1
"16.936059, -88.244569",2,Gra Gra Lagoon_1_2_mangrove,Morrissette_et_al_2023,1
"16.936095, -88.244356",2,Gra Gra Lagoon_1_1_mangrove,Morrissette_et_al_2023,1
"16.938988, -88.242735",2,Gra Gra Lagoon_2_1_mangrove,Morrissette_et_al_2023,1
"16.939019, -88.243595",2,Gra Gra Lagoon_2_6_mangrove,Morrissette_et_al_2023,1
"16.939034, -88.243414",2,Gra Gra Lagoon_2_5_mangrove,Morrissette_et_al_2023,1
"16.939055, -88.243254",2,Gra Gra Lagoon_2_4_mangrove,Morrissette_et_al_2023,1
"16.93908, -88.242891",2,Gra Gra Lagoon_2_2_mangrove,Morrissette_et_al_2023,1
"16.939103, -88.243067",2,Gra Gra Lagoon_2_3_mangrove,Morrissette_et_al_2023,1
"17.28534, -87.8123",2,Turneffe Atoll_2_6_mangrove,Morrissette_et_al_2023,1
"17.28556, -87.81233",2,Turneffe Atoll_2_5_mangrove,Morrissette_et_al_2023,1
"17.28576, -87.81232",2,Turneffe Atoll_2_4_mangrove,Morrissette_et_al_2023,1
"17.286, -87.81233",2,Turneffe Atoll_2_3_mangrove,Morrissette_et_al_2023,1
"17.28622, -87.81233",2,Turneffe Atoll_2_2_mangrove,Morrissette_et_al_2023,1
"17.28646, -87.81233",2,Turneffe Atoll_2_1_mangrove,Morrissette_et_al_2023,1
"17.28686, -87.81546",2,Turneffe Atoll_1_6_mangrove,Morrissette_et_al_2023,1
"17.28708, -87.81558",2,Turneffe Atoll_1_5_mangrove,Morrissette_et_al_2023,1
"17.28723, -87.8256",2,Turneffe Atoll_1_4_mangrove,Morrissette_et_al_2023,1
"17.28742, -87.81583",2,Turneffe Atoll_1_3_mangrove,Morrissette_et_al_2023,1
"17.28762, -87.81593",2,Turneffe Atoll_1_2_mangrove,Morrissette_et_al_2023,1
"17.28784, -87.81606",2,Turneffe Atoll_1_1_mangrove,Morrissette_et_al_2023,1
"17.489636, -88.06327",2,Drowned Caye_1_1_mangrove,Morrissette_et_al_2023,1
"17.489653, -88.063488",2,Drowned Caye_1_2_mangrove,Morrissette_et_al_2023,1
"17.489674, -88.063867",2,Drowned Caye_1_4_mangrove,Morrissette_et_al_2023,1
"17.489699, -88.063664",2,Drowned Caye_1_3_mangrove,Morrissette_et_al_2023,1
"17.489761, -88.06411",2,Drowned Caye_1_5_mangrove,Morrissette_et_al_2023,1
"17.489805, -88.064345",2,Drowned Caye_1_6_mangrove,Morrissette_et_al_2023,1
"17.491791, -88.062677",2,Drowned Caye_2_1_mangrove,Morrissette_et_al_2023,1
"17.491817, -88.062985",2,Drowned Caye_2_2_mangrove,Morrissette_et_al_2023,1
"17.49182, -88.063859",2,Drowned Caye_2_6_mangrove,Morrissette_et_al_2023,1
"17.491837, -88.063657",2,Drowned Caye_2_5_mangrove,Morrissette_et_al_2023,1
"17.491839, -88.063451",2,Drowned Caye_2_4_mangrove,Morrissette_et_al_2023,1
"17.491855, -88.063197",2,Drowned Caye_2_3_mangrove,Morrissette_et_al_2023,1
"17.691317, -88.117022",2,Hicks Caye_1_6_mangrove,Morrissette_et_al_2023,1
"17.691358, -88.116795",2,Hicks Caye_1_5_mangrove,Morrissette_et_al_2023,1
"17.691458, -88.116596",2,Hicks Caye_1_4_mangrove,Morrissette_et_al_2023,1
"17.691465, -88.11592",2,Hicks Caye_1_1_mangrove,Morrissette_et_al_2023,1
"17.691475, -88.116119",2,Hicks Caye_1_2_mangrove,Morrissette_et_al_2023,1
"17.691509, -88.116355",2,Hicks Caye_1_3_mangrove,Morrissette_et_al_2023,1
"17.95, -66.25",2,M1732,NCSS,1
"18.26999, -87.8373",2,M1700,MX_perfilv12,1
"18.324404, -88.118227",2,Shipstern Lagoon_1_6_mangrove,Morrissette_et_al_2023,1
"18.324621, -88.118217",2,Shipstern Lagoon_1_5_mangrove,Morrissette_et_al_2023,1
"18.324835, -88.118279",2,Shipstern Lagoon_1_4_mangrove,Morrissette_et_al_2023,1
"18.325055, -88.118284",2,Shipstern Lagoon_1_3_mangrove,Morrissette_et_al_2023,1
"18.325277, -88.118274",2,Shipstern Lagoon_1_2_mangrove,Morrissette_et_al_2023,1
"18.325519, -88.118299",2,Shipstern Lagoon_1_1_mangrove,Morrissette_et_al_2023,1
"18.337675, -88.392519",2,New River_2_1_mangrove,Morrissette_et_al_2023,1
"18.339157, -88.106667",2,Shipstern Lagoon_2_1_mangrove,Morrissette_et_al_2023,1
"18.339243, -88.106869",2,Shipstern Lagoon_2_2_mangrove,Morrissette_et_al_2023,1
"18.339325, -88.107092",2,Shipstern Lagoon_2_3_mangrove,Morrissette_et_al_2023,1
"18.339418, -88.107297",2,Shipstern Lagoon_2_4_mangrove,Morrissette_et_al_2023,1
"18.339505, -88.107522",2,Shipstern Lagoon_2_5_mangrove,Morrissette_et_al_2023,1
"18.339577, -88.107774",2,Shipstern Lagoon_2_6_mangrove,Morrissette_et_al_2023,1
"18.340789, -88.384322",2,New River_1_6_mangrove,Morrissette_et_al_2023,1
"18.340982, -88.384435",2,New River_1_5_mangrove,Morrissette_et_al_2023,1
"18.341197, -88.384567",2,New River_1_4_mangrove,Morrissette_et_al_2023,1
"18.341285, -88.384764",2,New River_1_3_mangrove,Morrissette_et_al_2023,1
"18.341424, -88.384933",2,New River_1_2_mangrove,Morrissette_et_al_2023,1
"18.341508, -88.387317",2,New River_2_2_mangrove,Morrissette_et_al_2023,1
"18.341585, -88.38512",2,New River_1_1_mangrove,Morrissette_et_al_2023,1
"18.34228, -88.385284",2,New River_2_3_mangrove,Morrissette_et_al_2023,1
"18.42839, -66.03943",4,"MPE1, MPE2",Eagle_et_al_2021,1
"18.42991, -66.03431",4,"SJ1, SJ2",Eagle_et_al_2021,1
"18.43308, -66.05859",2,MPW1,Eagle_et_al_2021,1
"18.43973, -65.98142",4,"TORR1, TORR2",Eagle_et_al_2021,1
"18.44027, -65.95644",4,"PIN1, PIN2",Eagle_et_al_2021,1
"18.491724, -92.428604000000007",2,M0381,Kauffman_et_al_2016,1
"18.566889, -92.432627",2,M0382,Kauffman_et_al_2016,1
"18.594015, -92.46801",2,M0380,Kauffman_et_al_2016,1
"18.595338, -92.448039",2,M0383,Kauffman_et_al_2016,1
"18.605455, -92.683617",2,M0377,Kauffman_et_al_2016,1
"18.6297, -91.7997",2,Gonneea_et_al_2004_3,Gonneea_et_al_2004,1
"18.63533333333333, -91.7805925925926",2,M0431,Ceron-Breton_et_al_2011,1
"18.635407407407406, -91.77956481481482",2,M0430,Ceron-Breton_et_al_2011,1
"18.635425925925926, -91.78534259259258",2,M0435,Ceron-Breton_et_al_2011,1
"18.635537037037036, -91.78361111111111",2,M0432,Ceron-Breton_et_al_2011,1
"18.635537037037036, -91.78568518518519",2,M0434,Ceron-Breton_et_al_2011,1
"18.63588888888889, -91.78604351851851",2,M0433,Ceron-Breton_et_al_2011,1
"18.63789, -92.4778",2,M1687,MX_edaf_puntos,1
"18.643733333333333, -91.76623333333333",2,M1517,Gonneea_et_al_2004,1
"18.648049, -92.474513",2,M0379,Kauffman_et_al_2016,1
"18.6514, -92.457847",2,M0378,Kauffman_et_al_2016,1
"18.658533333333335, -91.81711666666666",2,M1518,Gonneea_et_al_2004,1
"19.04569, -91.0942",2,M1686,MX_edaf_puntos,1
"19.10571, -87.5571",2,M1699,MX_perfilv12,1
"19.4867, -87.7004",2,M0173,Adame_et_al_2013,1
"19.552029, 110.837921",6,"M0263, M0264, M0265",Liu_et_al_2014,1
"19.6477, -87.454",2,M0175,Adame_et_al_2013,1
"19.690274, -71.715383",2,M0011,Kauffmann_et_al_2014,1
"19.69203, -71.711328",2,M0012,Kauffmann_et_al_2014,1
"19.6957, -87.4659",2,M0174,Adame_et_al_2013,1
"19.7010131, -71.7086917",2,M0007,Kauffmann_et_al_2014,1
"19.7011072, -71.7193689",2,M0008,Kauffmann_et_al_2014,1
"19.708301, -71.722997",2,M0010,Kauffmann_et_al_2014,1
"19.723964, -71.724047",2,M0009,Kauffmann_et_al_2014,1
"19.77, -87.48",2,De_Troch_et_al_2006_1,De_Troch_et_al_2006,1
"19.78, -87.4789",2,M0176,Adame_et_al_2013,1
"19.8218, -87.495",2,M0179,Adame_et_al_2013,1
"19.8408, -87.48",2,M0178,Adame_et_al_2013,1
"19.8612, -87.4612",2,M0177,Adame_et_al_2013,1
"19.876278, -71.650746",2,M0013,Kauffmann_et_al_2014,1
"19.881405, -71.647282",2,M0014,Kauffmann_et_al_2014,1
"19.884008, -71.642497",2,M0015,Kauffmann_et_al_2014,1
"19.90796, -105.388",2,M1701,MX_perfilv12,1
"19.95371, -90.3721",2,M1685,MX_edaf_puntos,1
"19.956571, 110.582643",8,"M0256, M0257, M0258, M0259",Liu_et_al_2014,1
"19.981578, 110.592345",32,"M0463, M0464, M0465, M0466, M0467, M0468, M0469, M0470, M0471, M0472, M0473, M0474, M0475, M0476, M0477, M0478",Liu_et_al_2008,1
"2.19119, 117.98017",2,B4,Kusumaningtyas_et_al_2018,1
"2.264597, 104.14909",2,Ooi_et_al_2011_23,Ooi_et_al_2011,1
"2.265741, 104.123981",2,Ooi_et_al_2011_20,Ooi_et_al_2011,1
"2.267644, 104.125326",2,Ooi_et_al_2011_19,Ooi_et_al_2011,1
"2.27034, 104.114653",2,Ooi_et_al_2011_17,Ooi_et_al_2011,1
"2.275221, 104.117561",2,Ooi_et_al_2011_16,Ooi_et_al_2011,1
"2.278738, 104.128694",2,Ooi_et_al_2011_18,Ooi_et_al_2011,1
"2.278968, 104.107708",2,Ooi_et_al_2011_13,Ooi_et_al_2011,1
"2.279723, 104.115095",2,Ooi_et_al_2011_15,Ooi_et_al_2011,1
"2.280786, 104.104179",2,Ooi_et_al_2011_26,Ooi_et_al_2011,1
"2.280819, 104.134222",2,Ooi_et_al_2011_22,Ooi_et_al_2011,1
"2.281969, 104.132855",2,Ooi_et_al_2011_21,Ooi_et_al_2011,1
"2.28385, 104.111586",2,Ooi_et_al_2011_14,Ooi_et_al_2011,1
"2.285454, 104.109446",2,Ooi_et_al_2011_12,Ooi_et_al_2011,1
"2.286188, 104.103381",2,Ooi_et_al_2011_11,Ooi_et_al_2011,1
"2.288207, 104.10624",2,Ooi_et_al_2011_10,Ooi_et_al_2011,1
"2.289241, 104.107267",2,Ooi_et_al_2011_9,Ooi_et_al_2011,1
"2.290997, 104.099739",2,Ooi_et_al_2011_8,Ooi_et_al_2011,1
"2.294371, 104.097415",2,Ooi_et_al_2011_7,Ooi_et_al_2011,1
"2.298872, 104.095089",2,Ooi_et_al_2011_6,Ooi_et_al_2011,1
"2.299466, 104.093812",2,Ooi_et_al_2011_25,Ooi_et_al_2011,1
"2.3, 118.089",2,B3,Kusumaningtyas_et_al_2018,1
"2.301143, 104.093759",2,Ooi_et_al_2011_5,Ooi_et_al_2011,1
"2.303648, 104.093509",2,Ooi_et_al_2011_4,Ooi_et_al_2011,1
"2.304024, 104.09283",2,Ooi_et_al_2011_24,Ooi_et_al_2011,1
"2.306298, 104.093123",2,Ooi_et_al_2011_3,Ooi_et_al_2011,1
"2.309649, 104.092464",2,Ooi_et_al_2011_2,Ooi_et_al_2011,1
"2.310125, 104.093168",2,Ooi_et_al_2011_1,Ooi_et_al_2011,1
"2.39825, 118.01372",2,B2,Kusumaningtyas_et_al_2018,1
"2.42347, 118.00072",2,B1,Kusumaningtyas_et_al_2018,1
"20.03333, -75.1667",2,M1713,WISE,1
"20.19988, -90.4033",2,M1694,MX_perfilv12,1
"20.2, 100.5",2,M1578,Bukoski_et_al_2017,1
"20.21604, -90.4268",2,M1688,MX_edaf_puntos,1
"20.379035, 86.73348",2,M0441,Bhomia_et_al_2016_India,1
"20.381795, 86.734793",2,M0440,Bhomia_et_al_2016_India,1
"20.387933, 86.770381",2,M0388,Sahu_et_al_2016,1
