"StudyID","SampID","StudySampID","Ecosystem","SubSampID","SampInterval","ExtrapInterval","SampLength","BD_type","BD","C method","OM_type","C_type","PercOM","PercC","Calc_CD_C","Calc_CD_OM","Notes"
"2",529,"Mowry_A_high","EM","529w","44-46","44-46",2,"M",0.69,"LOI","M",NA,6.4,NA,NA,0.014,NA
"2",529,"Mowry_A_high","EM","529x","46-48","46-48",2,"M",0.65,"LOI","M",NA,6.5,NA,NA,0.014,NA
"2",529,"Mowry_A_high","EM","529y","48-50","48-50",2,"M",0.7,"LOI","M",NA,6.6,NA,NA,0.015,NA
"2",529,"Mowry_A_high","EM","529z","50-52","50-52",2,"M",0.61,"LOI","M",NA,6.3,NA,NA,0.012,NA
"2",530,"Mowry_A_low","EM","530a","0-2","0-2",2,"M",0.57,"LOI","M",NA,12.4,NA,NA,0.028,NA
"2",530,"Mowry_A_low","EM","530b","2-4","2-4",2,"M",0.65,"LOI","M",NA,9.9,NA,NA,0.024,NA
"2",530,"Mowry_A_low","EM","530c","4-6","4-6",2,"M",0.44,"LOI","M",NA,10.5,NA,NA,0.017,NA
"2",530,"Mowry_A_low","EM","530d","6-8","6-8",2,"M",0.51,"LOI","M",NA,10.7,NA,NA,0.021,NA
"2",530,"Mowry_A_low","EM","530e","8-10","8-10",2,"M",0.72,"LOI","M",NA,7.7,NA,NA,0.019,NA
"2",530,"Mowry_A_low","EM","530f","10-12","10-12",2,"M",0.61,"LOI","M",NA,6.9,NA,NA,0.014,NA
"2",530,"Mowry_A_low","EM","530g","12-14","12-14",2,"M",0.69,"LOI","M",NA,7,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530h","14-16","14-16",2,"M",0.53,"LOI","M",NA,6.9,NA,NA,0.012,NA
"2",530,"Mowry_A_low","EM","530i","16-18","16-18",2,"M",0.63,"LOI","M",NA,7.4,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530j","18-20","18-20",2,"M",0.48,"LOI","M",NA,7.9,NA,NA,0.013,NA
"2",530,"Mowry_A_low","EM","530k","20-22","20-22",2,"M",0.57,"LOI","M",NA,8.8,NA,NA,0.018,NA
"2",530,"Mowry_A_low","EM","530l","22-24","22-24",2,"M",0.59,"LOI","M",NA,8.4,NA,NA,0.018,NA
"2",530,"Mowry_A_low","EM","530m","24-26","24-26",2,"M",0.48,"LOI","M",NA,7.9,NA,NA,0.013,NA
"2",530,"Mowry_A_low","EM","530n","26-28","26-28",2,"M",0.52,"LOI","M",NA,8.4,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530o","28-30","28-30",2,"M",0.66,"LOI","M",NA,7.2,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530p","30-32","30-32",2,"M",0.62,"LOI","M",NA,6.9,NA,NA,0.014,NA
"2",530,"Mowry_A_low","EM","530q","32-34","32-34",2,"M",0.53,"LOI","M",NA,8.5,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530r","34-36","34-36",2,"M",0.55,"LOI","M",NA,9.1,NA,NA,0.018,NA
"2",530,"Mowry_A_low","EM","530s","36-38","36-38",2,"M",0.47,"LOI","M",NA,9.2,NA,NA,0.016,NA
"2",530,"Mowry_A_low","EM","530t","38-40","38-40",2,"M",0.56,"LOI","M",NA,8.5,NA,NA,0.017,NA
"2",530,"Mowry_A_low","EM","530u","40-42","40-42",2,"M",0.59,"LOI","M",NA,7.4,NA,NA,0.015,NA
"2",530,"Mowry_A_low","EM","530v","42-44","42-44",2,"M",0.59,"LOI","M",NA,7,NA,NA,0.014,NA
"2",530,"Mowry_A_low","EM","530w","44-46","44-46",2,"M",0.51,"LOI","M",NA,7,NA,NA,0.012,NA
"2",530,"Mowry_A_low","EM","530x","46-48","46-48",2,"M",0.5,"LOI","M",NA,5.9,NA,NA,0.009,NA
"2",530,"Mowry_A_low","EM","530y",NA,"48-50",2,"E",0.5,NA,"E",NA,5.9,NA,NA,0.009,NA
"2",531,"Mowry_A_mid","EM","531a","0-2","0-2",2,"M",0.44,"LOI","M",NA,12.6,NA,NA,0.022,NA
"2",531,"Mowry_A_mid","EM","531b","2-4","2-4",2,"M",0.59,"LOI","M",NA,10,NA,NA,0.022,NA
"2",531,"Mowry_A_mid","EM","531c","4-6","4-6",2,"M",0.63,"LOI","M",NA,10.9,NA,NA,0.026,NA
"2",531,"Mowry_A_mid","EM","531d","6-8","6-8",2,"M",0.61,"LOI","M",NA,9.3,NA,NA,0.021,NA
"2",531,"Mowry_A_mid","EM","531e","8-10","8-10",2,"M",0.66,"LOI","M",NA,7.9,NA,NA,0.018,NA
"2",531,"Mowry_A_mid","EM","531f","10-12","10-12",2,"M",0.73,"LOI","M",NA,8.5,NA,NA,0.022,NA
"2",531,"Mowry_A_mid","EM","531g","12-14","12-14",2,"M",0.59,"LOI","M",NA,8.3,NA,NA,0.017,NA
"2",531,"Mowry_A_mid","EM","531h","14-16","14-16",2,"M",0.69,"LOI","M",NA,7.6,NA,NA,0.018,NA
"2",531,"Mowry_A_mid","EM","531i","16-18","16-18",2,"M",0.61,"LOI","M",NA,7.9,NA,NA,0.017,NA
"2",531,"Mowry_A_mid","EM","531j","18-20","18-20",2,"M",0.57,"LOI","M",NA,7.4,NA,NA,0.014,NA
"2",531,"Mowry_A_mid","EM","531k","20-22","20-22",2,"M",0.71,"LOI","M",NA,7.4,NA,NA,0.018,NA
"2",531,"Mowry_A_mid","EM","531l","22-24","22-24",2,"M",0.64,"LOI","M",NA,6.9,NA,NA,0.015,NA
"2",531,"Mowry_A_mid","EM","531m","24-26","24-26",2,"M",0.61,"LOI","M",NA,7.6,NA,NA,0.016,NA
"2",531,"Mowry_A_mid","EM","531n","26-28","26-28",2,"M",0.53,"LOI","M",NA,7.7,NA,NA,0.014,NA
"2",531,"Mowry_A_mid","EM","531o","28-30","28-30",2,"M",0.68,"LOI","M",NA,6.3,NA,NA,0.014,NA
"2",531,"Mowry_A_mid","EM","531p","30-32","30-32",2,"M",0.6,"LOI","M",NA,6.6,NA,NA,0.013,NA
"2",531,"Mowry_A_mid","EM","531q","32-34","32-34",2,"M",0.58,"LOI","M",NA,7.1,NA,NA,0.014,NA
"2",531,"Mowry_A_mid","EM","531r","34-36","34-36",2,"M",0.55,"LOI","M",NA,8.3,NA,NA,0.016,NA
"2",531,"Mowry_A_mid","EM","531s","36-38","36-38",2,"M",0.53,"LOI","M",NA,8.3,NA,NA,0.016,NA
"2",531,"Mowry_A_mid","EM","531t","38-40","38-40",2,"M",0.48,"LOI","M",NA,8.9,NA,NA,0.016,NA
"2",531,"Mowry_A_mid","EM","531u","40-42","40-42",2,"M",0.5,"LOI","M",NA,7.8,NA,NA,0.014,NA
"2",531,"Mowry_A_mid","EM","531v","42-44","42-44",2,"M",0.7,"LOI","M",NA,7.9,NA,NA,0.019,NA
"2",531,"Mowry_A_mid","EM","531w","44-46","44-46",2,"M",0.62,"LOI","M",NA,6,NA,NA,0.012,NA
"2",531,"Mowry_A_mid","EM","531x","46-48","46-48",2,"M",0.74,"LOI","M",NA,5.7,NA,NA,0.013,NA
"2",531,"Mowry_A_mid","EM","531y","48-50","48-50",2,"M",0.58,"LOI","M",NA,4.9,NA,NA,0.012,NA
"2",531,"Mowry_A_mid","EM","531z","50-52","50-52",2,"M",0.6,"LOI","M",NA,5.5,NA,NA,0.01,NA
"2",532,"Mowry_B_high","EM","532a","0-2","0-2",2,"M",0.47,"LOI","M",NA,16,NA,NA,0.03,NA
"2",532,"Mowry_B_high","EM","532b","2-4","2-4",2,"M",0.42,"LOI","M",NA,13.5,NA,NA,0.022,NA
"2",532,"Mowry_B_high","EM","532c","4-6","4-6",2,"M",0.45,"LOI","M",NA,12,NA,NA,0.021,NA
"2",532,"Mowry_B_high","EM","532d","6-8","6-8",2,"M",0.47,"LOI","M",NA,14.8,NA,NA,0.028,NA
"2",532,"Mowry_B_high","EM","532e","8-10","8-10",2,"M",0.48,"LOI","M",NA,10.9,NA,NA,0.02,NA
"2",532,"Mowry_B_high","EM","532f","10-12","10-12",2,"M",0.44,"LOI","M",NA,10.2,NA,NA,0.017,NA
"2",532,"Mowry_B_high","EM","532g","12-14","12-14",2,"M",0.35,"LOI","M",NA,10.9,NA,NA,0.015,NA
"2",532,"Mowry_B_high","EM","532h","14-16","14-16",2,"M",0.48,"LOI","M",NA,10.1,NA,NA,0.018,NA
"2",532,"Mowry_B_high","EM","532i","16-18","16-18",2,"M",0.42,"LOI","M",NA,10,NA,NA,0.016,NA
"2",532,"Mowry_B_high","EM","532j","18-20","18-20",2,"M",0.43,"LOI","M",NA,9.3,NA,NA,0.015,NA
"2",532,"Mowry_B_high","EM","532k","20-22","20-22",2,"M",0.52,"LOI","M",NA,8.6,NA,NA,0.016,NA
"2",532,"Mowry_B_high","EM","532l","22-24","22-24",2,"M",0.39,"LOI","M",NA,7.7,NA,NA,0.01,NA
"2",532,"Mowry_B_high","EM","532m","24-26","24-26",2,"M",0.51,"LOI","M",NA,7.2,NA,NA,0.013,NA
"2",532,"Mowry_B_high","EM","532n","26-28","26-28",2,"M",0.5,"LOI","M",NA,7.5,NA,NA,0.013,NA
"2",532,"Mowry_B_high","EM","532o","28-30","28-30",2,"M",0.49,"LOI","M",NA,7.9,NA,NA,0.014,NA
"2",532,"Mowry_B_high","EM","532p","30-32","30-32",2,"M",0.52,"LOI","M",NA,8.2,NA,NA,0.015,NA
"2",532,"Mowry_B_high","EM","532q","32-34","32-34",2,"M",0.45,"LOI","M",NA,8.5,NA,NA,0.014,NA
"2",532,"Mowry_B_high","EM","532r","34-36","34-36",2,"M",0.44,"LOI","M",NA,9.5,NA,NA,0.016,NA
"2",532,"Mowry_B_high","EM","532s","36-38","36-38",2,"M",0.34,"LOI","M",NA,11.3,NA,NA,0.015,NA
"2",532,"Mowry_B_high","EM","532t","38-40","38-40",2,"M",0.25,"LOI","M",NA,18.8,NA,NA,0.02,NA
"2",532,"Mowry_B_high","EM","532u","40-42","40-42",2,"M",0.29,"LOI","M",NA,15.6,NA,NA,0.018,NA
"2",532,"Mowry_B_high","EM","532v","42-44","42-44",2,"M",0.34,"LOI","M",NA,12.5,NA,NA,0.017,NA
"2",532,"Mowry_B_high","EM","532w","44-46","44-46",2,"M",0.5,"LOI","M",NA,10,NA,NA,0.019,NA
"2",532,"Mowry_B_high","EM","532x","46-48","46-48",2,"M",0.47,"LOI","M",NA,10.2,NA,NA,0.018,NA
"2",532,"Mowry_B_high","EM","532y","48-50","48-50",2,"M",0.33,"LOI","M",NA,9.6,NA,NA,0.012,NA
"2",533,"Mowry_B_low","EM","533a","0-2","0-2",2,"M",0.55,"LOI","M",NA,14.3,NA,NA,0.031,NA
"2",533,"Mowry_B_low","EM","533b","2-4","2-4",2,"M",0.63,"LOI","M",NA,13.2,NA,NA,0.033,NA
"2",533,"Mowry_B_low","EM","533c","4-6","4-6",2,"M",0.46,"LOI","M",NA,13.3,NA,NA,0.024,NA
"2",533,"Mowry_B_low","EM","533d","6-8","6-8",2,"M",0.77,"LOI","M",NA,11.9,NA,NA,0.036,NA
"2",533,"Mowry_B_low","EM","533e","8-10","8-10",2,"M",0.61,"LOI","M",NA,10.3,NA,NA,0.024,NA
"2",533,"Mowry_B_low","EM","533f","10-12","10-12",2,"M",0.69,"LOI","M",NA,10.4,NA,NA,0.027,NA
"2",533,"Mowry_B_low","EM","533g","12-14","12-14",2,"M",0.62,"LOI","M",NA,9.1,NA,NA,0.021,NA
"2",533,"Mowry_B_low","EM","533h","14-16","14-16",2,"M",0.56,"LOI","M",NA,8,NA,NA,0.016,NA
"2",533,"Mowry_B_low","EM","533i","16-18","16-18",2,"M",0.55,"LOI","M",NA,9.2,NA,NA,0.019,NA
"2",533,"Mowry_B_low","EM","533j","18-20","18-20",2,"M",0.52,"LOI","M",NA,8.6,NA,NA,0.016,NA
"2",533,"Mowry_B_low","EM","533k","20-22","20-22",2,"M",0.46,"LOI","M",NA,7.5,NA,NA,0.012,NA
"2",533,"Mowry_B_low","EM","533l","22-24","22-24",2,"M",0.62,"LOI","M",NA,7.9,NA,NA,0.017,NA
"2",533,"Mowry_B_low","EM","533m","24-26","24-26",2,"M",0.55,"LOI","M",NA,7.1,NA,NA,0.013,NA
"2",533,"Mowry_B_low","EM","533n","26-28","26-28",2,"M",0.51,"LOI","M",NA,9.7,NA,NA,0.018,NA
"2",533,"Mowry_B_low","EM","533o","28-30","28-30",2,"M",0.62,"LOI","M",NA,9.2,NA,NA,0.021,NA
"2",533,"Mowry_B_low","EM","533p","30-32","30-32",2,"M",0.61,"LOI","M",NA,10.1,NA,NA,0.023,NA
"2",533,"Mowry_B_low","EM","533q","32-34","32-34",2,"M",0.45,"LOI","M",NA,11.6,NA,NA,0.02,NA
"2",533,"Mowry_B_low","EM","533r","34-36","34-36",2,"M",0.54,"LOI","M",NA,13,NA,NA,0.027,NA
"2",533,"Mowry_B_low","EM","533s","36-38","36-38",2,"M",0.43,"LOI","M",NA,14.6,NA,NA,0.025,NA
"2",533,"Mowry_B_low","EM","533t","38-40","38-40",2,"M",0.52,"LOI","M",NA,11.6,NA,NA,0.023,NA
"2",533,"Mowry_B_low","EM","533u","40-42","40-42",2,"M",0.59,"LOI","M",NA,10.5,NA,NA,0.023,NA
"2",533,"Mowry_B_low","EM","533v","42-44","42-44",2,"M",0.51,"LOI","M",NA,11.9,NA,NA,0.023,NA
"2",533,"Mowry_B_low","EM","533w","44-46","44-46",2,"M",0.56,"LOI","M",NA,11.3,NA,NA,0.024,NA
"2",533,"Mowry_B_low","EM","533x","46-48","46-48",2,"M",0.66,"LOI","M",NA,8.6,NA,NA,0.021,NA
"2",533,"Mowry_B_low","EM","533y","48-50","48-50",2,"M",0.58,"LOI","M",NA,7.4,NA,NA,0.015,NA
"2",533,"Mowry_B_low","EM","533z","50-52","50-52",2,"M",0.58,"LOI","M",NA,7.8,NA,NA,0.016,NA
"2",534,"Mowry_B_mid","EM","534a","0-2","0-2",2,"M",0.64,"LOI","M",NA,13.6,NA,NA,0.034,NA
"2",534,"Mowry_B_mid","EM","534b","2-4","2-4",2,"M",0.45,"LOI","M",NA,11.4,NA,NA,0.02,NA
"2",534,"Mowry_B_mid","EM","534c","4-6","4-6",2,"M",0.49,"LOI","M",NA,12.7,NA,NA,0.025,NA
"2",534,"Mowry_B_mid","EM","534d","6-8","6-8",2,"M",0.53,"LOI","M",NA,11.8,NA,NA,0.024,NA
"2",534,"Mowry_B_mid","EM","534e","8-10","8-10",2,"M",0.56,"LOI","M",NA,9.9,NA,NA,0.021,NA
"2",534,"Mowry_B_mid","EM","534f","10-12","10-12",2,"M",0.54,"LOI","M",NA,10.7,NA,NA,0.022,NA
"2",534,"Mowry_B_mid","EM","534g","12-14","12-14",2,"M",0.5,"LOI","M",NA,9.2,NA,NA,0.017,NA
"2",534,"Mowry_B_mid","EM","534h","14-16","14-16",2,"M",0.46,"LOI","M",NA,11.3,NA,NA,0.02,NA
"2",534,"Mowry_B_mid","EM","534i","16-18","16-18",2,"M",0.62,"LOI","M",NA,10.3,NA,NA,0.024,NA
"2",534,"Mowry_B_mid","EM","534j","18-20","18-20",2,"M",0.46,"LOI","M",NA,9.1,NA,NA,0.015,NA
"2",534,"Mowry_B_mid","EM","534k","20-22","20-22",2,"M",0.48,"LOI","M",NA,9.1,NA,NA,0.016,NA
"2",534,"Mowry_B_mid","EM","534l","22-24","22-24",2,"M",0.4,"LOI","M",NA,9.8,NA,NA,0.014,NA
"2",534,"Mowry_B_mid","EM","534m","24-26","24-26",2,"M",0.61,"LOI","M",NA,7,NA,NA,0.015,NA
"2",534,"Mowry_B_mid","EM","534n","26-28","26-28",2,"M",0.54,"LOI","M",NA,7.6,NA,NA,0.014,NA
"2",534,"Mowry_B_mid","EM","534o","28-30","28-30",2,"M",0.48,"LOI","M",NA,7.8,NA,NA,0.013,NA
"2",534,"Mowry_B_mid","EM","534p","30-32","30-32",2,"M",0.46,"LOI","M",NA,9.2,NA,NA,0.016,NA
"2",534,"Mowry_B_mid","EM","534q","32-34","32-34",2,"M",0.42,"LOI","M",NA,9.5,NA,NA,0.015,NA
"2",534,"Mowry_B_mid","EM","534r","34-36","34-36",2,"M",0.44,"LOI","M",NA,11.1,NA,NA,0.019,NA
"2",534,"Mowry_B_mid","EM","534s","36-38","36-38",2,"M",0.5,"LOI","M",NA,9.7,NA,NA,0.018,NA
"2",534,"Mowry_B_mid","EM","534t","38-40","38-40",2,"M",0.43,"LOI","M",NA,9.9,NA,NA,0.016,NA
"2",534,"Mowry_B_mid","EM","534u","40-42","40-42",2,"M",0.49,"LOI","M",NA,8.5,NA,NA,0.015,NA
"2",534,"Mowry_B_mid","EM","534v","42-44","42-44",2,"M",0.54,"LOI","M",NA,7.7,NA,NA,0.014,NA
"2",534,"Mowry_B_mid","EM","534w","44-46","44-46",2,"M",0.58,"LOI","M",NA,7.7,NA,NA,0.015,NA
"2",534,"Mowry_B_mid","EM","534x","46-48","46-48",2,"M",0.49,"LOI","M",NA,9.5,NA,NA,0.017,NA
"2",534,"Mowry_B_mid","EM","534y","48-50","48-50",2,"M",0.39,"LOI","M",NA,8.1,NA,NA,0.011,NA
"22",535,"GBK 1-1","EM","535a","0-1.9","0-1.9",1.9,"M",0.05,"LOI","M",NA,86.6,NA,NA,0.019,NA
"22",535,"GBK 1-1","EM","535b","1.9-3.8","1.9-3.8",1.9,"M",0.06,"LOI","M",NA,80.5,NA,NA,0.019,NA
"22",535,"GBK 1-1","EM","535c","3.8-5.7","3.8-5.7",1.9,"M",0.06,"LOI","M",NA,76.6,NA,NA,0.018,NA
"22",535,"GBK 1-1","EM","535d","5.7-7.7","5.7-7.7",2,"M",0.05,"LOI","M",NA,70.3,NA,NA,0.015,NA
"22",535,"GBK 1-1","EM","535e","7.7-9.6","7.7-9.6",1.9,"M",0.06,"LOI","M",NA,66.5,NA,NA,0.016,NA
"22",535,"GBK 1-1","EM","535f","9.6-11.5","9.6-11.5",1.9,"M",0.15,"LOI","M",NA,28.5,NA,NA,0.016,NA
"22",535,"GBK 1-1","EM","535g","11.5-13.4","11.5-13.4",1.9,"M",0.15,"LOI","M",NA,26.8,NA,NA,0.015,NA
"22",535,"GBK 1-1","EM","535h","13.4-15.3","13.4-15.3",1.9,"M",0.15,"LOI","M",NA,26.2,NA,NA,0.015,NA
"22",535,"GBK 1-1","EM","535i","15.3-17.2","15.3-17.2",1.9,"M",0.13,"LOI","M",NA,32.2,NA,NA,0.017,NA
"22",535,"GBK 1-1","EM","535j","17.2-19.1","17.2-19.1",1.9,"M",0.16,"LOI","M",NA,29.5,NA,NA,0.018,NA
"22",535,"GBK 1-1","EM","535k","19.1-21","19.1-21",1.9,"M",0.15,"LOI","M",NA,32.1,NA,NA,0.019,NA
"22",535,"GBK 1-1","EM","535l","21-23","21-23",2,"M",0.19,"LOI","M",NA,10.3,NA,NA,0.006,NA
"22",535,"GBK 1-1","EM","535m","23-24.9","23-24.9",1.9,"M",0.24,"LOI","M",NA,28.3,NA,NA,0.026,NA
"22",535,"GBK 1-1","EM","535n","24.9-26.8","24.9-26.8",1.9,"M",0.28,"LOI","M",NA,15.8,NA,NA,0.016,NA
"22",535,"GBK 1-1","EM","535o","26.8-28.7","26.8-28.7",1.9,"M",0.46,"LOI","M",NA,6.3,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535p","28.7-30.6","28.7-30.6",1.9,"M",0.43,"LOI","M",NA,9.5,NA,NA,0.013,NA
"22",535,"GBK 1-1","EM","535q","30.6-32.5","30.6-32.5",1.9,"M",0.47,"LOI","M",NA,6.6,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535r","32.5-34.4","32.5-34.4",1.9,"M",0.41,"LOI","M",NA,6.6,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535s","34.4-36.3","34.4-36.3",1.9,"M",0.47,"LOI","M",NA,4.6,NA,NA,0.009,NA
"22",535,"GBK 1-1","EM","535t","36.3-38.3","36.3-38.3",2,"M",0.59,"LOI","M",NA,4.6,NA,NA,0.011,NA
"22",535,"GBK 1-1","EM","535u","38.3-40.2","38.3-40.2",1.9,"M",0.4,"LOI","M",NA,6.4,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535v","40.2-42.1","40.2-42.1",1.9,"M",0.43,"LOI","M",NA,6.4,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535w","42.1-44","42.1-44",1.9,"M",0.41,"LOI","M",NA,7.2,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535x","44-45.9","44-45.9",1.9,"M",0.35,"LOI","M",NA,7.2,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535y","45.9-47.8","45.9-47.8",1.9,"M",0.37,"LOI","M",NA,7.5,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535z","47.8-49.7","47.8-49.7",1.9,"M",0.38,"LOI","M",NA,7.5,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535aa","49.7-51.7","49.7-51.7",2,"M",0.41,"LOI","M",NA,6.9,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535ab","51.7-53.6","51.7-53.6",1.9,"M",0.34,"LOI","M",NA,6.9,NA,NA,0.006,NA
"22",535,"GBK 1-1","EM","535ac","53.6-55.5","53.6-55.5",1.9,"M",0.43,"LOI","M",NA,6.7,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535ad","55.5-57.4","55.5-57.4",1.9,"M",0.36,"LOI","M",NA,6.7,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535ae","57.4-59.3","57.4-59.3",1.9,"M",0.39,"LOI","M",NA,6.5,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535af","59.3-61.2","59.3-61.2",1.9,"M",0.4,"LOI","M",NA,6.5,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535ag","61.2-63.1","61.2-63.1",1.9,"M",0.38,"LOI","M",NA,6.6,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535ah","63.1-65","63.1-65",1.9,"M",0.4,"LOI","M",NA,6.6,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535ai","65-67","65-67",2,"M",0.41,"LOI","M",NA,6.3,NA,NA,0.007,NA
"22",535,"GBK 1-1","EM","535aj","67-68.9","67-68.9",1.9,"M",0.38,"LOI","M",NA,6.3,NA,NA,0.006,NA
"22",535,"GBK 1-1","EM","535ak","68.9-70.8","68.9-70.8",1.9,"M",0.38,"LOI","M",NA,6.1,NA,NA,0.006,NA
"22",535,"GBK 1-1","EM","535al","70.8-72.7","70.8-72.7",1.9,"M",0.39,"LOI","M",NA,6.1,NA,NA,0.006,NA
"22",535,"GBK 1-1","EM","535am","72.7-74.6","72.7-74.6",1.9,"M",0.42,"LOI","M",NA,7,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535an","74.6-76.5","74.6-76.5",1.9,"M",0.43,"LOI","M",NA,7,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535ao","76.5-78.4","76.5-78.4",1.9,"M",0.49,"LOI","M",NA,6.3,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535ap","78.4-80.3","78.4-80.3",1.9,"M",0.48,"LOI","M",NA,6.3,NA,NA,0.008,NA
"22",535,"GBK 1-1","EM","535aq","80.3-82.3","80.3-82.3",2,"M",0.49,"LOI","M",NA,7.2,NA,NA,0.01,NA
"22",535,"GBK 1-1","EM","535ar","82.3-84.2","82.3-84.2",1.9,"M",0.48,"LOI","M",NA,7.2,NA,NA,0.01,NA
"22",535,"GBK 1-1","EM","535as","84.2-86.1","84.2-86.1",1.9,"M",0.46,"LOI","M",NA,7.2,NA,NA,0.009,NA
"22",535,"GBK 1-1","EM","535at","86.1-88.0","86.1-88.0",1.9,"M",0.46,"LOI","M",NA,7.2,NA,NA,0.009,NA
"22",535,"GBK 1-1","EM","535au",NA,"88-100",12,"E",0.46,NA,"E",NA,7.2,NA,NA,0.009,NA
"22",536,"GBK 1-2","EM","536a","0-1.7","0-1.7",1.7,"M",0.1,"CHN&LOI","M","M",59.1,24.2,0.025,0.025,NA
"22",536,"GBK 1-2","EM","536b","1.7-3.3","1.7-3.3",1.6,"M",0.1,"LOI","M",NA,56.7,NA,NA,0.024,NA
"22",536,"GBK 1-2","EM","536c","3.3-5","3.3-5",1.7,"M",0.1,"CHN&LOI","M","M",52.9,22.7,0.022,0.021,NA
"22",536,"GBK 1-2","EM","536d","5-6.7","5-6.7",1.7,"M",0.1,"LOI","M",NA,48.5,NA,NA,0.02,NA
"22",536,"GBK 1-2","EM","536e","6.7-8.3","6.7-8.3",1.6,"M",0.1,"LOI","M",NA,47.2,NA,NA,0.02,NA
"22",536,"GBK 1-2","EM","536f","8.3-10","8.3-10",1.7,"M",0.11,"CHN&LOI","M","M",43.2,17.3,0.02,0.02,NA
"22",536,"GBK 1-2","EM","536g","10-11.7","10-11.7",1.7,"M",0.1,"LOI","M",NA,49.1,NA,NA,0.019,NA
"22",536,"GBK 1-2","EM","536h","11.7-13.3","11.7-13.3",1.6,"M",0.12,"CHN&LOI","M","M",36.7,18,0.022,0.018,NA
"22",536,"GBK 1-2","EM","536i","13.3-15","13.3-15",1.7,"M",0.17,"LOI","M",NA,28.5,NA,NA,0.019,NA
"22",536,"GBK 1-2","EM","536j","15-16.7","15-16.7",1.7,"M",0.25,"CHN&LOI","M","M",16.5,3.8,0.009,0.015,NA
"22",536,"GBK 1-2","EM","536k","16.7-18.3","16.7-18.3",1.6,"M",0.28,"LOI","M",NA,15.6,NA,NA,0.016,NA
"22",536,"GBK 1-2","EM","536l","18.3-20","18.3-20",1.7,"M",0.3,"LOI","M",NA,15.4,NA,NA,0.017,NA
"22",536,"GBK 1-2","EM","536m","20-21.7","20-21.7",1.7,"M",0.28,"CHN&LOI","M","M",16.5,6.3,0.017,0.017,NA
"22",536,"GBK 1-2","EM","536n","21.7-23.3","21.7-23.3",1.6,"M",0.28,"LOI","M",NA,15.4,NA,NA,0.016,NA
"22",536,"GBK 1-2","EM","536o","23.3-25","23.3-25",1.7,"M",0.33,"LOI","M",NA,14.5,NA,NA,0.017,NA
"22",536,"GBK 1-2","EM","536p","25-26.7","25-26.7",1.7,"M",0.32,"LOI","M",NA,14.3,NA,NA,0.016,NA
"22",536,"GBK 1-2","EM","536q","26.7-28.3","26.7-28.3",1.6,"M",0.35,"CHN&LOI","M","M",13.5,3.8,0.014,0.017,NA
"22",536,"GBK 1-2","EM","536r","28.3-30","28.3-30",1.7,"M",0.41,"LOI","M",NA,8.9,NA,NA,0.011,NA
"22",536,"GBK 1-2","EM","536s","30-31.7","30-31.7",1.7,"M",0.57,"LOI","M",NA,3.7,NA,NA,0.008,NA
"22",536,"GBK 1-2","EM","536t","31.7-33.3","31.7-33.3",1.6,"M",0.6,"LOI","M",NA,3.7,NA,NA,0.009,NA
"22",536,"GBK 1-2","EM","536u","33.3-35","33.3-35",1.7,"M",0.57,"LOI","M",NA,4,NA,NA,0.009,NA
"22",536,"GBK 1-2","EM","536v","35-36.7","35-36.7",1.7,"M",0.58,"LOI","M",NA,4.2,NA,NA,0.01,NA
"22",536,"GBK 1-2","EM","536w","36.7-38.3","36.7-38.3",1.6,"M",0.6,"CHN&LOI","M","M",3.9,0.8,0.005,0.009,NA
"22",536,"GBK 1-2","EM","536x","38.3-40","38.3-40",1.7,"M",0.62,"LOI","M",NA,3.2,NA,NA,0.008,NA
"22",536,"GBK 1-2","EM","536y","40-41.7","40-41.7",1.7,"M",0.63,"LOI","M",NA,3.3,NA,NA,0.008,NA
"22",536,"GBK 1-2","EM","536z","41.7-43.3","41.7-43.3",1.6,"M",0.62,"LOI","M",NA,4.1,NA,NA,0.01,NA
