Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,6.5,-10.3,0.0802,15.5238,0.7374,0,0,15.5238,0.7374,0,0,0,0,41.15,1.92,-27.92,6.49,8.7,1.2,5.2,414,170,2007.9
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,7.5,-11.3,0.0569,17.3344,1.0123,0,0,17.3344,1.0123,0,0,0,0,   ,   ,   ,   ,10.3,1.2,6.2,351,,2006.3
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,8.5,-12.3,0.0599,17.8017,0.8901,0,0,17.8017,0.8901,0,0,0,0,   ,   ,   ,   ,12.2,1.3,5.4,324,,2004.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,9.5,-13.3,0.0644,12.9331,0.9208,0.7885,0.0777,12.1446,0.9241,0.3823,0.1179,0,0,39.35,1.61,-28.33,6.7,13.6,1.3,7,451,177,2003
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,10.5,-14.3,0.0674,16.8884,0.9795,0,0,16.8884,0.9795,0,0,0,0,   ,   ,   ,   ,15.8,1.4,4.5,306,,2000.8
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,11.5,-15.3,0.0697,17.4107,0.9193,0.8032,0.2154,16.6075,0.9442,0.9168,0.1586,0,0,   ,   ,   ,   ,18.2,1.5,4.2,290,,1998.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,12.5,-16.3,0.1113,12.0507,0.3892,0.5101,0.0864,11.5406,0.3987,1.2546,0.0831,0,0,33.51,1.63,-27.92,6.51,21.1,1.6,3.5,385,129,1995.5
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,13.5,-17.3,0.0925,10.4939,0.3956,0.612,0.1124,9.8818,0.4113,3.981,0.1302,0,0,   ,   ,   ,   ,23.3,1.7,4.5,415,,1993.3
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,14.5,-18.3,0.0607,7.7757,0.5676,0.5712,0.1451,7.2045,0.5859,3.8934,0.1616,0,0,   ,   ,   ,   ,24.4,1.8,8.9,540,,1992.1
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,15.5,-19.3,0.1178,5.3225,0.33,0.6053,0.1309,4.7172,0.355,4.726,0.1389,0,0,30.57,1.87,-27.66,6.58,25.9,1.9,6.7,792,242,1990.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,16.5,-20.3,0.1033,3.776,0.3315,1.0728,0.1365,2.7032,0.3585,3.1681,0.1137,0,0,   ,   ,   ,   ,26.7,1.9,12.9,1333,,1989.9
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,17.5,-21.3,0.2218,2.8587,0.2013,0.8074,0.0705,2.0513,0.2132,1.6172,0.067,0,0,   ,   ,   ,   ,28,2,7.7,1701,,1988.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,18.5,-22.3,0.1885,3.2949,0.2168,0.682,0.0808,2.6129,0.2314,0.6487,0.0555,0,0,25.69,1.6,-27.12,6.5,29.5,2,6.8,1279,329,1987.1
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,19.5,-23.3,0.0892,3.5299,0.4525,0.727,0.1607,2.8029,0.4802,0.6311,0.0916,0,0,   ,   ,   ,   ,30.3,2.1,12.9,1151,,1986.3
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,20.5,-24.3,0.0912,3.5278,0.4731,0.9324,0.1851,2.5954,0.508,0,0,0,0,   ,   ,   ,   ,31,2.1,13.3,1214,,1985.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,21.5,-25.3,0.0589,4.821,1.172,0.8458,0.2056,3.9752,1.1899,0.4523,0.152,0,0,29.39,1.83,-27.36,6.59,31.8,2.2,13.1,774,228,1984.8
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,22.5,-26.3,0.0792,4.9735,0.4784,0.8199,0.1316,4.1536,0.4962,0.444,0.0949,0,0,   ,   ,   ,   ,32.9,2.3,9.1,720,,1983.7
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,23.5,-27.3,0.0952,3.1524,0.2976,0.706,0.1039,2.4464,0.3152,0.2497,0.0624,0,0,   ,   ,   ,   ,33.7,2.3,12.5,1187,,1982.9
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,24.5,-28.3,0.1436,2.8767,0.2425,0.7399,0.08,2.1369,0.2554,0.2788,0.0499,0,0,26.29,1.71,-27.11,6.58,34.8,2.4,9.2,1319,347,1981.8
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,25.5,-29.3,0.1331,2.7288,0.2974,0.7719,0.1066,1.9568,0.316,0,0,0,0,   ,   ,   ,   ,35.7,2.5,10.5,1396,,1980.9
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,26.5,-30.3,0.1529,2.8923,0.2973,0.5195,0.0723,2.3728,0.306,0,0,0,0,   ,   ,   ,   ,37.1,2.6,7.3,1110,,1979.5
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,27.5,-31.3,0.1556,3.5458,0.3365,0.1884,0.1137,3.3573,0.3552,0,0,0,0,28.45,1.79,-27.14,6.86,39.2,2.7,4.8,743,212,1977.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,28.5,-32.3,0.096,3.5343,0.3973,0.4956,0.1338,3.0387,0.4192,0,0,0,0,   ,   ,   ,   ,40.4,2.8,8.1,780,,1976.2
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,29.5,-33.3,0.098,2.6575,0.3372,0.5,0.1,2.6575,0.3372,0,0,0,0,   ,   ,   ,   ,41.6,2.9,8.8,860,,1975
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,30.5,-34.3,0.1118,2.6154,0.4776,0.5,0.1,2.6154,0.4776,0,0,0,0,24.81,1.5,-26.58,6.97,42.9,3.1,7.5,841,208,1973.7
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,31.5,-35.3,0.1008,1.9333,0.3992,0.989,0.2069,0.9443,0.4497,0,0,0,0,   ,   ,   ,   ,43.3,3.1,22.5,2264,,1973.2
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,32.5,-36.3,0.1825,2.7312,0.1781,0.7576,0.0633,1.9737,0.189,0,0,0,0,   ,   ,   ,   ,45.1,3.3,5.7,1047,,1971.5
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,33.5,-37.3,0.2709,2.1829,0.1251,0.7719,0.0435,1.411,0.1324,0,0,0,0,12.71,0.93,-25.22,6.53,47,3.5,5.1,1383,176,1969.5
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,34.5,-38.3,0.2559,1.5446,0.1404,0.8878,0.0481,0.6567,0.1484,0,0,0,0,   ,   ,   ,   ,47.9,3.6,11.1,2842,,1968.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,35.5,-39.3,0.4256,1.8256,0.1137,0.907,0.0445,0.9186,0.1221,0,0,0,0,   ,   ,   ,   ,50.1,3.8,4.6,1936,,1966.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,36.5,-40.3,0.2221,1.9168,0.1602,1.1079,0.0582,0.8089,0.1705,0,0,0,0,8.12,0.63,-23.35,6.21,51.2,4,9.4,2090,170,1965.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,37.5,-41.3,0.2895,2.1339,0.2262,1.0403,0.0816,1.0936,0.2404,0,0,0,0,   ,   ,   ,   ,53.2,4.2,5.1,1475,,1963.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,38.5,-42.3,0.4541,1.7993,0.1294,1.1347,0.0529,0.6646,0.1398,0,0,0,0,   ,   ,   ,   ,55.1,4.5,5,2283,,1961.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,39.5,-43.3,0.2932,2.1792,0.2375,1.0101,0.0718,1.1691,0.2482,0,0,0,0,9.76,0.71,-23.62,6.05,57.6,4.9,4.1,1212,118,1959
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,40.5,-44.3,0.1917,2.469,0.3345,0.924,0.1065,1.545,0.3511,0,0,0,0,   ,   ,   ,   ,59.8,5.3,4.4,853,,1956.8
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,41.5,-45.3,0.1524,2.6754,0.3138,0.9461,0.1173,1.7293,0.335,0,0,0,0,   ,   ,   ,   ,62,5.7,4.7,712,,1954.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,42.5,-46.3,0.2068,2.0883,0.1752,0.9166,0.0718,1.1717,0.1893,0,0,0,0,13.88,1.04,-23.46,5.98,64.1,6,4.8,983,136,1952.5
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,43.5,-47.3,0.3028,1.7855,0.1228,1.2001,0.0504,0.5854,0.1328,0,0,0,0,   ,   ,   ,   ,65.7,6.4,6.1,1857,,1950.9
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,44.5,-48.3,0.3321,2.0268,0.1291,1.3223,0.0504,0.7045,0.1386,0,0,0,0,   ,   ,   ,   ,68,6.8,4.4,1452,,1948.6
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,45.5,-49.3,0.1923,1.5679,0.2121,1.1947,0.0859,0.3732,0.2289,0,0,0,0,5.37,0.5,-19.6,5.72,68.7,7,13.6,2614,140,1948
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,46.5,-50.3,0.3365,2.092,0.151,1.1315,0.0508,0.9604,0.1594,0,0,0,0,   ,   ,   ,   ,72.3,7.8,2.8,951,,1944
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,47.5,-51.3,0.448,1.5559,0.1556,1.1706,0.0619,0.3852,0.1675,0,0,0,0,   ,   ,   ,   ,74.3,8.4,4.8,2172,,1942
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,48.5,-52.3,0.4813,1.9642,0.1404,1.1191,0.0555,0.8451,0.151,0,0,0,0,4.93,0.48,-18.74,5.84,79.8,10,1.8,882,43,1937
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,49.5,-53.3,0.4459,1.9765,0.1789,1.2191,0.0636,0.7573,0.1899,0,0,0,0,   ,   ,   ,   ,85.1,11.9,1.9,832,,1931
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,50.5,-54.3,0.3943,1.7004,0.1944,1.0647,0.0702,0.6357,0.2066,0,0,0,0,   ,   ,   ,   ,89.8,13.9,2.2,848,,1927
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,51.5,-55.3,0.5857,1.8009,0.1381,1.2576,0.0589,0.5433,0.1501,0,0,0,0,5.05,0.5,-18,5.95,96.9,17.5,1.4,827,42,1920
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,52.5,-56.3,0.4428,1.7034,0.1736,1.3514,0.0647,0.352,0.1853,0,0,0,0,   ,   ,   ,   ,101,20,2.4,1071,,1916
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,53.5,-57.3,0.6181,1.6794,0.1273,1.1353,0.0408,0.5441,0.1337,0,0,0,0,4,0.42,-17.85,6.01,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,57,-60.8,0.8406,1.095,0.0609,0.7856,0.021,0.3094,0.0644,0,0,0,0,2.53,0.26,-18.2,6.12,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,59,-62.8,0.8376,0.7155,0.048,0.6251,0.0183,0.0904,0.0514,0,0,0,0,2.03,0.19,-17.8,5.72,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,61,-64.8,1.6203,0.5008,0.0317,0.4471,0.0112,0.0537,0.0336,0,0,0,0,0.62,0.06,-19.27,5.11,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,63,-66.8,1.6975,0.4321,0.0428,0.4456,0.0137,-0.0135,0.0449,0,0,0,0,0.45,0.04,-19.96,4.69,   ,   ,  ,,,   
