study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,c14_age,c14_age_se,c14_material
Rodriguez_et_al_2022,NB,NB_9,single set of methods,0,2,0.2734,0.24862838332114112,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,2,4,0.3223625,0.2310675094032339,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,4,6,0.337325,0.20714444526791673,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,6,8,0.36531250000000004,0.18535500427716012,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,8,10,0.5933125,0.14486463710102176,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,10,12,0.674575,0.09659785791053627,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,12,14,0.5747375000000001,0.1445877465799606,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,14,16,0.2416375,0.3312813615436346,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,16,18,0.36807500000000004,0.3382462813285336,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,18,20,0.474175,0.22800126535561765,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,20,22,0.7278875,0.17595438855592388,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,22,24,0.7424999999999999,0.15491582491582484,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,24,26,1.1029749999999998,0.12034497608739986,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,26,28,1.3137999999999999,0.07907405997868772,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,28,30,1.6326625000000001,0.06778804560036142,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_9,single set of methods,30,31,1.457325,0.06254610330571428,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,0,2,0.6938625,0.0537390333099139,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,2,4,1.3554,0.032066179725542245,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,4,6,0.4110625,0.13769195681921845,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,6,8,0.982025,0.052111707950408565,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,8,10,1.1961375,0.03125685801172535,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,10,12,1.3754374999999999,0.02211114645340116,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,12,14,1.0351875,0.08485177805953031,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,14,16,0.6356625,0.1498436670402925,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,16,18,0.41866250000000005,0.22431552861792017,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,18,20,0.6175375,0.16804647491043048,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,20,22,0.3632375,0.27437282769537835,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,22,24,0.26194999999999996,0.43147547241840045,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,24,26,0.268,0.44570895522388065,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,26,28,0.2735375,0.4744322076497738,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,28,30,0.3282625,0.34941548303568043,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,30,32,0.3631875,0.34379624849423496,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,32,34,0.35326250000000003,0.4777608718728991,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,34,36,0.2350875,0.6379007816238634,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,36,38,0.2131125,0.5758695524664202,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,38,40,0.3333375,0.39640754490568875,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,40,42,0.275775,0.5081134983229083,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,42,44,0.140025,0.5663274415282987,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,44,46,0.12341250000000001,0.5485667983389041,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,46,48,0.10197500000000001,0.5372640353027704,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,48,50,0.11436249999999998,0.5144824570991365,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,50,52,0.1387125,0.5541137244300259,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,52,54,0.17034999999999997,0.44790137951276776,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,54,56,0.195825,0.46961572832886506,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,56,58,0.14850000000000002,0.47962962962962963,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,58,60,0.1730875,0.4325124575720374,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,60,62,0.16728749999999998,0.45460659045057156,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,62,64,0.14062499999999997,0.5886222222222223,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,64,66,0.15328750000000002,0.5128435130066054,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,66,68,0.149275,0.5479819125774577,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,68,70,0.1353875,0.518604007016896,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,70,72,0.177575,0.42179360833450646,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,72,74,0.2056625,0.3975566765939343,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,74,76,0.23448750000000002,0.4063649448264834,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,76,78,0.222175,0.400472600427591,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,78,80,0.24280000000000002,0.4113982701812191,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,80,82,0.2466625,0.3408503522018954,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,82,84,0.3304125,0.3132448076268301,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,84,86,0.3659375,0.3045260461144321,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,86,88,0.2494125,0.27274094121184783,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_1,single set of methods,88,90,0.3168375,0.20471850712115847,315,15,plant fragment
Rodriguez_et_al_2022,JB,JB_5,single set of methods,0,2,0.06674104166666672,0.5815387208645351,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,2,4,0.16630354166666672,0.40453137272833173,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,4,6,0.24774104166666672,0.29617619876938034,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,6,8,0.1772410416666667,0.42301150622328104,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,8,10,0.10581604166666625,0.6231333072135827,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,10,12,0.14055354166666625,0.689772728957087,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,12,14,0.22567854166666626,0.520541293524991,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,14,16,0.31160354166666626,0.36420478211830376,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,16,18,0.17787854166666625,0.5775007993516189,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,18,20,0.17870354166666627,0.6608710655566674,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,20,22,0.13631604166666625,0.702228430561947,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,22,24,0.21447854166666622,0.6785643862973874,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,24,26,0.19065354166666623,0.7745069863856466,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,26,28,0.17379104166666623,0.7752844951492291,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,28,30,0.19216604166666626,0.6585450733252617,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,30,32,0.15819104166666623,0.650795385853341,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,32,34,0.11839104166666625,0.62800359683746,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,34,36,0.12782854166666627,0.6646598552422945,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,36,38,0.15542854166666623,0.6334100477577468,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,38,40,0.21067854166666625,0.6353281114494151,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,40,42,0.3201035416666662,0.5143648181545432,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,42,44,0.2940910416666662,0.5792849011466837,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,44,46,0.21367854166666625,0.6451864512210235,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,46,48,0.16841604166666627,0.588052652347796,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,48,50,0.07706604166666625,0.5803464020307292,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,50,52,0.12347854166666625,0.5072743745961277,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,52,54,0.12657854166666624,0.5260567796345171,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,54,56,0.14454104166666623,0.48022692516687293,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,56,58,0.14215354166666624,0.5208276848536736,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,58,60,0.21535354166666623,0.37856354424942784,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,60,62,0.2869535416666662,0.32670793834948647,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,62,64,0.5535660416666662,0.23143128435819738,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,64,66,0.7767035416666662,0.11988164725011713,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,66,68,1.2875160416666662,0.07321268003618739,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,68,70,0.8662660416666663,0.06366404470143296,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,70,72,1.019666041666666,0.05398826454004421,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,72,74,1.2303535416666662,0.06276651172588106,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,74,76,1.157241041666666,0.05631929533551154,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,76,78,1.1237535416666662,0.05450483378157693,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,78,80,1.1282410416666662,0.05392243124760769,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,80,82,1.4211035416666662,0.04893204327564102,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,82,84,1.5192285416666662,0.04950703461474495,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,84,86,1.4939035416666662,0.04540119097939308,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,86,88,1.498603541666666,0.04346546514067185,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,88,90,1.397716041666666,0.046039394327382556,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,90,92,1.595503541666666,0.04173447332523159,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,92,94,1.8688910416666662,0.04017088119436249,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,94,96,1.9860535416666663,0.038946583451667204,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,96,98,2.0128910416666663,0.03742130022975883,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,98,100,2.192528541666666,0.03647044883585217,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,100,101,1.6401070833333324,0.036156175778156725,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,0,2,0.14945354166666622,0.6002701508411912,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,2,4,0.13955354166666625,0.5648369726673024,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,4,6,0.15487854166666623,0.6027303653265949,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,6,8,0.12535354166666626,0.6967294169656842,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,8,10,0.15849104166666625,0.7192046869105397,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,10,12,0.22021604166666622,0.49139244889251843,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,12,14,0.21562854166666626,0.6066567022570657,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,14,16,0.23299104166666626,0.7145661000914748,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,16,18,0.18550354166666624,0.7582739323260916,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,18,20,0.20331604166666625,0.7040147881428456,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,20,22,0.18475354166666627,0.6129111192049783,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,22,24,0.23661604166666625,0.6083167438105168,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,24,26,0.21822854166666625,0.6442214154312625,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,26,28,0.20554104166666623,0.6709730518134571,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,28,30,0.22987854166666624,0.5418078568664441,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,30,32,0.3458910416666663,0.29745638830147064,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,32,34,0.4891285416666663,0.16910176559757453,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,34,36,0.44612854166666627,0.20117520314819598,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,36,38,0.9558535416666664,0.07596613585109492,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,38,40,0.5777410416666663,0.12689508744005487,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,40,42,0.8100535416666663,0.08959284327141967,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,42,44,0.8497910416666663,0.06526604456929007,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,44,46,1.3816910416666661,0.06064127035153326,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,46,48,1.0069410416666662,0.07231058918750816,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,48,50,0.8457660416666662,0.08134637312278786,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,50,52,0.9254160416666662,0.06575420919915073,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,52,54,0.8009160416666663,0.06576844170880382,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,54,56,1.111908541666666,0.05942934829959219,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,56,58,1.5367035416666661,0.05737118293121217,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,58,60,1.1454785416666662,0.05223799296400323,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,60,62,1.8576410416666662,0.04974723206862827,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,62,64,0.9527410416666663,0.04556589681919961,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,64,66,1.4425660416666661,0.04607241407347461,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,66,68,1.782428541666666,0.05015628840660627,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,68,70,1.044903541666666,0.040230986233378375,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,70,72,1.2612660416666661,0.050197577599359826,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,72,74,1.4135035416666661,0.03734514873429896,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,74,76,2.073791041666666,0.026997657370052094,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,76,78,2.021203541666666,0.025096433364733044,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,78,80,2.108228541666666,0.025578346433622154,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_6,single set of methods,80,82,2.145778541666666,0.028649275219357628,345,35,plant fragment
Rodriguez_et_al_2022,JB,JB_7,single set of methods,0,2,0.13152854166666625,0.7892773590016133,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,2,4,0.12265354166666623,0.6855692779628277,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,4,6,0.14731604166666626,0.8122842471613632,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,6,8,0.08606604166666623,0.7916885531217588,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,8,10,0.09311604166666623,0.7469174887069708,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,10,12,0.11720354166666624,0.6773472786836315,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,12,14,0.14190354166666627,0.6420734742056318,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,14,16,0.12779104166666624,0.6508672197614289,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,16,18,0.12050354166666624,0.6605614980195972,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,18,20,0.13759104166666622,0.725428769133167,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,20,22,0.18589104166666623,0.7050501133616595,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,22,24,0.2947285416666663,0.42869957312413964,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,24,26,0.17267854166666627,0.560072485362374,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,26,28,0.22265354166666626,0.5194168443686342,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,28,30,0.3328660416666662,0.3555484344615612,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,30,32,0.9624410416666663,0.10144777266659416,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,32,34,1.0746535416666663,0.08471334850747443,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,34,36,1.8462160416666662,0.0632374529118512,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,36,38,1.7797160416666662,0.05303514593912868,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,38,40,1.860266041666666,0.04750664583481949,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,40,42,1.509478541666666,0.046787680679462,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,42,44,1.6139535416666662,0.04613670596930913,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,44,46,1.7945660416666662,0.045198949560345286,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,46,48,2.080828541666666,0.04250109907141355,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,48,50,2.222778541666666,0.039213308193376886,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,50,52,2.579828541666666,0.03711486963321296,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,52,54,1.7785660416666662,0.03528123135714322,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,54,56,1.849991041666666,0.03326367458761333,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_7,single set of methods,56,58,1.8850910416666662,0.029865931541546917,195,15,plant fragment
Rodriguez_et_al_2022,JB,JB_8,single set of methods,0,2,0.28811604166666627,0.44261679864233017,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,2,4,0.3016660416666662,0.3037713475925713,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,4,6,0.3454910416666662,0.28904512116510533,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,6,8,0.4212535416666663,0.2145976022951343,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,8,10,0.7841160416666663,0.12149030875266399,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,10,12,0.5878035416666663,0.19857825230014148,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,12,14,0.5924660416666663,0.22201694400909766,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,14,16,0.5356910416666663,0.23465018121064055,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,16,18,0.5810910416666663,0.2004634242267689,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,18,20,0.5125535416666662,0.23495106405550337,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,20,22,0.8093285416666662,0.18790267755394974,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,22,24,0.6058285416666662,0.1963426808396354,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,24,26,0.6440660416666663,0.1663649269921531,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_8,single set of methods,26,27,0.8024570833333327,0.1447429431584351,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,0,2,0.2103375,0.15807927735187496,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,2,4,0.245775,0.2010477062353778,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,4,6,0.32580000000000003,0.20039134438305706,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,6,8,0.2858,0.242477256822953,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,8,10,0.3063625,0.1765473907544166,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,10,12,0.288,0.16158854166666653,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,12,14,0.48161250000000005,0.12227153572633619,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,14,16,0.35226250000000003,0.11333877435151338,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,16,18,0.397675,0.10526812095303946,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,18,20,0.3654625,0.10353319424017533,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,20,22,0.4488625,0.10128380071848275,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,22,24,0.5934499999999999,0.08852894093857934,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,24,26,0.852425,0.06873038683755171,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,26,28,0.8321000000000001,0.05002403557264754,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,28,30,0.6990875000000001,0.047991131296154024,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,30,32,0.9281999999999999,0.030489118724412834,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,32,34,1.1555375,0.02492346635223862,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_14,single set of methods,34,36,1.3320375,0.0165817403789308,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,0,2,0.25793750000000004,0.22311606493821182,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,2,4,0.230075,0.22052591546234923,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,4,6,0.2497375,0.24921167225586868,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,6,8,0.32605,0.35742217451311153,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,8,10,0.24774999999999997,0.21614530776992932,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,10,12,0.29969999999999997,0.18239072405739065,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,12,14,0.2514375,0.18603032562764113,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,14,16,0.28395000000000004,0.17511885895404133,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,16,18,0.40007499999999996,0.14428544647878502,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,18,20,0.327075,0.1473285943590921,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,20,22,0.44112499999999993,0.15826013034854056,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,22,24,0.44686249999999994,0.1270804777756021,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,24,26,0.575625,0.11398479913137907,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,26,28,0.9945875,0.0500458732891778,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,28,30,1.413575,0.018242753302795997,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,30,32,1.3474875,0.02271820703346037,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,32,34,1.3635375,0.016849554926065612,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,34,36,1.6362875,0.017845274745422118,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,36,38,1.5362875,0.009430201052862817,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,38,40,1.73095,0.007568098443051568,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_16,single set of methods,40,42,1.340725,0.005146469261034073,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,0,2,0.27875,0.21116591928251116,NA,NA,NA
