study_id,core_id,impact_class
CRMS_Database,CRMS0108_3,NA
CRMS_Database,CRMS0120_1,NA
CRMS_Database,CRMS0120_2,NA
CRMS_Database,CRMS0120_3,NA
CRMS_Database,CRMS1024_1,NA
CRMS_Database,CRMS1024_2,NA
CRMS_Database,CRMS1024_3,NA
CRMS_Database,CRMS1069_1,NA
CRMS_Database,CRMS1069_2,NA
CRMS_Database,CRMS1069_3,NA
CRMS_Database,CRMS3639_1,NA
CRMS_Database,CRMS3639_2,NA
CRMS_Database,CRMS3639_3,NA
CRMS_Database,CRMS3641_1,NA
CRMS_Database,CRMS3641_2,NA
CRMS_Database,CRMS3641_3,NA
CRMS_Database,CRMS3800_1,NA
CRMS_Database,CRMS3800_2,NA
CRMS_Database,CRMS3800_3,NA
CRMS_Database,CRMS4355_1,NA
CRMS_Database,CRMS4355_2,NA
CRMS_Database,CRMS4355_3,NA
CRMS_Database,CRMS4548_1,NA
CRMS_Database,CRMS4548_2,NA
CRMS_Database,CRMS4548_3,NA
CRMS_Database,CRMS4551_1,NA
CRMS_Database,CRMS4551_2,NA
CRMS_Database,CRMS4551_3,NA
CRMS_Database,CRMS4557_1,NA
CRMS_Database,CRMS4557_2,NA
CRMS_Database,CRMS4557_3,NA
CRMS_Database,CRMS4572_1,NA
CRMS_Database,CRMS4572_2,NA
CRMS_Database,CRMS4572_3,NA
CRMS_Database,CRMS4596_1,NA
CRMS_Database,CRMS4596_2,NA
CRMS_Database,CRMS4596_3,NA
CRMS_Database,CRMS2830_1,NA
CRMS_Database,CRMS2830_2,NA
CRMS_Database,CRMS2830_3,NA
CRMS_Database,CRMS6299_1,NA
CRMS_Database,CRMS6299_2,NA
CRMS_Database,CRMS6299_3,NA
CRMS_Database,CRMS0033_1,NA
CRMS_Database,CRMS0033_2,NA
CRMS_Database,CRMS0033_3,NA
CRMS_Database,CRMS0461_1,NA
CRMS_Database,CRMS0461_2,NA
CRMS_Database,CRMS0461_3,NA
CRMS_Database,CRMS0463_1,NA
CRMS_Database,CRMS0463_2,NA
CRMS_Database,CRMS0463_3,NA
CRMS_Database,CRMS0464_1,NA
CRMS_Database,CRMS0464_2,NA
CRMS_Database,CRMS0464_3,NA
CRMS_Database,CRMS0465_1,NA
CRMS_Database,CRMS0465_2,NA
CRMS_Database,CRMS0465_3,NA
CRMS_Database,CRMS0479_1,NA
CRMS_Database,CRMS0479_2,NA
CRMS_Database,CRMS0479_3,NA
CRMS_Database,CRMS0482_1,NA
CRMS_Database,CRMS0482_2,NA
CRMS_Database,CRMS0482_3,NA
CRMS_Database,CRMS0488_1,NA
CRMS_Database,CRMS0488_2,NA
CRMS_Database,CRMS0488_3,NA
CRMS_Database,CRMS0489_1,NA
CRMS_Database,CRMS0489_2,NA
CRMS_Database,CRMS0489_3,NA
CRMS_Database,CRMS0490_1,NA
CRMS_Database,CRMS0490_2,NA
CRMS_Database,CRMS0490_3,NA
CRMS_Database,CRMS0493_1,NA
CRMS_Database,CRMS0493_2,NA
CRMS_Database,CRMS0493_3,NA
CRMS_Database,CRMS0494_1,NA
CRMS_Database,CRMS0494_2,NA
CRMS_Database,CRMS0494_3,NA
CRMS_Database,CRMS0496_1,NA
CRMS_Database,CRMS0496_2,NA
CRMS_Database,CRMS0496_3,NA
CRMS_Database,CRMS0517_1,NA
CRMS_Database,CRMS0517_2,NA
CRMS_Database,CRMS0517_3,NA
CRMS_Database,CRMS0527_1,NA
CRMS_Database,CRMS0527_2,NA
CRMS_Database,CRMS0527_3,NA
CRMS_Database,CRMS0543_1,NA
CRMS_Database,CRMS0543_2,NA
CRMS_Database,CRMS0543_3,NA
CRMS_Database,CRMS0544_1,NA
CRMS_Database,CRMS0544_2,NA
CRMS_Database,CRMS0544_3,NA
CRMS_Database,CRMS0545_1,NA
CRMS_Database,CRMS0545_2,NA
CRMS_Database,CRMS0545_3,NA
CRMS_Database,CRMS0550_1,NA
CRMS_Database,CRMS0550_2,NA
CRMS_Database,CRMS0550_3,NA
CRMS_Database,CRMS0551_1,NA
CRMS_Database,CRMS0551_2,NA
CRMS_Database,CRMS0551_3,NA
CRMS_Database,CRMS2568_1,NA
CRMS_Database,CRMS2568_2,NA
CRMS_Database,CRMS2568_3,NA
CRMS_Database,CRMS4014_1,NA
CRMS_Database,CRMS4014_2,NA
CRMS_Database,CRMS4014_3,NA
CRMS_Database,CRMS4016_1,NA
CRMS_Database,CRMS4016_2,NA
CRMS_Database,CRMS4016_3,NA
CRMS_Database,CRMS4779_1,NA
CRMS_Database,CRMS4779_2,NA
CRMS_Database,CRMS4779_3,NA
CRMS_Database,CRMS4782_1,NA
CRMS_Database,CRMS4782_2,NA
CRMS_Database,CRMS4782_3,NA
CRMS_Database,CRMS4808_1,NA
CRMS_Database,CRMS4808_2,NA
CRMS_Database,CRMS4808_3,NA
CRMS_Database,CRMS4809_1,NA
CRMS_Database,CRMS4809_2,NA
CRMS_Database,CRMS4809_3,NA
CRMS_Database,CRMS4900_1,NA
CRMS_Database,CRMS4900_2,NA
CRMS_Database,CRMS4900_3,NA
CRMS_Database,CRMS4938_1,NA
CRMS_Database,CRMS4938_2,NA
CRMS_Database,CRMS4938_3,NA
CRMS_Database,CRMS5003_1,NA
CRMS_Database,CRMS5003_2,NA
CRMS_Database,CRMS5003_3,NA
CRMS_Database,CRMS6008_1,NA
CRMS_Database,CRMS6008_2,NA
CRMS_Database,CRMS6008_3,NA
CRMS_Database,CRMS6038_1,NA
CRMS_Database,CRMS6038_2,NA
CRMS_Database,CRMS6038_3,NA
CRMS_Database,CRMS6042_1,NA
CRMS_Database,CRMS6042_2,NA
CRMS_Database,CRMS6042_3,NA
CRMS_Database,CRMS0006_1,NA
CRMS_Database,CRMS0006_2,NA
CRMS_Database,CRMS0006_3,NA
CRMS_Database,CRMS0035_1,NA
CRMS_Database,CRMS0035_2,NA
CRMS_Database,CRMS0035_3,NA
CRMS_Database,CRMS2854_1,NA
CRMS_Database,CRMS2854_2,NA
CRMS_Database,CRMS2854_3,NA
CRMS_Database,CRMS3667_1,NA
CRMS_Database,CRMS3667_2,NA
CRMS_Database,CRMS3667_3,NA
CRMS_Database,CRMS4094_1,NA
CRMS_Database,CRMS4094_2,NA
CRMS_Database,CRMS4094_3,NA
CRMS_Database,CRMS4110_1,NA
CRMS_Database,CRMS4110_2,NA
CRMS_Database,CRMS4110_3,NA
CRMS_Database,CRMS4406_1,NA
CRMS_Database,CRMS4406_2,NA
CRMS_Database,CRMS4406_3,NA
CRMS_Database,CRMS4407_1,NA
CRMS_Database,CRMS4407_2,NA
CRMS_Database,CRMS4407_3,NA
CRMS_Database,CRMS0030_1,NA
CRMS_Database,CRMS0030_2,NA
CRMS_Database,CRMS0030_3,NA
CRMS_Database,CRMS0034_1,NA
CRMS_Database,CRMS0034_2,NA
CRMS_Database,CRMS0034_3,NA
CRMS_Database,CRMS0103_1,NA
CRMS_Database,CRMS0103_2,NA
CRMS_Database,CRMS0103_3,NA
CRMS_Database,CRMS6209_1,NA
CRMS_Database,CRMS6209_2,NA
CRMS_Database,CRMS6209_3,NA
CRMS_Database,CRMS0290_1,NA
CRMS_Database,CRMS0290_2,NA
CRMS_Database,CRMS0290_3,NA
CRMS_Database,CRMS0293_1,NA
CRMS_Database,CRMS0293_2,NA
CRMS_Database,CRMS0293_3,NA
CRMS_Database,CRMS0294_1,NA
CRMS_Database,CRMS0294_2,NA
CRMS_Database,CRMS0294_3,NA
CRMS_Database,CRMS0296_1,NA
CRMS_Database,CRMS0296_2,NA
CRMS_Database,CRMS0296_3,NA
CRMS_Database,CRMS0301_1,NA
CRMS_Database,CRMS0301_2,NA
CRMS_Database,CRMS0301_3,NA
CRMS_Database,CRMS0302_1,NA
CRMS_Database,CRMS0302_2,NA
CRMS_Database,CRMS0302_3,NA
CRMS_Database,CRMS0303_1,NA
CRMS_Database,CRMS0303_2,NA
CRMS_Database,CRMS0303_3,NA
CRMS_Database,CRMS0305_1,NA
CRMS_Database,CRMS0305_2,NA
CRMS_Database,CRMS0305_3,NA
CRMS_Database,CRMS0307_1,NA
CRMS_Database,CRMS0307_2,NA
CRMS_Database,CRMS0307_3,NA
CRMS_Database,CRMS0309_1,NA
CRMS_Database,CRMS0309_2,NA
CRMS_Database,CRMS0309_3,NA
CRMS_Database,CRMS0311_1,NA
CRMS_Database,CRMS0311_2,NA
CRMS_Database,CRMS0311_3,NA
CRMS_Database,CRMS0315_1,NA
CRMS_Database,CRMS0315_2,NA
CRMS_Database,CRMS0315_3,NA
CRMS_Database,CRMS0322_1,NA
CRMS_Database,CRMS0322_2,NA
CRMS_Database,CRMS0322_3,NA
CRMS_Database,CRMS0326_1,NA
CRMS_Database,CRMS0326_2,NA
CRMS_Database,CRMS0326_3,NA
CRMS_Database,CRMS0327_1,NA
CRMS_Database,CRMS0327_2,NA
CRMS_Database,CRMS0327_3,NA
CRMS_Database,CRMS0329_1,NA
CRMS_Database,CRMS0329_2,NA
CRMS_Database,CRMS0329_3,NA
CRMS_Database,CRMS0332_1,NA
CRMS_Database,CRMS0332_2,NA
CRMS_Database,CRMS0332_3,NA
CRMS_Database,CRMS0336_1,NA
CRMS_Database,CRMS0336_2,NA
CRMS_Database,CRMS0336_3,NA
CRMS_Database,CRMS0338_1,NA
CRMS_Database,CRMS0338_2,NA
CRMS_Database,CRMS0338_3,NA
CRMS_Database,CRMS0341_1,NA
CRMS_Database,CRMS0341_2,NA
CRMS_Database,CRMS0341_3,NA
CRMS_Database,CRMS0345_1,NA
CRMS_Database,CRMS0345_2,NA
CRMS_Database,CRMS0345_3,NA
CRMS_Database,CRMS0347_1,NA
CRMS_Database,CRMS0347_2,NA
CRMS_Database,CRMS0347_3,NA
CRMS_Database,CRMS0354_1,NA
CRMS_Database,CRMS0354_2,NA
CRMS_Database,CRMS0354_3,NA
CRMS_Database,CRMS0355_1,NA
CRMS_Database,CRMS0355_2,NA
CRMS_Database,CRMS0355_3,NA
CRMS_Database,CRMS0369_1,NA
CRMS_Database,CRMS0369_2,NA
CRMS_Database,CRMS0369_3,NA
CRMS_Database,CRMS0371_1,NA
CRMS_Database,CRMS0371_2,NA
CRMS_Database,CRMS0371_3,NA
CRMS_Database,CRMS0374_1,NA
CRMS_Database,CRMS0374_2,NA
CRMS_Database,CRMS0374_3,NA
CRMS_Database,CRMS0376_1,NA
CRMS_Database,CRMS0376_2,NA
CRMS_Database,CRMS0376_3,NA
CRMS_Database,CRMS0377_1,NA
CRMS_Database,CRMS0377_2,NA
CRMS_Database,CRMS0377_3,NA
CRMS_Database,CRMS0381_1,NA
CRMS_Database,CRMS0381_2,NA
CRMS_Database,CRMS0381_3,NA
CRMS_Database,CRMS0382_1,NA
CRMS_Database,CRMS0382_2,NA
CRMS_Database,CRMS0382_3,NA
CRMS_Database,CRMS0383_1,NA
CRMS_Database,CRMS0383_2,NA
CRMS_Database,CRMS0383_3,NA
CRMS_Database,CRMS0385_1,NA
CRMS_Database,CRMS0385_2,NA
CRMS_Database,CRMS0385_3,NA
CRMS_Database,CRMS0390_1,NA
CRMS_Database,CRMS0390_2,NA
CRMS_Database,CRMS0390_3,NA
CRMS_Database,CRMS0392_1,NA
CRMS_Database,CRMS0392_2,NA
CRMS_Database,CRMS0392_3,NA
CRMS_Database,CRMS0394_1,NA
CRMS_Database,CRMS0394_2,NA
CRMS_Database,CRMS0394_3,NA
CRMS_Database,CRMS0395_1,NA
CRMS_Database,CRMS0395_2,NA
CRMS_Database,CRMS0395_3,NA
CRMS_Database,CRMS0396_1,NA
CRMS_Database,CRMS0396_2,NA
CRMS_Database,CRMS0396_3,NA
CRMS_Database,CRMS0398_1,NA
CRMS_Database,CRMS0398_2,NA
CRMS_Database,CRMS0398_3,NA
CRMS_Database,CRMS0399_1,NA
CRMS_Database,CRMS0399_2,NA
CRMS_Database,CRMS0399_3,NA
CRMS_Database,CRMS0409_1,NA
CRMS_Database,CRMS0409_2,NA
CRMS_Database,CRMS0409_3,NA
CRMS_Database,CRMS0411_1,NA
CRMS_Database,CRMS0411_2,NA
CRMS_Database,CRMS0411_3,NA
CRMS_Database,CRMS0421_1,NA
CRMS_Database,CRMS0421_2,NA
CRMS_Database,CRMS0421_3,NA
CRMS_Database,CRMS0434_1,NA
CRMS_Database,CRMS0434_2,NA
CRMS_Database,CRMS0434_3,NA
CRMS_Database,CRMS2785_1,NA
CRMS_Database,CRMS2785_2,NA
CRMS_Database,CRMS2785_3,NA
CRMS_Database,CRMS2862_1,NA
CRMS_Database,CRMS2862_2,NA
CRMS_Database,CRMS2862_3,NA
CRMS_Database,CRMS2881_1,NA
CRMS_Database,CRMS2881_2,NA
CRMS_Database,CRMS2881_3,NA
CRMS_Database,CRMS2887_1,NA
CRMS_Database,CRMS2887_2,NA
CRMS_Database,CRMS2887_3,NA
CRMS_Database,CRMS3296_1,NA
CRMS_Database,CRMS3296_2,NA
CRMS_Database,CRMS3296_3,NA
CRMS_Database,CRMS4045_1,NA
CRMS_Database,CRMS4045_2,NA
CRMS_Database,CRMS4045_3,NA
CRMS_Database,CRMS4455_1,NA
CRMS_Database,CRMS4455_2,NA
CRMS_Database,CRMS4455_3,NA
CRMS_Database,CRMS5035_1,NA
CRMS_Database,CRMS5035_2,NA
CRMS_Database,CRMS5035_3,NA
CRMS_Database,CRMS0501_1,NA
CRMS_Database,CRMS0501_2,NA
CRMS_Database,CRMS0501_3,NA
CRMS_Database,CRMS0507_1,NA
CRMS_Database,CRMS0507_2,NA
CRMS_Database,CRMS0507_3,NA
CRMS_Database,CRMS0508_1,NA
CRMS_Database,CRMS0508_2,NA
CRMS_Database,CRMS0508_3,NA
CRMS_Database,CRMS0535_1,NA
CRMS_Database,CRMS0535_2,NA
CRMS_Database,CRMS0535_3,NA
CRMS_Database,CRMS0536_1,NA
CRMS_Database,CRMS0536_2,NA
CRMS_Database,CRMS0536_3,NA
CRMS_Database,CRMS0541_1,NA
CRMS_Database,CRMS0541_2,NA
CRMS_Database,CRMS0541_3,NA
CRMS_Database,CRMS0552_1,NA
CRMS_Database,CRMS0552_2,NA
CRMS_Database,CRMS0552_3,NA
CRMS_Database,CRMS0571_1,NA
CRMS_Database,CRMS0571_2,NA
CRMS_Database,CRMS0571_3,NA
CRMS_Database,CRMS0576_1,NA
CRMS_Database,CRMS0576_2,NA
CRMS_Database,CRMS0576_3,NA
CRMS_Database,CRMS0580_1,NA
CRMS_Database,CRMS0580_2,NA
CRMS_Database,CRMS0580_3,NA
CRMS_Database,CRMS0600_1,NA
CRMS_Database,CRMS0600_2,NA
CRMS_Database,CRMS0600_3,NA
CRMS_Database,CRMS0609_1,NA
CRMS_Database,CRMS0609_2,NA
CRMS_Database,CRMS0609_3,NA
CRMS_Database,CRMS0616_1,NA
CRMS_Database,CRMS0616_2,NA
CRMS_Database,CRMS0616_3,NA
CRMS_Database,CRMS0618_1,NA
CRMS_Database,CRMS0618_2,NA
CRMS_Database,CRMS0618_3,NA
CRMS_Database,CRMS0619_1,NA
CRMS_Database,CRMS0619_2,NA
CRMS_Database,CRMS0619_3,NA
CRMS_Database,CRMS0623_1,NA
CRMS_Database,CRMS0623_2,NA
CRMS_Database,CRMS0623_3,NA
CRMS_Database,CRMS0632_1,NA
CRMS_Database,CRMS0632_2,NA
CRMS_Database,CRMS0632_3,NA
CRMS_Database,CRMS0633_1,NA
CRMS_Database,CRMS0633_2,NA
CRMS_Database,CRMS0633_3,NA
CRMS_Database,CRMS1650_1,NA
CRMS_Database,CRMS1650_2,NA
CRMS_Database,CRMS1650_3,NA
CRMS_Database,CRMS1965_1,NA
CRMS_Database,CRMS1965_2,NA
CRMS_Database,CRMS1965_3,NA
CRMS_Database,CRMS2041_1,NA
CRMS_Database,CRMS2041_2,NA
CRMS_Database,CRMS2041_3,NA
Crooks_et_al_2013,HP_A,natural
Crooks_et_al_2013,HP_B,natural
Crooks_et_al_2013,MA_A,restoring
Crooks_et_al_2013,MA_B,restoring
Crooks_et_al_2013,NE_A,restoring
Crooks_et_al_2013,NE_B,restoring
Crooks_et_al_2013,OI_A,natural
Crooks_et_al_2013,OI_B,natural
Crooks_et_al_2013,QM_A,natural
Crooks_et_al_2013,QM_B,natural
Crooks_et_al_2013,SS_A,restoring
Crooks_et_al_2013,SS_B,restoring
Crooks_et_al_2013,SP_A,diked
Crooks_et_al_2013,SP_A,restoring
Crooks_et_al_2013,SP_B,diked
Crooks_et_al_2013,SP_B,restoring
Crooks_et_al_2013,US_A,restoring
Crooks_et_al_2013,US_B,restoring
Drake_et_al_2015,FM01,restoring
Drake_et_al_2015,FM01,managed
Drake_et_al_2015,FM02,restoring
Drake_et_al_2015,FM02,managed
Drake_et_al_2015,FM03,restoring
Drake_et_al_2015,FM03,managed
Drake_et_al_2015,FM04,restoring
Drake_et_al_2015,FM04,managed
Drake_et_al_2015,FM05,restoring
Drake_et_al_2015,FM05,managed
Drake_et_al_2015,FM06,restoring
Drake_et_al_2015,FM06,managed
Drake_et_al_2015,FM07,restoring
Drake_et_al_2015,FM07,managed
Drake_et_al_2015,FM08,restoring
Drake_et_al_2015,FM08,managed
Drake_et_al_2015,FM09,restoring
Drake_et_al_2015,FM09,managed
Drake_et_al_2015,FM10,restoring
Drake_et_al_2015,FM10,managed
Drake_et_al_2015,FU01,NA
Drake_et_al_2015,FU02,NA
Drake_et_al_2015,FU03,NA
Drake_et_al_2015,FU04,NA
Drake_et_al_2015,FU05,NA
Drake_et_al_2015,FU06,NA
Drake_et_al_2015,FU07,NA
Drake_et_al_2015,FU08,NA
Drake_et_al_2015,FU09,NA
Drake_et_al_2015,FU10,NA
Drake_et_al_2015,PRM01,restoring
Drake_et_al_2015,PRM01,managed
Drake_et_al_2015,PRM02,restoring
Drake_et_al_2015,PRM02,managed
Drake_et_al_2015,PRM03,restoring
Drake_et_al_2015,PRM03,managed
Drake_et_al_2015,PRM04,restoring
Drake_et_al_2015,PRM04,managed
Drake_et_al_2015,PRM05,restoring
Drake_et_al_2015,PRM05,managed
Drake_et_al_2015,PRM06,restoring
Drake_et_al_2015,PRM06,managed
Drake_et_al_2015,PRM07,restoring
Drake_et_al_2015,PRM07,managed
Drake_et_al_2015,PRM08,restoring
Drake_et_al_2015,PRM08,managed
Drake_et_al_2015,PRM09,restoring
Drake_et_al_2015,PRM09,managed
Drake_et_al_2015,PRM10,restoring
Drake_et_al_2015,PRM10,managed
Drake_et_al_2015,PRU01,ditched
Drake_et_al_2015,PRU02,ditched
Drake_et_al_2015,PRU03,ditched
Drake_et_al_2015,PRU04,ditched
Drake_et_al_2015,PRU05,ditched
Drake_et_al_2015,PRU06,ditched
Drake_et_al_2015,PRU07,ditched
Drake_et_al_2015,PRU08,ditched
Drake_et_al_2015,PRU09,ditched
Drake_et_al_2015,PRU10,ditched
Drake_et_al_2015,RCM01,restoring
Drake_et_al_2015,RCM01,managed
Drake_et_al_2015,RCM02,restoring
Drake_et_al_2015,RCM02,managed
Drake_et_al_2015,RCM03,restoring
Drake_et_al_2015,RCM03,managed
Drake_et_al_2015,RCM04,restoring
Drake_et_al_2015,RCM04,managed
Drake_et_al_2015,RCM05,restoring
Drake_et_al_2015,RCM05,managed
Drake_et_al_2015,RCM06,restoring
Drake_et_al_2015,RCM06,managed
Drake_et_al_2015,RCM07,restoring
Drake_et_al_2015,RCM07,managed
Drake_et_al_2015,RCM08,restoring
Drake_et_al_2015,RCM08,managed
Drake_et_al_2015,RCM09,restoring
Drake_et_al_2015,RCM09,managed
Drake_et_al_2015,RCM10,restoring
Drake_et_al_2015,RCM10,managed
Drake_et_al_2015,RCU01,NA
Drake_et_al_2015,RCU02,NA
Drake_et_al_2015,RCU03,NA
Drake_et_al_2015,RCU04,NA
Drake_et_al_2015,RCU05,NA
Drake_et_al_2015,RCU06,NA
Drake_et_al_2015,RCU07,NA
Drake_et_al_2015,RCU08,NA
Drake_et_al_2015,RCU09,NA
Drake_et_al_2015,RCU10,NA
Drake_et_al_2015,WM01,restoring
Drake_et_al_2015,WM01,managed
Drake_et_al_2015,WM02,restoring
Drake_et_al_2015,WM02,managed
Drake_et_al_2015,WM03,restoring
Drake_et_al_2015,WM03,managed
Drake_et_al_2015,WM04,restoring
Drake_et_al_2015,WM04,managed
Drake_et_al_2015,WM05,restoring
Drake_et_al_2015,WM05,managed
Drake_et_al_2015,WM06,restoring
Drake_et_al_2015,WM06,managed
Drake_et_al_2015,WM07,restoring
Drake_et_al_2015,WM07,managed
Drake_et_al_2015,WM08,restoring
Drake_et_al_2015,WM08,managed
Drake_et_al_2015,WM09,restoring
Drake_et_al_2015,WM09,managed
Drake_et_al_2015,WM10,restoring
Drake_et_al_2015,WM10,managed
Drake_et_al_2015,WU01,ditched
Drake_et_al_2015,WU02,ditched
Drake_et_al_2015,WU03,ditched
Drake_et_al_2015,WU04,ditched
Drake_et_al_2015,WU05,ditched
Drake_et_al_2015,WU06,ditched
Drake_et_al_2015,WU07,ditched
Drake_et_al_2015,WU08,ditched
Drake_et_al_2015,WU09,ditched
Drake_et_al_2015,WU10,ditched
Drexler_et_al_2009,BACHI,diked
Drexler_et_al_2009,FW,natural
Drexler_et_al_2009,TT,natural
Elsey_Quirk_et_al_2011,Juncus_roemerianus_core,natural
Elsey_Quirk_et_al_2011,Juncus_roemerianus_core,ditched
Elsey_Quirk_et_al_2011,Spartina_alterniflora_core,natural
Elsey_Quirk_et_al_2011,Spartina_alterniflora_core,ditched
Ensign_et_al_2015,Choptank_River_head_of_tide,natural
Ensign_et_al_2015,Choptank_River_marsh,natural
Ensign_et_al_2015,Choptank_River_tidal_forest,natural
Ensign_et_al_2015,Pocomoke_River_head_of_tide,natural
Ensign_et_al_2015,Pocomoke_River_marsh,natural
Ensign_et_al_2015,Pocomoke_River_tidal_forest,natural
Gerlach_et_al_2017,LI_15_5D,natural
Gerlach_et_al_2017,LMR_14_9B,natural
Hill_and_Anisfled_2015,EBD,NA
Hill_and_Anisfled_2015,CIC,NA
Hill_and_Anisfled_2015,GF,NA
Hill_and_Anisfled_2015,GPE,NA
Hill_and_Anisfled_2015,AND,NA
Hill_and_Anisfled_2015,HV1,NA
Hill_and_Anisfled_2015,HV2,NA
Hill_and_Anisfled_2015,HV4,NA
Hill_and_Anisfled_2015,MC,NA
Hill_and_Anisfled_2015,OC,NA
Hill_and_Anisfled_2015,PBA,NA
Hill_and_Anisfled_2015,PBB,NA
Hill_and_Anisfled_2015,SMC,NA
Hill_and_Anisfled_2015,SWD,NA
Hill_and_Anisfled_2015,SPR,NA
Hill_and_Anisfled_2015,VCR,NA
Johnson_et_al_2007,SM02_VC1,NA
Kemp_et_al_2012,BB,ditched
Kemp_et_al_2012,BB,eutrophic
Kulawardhana_et_al_2015,Kulawardhana_PM_01,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_02,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_03,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_04,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_05,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_06,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_07,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_08,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_09,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_10,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_11,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_12,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_13,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_14,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_15,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_16,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_17,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_18,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_19,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_20,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_21,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_22,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_23,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_24,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_25,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_26,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_27,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_28,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_29,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_30,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_31,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_32,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_33,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_34,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_35,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_36,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_37,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_38,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_39,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_40,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_41,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_42,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_43,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_44,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_45,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_46,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_47,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_48,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_49,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_50,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_51,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_52,natural
Kulawardhana_et_al_2015,Kulawardhana_PM_53,natural
Merrill_1999,Choptank_River_1,NA
Merrill_1999,Choptank_River_2,NA
Merrill_1999,Choptank_River_3,NA
Merrill_1999,Tivoli_North_1,NA
Merrill_1999,Tivoli_North_2,NA
Merrill_1999,Tivoli_North_3,NA
Merrill_1999,Tivoli_North_4_subtidal,NA
Merrill_1999,Tivoli_South_1_subtidal,NA
Merrill_1999,Tivoli_South_2_fringe_marsh,NA
Merrill_1999,Monie_Bay_1,NA
Merrill_1999,Monie_Bay_3,NA
Merrill_1999,Monie_Bay_4,NA
Merrill_1999,Monie_Bay_5,NA
Merrill_1999,Monie_Bay_6,NA
Merrill_1999,Monie_Bay_7,NA
Merrill_1999,Otter_Point_Creek_1,NA
Merrill_1999,Otter_Point_Creek_2,NA
Merrill_1999,Otter_Point_Creek_3,NA
Merrill_1999,Jug_Bay_1,NA
Merrill_1999,Jug_Bay_3,NA
Merrill_1999,Patuxent_River_01,NA
Merrill_1999,Patuxent_River_02,NA
Merrill_1999,Patuxent_River_03,NA
Merrill_1999,Patuxent_River_04,NA
Merrill_1999,Patuxent_River_05,NA
Merrill_1999,Patuxent_River_06,NA
Merrill_1999,Patuxent_River_07,NA
Merrill_1999,Patuxent_River_08,NA
Merrill_1999,Patuxent_River_09,NA
Merrill_1999,Patuxent_River_11,NA
Merrill_1999,Patuxent_River_12,NA
Merrill_1999,Transect_A_11m,NA
Merrill_1999,Transect_A_30m,NA
Merrill_1999,Transect_A_50m_1,NA
Merrill_1999,Transect_A_50m_2,NA
Merrill_1999,Transect_B_11m,NA
Merrill_1999,Transect_B_2m,NA
Merrill_1999,Transect_B_30m,NA
Merrill_1999,Transect_B_60m,NA
Merrill_1999,Transect_C_0m,NA
Merrill_1999,Transect_C_30m,NA
Merrill_1999,Transect_C_60m,NA
Merrill_1999,Transect_C_90m,NA
