study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,site_id
Githaiga_et_al_2017,EAQ14,0,5,1.42,0.028781454836131034,EAQ14
Githaiga_et_al_2017,EAQ14,5,10,1.7,0.040072227772227756,EAQ14
Githaiga_et_al_2017,EAQ14,10,15,1.64,0.022095321871251513,EAQ14
Githaiga_et_al_2017,EAQ14,15,20,1.86,0.017791490211745985,EAQ14
Githaiga_et_al_2017,EAQ14,20,25,1.7,0.022588605972761716,EAQ14
Githaiga_et_al_2017,EAQ14,25,30,1.38,0.038692204677193726,EAQ14
Githaiga_et_al_2017,EAQ14,30,35,1.44,0.019572598362292765,EAQ14
Githaiga_et_al_2017,EAQ14,35,40,1.44,0.040066710578505936,EAQ14
Githaiga_et_al_2017,EAQ14,40,45,1.2,0.017594521879310678,EAQ14
Githaiga_et_al_2017,EAQ14,45,50,1.28,0.02017982098540105,EAQ14
Githaiga_et_al_2017,EAQ15,0,5,1.18,0.028781454836131034,EAQ15
Githaiga_et_al_2017,EAQ15,5,10,1.48,0.040072227772227756,EAQ15
Githaiga_et_al_2017,EAQ15,10,15,1.38,0.022095321871251513,EAQ15
Githaiga_et_al_2017,EAQ15,15,20,1.34,0.017791490211745985,EAQ15
Githaiga_et_al_2017,EAQ15,20,25,1.48,0.022588605972761716,EAQ15
Githaiga_et_al_2017,EAQ15,25,30,1.54,0.038692204677193726,EAQ15
Githaiga_et_al_2017,EAQ15,30,35,1.52,0.019572598362292765,EAQ15
Githaiga_et_al_2017,EAQ15,35,40,1.5,0.040066710578505936,EAQ15
Githaiga_et_al_2017,EAQ15,40,45,1.38,0.017594521879310678,EAQ15
Githaiga_et_al_2017,EAQ15,45,50,1.46,0.02017982098540105,EAQ15
Githaiga_et_al_2017,EAQ1_2,0,5,1.79,0.0032973621103116095,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,5,10,1.98,0.006196282478215687,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,10,15,1.965,0.006194789379117704,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,15,20,1.975,0.015388849374617281,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,20,25,2.01,0.008885782747603875,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,25,30,1.795,0.010282469988525422,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,30,35,1.795,0.01079784043191367,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,35,40,1.485,0.008886620233270906,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,40,45,1.245,0.008992925922768003,EAQ1_2
Githaiga_et_al_2017,EAQ1_2,45,50,1.385,0.009694705294705336,EAQ1_2
Githaiga_et_al_2017,EAQ2_2,0,5,1.345,0.0038991603358656235,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,5,10,1.465,0.004195804195804177,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,10,15,1.605,0.009288993411222288,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,15,20,1.63,0.02638155316242711,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,20,25,1.42,0.020283772981614653,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,25,30,1.455,0.020383865814696457,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,30,35,1.265,0.011482129927920333,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,35,40,1.125,0.015879088962156035,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,40,45,0.825,0.009096361455417853,EAQ2_2
Githaiga_et_al_2017,EAQ2_2,45,50,0.96,0.030077687278601727,EAQ2_2
Githaiga_et_al_2017,EAQ3_2,0,5,1.4,0.0028955867536247892,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,5,10,1.4,0.006091671460155489,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,10,15,1.24,0.01079082873887339,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,15,20,1.2,0.012083104108935136,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,20,25,1.08,0.00768989335824771,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,25,30,1.12,0.01738190506544981,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,30,35,0.76,0.010792446258259987,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,35,40,0.6,0.013287892993022616,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,40,45,1.1,0.016985782747603918,EAQ3_2
Githaiga_et_al_2017,EAQ3_2,45,50,0.78,0.008094424567835155,EAQ3_2
Githaiga_et_al_2017,EAQ4_2,0,5,2.0585987261146497,0.012391465999696712,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,5,10,2.262420382165605,0.007393805474956858,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,10,15,2.1197452229299363,0.02127447063523781,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,15,20,1.8140127388535032,0.017998180363927273,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,20,25,1.8547770700636943,0.02327672327672333,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,25,30,1.8140127388535032,0.01998391771905318,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,30,35,1.7528662420382166,0.02577710940735759,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,35,40,1.5898089171974523,0.02428581418581413,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,40,45,1.4675159235668789,0.017684114446704428,EAQ4_2
Githaiga_et_al_2017,EAQ4_2,45,50,1.5286624203821657,0.006688300515940334,EAQ4_2
Githaiga_et_al_2017,EAQ5_2,0,5,1.8751592356687898,0.006690972231365119,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,5,10,1.9770700636942675,0.008986261087512524,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,10,15,1.8751592356687898,0.009988574460676065,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,15,20,1.8751592356687898,0.007988817570419703,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,20,25,2.078980891719745,0.01378286623553925,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,25,30,1.915923566878981,0.015579786381367287,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,30,35,1.8751592356687898,0.0184777674891516,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,35,40,1.8140127388535032,0.015282846733536616,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,40,45,1.4063694267515923,0.020475429484618463,EAQ5_2
Githaiga_et_al_2017,EAQ5_2,45,50,1.3248407643312101,0.01048971176511176,EAQ5_2
Githaiga_et_al_2017,TCQ1,0,5,0.94,0.03215421382157173,TCQ1
Githaiga_et_al_2017,TCQ1,5,10,1.2,0.02619928400954639,TCQ1
Githaiga_et_al_2017,TCQ1,10,15,1.42,0.03461930761384769,TCQ1
Githaiga_et_al_2017,TCQ1,15,20,1.42,0.02212755886877303,TCQ1
Githaiga_et_al_2017,TCQ1,20,25,1.48,0.02563444764573551,TCQ1
Githaiga_et_al_2017,TCQ1,25,30,1.52,0.027047017431632812,TCQ1
Githaiga_et_al_2017,TCQ1,30,35,1.58,0.08509788254095088,TCQ1
Githaiga_et_al_2017,TCQ1,35,40,1.5,0.03551361190250096,TCQ1
Githaiga_et_al_2017,TCQ1,40,45,1.7,0.034184310075062896,TCQ1
Githaiga_et_al_2017,TCQ1,45,50,1.58,0.03108685334598947,TCQ1
Githaiga_et_al_2017,TCQ2,0,5,1.72,0.018798080383923277,TCQ2
Githaiga_et_al_2017,TCQ2,5,10,1.8,0.015396841263494507,TCQ2
Githaiga_et_al_2017,TCQ2,10,15,1.72,0.016795742554467245,TCQ2
Githaiga_et_al_2017,TCQ2,15,20,1.62,0.018282559523602776,TCQ2
Githaiga_et_al_2017,TCQ2,20,25,1.52,0.017492885691446736,TCQ2
Githaiga_et_al_2017,TCQ2,25,30,1.7,0.020191923230707714,TCQ2
Githaiga_et_al_2017,TCQ2,30,35,1.52,0.01758302270146247,TCQ2
Githaiga_et_al_2017,TCQ2,35,40,1.52,0.015897620475904886,TCQ2
Githaiga_et_al_2017,TCQ2,40,45,1.32,0.02187968955729624,TCQ2
Githaiga_et_al_2017,TCQ2,45,50,1.58,0.014792707292707262,TCQ2
Githaiga_et_al_2017,TCQ3,0,5,1.64,0.039012197560488085,TCQ3
Githaiga_et_al_2017,TCQ3,5,10,1.74,0.03337525201109834,TCQ3
Githaiga_et_al_2017,TCQ3,10,15,1.58,0.05300289797142002,TCQ3
Githaiga_et_al_2017,TCQ3,15,20,1.7,0.04568234002196261,TCQ3
Githaiga_et_al_2017,TCQ3,20,25,1.66,0.05222078051701759,TCQ3
Githaiga_et_al_2017,TCQ3,25,30,1.72,0.041264512519233486,TCQ3
Githaiga_et_al_2017,TCQ3,30,35,1.66,0.039706792897517384,TCQ3
Githaiga_et_al_2017,TCQ3,35,40,1.72,0.033094338868573,TCQ3
Githaiga_et_al_2017,TCQ3,40,45,1.54,0.0305969641821493,TCQ3
Githaiga_et_al_2017,TCQ3,45,50,1.48,0.0358205076953828,TCQ3
Githaiga_et_al_2017,TCQ4,0,5,1.245,0.03247941430941606,TCQ4
Githaiga_et_al_2017,TCQ4,5,10,1.58,0.047255406244866724,TCQ4
Githaiga_et_al_2017,TCQ4,10,15,1.46,0.028374569884448836,TCQ4
Githaiga_et_al_2017,TCQ4,15,20,1.49,0.03977287797084088,TCQ4
Githaiga_et_al_2017,TCQ4,20,25,1.625,0.03737090860819064,TCQ4
Githaiga_et_al_2017,TCQ4,25,30,1.52,0.04516882196820987,TCQ4
Githaiga_et_al_2017,TCQ4,30,35,1.425,0.03557509778705109,TCQ4
Githaiga_et_al_2017,TCQ4,35,40,1.385,0.041218508111915755,TCQ4
Githaiga_et_al_2017,TCQ4,40,45,1.315,0.04686191843678042,TCQ4
Githaiga_et_al_2017,TCQ4,45,50,1.16,0.023260168438025756,TCQ4
Githaiga_et_al_2017,TCQ5,0,5,1.19,0.024395120975804905,TCQ5
Githaiga_et_al_2017,TCQ5,5,10,1.525,0.03198784972022376,TCQ5
Githaiga_et_al_2017,TCQ5,10,15,1.43,0.03838057021844474,TCQ5
Githaiga_et_al_2017,TCQ5,15,20,1.66,0.030263683579704437,TCQ5
Githaiga_et_al_2017,TCQ5,20,25,1.565,0.03199078297095482,TCQ5
Githaiga_et_al_2017,TCQ5,25,30,1.425,0.03918860683589849,TCQ5
Githaiga_et_al_2017,TCQ5,30,35,1.42,0.032993401319736146,TCQ5
Githaiga_et_al_2017,TCQ5,35,40,1.34,0.042076992908613116,TCQ5
Githaiga_et_al_2017,TCQ5,40,45,1.18,0.022689706662983894,TCQ5
Githaiga_et_al_2017,TCQ5,45,50,1.2,0.0361871302957634,TCQ5
Githaiga_et_al_2017,TCQ6,0,5,1.245,0.019894543274035652,TCQ6
Githaiga_et_al_2017,TCQ6,5,10,1.58,0.03637362038321461,TCQ6
Githaiga_et_al_2017,TCQ6,10,15,1.46,0.0320837511154844,TCQ6
Githaiga_et_al_2017,TCQ6,15,20,1.49,0.03827209393351998,TCQ6
Githaiga_et_al_2017,TCQ6,20,25,1.625,0.015286692946277736,TCQ6
Githaiga_et_al_2017,TCQ6,25,30,1.52,0.02408327185942619,TCQ6
Githaiga_et_al_2017,TCQ6,30,35,1.425,0.03228081269490591,TCQ6
Githaiga_et_al_2017,TCQ6,35,40,1.385,0.022690923630547727,TCQ6
Githaiga_et_al_2017,TCQ6,40,45,1.315,0.029885547280188593,TCQ6
Githaiga_et_al_2017,TCQ6,45,50,1.16,0.01679504163141783,TCQ6
Githaiga_et_al_2017,TCQ7,0,5,1.19,0.040296060787842564,TCQ7
Githaiga_et_al_2017,TCQ7,5,10,1.525,0.01929184652278165,TCQ7
Githaiga_et_al_2017,TCQ7,10,15,1.43,0.029661729671149134,TCQ7
Githaiga_et_al_2017,TCQ7,15,20,1.66,0.03212724628299556,TCQ7
Githaiga_et_al_2017,TCQ7,20,25,1.565,0.034592762894841984,TCQ7
Githaiga_et_al_2017,TCQ7,25,30,1.425,0.03447878545745103,TCQ7
Githaiga_et_al_2017,TCQ7,30,35,1.42,0.03968058988677159,TCQ7
Githaiga_et_al_2017,TCQ7,35,40,1.34,0.019088546871876947,TCQ7
Githaiga_et_al_2017,TCQ7,40,45,1.18,0.018080181903593902,TCQ7
Githaiga_et_al_2017,TCQ7,45,50,1.2,0.06017926762508366,TCQ7
Githaiga_et_al_2017,TCQ8,0,5,1.1617834394904458,0.03215421382157173,TCQ8
Githaiga_et_al_2017,TCQ8,5,10,1.1210191082802548,0.02619928400954639,TCQ8
Githaiga_et_al_2017,TCQ8,10,15,1.4063694267515923,0.03461930761384769,TCQ8
Githaiga_et_al_2017,TCQ8,15,20,1.4267515923566878,0.02212755886877303,TCQ8
Githaiga_et_al_2017,TCQ8,20,25,1.3452229299363057,0.02563444764573551,TCQ8
Githaiga_et_al_2017,TCQ8,25,30,1.3452229299363057,0.027047017431632812,TCQ8
Githaiga_et_al_2017,TCQ8,30,35,1.2636942675159235,0.08509788254095088,TCQ8
Githaiga_et_al_2017,TCQ8,35,40,1.3248407643312101,0.03551361190250096,TCQ8
Githaiga_et_al_2017,TCQ8,40,45,1.4675159235668789,0.034184310075062896,TCQ8
Githaiga_et_al_2017,TCQ8,45,50,1.3859872611464967,0.03108685334598947,TCQ8
Githaiga_et_al_2017,TCQ9,0,5,1.295,0.04357385568658803,TCQ9
Githaiga_et_al_2017,TCQ9,5,10,1.435,0.018390386670867283,TCQ9
Githaiga_et_al_2017,TCQ9,10,15,1.43,0.03057228542840045,TCQ9
Githaiga_et_al_2017,TCQ9,15,20,1.5,0.020787527483509913,TCQ9
Githaiga_et_al_2017,TCQ9,20,25,1.345,0.030380115685993275,TCQ9
Githaiga_et_al_2017,TCQ9,25,30,1.315,0.03135915351747666,TCQ9
Githaiga_et_al_2017,TCQ9,30,35,1.23,0.03056332401118667,TCQ9
Githaiga_et_al_2017,TCQ9,35,40,1.205,0.03998400639744088,TCQ9
Githaiga_et_al_2017,TCQ9,40,45,1.125,0.0365926814637074,TCQ9
Githaiga_et_al_2017,TCQ9,45,50,0.915,0.03797327918197131,TCQ9
Githaiga_et_al_2017,TCQ10,0,5,1.245,0.02049382370577645,TCQ10
Githaiga_et_al_2017,TCQ10,5,10,1.34,0.01979014510525978,TCQ10
Githaiga_et_al_2017,TCQ10,10,15,1.36,0.01808719358805036,TCQ10
Githaiga_et_al_2017,TCQ10,15,20,1.315,0.02986719632744407,TCQ10
Githaiga_et_al_2017,TCQ10,20,25,1.28,0.029273746179779164,TCQ10
Githaiga_et_al_2017,TCQ10,25,30,1.18,0.019098180363927197,TCQ10
Githaiga_et_al_2017,TCQ10,30,35,1.305,0.021293602135230696,TCQ10
Githaiga_et_al_2017,TCQ10,35,40,1.275,0.024780175859312484,TCQ10
Githaiga_et_al_2017,TCQ10,40,45,1.045,0.043392602958816404,TCQ10
Githaiga_et_al_2017,TCQ10,45,50,1.07,0.02087912087912084,TCQ10
Githaiga_et_al_2017,TCQ11,0,5,1.035,0.018894183489906062,TCQ11
Githaiga_et_al_2017,TCQ11,5,10,1.1,0.016391844221735622,TCQ11
Githaiga_et_al_2017,TCQ11,10,15,1.04,0.02677845839948585,TCQ11
Githaiga_et_al_2017,TCQ11,15,20,1.375,0.015295501475474644,TCQ11
Githaiga_et_al_2017,TCQ11,20,25,1.235,0.011296522086747994,TCQ11
Githaiga_et_al_2017,TCQ11,25,30,1.095,0.03419664067186559,TCQ11
Githaiga_et_al_2017,TCQ11,30,35,1.17,0.024178080113331824,TCQ11
Githaiga_et_al_2017,TCQ11,35,40,1.07,0.02228423137963743,TCQ11
Githaiga_et_al_2017,TCQ11,40,45,1.105,0.03737050924735984,TCQ11
Githaiga_et_al_2017,TCQ11,45,50,1.095,0.022786651460916584,TCQ11
Githaiga_et_al_2017,TCQ12,0,5,1.065,0.025574666116088288,TCQ12
Githaiga_et_al_2017,TCQ12,5,10,1.17,0.022379818422983824,TCQ12
Githaiga_et_al_2017,TCQ12,10,15,1.27,0.018387430242688244,TCQ12
Githaiga_et_al_2017,TCQ12,15,20,1.22,0.01608713029576335,TCQ12
Githaiga_et_al_2017,TCQ12,20,25,1.33,0.024687806268657832,TCQ12
Githaiga_et_al_2017,TCQ12,25,30,1.35,0.02618099535803892,TCQ12
Githaiga_et_al_2017,TCQ12,30,35,1.205,0.023792782427121083,TCQ12
Githaiga_et_al_2017,TCQ12,35,40,1.105,0.036589023658682863,TCQ12
Githaiga_et_al_2017,TCQ12,40,45,1,0.018390409590409607,TCQ12
Githaiga_et_al_2017,TCQ12,45,50,1.015,0.017095322806316145,TCQ12
Githaiga_et_al_2017,TCQ13,0,5,1.155,0.03628214914314102,TCQ13
Githaiga_et_al_2017,TCQ13,5,10,1.15,0.03228998600839501,TCQ13
Githaiga_et_al_2017,TCQ13,10,15,1.18,0.013691507452755249,TCQ13
Githaiga_et_al_2017,TCQ13,15,20,1.15,0.019582555733634842,TCQ13
Githaiga_et_al_2017,TCQ13,20,25,0.98,0.03798852384661012,TCQ13
Githaiga_et_al_2017,TCQ13,25,30,1.18,0.02458811188811193,TCQ13
Githaiga_et_al_2017,TCQ13,30,35,1.325,0.04374687151237474,TCQ13
Githaiga_et_al_2017,TCQ13,35,40,1.285,0.043861434329060145,TCQ13
Githaiga_et_al_2017,TCQ13,40,45,1.01,0.03459360255897633,TCQ13
Githaiga_et_al_2017,TCQ13,45,50,0.98,0.04256173482792172,TCQ13
Githaiga_et_al_2017,TCQ14,0,5,1.265,0.028285907304078206,TCQ14
Githaiga_et_al_2017,TCQ14,5,10,1.255,0.015281403238263502,TCQ14
Githaiga_et_al_2017,TCQ14,10,15,1.445,0.01349180551600301,TCQ14
Githaiga_et_al_2017,TCQ14,15,20,1.51,0.009594123981103011,TCQ14
Githaiga_et_al_2017,TCQ14,20,25,1.49,0.01649670065986812,TCQ14
Githaiga_et_al_2017,TCQ14,25,30,1.425,0.021297840431913535,TCQ14
Githaiga_et_al_2017,TCQ14,30,35,1.42,0.009095183361409272,TCQ14
Githaiga_et_al_2017,TCQ14,35,40,1.455,0.014388973613306022,TCQ14
Githaiga_et_al_2017,TCQ14,40,45,1.34,0.0288850080595385,TCQ14
Githaiga_et_al_2017,TCQ14,45,50,1.185,0.017993283214234688,TCQ14
Githaiga_et_al_2017,TCQ15,0,5,1.065,0.025787108765297297,TCQ15
Githaiga_et_al_2017,TCQ15,5,10,1.21,0.01789030969030972,TCQ15
Githaiga_et_al_2017,TCQ15,10,15,1.195,0.014293783258139564,TCQ15
Githaiga_et_al_2017,TCQ15,15,20,1.28,0.015194324540367721,TCQ15
Githaiga_et_al_2017,TCQ15,20,25,1.26,0.02079472316610027,TCQ15
Githaiga_et_al_2017,TCQ15,25,30,1.435,0.016193205435651472,TCQ15
Githaiga_et_al_2017,TCQ15,30,35,1.4,0.03286713286713284,TCQ15
Githaiga_et_al_2017,TCQ15,35,40,1.27,0.02159354214722831,TCQ15
Githaiga_et_al_2017,TCQ15,40,45,1.06,0.03708866383460618,TCQ15
Githaiga_et_al_2017,TCQ15,45,50,0.93,0.02649158293091487,TCQ15
Githaiga_et_al_2017,TCQ1_2,0,5,1.22,0.012390087929656332,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,5,10,1.52,0.015893642542982787,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,10,15,1.44,0.01329468212714905,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,15,20,1.4,0.013296011196641009,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,20,25,1.18,0.016093562574969883,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,25,30,1.28,0.017594721583524958,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,30,35,1.22,0.015192403798100875,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,35,40,1.22,0.014289997002098598,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,40,45,1.16,0.016096780643871274,TCQ1_2
Githaiga_et_al_2017,TCQ1_2,45,50,1.2,0.017878545745105986,TCQ1_2
Githaiga_et_al_2017,TCQ2_2,0,5,1.1006369426751592,0.01889055472263869,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,5,10,1.4675159235668789,0.018984812150279817,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,10,15,1.4267515923566878,0.01719140429785096,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,15,20,1.6101910828025479,0.01949025487256375,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,20,25,1.5898089171974523,0.01589682063587281,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,25,30,1.4267515923566878,0.019290354822588757,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,30,35,1.3044585987261146,0.017091454272863595,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,35,40,1.243312101910828,0.01138974922569686,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,40,45,1.284076433121019,0.01819818018198175,TCQ2_2
Githaiga_et_al_2017,TCQ2_2,45,50,1.243312101910828,0.010692515239332488,TCQ2_2
Githaiga_et_al_2017,TCQ3_2,0,5,1.48,0.013188130682385911,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,5,10,1.245,0.015000000000000036,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,10,15,1.58,0.014494202319072329,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,15,20,1.46,0.016691654172913437,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,20,25,1.49,0.0177893264041575,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,25,30,1.125,0.015693722510995604,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,30,35,1.52,0.01808914651209257,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,35,40,1.425,0.017489506296222337,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,40,45,1.385,0.017982017982017953,TCQ3_2
Githaiga_et_al_2017,TCQ3_2,45,50,1.315,0.0231837713600479,TCQ3_2
Githaiga_et_al_2017,TCQ4_2,0,5,1.16,0.01529541137658707,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,5,10,0.64,0.01759648070385907,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,10,15,1.08,0.014288569144684323,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,15,20,1.18,0.007498500299940031,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,20,25,1.44,0.0072948935744977135,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,25,30,1.16,0.007796881247500939,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,30,35,1.3,0.010289710289710265,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,35,40,1.26,0.01559064561263239,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,40,45,1.16,0.014298570142985767,TCQ4_2
Githaiga_et_al_2017,TCQ4_2,45,50,1.22,0.015589087638652915,TCQ4_2
Githaiga_et_al_2017,TCQ5_2,0,5,1.32,0.02397841942251984,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,5,10,1.1006369426751592,0.02019596080783843,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,10,15,1.4675159235668789,0.0197782439316752,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,15,20,1.4267515923566878,0.01519696060787835,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,20,25,1.11019108280255,0.014090136904166996,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,25,30,1.18980891719745,0.017093162734906152,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,30,35,1.4267515923566878,0.013591844893064085,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,35,40,1.3044585987261146,0.012994802079168321,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,40,45,1.243312101910828,0.01659336265493806,TCQ5_2
Githaiga_et_al_2017,TCQ5_2,45,50,1.08407643312102,0.018485211830535624,TCQ5_2
Githaiga_et_al_2017,SIQ1,0,5,1.2229299363057324,0.024776531285619994,SIQ1
Githaiga_et_al_2017,SIQ1,5,10,1.5082802547770702,0.09982032341784805,SIQ1
Githaiga_et_al_2017,SIQ1,10,15,1.3656050955414012,0.039336076379179,SIQ1
Githaiga_et_al_2017,SIQ1,15,20,1.3248407643312101,0.03407342273027032,SIQ1
Githaiga_et_al_2017,SIQ1,20,25,1.3248407643312101,0.03276957708320889,SIQ1
Githaiga_et_al_2017,SIQ1,25,30,1.243312101910828,0.04260000000000001,SIQ1
Githaiga_et_al_2017,SIQ1,30,35,1.243312101910828,0.034671459956061426,SIQ1
Githaiga_et_al_2017,SIQ1,35,40,1.1210191082802548,0.03647811313212075,SIQ1
Githaiga_et_al_2017,SIQ1,40,45,1.243312101910828,0.034671459956061426,SIQ1
Githaiga_et_al_2017,SIQ1,45,50,1.4063694267515923,0.03076615722705005,SIQ1
Githaiga_et_al_2017,SIQ2,0,5,1.2229299363057324,0.03069667053039689,SIQ2
Githaiga_et_al_2017,SIQ2,5,10,1.02,0.0558592,SIQ2
Githaiga_et_al_2017,SIQ2,10,15,1,0.0382653,SIQ2
Githaiga_et_al_2017,SIQ2,15,20,1.22,0.024979300000000003,SIQ2
Githaiga_et_al_2017,SIQ2,20,25,1.34,0.0233849,SIQ2
Githaiga_et_al_2017,SIQ2,25,30,1.36,0.0243799,SIQ2
Githaiga_et_al_2017,SIQ2,30,35,1.34,0.0274748,SIQ2
Githaiga_et_al_2017,SIQ2,35,40,1.22,0.0285812,SIQ2
Githaiga_et_al_2017,SIQ2,40,45,1.34,0.021389300000000003,SIQ2
Githaiga_et_al_2017,SIQ2,45,50,0.88,0.0212874,SIQ2
Githaiga_et_al_2017,SIQ3,0,5,1.22,0.023893300000000003,SIQ3
Githaiga_et_al_2017,SIQ3,5,10,1.44,0.0384548,SIQ3
Githaiga_et_al_2017,SIQ3,10,15,1.5,0.0400961,SIQ3
Githaiga_et_al_2017,SIQ3,15,20,1.62,0.0352681,SIQ3
Githaiga_et_al_2017,SIQ3,20,25,1.66,0.0280749,SIQ3
Githaiga_et_al_2017,SIQ3,25,30,1.6,0.030277,SIQ3
Githaiga_et_al_2017,SIQ3,30,35,1.66,0.021489699999999997,SIQ3
Githaiga_et_al_2017,SIQ3,35,40,1.44,0.0339729,SIQ3
Githaiga_et_al_2017,SIQ3,40,45,1.42,0.0396802,SIQ3
Githaiga_et_al_2017,SIQ3,45,50,1.5,0.0364648,SIQ3
Githaiga_et_al_2017,SIQ4,0,5,1.26,0.027783199999999997,SIQ4
Githaiga_et_al_2017,SIQ4,5,10,1.06,0.049674699999999995,SIQ4
Githaiga_et_al_2017,SIQ4,10,15,1.38,0.039347599999999996,SIQ4
Githaiga_et_al_2017,SIQ4,15,20,1.38,0.0321779,SIQ4
Githaiga_et_al_2017,SIQ4,20,25,1.6,0.020693800000000002,SIQ4
Githaiga_et_al_2017,SIQ4,25,30,1.46,0.030167000000000003,SIQ4
Githaiga_et_al_2017,SIQ4,30,35,1.46,0.0203918,SIQ4
Githaiga_et_al_2017,SIQ4,35,40,1.62,0.0219893,SIQ4
Githaiga_et_al_2017,SIQ4,40,45,1.46,0.0242835,SIQ4
Githaiga_et_al_2017,SIQ4,45,50,1.66,0.0236835,SIQ4
Githaiga_et_al_2017,SIQ5,0,5,1.4063694267515923,0.041873300271956404,SIQ5
Githaiga_et_al_2017,SIQ5,5,10,1.5694267515923568,0.05011599072074242,SIQ5
Githaiga_et_al_2017,SIQ5,10,15,1.5082802547770702,0.04823903521929563,SIQ5
Githaiga_et_al_2017,SIQ5,15,20,1.3248407643312101,0.0598576056957721,SIQ5
Githaiga_et_al_2017,SIQ5,20,25,1.6101910828025479,0.04665346851440795,SIQ5
Githaiga_et_al_2017,SIQ5,25,30,1.69171974522293,0.1250374453298183,SIQ5
