Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.741032809,1.499833333,1.805973605,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.477107559,1.5276,1.497613692,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.618443529,1.563733333,1.662745098,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.459702699,1.520433333,1.477278536,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.834233147,1.478233333,1.914865226,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.428049062,1.5498,1.440295668,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.380068922,1.739833333,1.384237553,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.402688839,1.584333333,1.410665777,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.549282435,1.5807,1.581939988,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.532518636,1.5406,1.562353822,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.6812375,1.5586,1.736111111,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.579387745,1.396633333,1.617113851,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.948295392,1.479333333,2.04813108,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.713267258,1.439433333,1.773533424,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.626897354,1.5558,1.672622215,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.511981158,1.632633333,1.538358638,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.416197474,1.477566667,1.426448737,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.544652252,1.450933333,1.576530263,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,8.665770832,1.468733333,9.896565991,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.601197579,1.6334,1.642595606,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.639429233,1.189866667,7.52906792,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.975061529,1.113933333,4.416125166,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.77655083,1.1565,4.184193048,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.51717918,1.356333333,3.881153382,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.809404645,1.274866667,8.896021317,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,6.326522422,1.181966667,7.163479871,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.583661045,1.325766667,3.958828187,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.572340798,1.224033333,3.945602055,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.151175819,1.200266667,8.126972566,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.658363758,1.045533333,6.382829487,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.094592687,1.227466667,4.555780684,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.66845829,1.0809,5.226262753,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.904494419,1.025266667,7.83875969,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,6.011073416,1.104633333,6.794921622,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.490567168,1.156,3.850060951,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.985144081,1.223166667,3.259544434,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,8.57828269,0.900433333,9.794348276,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.647043103,1.3261,5.201242088,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.151605164,1.190266667,4.622391826,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.185343668,1.2807,3.493449782,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.574399603,1.157133333,8.62145064,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.595383916,1.2129,6.309246309,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.003366003,1.3103,4.449195003,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.020435047,1.152666667,4.469137805,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.703820695,1.4621,4.099218011,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.968222796,1.7579,4.408135058,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.812189655,1.608433333,3.057471264,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.304347685,1.387533333,4.800850199,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.824153949,1.16071,7.744893035,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,8.182661838,1.1836,9.332120385,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.801294906,1.1382,5.381463847,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.247643208,1.467866667,3.566238122,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.927174895,1.2175,5.52853709,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,8.606930876,0.9786,9.827819694,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.786293797,1.601266667,5.363937138,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.057238742,1.4166,3.34377701,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.565998756,1.3768,3.93819226,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,8.399822551,1.0248,9.585842448,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,6.275190651,1.2136,7.103505843,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.882959337,1.616133333,4.308516576,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.060045009,1.567,5.683777321,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,10.04882132,1.160233333,11.51246796,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.766523849,1.2834,4.172477917,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.731772077,1.369466667,2.96351452,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.964379087,0.9754,7.908726589,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,8.140726903,0.9008,9.283125252,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.982895129,1.3429,4.425277637,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.775828915,1.6167,3.014988801,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.451081473,1.261766667,4.972288203,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.705300545,1.4128,1.764225429,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.894390258,1.4942,4.321872015,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.796691211,1.530766667,4.20772428,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.73717017,1.189266667,5.306543019,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.625750372,1.497466667,1.671282126,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.955724499,1.391933333,4.393532537,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.960156674,1.5002,4.398710918,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.795347385,1.3328,4.206154206,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.397011166,1.437366667,3.740753787,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.848023907,1.357066667,5.436060179,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.246849832,1.508066667,3.565311172,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.571808361,1.3505,5.113340766,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.896898978,1.445433333,1.988081526,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.290111344,1.558766667,4.784217016,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.150643332,1.5656,3.45290727,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.107282752,1.273666667,4.570607258,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.104411669,1.3252,4.567252797,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.532718559,1.197466667,3.899308983,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.043787544,1.384133333,3.328061157,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.914636819,1.253566667,2.008805724,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.225482359,1.257666667,2.371985464,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.641877181,1.355433333,4.026845638,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.184346293,1.372133333,3.492284488,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.993854044,1.3555,4.438081603,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.414914118,1.129233333,3.761670894,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.857497731,1.4554,4.278768233,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.035331818,1.475633333,3.318181818,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.451081473,1.142266667,5.354981129,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.451081473,1.3527,4.217719133,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.451081473,1.367233333,4.403150879,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.451081473,1.428633333,4.195930128,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.564605953,0.985833333,6.273286544,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.574418513,1.314433333,3.948029574,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.531313544,1.132733333,3.897667419,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.717212838,1.347833333,4.114864865,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.13740786,1.405066667,4.605804253,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.790483198,1.4389,4.200471081,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,5.103485815,1.387333333,5.734531855,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.096258473,1.406066667,4.557726922,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.294710001,0.998766667,7.126311487,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.369319017,1.2551,3.708399366,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,5.590832433,1.063466667,6.303928535,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.478238703,1.268933333,3.835656856,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.138593315,0.9505,6.943910872,(0.8559*SOM_perc)+0.1953
