study_id,site_id,transect_id,plot_id,plot_radius,species_code,biomass_flag,decay_class,debris_number,plot_density,tree_height,canopy_width,diameter_dbh,diameter_base,diameter_qmd,wood_volume,wood_volume_flag,biomass_decay_corrected,decay_3_wood_volume,decay_3_biomass_g,decay_3_biomass_Mg,decay_3_biomass_aboveground,biomass_aboveground,biomass_aboveground_scaled,biomass_aboveground_carbon,biomass_downed_wood,biomass_belowground,biomass_belowground_scaled,biomass_total,biomass_belowground_carbon,biomass_total_carbon
Morrissette_et_al_2023,Drowned Caye,2,3,7,Laguncularia racemosa,live,NA,NA,64.9612,850,142,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.98419809,3.831684289,1.839208459,NA,44.03675304,2.860680322,6.692364611,1.115665326,2.954873784
Morrissette_et_al_2023,Drowned Caye,2,3,7,Avicennia germinans,live,NA,NA,64.9612,710,180,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.78833,7.781593663,3.735164958,NA,102.1946086,6.63868441,14.42027807,2.58908692,6.324251879
Morrissette_et_al_2023,Drowned Caye,2,3,7,Rhizophora mangle,live,NA,NA,64.9612,520,180,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.0482847,7.66855823,3.68090795,NA,121.1473388,7.869876506,15.53843474,3.069251837,6.750159788
Morrissette_et_al_2023,Drowned Caye,2,3,7,Rhizophora mangle,live,NA,NA,64.9612,530,130,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9874467,2.792516123,1.340407739,NA,33.16346538,2.154338507,4.94685463,0.8401920179,2.180599757
Morrissette_et_al_2023,Drowned Caye,2,3,7,Rhizophora mangle,live,NA,NA,64.9612,490,140,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83401849,2.977432842,1.429167764,NA,36.00581499,2.338980949,5.31641379,0.9122025699,2.341370334
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,dead,3,NA,64.9612,320,NA,13,18,NA,NA,NA,28.75,60905.01,42024.457,0.04202446,2.72995913,57.5,1.868,1.3103804,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,dead,3,NA,64.9612,310,NA,11,17,NA,NA,NA,20.813,48451.213,33431.337,0.03343134,2.17173975,41.625,1.352,1.0424351,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,dead,3,NA,64.9612,450,NA,10,13,NA,NA,NA,17.309,47006.08,32434.195,0.0324342,2.1696424,34.618,1.124,1.0113428,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,dead,3,NA,64.9612,580,NA,9.5,13.5,NA,NA,NA,17.781,60851.341,41987.425,0.04198743,2.72755352,35.561,1.155,1.3092257,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,600,115,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,710,300,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.009033,8.380581597,4.022679166,NA,135.7586388,8.819044088,17.19962568,3.439427194,7.462106361
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,730,120,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83401849,2.977432842,1.429167764,NA,36.00581499,2.338980949,5.31641379,0.9122025699,2.341370334
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,740,185,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,690,200,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,700,250,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.37428471,6.325550384,3.036264184,NA,94.64060109,6.147967016,12.4735174,2.397707136,5.433971321
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,1100,137,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.33485789,4.244230771,2.03723077,NA,56.7311844,3.685325816,7.929556586,1.437277068,3.474507838
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,1100,123,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.40633738,5.093369764,2.444817487,NA,71.68090496,4.656477604,9.749847367,1.816026265,4.260843752
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,live,NA,NA,64.9612,800,110,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.83427535,4.926285528,2.364617054,NA,60.46688356,3.928001316,8.854286844,1.531920513,3.896537567
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,650,137,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4369984,1.19768954,0.5748909793,NA,11.19820816,0.72744904,1.92513858,0.2837051256,0.8585961049
Morrissette_et_al_2023,Drowned Caye,2,4,2,Rhizophora mangle,live,NA,NA,795.7747,290,150,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.956151468,6.331304048,3.039025943,NA,3.811132652,3.032802943,9.36410699,1.182793148,4.22181909
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,live,NA,NA,64.9612,1200,115,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7667021,7.390421489,3.547402315,NA,96.31994541,6.257059238,13.64748073,2.440253103,5.987655417
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,850,130,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.58006455,4.520004489,2.169602155,NA,61.50141723,3.995205865,8.515210354,1.558130287,3.727732442
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,900,193,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,900,178,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56122871,2.310100091,1.108848044,NA,26.00322946,1.689200989,3.99930108,0.6587883858,1.767636429
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,550,250,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.58006455,4.520004489,2.169602155,NA,61.50141723,3.995205865,8.515210354,1.558130287,3.727732442
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,670,150,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96051287,1.361620068,0.6535776328,NA,13.20074778,0.8575364168,2.219156485,0.3344392025,0.9880168354
Morrissette_et_al_2023,Drowned Caye,2,4,2,Rhizophora mangle,live,NA,NA,795.7747,420,138,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,590,135,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4369984,1.19768954,0.5748909793,NA,11.19820816,0.72744904,1.92513858,0.2837051256,0.8585961049
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,540,180,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,490,115,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96051287,1.361620068,0.6535776328,NA,13.20074778,0.8575364168,2.219156485,0.3344392025,0.9880168354
Morrissette_et_al_2023,Drowned Caye,2,4,2,Rhizophora mangle,live,NA,NA,795.7747,300,95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.956151468,6.331304048,3.039025943,NA,3.811132652,3.032802943,9.36410699,1.182793148,4.22181909
Morrissette_et_al_2023,Drowned Caye,2,4,7,Avicennia germinans,live,NA,NA,64.9612,620,200,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.7169193,14.27307474,6.851075875,NA,205.0386922,13.31955949,27.59263423,5.194628203,12.04570408
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,640,250,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83401849,2.977432842,1.429167764,NA,36.00581499,2.338980949,5.31641379,0.9122025699,2.341370334
Morrissette_et_al_2023,Drowned Caye,2,4,2,Rhizophora mangle,live,NA,NA,795.7747,410,200,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,4,7,Rhizophora mangle,live,NA,NA,64.9612,620,350,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3779179,9.119118003,4.377176641,NA,151.2891277,9.827923282,18.94704129,3.83289008,8.210066721
Morrissette_et_al_2023,Drowned Caye,2,5,2,Laguncularia racemosa,dead,3,NA,795.7747,180,NA,4.5,25,NA,NA,NA,3.299,35708.127,24638.608,0.02463861,19.667887,6.598,2.625,9.4112548,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,dead,3,NA,795.7747,650,NA,4,5.5,NA,NA,NA,3.978,11614.075,8013.712,0.00801371,6.3771925,7.956,3.166,3.0610124,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,dead,3,NA,64.9612,310,NA,6,9,NA,NA,NA,8.026,13877.986,9575.81,0.00957581,0.6225611,16.052,0.521,0.2985869,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,560,158,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4369984,1.19768954,0.5748909793,NA,11.19820816,0.72744904,1.92513858,0.2837051256,0.8585961049
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,540,172,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.80718084,0.896931036,0.4305268973,NA,7.728337065,0.5020420497,1.398973086,0.1957963994,0.6263232967
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,580,110,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,430,121,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4369984,1.19768954,0.5748909793,NA,11.19820816,0.72744904,1.92513858,0.2837051256,0.8585961049
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,600,130,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61936647,1.534342389,0.7364843467,NA,15.38568686,0.9994726815,2.53381507,0.3897943458,1.126278692
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,450,170,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05155133,1.042728036,0.5005094575,NA,9.375116223,0.6090188,1.651746836,0.237517332,0.7380267895
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,475,150,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,670,148,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.314209428,5.024688113,2.411850294,NA,2.833426445,2.254769079,7.279457192,0.8793599409,3.291210235
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,950,200,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,650,180,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,720,135,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.00795802,1.429663362,0.6862384139,NA,14.05267579,0.9128786822,2.342542044,0.3560226861,1.0422611
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,850,200,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,500,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,5,7,Avicennia germinans,live,NA,NA,64.9612,1100,61,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.02165077,4.61365166,2.214552797,NA,56.08309282,3.643225009,8.256876669,1.420857754,3.63541055
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,640,130,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83401849,2.977432842,1.429167764,NA,36.00581499,2.338980949,5.31641379,0.9122025699,2.341370334
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,690,250,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,650,200,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.80718084,0.896931036,0.4305268973,NA,7.728337065,0.5020420497,1.398973086,0.1957963994,0.6263232967
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,670,160,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,950,168,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.47022301,6.0069766509999996,2.883348792,NA,88.57175308,5.753727366,11.76070402,2.243953673,5.127302465
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,800,142,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61936647,1.534342389,0.7364843467,NA,15.38568686,0.9994726815,2.53381507,0.3897943458,1.126278692
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,500,130,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96051287,1.361620068,0.6535776328,NA,13.20074778,0.8575364168,2.219156485,0.3344392025,0.9880168354
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,640,145,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835418742,3.847903899,1.846993871,NA,2.012287688,1.601327631,5.44923153,0.6245177762,2.471511648
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,610,150,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,750,100,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4369984,1.19768954,0.5748909793,NA,11.19820816,0.72744904,1.92513858,0.2837051256,0.8585961049
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,650,150,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,1100,179,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.28787619,2.747071183,1.318594168,NA,32.47290399,2.10947881,4.856549993,0.8226967361,2.141290904
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,710,150,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.37428471,6.325550384,3.036264184,NA,94.64060109,6.147967016,12.4735174,2.397707136,5.433971321
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,580,115,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.755466882,7.763153731,3.726313791,NA,4.950085099,3.939152484,11.70230622,1.536269469,5.26258326
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,650,120,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,730,170,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,570,90,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.956151468,6.331304048,3.039025943,NA,3.811132652,3.032802943,9.36410699,1.182793148,4.22181909
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,620,180,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,600,141,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1366948,0.9832978584,0.471982972,NA,8.695429338,0.5648655243,1.548163383,0.2202975545,0.6922805265
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,910,160,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.20306058,3.975824259,1.908395644,NA,52.17171662,3.389137317,7.364961576,1.321763554,3.230159198
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,820,170,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61936647,1.534342389,0.7364843467,NA,15.38568686,0.9994726815,2.53381507,0.3897943458,1.126278692
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,750,131,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,650,250,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.58006455,4.520004489,2.169602155,NA,61.50141723,3.995205865,8.515210354,1.558130287,3.727732442
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,180,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835418742,3.847903899,1.846993871,NA,2.012287688,1.601327631,5.44923153,0.6245177762,2.471511648
Morrissette_et_al_2023,Drowned Caye,2,5,2,Rhizophora mangle,live,NA,NA,795.7747,490,80,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.956151468,6.331304048,3.039025943,NA,3.811132652,3.032802943,9.36410699,1.182793148,4.22181909
Morrissette_et_al_2023,Drowned Caye,2,5,7,Rhizophora mangle,live,NA,NA,64.9612,900,150,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.20306058,3.975824259,1.908395644,NA,52.17171662,3.389137317,7.364961576,1.321763554,3.230159198
Morrissette_et_al_2023,Drowned Caye,2,6,2,Avicennia germinans,dead,3,NA,795.7747,180,NA,5,9,NA,NA,NA,4.53,7115.707,4909.838,0.00490984,3.9712492,9.06,3.605,1.87542,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,6,2,Rhizophora mangle,dead,3,NA,795.7747,190,NA,4,8,NA,NA,NA,3.978,5571.091,3844.053,0.00384405,3.5899994,7.956,3.166,1.46832,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,6,7,Avicennia germinans,dead,3,NA,64.9612,280,NA,19,33,NA,NA,NA,59.894,152252.052,105053.916,0.10505392,6.82442844,119.788,3.891,3.2757257,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,6,NA,NA,debris,NA,2,NA,NA,NA,NA,NA,7.1063,2.5959,diameter <7.6cm,NA,NA,NA,NA,NA,NA,1.814,0.907,1843.0972,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,600,199,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,490,160,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96051287,1.361620068,0.6535776328,NA,13.20074778,0.8575364168,2.219156485,0.3344392025,0.9880168354
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,850,181,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.20306058,3.975824259,1.908395644,NA,52.17171662,3.389137317,7.364961576,1.321763554,3.230159198
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,540,170,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.37428471,6.325550384,3.036264184,NA,94.64060109,6.147967016,12.4735174,2.397707136,5.433971321
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,660,170,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,6,2,Rhizophora mangle,live,NA,NA,795.7747,350,640,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,830,181,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.33485789,4.244230771,2.03723077,NA,56.7311844,3.685325816,7.929556586,1.437277068,3.474507838
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,800,130,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.33332932,1.905528272,0.9146535708,NA,20.31378725,1.319607996,3.225136269,0.5146471184,1.429300689
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,770,140,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,550,110,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,540,90,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96051287,1.361620068,0.6535776328,NA,13.20074778,0.8575364168,2.219156485,0.3344392025,0.9880168354
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,900,180,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.47022301,6.0069766509999996,2.883348792,NA,88.57175308,5.753727366,11.76070402,2.243953673,5.127302465
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,770,120,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8630783,2.524592202,1.211804257,NA,29.13941875,1.892931609,4.417523811,0.7382433276,1.950047584
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,620,70,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38403658,2.103705877,1.009778821,NA,23.06212148,1.498143086,3.601848963,0.5842758035,1.594054625
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,700,120,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83401849,2.977432842,1.429167764,NA,36.00581499,2.338980949,5.31641379,0.9122025699,2.341370334
Morrissette_et_al_2023,Drowned Caye,2,6,7,Avicennia germinans,live,NA,NA,64.9612,800,170,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.25400793,3.19959946,1.535807741,NA,36.84489786,2.393488779,5.593088239,0.93346062380000006,2.469268365
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,700,200,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28438217,3.461417407,1.661480355,NA,43.67805097,2.837378605,6.298796011,1.106577656,2.768058011
Morrissette_et_al_2023,Drowned Caye,2,6,2,Rhizophora mangle,live,NA,NA,795.7747,450,170,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,560,150,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
Morrissette_et_al_2023,Drowned Caye,2,6,7,Rhizophora mangle,live,NA,NA,64.9612,600,140,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4110681,1.715694677,0.823533445,NA,17.75581681,1.153439167,2.869133844,0.4498412751,1.27337472
