study_id,site_id,transect_id,plot_id,core_id,depth_min,depth_max,soil_organic_matter,soil_total_carbon,soil_inorganic_carbon,soil_organic_carbon,soil_nitrogen,dry_bulk_density,soil_carbon_density_total,soil_carbon_density_inorganic,soil_carbon_density_organic,carbon_stock_total,carbon_stock_inorganic,carbon_stock_organic
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,0,5,13.3982,11.423,8.61,2.813,0.578,0.4311,0.0492,0.0371,0.0121,24.6242,18.5603,6.0639
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,5,10,8.3318,11.08,9.668,1.412,0.28,0.7161,0.0793,0.0692,0.0101,39.6724,34.6167,5.0557
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,10,15,5.2058,11.503,10.654,0.849,0.186,0.8332,0.0958,0.0888,0.0071,47.9238,44.3867,3.5371
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,15,20,4.5783,11.85,10.793,1.057,0.147,1.1744,0.1392,0.1267,0.0124,69.5803,63.3739,6.2064
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,20,25,4.0239,11.347,10.742,0.605,0.12,1.3328,0.1512,0.1432,0.0081,75.6176,71.5858,4.0318
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,25,30,3.8858,10.734,10.518,0.216,0.09,1.2989,0.1394,0.1366,0.0028,69.7139,68.311,1.4029
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,30,35,5.9559,9.933,9.392,0.541,0.082,1.1408,0.1133,0.1071,0.0062,56.6581,53.5722,3.0859
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,35,40,9.4667,6.842,5.986,0.856,0.08,0.8097,0.0554,0.0485,0.0069,27.7014,24.2357,3.4657
Morrissette_et_al_2023,Shipstern Lagoon,2,5,Shipstern Lagoon_2_5_mangrove,40,45,11.0075,1.847,0.402,1.445,0.094,0.5939,0.011,0.0024,0.0086,5.4846,1.1937,4.2909
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,0,5,14.3914,11.35,8.181,3.169,0.464,0.3633,0.0412,0.0297,0.0115,20.6145,14.8588,5.7557
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,5,10,11.6938,10.063,8.259,1.804,0.192,0.534,0.0537,0.0441,0.0096,26.8698,22.0529,4.817
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,10,15,11.4257,9.779,8.087,1.692,0.208,0.587,0.0574,0.0475,0.0099,28.7017,23.7356,4.9661
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,15,20,10.7971,10.242,9.009,1.233,0.186,0.571,0.0585,0.0514,0.007,29.2392,25.7192,3.52
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,20,25,7.0915,11.585,10.368,1.217,0.123,1.4283,0.1655,0.1481,0.0174,82.7322,74.0412,8.691
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,25,30,5.2738,11.941,10.919,1.022,0.08,1.8457,0.2204,0.2015,0.0189,110.1994,100.7677,9.4317
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,30,35,5.8685,11.936,10.903,1.033,0.08,1.016,0.1213,0.1108,0.0105,60.6345,55.3869,5.2476
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,35,40,3.5454,11.818,11.323,0.495,0.062,1.1335,0.134,0.1283,0.0056,66.9763,64.171,2.8053
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,40,45,3.2265,11.758,11.384,0.374,0.046,1.0161,0.1195,0.1157,0.0038,59.7369,57.8368,1.9001
Morrissette_et_al_2023,Shipstern Lagoon,2,6,Shipstern Lagoon_2_6_mangrove,45,47,3.5847,11.515,11.048,0.467,0.047,1.1789,0.1357,0.1302,0.0055,40.724,39.0724,1.6516
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,0,5,36.619,20.8396,7.25,13.5896,1.3054,0.1572,0.0328,0.0114,0.0214,16.3828,5.6995,10.6833
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,5,10,36.3061,33.1175,6.6339,26.4836,1.4186,0.2563,0.0849,0.017,0.0679,42.4377,8.5009,33.9368
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,10,15,26.4172,16.812,7.4813,9.3306,0.9014,0.3779,0.0635,0.0283,0.0353,31.7691,14.1372,17.6318
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,15,20,14.1793,12.6695,8.5337,4.1357,0.4393,0.6654,0.0843,0.0568,0.0275,42.151,28.3915,13.7595
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,20,25,8.7007,10.961,14.7558,-3.7948,0.194,1.1094,0.1216,0.1637,-0.0421,60.8009,81.8508,-21.0499
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,25,30,9.9855,11.5788,8.7292,2.8496,0.3089,0.832,0.0963,0.0726,0.0237,48.1677,36.3134,11.8543
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,30,35,5.3321,10.7096,9.9147,0.7949,0.1272,1.028,0.1101,0.1019,0.0082,55.0455,50.96,4.0855
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,35,40,4.1238,10.8221,10.2799,0.5422,0.0804,1.1149,0.1207,0.1146,0.006,60.3301,57.3075,3.0226
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,40,45,4.8153,10.721,10.459,0.262,0.097,1.0481,0.1124,0.1096,0.0027,56.1819,54.8089,1.373
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,45,50,4.6117,10.8854,10.1467,0.7387,0.0887,0.8073,0.0879,0.0819,0.006,43.9369,40.9553,2.9816
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,72.5,77.5,16.7173,3.3976,3.0765,0.321,0.0445,1.3219,0.0449,0.0407,0.0042,224.5568,203.3377,21.2191
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,115,120,19.0403,6.9669,2.4255,4.5414,0.1897,0.8655,0.0603,0.021,0.0393,301.5067,104.9687,196.538
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,172.5,177.5,27.2205,10.2463,2.6199,7.6264,0.3728,0.6699,0.0686,0.0176,0.0511,343.2065,87.7564,255.4501
Morrissette_et_al_2023,New River,1,1,New River_1_1_mangrove,219,224,26.2762,4.5973,0,4.5973,0.2162,0.7865,0.0362,0,0.0362,86.7766,0,86.7766
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,0,5,68.7781,34.8961,0,34.8961,2.0466,0.1161,0.0405,0,0.0405,20.2596,0,20.2596
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,5,10,70.4853,35.4028,0,35.4028,2.4032,0.1455,0.0515,0,0.0515,25.7521,0,25.7521
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,10,15,48.5121,22.2036,2.752,19.4517,1.697,0.2201,0.0489,0.0061,0.0428,24.4397,3.0291,21.4106
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,15,20,55.716,24.2124,1.478,22.7344,1.9319,0.1973,0.0478,0.0029,0.0449,23.8886,1.4583,22.4304
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,20,25,20.2882,15.048,7.8438,7.2042,0.684,0.5175,0.0779,0.0406,0.0373,38.9398,20.2974,18.6424
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,25,30,10.9705,12.1825,9.2531,2.9295,0.3394,0.7214,0.0879,0.0668,0.0211,43.9435,33.3767,10.5668
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,30,35,5.804,11.367,10.268,1.099,0.166,0.9891,0.1124,0.1016,0.0109,56.2162,50.781,5.4352
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,35,40,4.7534,10.897,10.397,0.5,0.095,0.8589,0.0936,0.0893,0.0043,46.796,44.6488,2.1472
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,40,45,3.1919,10.9507,10.654,0.2967,0.0706,1.2499,0.1369,0.1332,0.0037,68.4372,66.583,1.8542
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,45,50,3.38,11.196,0,11.196,0.078,1.1583,0.1297,0,0.1297,64.8423,0,64.8423
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,72.5,77.5,18.1643,2.9546,2.2261,0.7285,0.0533,1.2156,0.0359,0.0271,0.0089,179.5754,135.3004,44.275
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,111,116,16.1317,4.5844,4.1049,0.4796,0.0687,1.051,0.0482,0.0431,0.005,96.3658,86.2853,10.0805
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,122.5,127.5,22.9828,14.621,6.6253,7.9958,0.4654,0.6899,0.1009,0.0457,0.0552,252.1781,114.2704,137.9077
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,145,150,37.4925,13.0119,0,13.0119,0.5037,0.6483,0.0844,0,0.0844,210.9025,0,210.9025
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,170,175,32.4759,15.2519,3.6602,11.5917,0.5408,0.4997,0.0762,0.0183,0.0579,228.6384,54.8689,173.7695
Morrissette_et_al_2023,New River,1,2,New River_1_2_mangrove,222.5,227.5,49.6622,22.9412,0,22.9412,0.7978,0.3168,0.0727,0,0.0727,232.5885,0,232.5885
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,0,5,29.8051,18.916,8.434,10.482,1.041,0.3198,0.0605,0.027,0.0335,30.2433,13.4845,16.7588
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,5,10,16.2303,12.98,8.556,4.424,0.578,0.5642,0.0732,0.0483,0.025,36.6159,24.136,12.4799
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,10,15,11.7736,12.03,8.493,3.537,0.359,0.5847,0.0703,0.0497,0.0207,35.1725,24.8313,10.3413
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,15,20,11.3722,12.29,9.413,2.877,0.332,0.7637,0.0939,0.0719,0.022,46.927,35.9417,10.9853
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,20,25,11.6566,12.131,9.3,2.831,0.332,0.6317,0.0766,0.0588,0.0179,38.3179,29.3757,8.9422
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,25,30,9.7311,12.063,9.572,2.491,0.259,0.762,0.0919,0.0729,0.019,45.958,36.4677,9.4903
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,30,35,22.8813,9.4827,0,9.4827,0.3752,0.2414,0.0229,0,0.0229,11.4445,0,11.4445
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,35,40,7.286,12.201,10.576,1.625,0.195,0.8139,0.0993,0.0861,0.0132,49.6535,43.0403,6.6131
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,40,45,4.8682,11.764,10.933,0.831,0.128,0.9845,0.1158,0.1076,0.0082,57.9071,53.8166,4.0905
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,45,50,6.4061,11.79,10.71,1.08,0.148,0.9132,0.1077,0.0978,0.0099,53.8336,48.9023,4.9313
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,72.5,77.5,16.436,3.1063,2.9899,0.1164,0.0239,1.3563,0.0421,0.0406,0.0016,210.6589,202.7636,7.8953
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,110,115,22.1548,4.6846,1.4671,3.2175,0.1757,1.0667,0.05,0.0156,0.0343,99.943,31.2993,68.6438
Morrissette_et_al_2023,New River,1,3,New River_1_3_mangrove,125,130,17.4535,7.3081,4.5679,2.7402,0.1939,0.7425,0.0543,0.0339,0.0203,195.3547,122.1056,73.2491
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,0,5,61.4809,30.314,7.947,22.367,1.371,0.1588,0.0481,0.0126,0.0355,24.0707,6.3103,17.7604
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,5,10,30.0541,20.365,9.354,11.011,1.07,0.3157,0.0643,0.0295,0.0348,32.1459,14.7652,17.3807
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,10,15,16.3105,15.145,9.748,5.397,0.579,0.4918,0.0745,0.0479,0.0265,37.2407,23.9698,13.2709
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,15,20,6.7685,12.966,10.837,2.129,0.18,0.5904,0.0766,0.064,0.0126,38.2753,31.9905,6.2848
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,20,25,5.4276,11.735,10.732,1.003,0.122,0.9941,0.1167,0.1067,0.01,58.3277,53.3424,4.9853
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,25,30,14.1096,5.843,5.042,0.801,0.085,1.0875,0.0635,0.0548,0.0087,31.7711,27.4157,4.3554
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,30,35,13.888,5.175,4.805,0.37,0.051,1.2608,0.0652,0.0606,0.0047,32.6221,30.2897,2.3324
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,35,40,16.4373,2.989,2.96,0.029,0,1.3161,0.0393,0.039,4e-4,19.6692,19.4783,0.1908
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,40,45,17.2912,2.019,2.094,-0.075,0,1.2758,0.0258,0.0267,-0.001,12.879,13.3574,-0.4784
Morrissette_et_al_2023,New River,1,4,New River_1_4_mangrove,45,50,16.7772,2.461,2.652,-0.191,0,1.3831,0.034,0.0367,-0.0026,44.249,47.6832,-3.4342
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,0,5,71.1978,33.1162,0,33.1162,1.3858,0.1329,0.044,0,0.044,22.0129,0,22.0129
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,5,10,63.5898,30.1422,0,30.1422,1.5962,0.1394,0.042,0,0.042,21.0064,0,21.0064
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,10,15,28.5362,16.149,6.698,9.451,0.634,0.2431,0.0393,0.0163,0.023,19.6267,8.1404,11.4863
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,15,20,69.5323,34.0189,0,34.0189,1.7885,0.1577,0.0536,0,0.0536,26.8204,0,26.8204
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,20,25,56.8582,24.246,0,24.246,1.181,0.1763,0.0427,0,0.0427,21.3748,0,21.3748
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,25,30,41.3275,17.803,0,17.803,0.889,0.2634,0.0469,0,0.0469,23.4467,0,23.4467
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,30,35,37.8902,15.955,0,15.955,0.758,0.2802,0.0447,0,0.0447,22.3555,0,22.3555
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,35,40,24.038,2.924,0,2.924,0.193,0.7623,0.0223,0,0.0223,11.1449,0,11.1449
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,40,45,20.842,4.198,0,4.198,0.179,0.853,0.0358,0,0.0358,17.9046,0,17.9046
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,45,50,21.8278,3.04,0,3.04,0.161,0.7928,0.0241,0,0.0241,12.0506,0,12.0506
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,72,77,12.7942,11.4453,7.7398,3.7055,0.3286,0.7489,0.0857,0.058,0.0277,428.5496,289.8031,138.7465
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,122,127,16.9981,3.7921,3.3306,0.4615,0.0595,1.2942,0.0491,0.0431,0.006,245.3879,215.5231,29.8648
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,222.5,227.5,43.4541,20.6751,3.5128,17.1623,0.6316,0.2977,0.0616,0.0105,0.0511,307.7887,52.2953,255.4934
Morrissette_et_al_2023,New River,1,5,New River_1_5_mangrove,265,270,68.6992,35.0675,3.3456,31.7219,1.2648,0.1863,0.0653,0.0062,0.0591,182.8829,17.4479,165.435
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,0,5,69.0222,34.481,0,34.481,1.631,0.154,0.0531,0,0.0531,26.5421,0,26.5421
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,5,10,68.1967,33.245,0,33.245,1.692,0.1341,0.0446,0,0.0446,22.2862,0,22.2862
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,10,15,51.8764,24.263,0,24.263,1.243,0.1667,0.0405,0,0.0405,20.2251,0,20.2251
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,15,20,54.2998,23.73,0,23.73,1.346,0.1823,0.0433,0,0.0433,21.6302,0,21.6302
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,20,25,51.2758,21.558,0,21.558,1.206,0.2158,0.0465,0,0.0465,23.2664,0,23.2664
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,25,30,53.521,24.76,0,24.76,1.293,0.2461,0.0609,0,0.0609,30.4697,0,30.4697
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,30,35,30.62,13.556,0,13.556,0.733,0.3399,0.0461,0,0.0461,23.0363,0,23.0363
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,35,40,21.7574,3.861,0,3.861,0.229,0.7926,0.0306,0,0.0306,15.3007,0,15.3007
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,40,45,22.3484,2.185,0,2.185,0.154,0.9243,0.0202,0,0.0202,10.0977,0,10.0977
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,45,50,22.3101,1.981,0,1.981,0.147,0.9882,0.0196,0,0.0196,9.7882,0,9.7882
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,72,77,48.4789,25.052,0,25.052,1.286,0.2559,0.0641,0,0.0641,320.599,0,320.599
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,110,115,9.1859,9.802,8.735,1.067,0.096,0.9567,0.0938,0.0836,0.0102,468.876,417.8364,51.0397
Morrissette_et_al_2023,New River,1,6,New River_1_6_mangrove,172.5,177.5,18.0101,4.116,3.163,0.953,0.078,1.2205,0.0502,0.0386,0.0116,150.7133,115.8178,34.8955
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,0,5,84.2038,41.8524,0,41.8524,1.6964,0.1657,0.0693,0,0.0693,34.6694,0,34.6694
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,5,10,79.7946,39.8302,0,39.8302,2.3075,0.1513,0.0603,0,0.0603,30.128,0,30.128
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,10,15,77.4136,38.7285,0,38.7285,2.2282,0.1318,0.0511,0,0.0511,25.531,0,25.531
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,15,20,75.1358,37.1363,0,37.1363,2.0159,0.1016,0.0377,0,0.0377,18.8634,0,18.8634
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,20,25,77.5862,39.3079,0,39.3079,1.8872,0.1139,0.0448,0,0.0448,22.3823,0,22.3823
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,25,30,75.2934,37.7248,0,37.7248,1.8875,0.1108,0.0418,0,0.0418,20.9062,0,20.9062
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,30,35,75.2662,37.8018,0,37.8018,1.7758,0.1066,0.0403,0,0.0403,20.1545,0,20.1545
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,35,40,42.8716,19.9077,0,19.9077,1.1667,0.1941,0.0386,0,0.0386,19.3249,0,19.3249
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,40,45,77.9652,39.7275,0,39.7275,1.9963,0.1065,0.0423,0,0.0423,21.1604,0,21.1604
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,45,50,79.4964,40.1776,0,40.1776,1.6453,0.0939,0.0377,0,0.0377,18.8676,0,18.8676
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,72.5,77.5,76.0978,38.5576,0,38.5576,1.6972,0.119,0.0459,0,0.0459,229.4747,0,229.4747
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,130,135,75.7676,37.9844,0,37.9844,1.4541,0.1238,0.047,0,0.047,235.0416,0,235.0416
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,172.5,177.5,80.91,41.6451,0,41.6451,1.5212,0.1364,0.0568,0,0.0568,283.9441,0,283.9441
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,222.5,227.5,57.7482,28.5097,0,28.5097,1.1395,0.1594,0.0454,0,0.0454,227.1817,0,227.1817
Morrissette_et_al_2023,New River,2,1,New River_2_1_mangrove,267,272,45.6401,20.672,0,20.672,0.9078,0.0797,0.0165,0,0.0165,36.2637,0,36.2637
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,0,5,81.7368,39.5896,0,39.5896,1.307,0.1492,0.0591,0,0.0591,29.53,0,29.53
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,5,10,77.863,38.4227,0,38.4227,1.7184,0.1289,0.0495,0,0.0495,24.7644,0,24.7644
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,10,15,73.7906,36.2757,0,36.2757,1.7582,0.1411,0.0512,0,0.0512,25.591,0,25.591
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,15,20,73.0369,38.0109,0,38.0109,1.7306,0.1457,0.0554,0,0.0554,27.6936,0,27.6936
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,20,25,73.8299,36.1475,0,36.1475,1.6382,0.1234,0.0446,0,0.0446,22.3106,0,22.3106
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,25,30,71.8588,35.7513,0,35.7513,1.5759,0.1454,0.052,0,0.052,25.991,0,25.991
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,30,35,85.8081,34.49,0,34.49,1.4792,0.1283,0.0442,0,0.0442,22.1209,0,22.1209
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,35,40,71.0706,34.88,0,34.88,1.4165,0.1181,0.0412,0,0.0412,20.5938,0,20.5938
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,40,45,71.4105,38.7996,0,38.7996,1.3075,0.1339,0.052,0,0.052,25.9856,0,25.9856
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,45,50,70.0998,36.6441,0,36.6441,1.1273,0.1326,0.0486,0,0.0486,24.2917,0,24.2917
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,70,75,57.9118,28.6786,0,28.6786,1.2477,0.1479,0.0424,0,0.0424,212.1071,0,212.1071
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,122.5,127.5,69.7647,35.3776,0,35.3776,1.1591,0.1099,0.0389,0,0.0389,194.3813,0,194.3813
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,150,155,64.1613,31.2895,0,31.2895,1.1956,0.1099,0.0344,0,0.0344,171.9192,0,171.9192
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,222.5,227.5,43.107,19.507,4.946,14.561,0.596,0.2122,0.0414,0.0105,0.0309,206.9839,52.4808,154.5031
Morrissette_et_al_2023,New River,2,2,New River_2_2_mangrove,272.5,277.5,17.8352,10.9495,7.0034,3.9461,0.2844,0.386,0.0423,0.027,0.0152,211.3137,135.1576,76.1561
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,0,5,67.608,33.634,0,33.634,1.9344,0.1321,0.0444,0,0.0444,22.208,0,22.208
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,5,10,67.2376,33.2891,0,33.2891,1.9088,0.1341,0.0446,0,0.0446,22.3124,0,22.3124
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,10,15,69.1309,33.8734,0,33.8734,1.6769,0.1418,0.048,0,0.048,24.0208,0,24.0208
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,15,20,71.4596,35.8071,0,35.8071,1.5122,0.0927,0.0332,0,0.0332,16.5895,0,16.5895
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,20,25,69.7919,34.916,0,34.916,1.6003,0.1084,0.0379,0,0.0379,18.9277,0,18.9277
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,25,30,70.9334,34.9411,0,34.9411,1.5221,0.1048,0.0366,0,0.0366,18.3173,0,18.3173
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,30,35,67.5645,34.2943,0,34.2943,1.4656,0.1308,0.0449,0,0.0449,22.4278,0,22.4278
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,35,40,59.6803,30.3172,0,30.3172,1.4324,0.147,0.0446,0,0.0446,22.2793,0,22.2793
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,40,45,66.2434,33.9951,0,33.9951,1.2203,0.1393,0.0474,0,0.0474,23.6785,0,23.6785
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,45,50,63.2897,31.4991,0,31.4991,1.2593,0.1297,0.0409,0,0.0409,20.4343,0,20.4343
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,70,75,65.4438,31.0111,0,31.0111,1.062,0.1166,0.0362,0,0.0362,180.8149,0,180.8149
Morrissette_et_al_2023,New River,2,3,New River_2_3_mangrove,130,135,51.2859,25.8517,0,25.8517,0.9114,0.1401,0.0362,0,0.0362,181.1502,0,181.1502
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,0,5,15.0481,8.6005,0,8.6005,0.3628,0.6539,0.0562,0,0.0562,28.1181,0,28.1181
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,5,10,6.0187,4.748,0,4.748,0.1679,0.9323,0.0443,0,0.0443,22.1325,0,22.1325
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,10,15,3.4548,3.9933,0,3.9933,0.1371,1.1477,0.0458,0,0.0458,22.9157,0,22.9157
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,15,20,3.2433,1.3686,0,1.3686,0.0438,1.4424,0.0197,0,0.0197,9.8702,0,9.8702
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,20,25,3.0629,1.3626,0,1.3626,0,1.4214,0.0194,0,0.0194,9.6836,0,9.6836
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,25,30,2.1576,1.1965,0,1.1965,0.042,1.7118,0.0205,0,0.0205,10.2407,0,10.2407
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,30,35,2.0116,1.196,0,1.196,0,1.6106,0.0193,0,0.0193,9.6312,0,9.6312
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,Gra Gra Lagoon_1_1_mangrove,35,40,1.7024,1.5137,0,1.5137,0,1.7271,0.0261,0,0.0261,13.072,0,13.072
