study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,c14_age,c14_age_se,c14_material,c14_notes,fraction_modern,fraction_modern_se,delta_c14,delta_c14_se,am241_activity,am241_activity_se
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,26,27,BOL13-02_27,0.5663,0.151333216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,27,28,BOL13-02_28,0.3416,0.220725995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,28,29,BOL13-02_29,0.3634,0.229223996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,29,30,BOL13-02_30,0.4383,0.156285649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,30,31,BOL13-02_31,0.5138,0.139937719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,31,32,BOL13-02_32,0.5,0.1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,32,33,BOL13-02_33,0.4703,0.183287263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,33,34,BOL13-02_34,0.3956,0.210060667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,34,35,BOL13-02_35,0.4175,0.188742515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,35,36,BOL13-02_36,0.4616,0.178076256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,36,37,BOL13-02_37,0.5052,0.18824228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,37,38,BOL13-02_38,0.5542,0.158426561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,38,39,BOL13-02_39,0.5929,0.136953955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,39,40,BOL13-02_40,0.5649,0.141617986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,40,41,BOL13-02_41,0.7814,0.082928078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,41,42,BOL13-02_42,0.4261,0.165688805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,42,43,BOL13-02_43,0.5319,0.139875917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,43,44,BOL13-02_44,0.7188,0.096828047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,44,45,BOL13-02_45,0.6883,0.102135697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,45,46,BOL13-02_46,0.7238,0.085935341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,46,47,BOL13-02_47,0.7143,0.081758365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,47,48,BOL13-02_48,0.6617,0.092640169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,48,49,BOL13-02_49,0.744,0.098387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,50,51,BOL13-02_51,0.5453,0.137722355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,51,52,BOL13-02_52,0.6442,0.106954362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,52,53,BOL13-02_53,0.8054,0.08269183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,53,54,BOL13-02_54,0.8161,0.071192256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,54,55,BOL13-02_55,0.7787,0.077436754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,55,56,BOL13-02_56,0.7491,0.077426245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,56,57,BOL13-02_57,0.7015,0.088809694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,57,58,BOL13-02_58,0.7415,0.084288604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,58,59,BOL13-02_59,0.7757,0.073095269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,59,60,BOL13-02_60,0.7294,0.077460927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,60,61,BOL13-02_61,0.8423,0.069452689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,61,62,BOL13-02_62,0.9489,0.062071873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,62,63,BOL13-02_63,0.9277,0.071359276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,63,64,BOL13-02_64,0.8839,0.059508994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,64,65,BOL13-02_65,0.9114,0.061882818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,65,66,BOL13-02_66,0.7978,0.064928554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,66,67,BOL13-02_67,0.9393,0.056424997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,67,68,BOL13-02_68,0.991,0.053279516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,68,69,BOL13-02_69,1.0798,0.050750139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,69,70,BOL13-02_70,0.8268,0.065553943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,70,71,BOL13-02_71,0.8228,0.070491006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,71,72,BOL13-02_72,0.8373,0.067359369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,72,73,BOL13-02_73,0.7685,0.061678595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,73,74,BOL13-02_74,0.8905,0.057158899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,74,75,BOL13-02_75,1.0179,0.05118381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,75,76,BOL13-02_76,0.8855,0.068774704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,76,77,BOL13-02_77,1.0549,0.049672955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,77,78,BOL13-02_78,1.0669,0.044052863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,78,79,BOL13-02_79,0.9798,0.04531537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,79,80,BOL13-02_80,1.0333,0.046453111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,80,81,BOL13-02_81,1.1627,0.057366475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,81,82,BOL13-02_82,1.2653,0.055480914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,82,83,BOL13-02_83,1.0574,0.055324381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,83,84,BOL13-02_84,1.0981,0.05545943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,84,85,BOL13-02_85,1.0051,0.060889464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,85,86,BOL13-02_86,0.9404,0.056997023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,86,87,BOL13-02_87,1.1173,0.060413497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,87,88,BOL13-02_88,1.0681,0.05271042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,88,89,BOL13-02_89,1.3984,0.049413616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,89,90,BOL13-02_90,1.3385,0.051849085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,90,91,BOL13-02_91,1.1438,0.055516699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,91,92,BOL13-02_92,1.3029,0.051807506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,92,93,BOL13-02_93,1.0395,0.056758057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,93,94,BOL13-02_94,1.0243,0.058478961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,94,95,BOL13-02_95,1.1438,0.052369295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,95,96,BOL13-02_96,0.9801,0.057137027,NA,NA,NA,NA,NA,NA,NA,NA,-3205,25,terrestrial,BOL13-02 96cm .19mgC,1.4916,0.0038,491.6,3.8,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,96,97,BOL13-02_97,1.2649,0.053680133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,97,98,BOL13-02_98,0.852,0.061032864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,98,99,BOL13-02_99,1.1469,0.058679920000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-02,175,176,BOL13-02_176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365,20,marine,BOL13-02 176cm,0.6578,0.0015,-342.2,1.5,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-03,54,55,BOL13-03_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,20,marine,BOL13-03 55cm,0.9479,0.0022,-52.1,2.2,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-03,96,97,BOL13-03_97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,20,marine,BOL13-03 97cm,0.9173,0.002,-82.7,2,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,0,1,BOL13-04_1,0.2511,0.326563122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,1,2,BOL13-04_2,0.2356,0.351443124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,2,3,BOL13-04_3,0.2127,0.352139163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,3,4,BOL13-04_4,0.2318,0.332614323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,4,5,BOL13-04_5,0.1651,0.373712901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,5,6,BOL13-04_6,0.2462,0.259951259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,6,7,BOL13-04_7,0.1881,0.290802765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,7,8,BOL13-04_8,0.2118,0.260151086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,8,9,BOL13-04_9,0.2657,0.228076778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,9,10,BOL13-04_10,0.3451,0.151260504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,10,11,BOL13-04_11,0.6422,0.109156026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,11,12,BOL13-04_12,0.5892,0.128479294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,12,13,BOL13-04_13,0.8224,0.109314202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,13,14,BOL13-04_14,0.7462,0.070490485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,14,15,BOL13-04_15,0.6083,0.096498438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,15,16,BOL13-04_16,0.8232,0.093658892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,16,17,BOL13-04_17,0.2222,0.257425743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,17,18,BOL13-04_18,0.3504,0.213184931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,18,19,BOL13-04_19,0.3783,0.15728258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,19,20,BOL13-04_20,0.3241,0.187904968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,20,21,BOL13-04_21,0.7217,0.108493834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,21,22,BOL13-04_22,0.3508,0.193557583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,22,23,BOL13-04_23,0.4235,0.161038961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,23,24,BOL13-04_24,0.3227,0.229315153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,24,25,BOL13-04_25,0.3419,0.142146827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,25,26,BOL13-04_26,0.3058,0.147482014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,26,27,BOL13-04_27,0.9223,0.074379269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,27,28,BOL13-04_28,0.9606,0.086404331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,28,29,BOL13-04_29,0.8374,0.086338667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,29,30,BOL13-04_30,1.059,0.047780925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,30,31,BOL13-04_31,0.7474,0.058870752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,31,32,BOL13-04_32,0.9294,0.081127609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,32,33,BOL13-04_33,0.734,0.092234332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,33,34,BOL13-04_34,0.6529,0.120998622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,34,35,BOL13-04_35,0.3888,0.165895062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,36,37,BOL13-04_37,0.3152,0.142766498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,37,38,BOL13-04_38,0.59,0.099152542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,38,39,BOL13-04_39,0.6547,0.083244234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,39,40,BOL13-04_40,0.4476,0.113941019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,40,41,BOL13-04_41,0.4861,0.11993417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,41,42,BOL13-04_42,0.9546,0.050806621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,42,43,BOL13-04_43,1.1503,0.037903156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,43,44,BOL13-04_44,1.1099,0.039913506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,44,45,BOL13-04_45,1.1498,0.037049922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,45,46,BOL13-04_46,1.04,0.610961539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,46,47,BOL13-04_47,1.1361,0.032391515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,47,48,BOL13-04_48,1.102,0.035571688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,48,49,BOL13-04_49,1.2275,0.030305499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,49,50,BOL13-04_50,1.7349,0.03008819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,54,55,BOL13-04_55,1.2034,0.024763171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,55,56,BOL13-04_56,1.0449,0.02507417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,56,57,BOL13-04_57,1.2082,0.027809965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Bolinas Lagoon,BOL13-04,57,58,BOL13-04_58,1.111,0.032673267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
