study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,c14_age,c14_age_se,c14_material,c14_notes,fraction_modern,fraction_modern_se,delta_c14,delta_c14_se,am241_activity,am241_activity_se
Brown_et_al_2026,Mugu,MGL13-06,51,52,MGL13-06_52,1.5562,0.021727364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,52,53,MGL13-06_53,2.1305,0.032732089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,53,54,MGL13-06_54,1.9715,0.032458331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,54,55,MGL13-06_55,1.7838,0.020490157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,55,56,MGL13-06_56,1.5264,0.019181685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,56,57,MGL13-06_57,1.5848,0.013449757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,57,58,MGL13-06_58,1.9705,0.032608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,58,59,MGL13-06_59,1.662,0.033189486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-06,59,60,MGL13-06_60,1.2287,0.028383173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,1,2,MGL13-08_2,0.8585,0.0821,8.420099218,0.948443824,4.681358463,9.245737551,63.8676236,6.269995666,59.40564701,6.192457606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,2,3,MGL13-08_3,0.5628,0.1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,3,4,MGL13-08_4,0.6079,0.0841,6.316694078,0.808472077,8.903186591,9.048692129,71.27712368,5.677696013,62.79261013,6.490219104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,4,5,MGL13-08_5,0.7031,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,5,6,MGL13-08_6,0.7516,0.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,6,7,MGL13-08_7,0.8228,0.0819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,7,8,MGL13-08_8,0.5398,0.0867,4.306037569,0.839106168,-9.262546467,8.758935911,51.43253711,5.503315721,60.25800938,6.273992727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,8,9,MGL13-08_9,0.8171,0.0879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,10,11,MGL13-08_11,0.8908,0.0713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,11,12,MGL13-08_12,0.8916,0.06,3.036608371,0.820305785,-21.45769657,8.569279178,41.45230257,5.003224766,61.89572941,6.451533795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,12,13,MGL13-08_13,0.925,0.0597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,13,14,MGL13-08_14,0.8228,0.0636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,14,15,MGL13-08_15,0.7754,0.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,15,16,MGL13-08_16,1.0455,0.0634,1.5529985610000001,0.603402004,-9.031029249,9.638520315,68.94851062,4.651329702,77.55046173,7.915059633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,16,17,MGL13-08_17,1.1002,0.0489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,17,18,MGL13-08_18,0.8606,0.0801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,18,19,MGL13-08_19,0.7381,0.0908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,20,21,MGL13-08_21,0.9717,0.052,1.62453758,0.790200452,-4.05814018,8.418191362,51.90838034,5.487729089,55.77239648,5.842352964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,21,22,MGL13-08_22,0.7152,0.0706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,22,23,MGL13-08_23,1.6824,0.6238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,23,24,MGL13-08_24,0.5423,0.0909,1.026506002,0.879537344,-12.19906015,9.63486868,58.97075938,5.576053842,70.58429196,7.282914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,24,25,MGL13-08_25,0.5875,0.1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,25,26,MGL13-08_26,0.6014,0.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,26,27,MGL13-08_27,0.5545,0.0826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,27,28,MGL13-08_28,0.6847,0.0749,1.883661165,0.790732679,-12.5183886,13.07500997,90.57295293,6.754802206,102.4884587,10.4526861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,28,29,MGL13-08_29,0.7023,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,30,31,MGL13-08_31,1.1298,0.0944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,31,32,MGL13-08_32,1.3794,0.0917,1.423273024,0.585301676,-9.865233081,11.88627887,89.31351082,5.298423898,98.7020384,9.994302212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,32,33,MGL13-08_33,1.2865,0.0853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,33,34,MGL13-08_34,1.4339,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,34,35,MGL13-08_35,1.3832,0.0748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,35,36,MGL13-08_36,1.4353,0.0827,-0.121550599,0.669249473,-19.67407595,11.32649708,72.73453979,5.458592861,91.45155724,9.290609514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,36,37,MGL13-08_37,1.7778,0.0624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,37,38,MGL13-08_38,1.6712,0.0737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,40,41,MGL13-08_41,0.8721,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,41,42,MGL13-08_42,0.9468,0.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,42,43,MGL13-08_43,0.8812,0.1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,43,44,MGL13-08_44,1.04,0.1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,44,45,MGL13-08_45,1.2127,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,45,46,MGL13-08_46,0.9383,0.1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,46,47,MGL13-08_47,1.0623,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,47,48,MGL13-08_48,1.162,0.1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,50,51,MGL13-08_51,1.3238,0.0886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,51,52,MGL13-08_52,1.3493,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,52,53,MGL13-08_53,0.8595,0.1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,53,54,MGL13-08_54,0.7052,0.2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,54,55,MGL13-08_55,0.8598,0.2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,55,56,MGL13-08_56,1.0398,0.1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,56,57,MGL13-08_57,1.2018,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,57,58,MGL13-08_58,0.7986,0.1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,58,59,MGL13-08_59,0.8988,0.1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Mugu,MGL13-08,67,68,MGL13-08_68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-285,15,terrestrial,MGL13-08 68cm .15mgC,1.0368,0.0018,36.8,1.8,NA,NA
Brown_et_al_2026,Mugu,MGL14-10,65,66,MGL14-10_66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,100,terrestrial,MGL14-10 66 .023mgC,0.956,0.0113,-44,11.3,NA,NA
Brown_et_al_2026,Morro,MOB13-01,0,1,MOB13-01_1,0.2184,0.302655678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,1,2,MOB13-01_2,0.3219,0.285492389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,2,3,MOB13-01_3,0.267,0.252808989,17.87,4.08,75.1699,26.4495,85.99,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01
Brown_et_al_2026,Morro,MOB13-01,3,4,MOB13-01_4,0.2589,0.236384705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,4,5,MOB13-01_5,0.3101,0.222186392,12.47,7.06,28.1195,45.9328,33.1,45.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63
Brown_et_al_2026,Morro,MOB13-01,5,6,MOB13-01_6,0.497,0.146680081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,6,7,MOB13-01_7,0.2978,0.242108798,10.4,4.6,8.2153,28.761,22.09,28.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27
Brown_et_al_2026,Morro,MOB13-01,7,8,MOB13-01_8,0.4262,0.18160488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,8,9,MOB13-01_9,0.2892,0.18395574,9.39,5.43,21.508,35.3714,32.25,34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
Brown_et_al_2026,Morro,MOB13-01,9,10,MOB13-01_10,0.4098,0.126891166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,10,11,MOB13-01_11,0.3812,0.134050367,18.38,3.26,13.8706,19.6804,24.31,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56
Brown_et_al_2026,Morro,MOB13-01,11,12,MOB13-01_12,0.5986,0.076177748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,12,13,MOB13-01_13,0.6053,0.08309929,20.09,3.67,2.1213,21.1664,18.27,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76
Brown_et_al_2026,Morro,MOB13-01,13,14,MOB13-01_14,0.5569,0.103250135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,14,15,MOB13-01_15,0.454,0.124449339,43.92,6.74,0,35.5809,4.38,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88
Brown_et_al_2026,Morro,MOB13-01,15,16,MOB13-01_16,0.3436,0.125145518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,16,17,MOB13-01_17,0.4071,0.197985753,18.21,6.03,14.1493,37.4094,21.58,36.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86
Brown_et_al_2026,Morro,MOB13-01,17,18,MOB13-01_18,0.2924,0.164500684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,18,19,MOB13-01_19,0.4161,0.13097813,2.73,5.46,0,36.2456,10.7,35.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93
Brown_et_al_2026,Morro,MOB13-01,19,20,MOB13-01_20,0.4191,0.140300644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,20,21,MOB13-01_21,0.4864,0.103618421,0.84,2.72,0,18.8895,8.41,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54
Brown_et_al_2026,Morro,MOB13-01,21,22,MOB13-01_22,0.3569,0.088820398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,22,23,MOB13-01_23,0.5444,0.091844232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,23,24,MOB13-01_24,0.4372,0.109332113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,24,25,MOB13-01_25,0.3682,0.15833786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,25,26,MOB13-01_26,0.5862,0.104742409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,26,27,MOB13-01_27,0.4074,0.120765832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,27,28,MOB13-01_28,0.3865,0.1614489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,28,29,MOB13-01_29,0.4708,0.111937128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,29,30,MOB13-01_30,0.5044,0.113402062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,30,31,MOB13-01_31,0.4798,0.102125886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,31,32,MOB13-01_32,0.6422,0.073341638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,32,33,MOB13-01_33,0.6559,0.086751029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,33,34,MOB13-01_34,0.5421,0.100166021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,34,35,MOB13-01_35,0.5929,0.092089728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,35,36,MOB13-01_36,0.5746,0.09484859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,36,37,MOB13-01_37,0.4795,0.10177268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,37,38,MOB13-01_38,0.4026,0.107550919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,38,39,MOB13-01_39,0.3983,0.105448155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,39,40,MOB13-01_40,0.499,0.051703407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,40,41,MOB13-01_41,0.308,0.090909091,0,3.19,0,21.6855,4.68,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75
Brown_et_al_2026,Morro,MOB13-01,41,42,MOB13-01_42,0.5208,0.042242704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,42,43,MOB13-01_43,0.5834,0.032396298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,43,44,MOB13-01_44,0.6204,0.015957447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,44,45,MOB13-01_45,0.8204,0.013773769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,45,46,MOB13-01_46,0.5657,0.021212657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,46,47,MOB13-01_47,0.5394,0.020763812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,47,48,MOB13-01_48,0.5984,0.013703209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,48,49,MOB13-01_49,0.6859,0.010642951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,49,50,MOB13-01_50,0.8569,0.012136772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,50,51,MOB13-01_51,0.7304,0.023959474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,51,52,MOB13-01_52,0.8022,0.014834206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,52,53,MOB13-01_53,0.8794,6.82e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,53,54,MOB13-01_54,1.255,0.009163347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,54,55,MOB13-01_55,1.104,0.014673913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,55,56,MOB13-01_56,0.9344,0.045697774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,56,57,MOB13-01_57,1.0732,0.053671264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,57,58,MOB13-01_58,0.647,0.057032457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,58,59,MOB13-01_59,0.6422,0.054811585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,59,60,MOB13-01_60,1.0352,0.008307573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,60,61,MOB13-01_61,1.0653,0.014174411,0,1.44,4.5883,10.1116,24.56,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83
Brown_et_al_2026,Morro,MOB13-01,61,62,MOB13-01_62,1.2505,0.015753699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,62,63,MOB13-01_63,0.937,0.016008538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,63,64,MOB13-01_64,1.2341,0.008994409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,64,65,MOB13-01_65,1.2224,0.010880236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,65,66,MOB13-01_66,1.0516,0.008463294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,66,67,MOB13-01_67,1.5831,0.011054261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,67,68,MOB13-01_68,1.2441,0.00787718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,68,69,MOB13-01_69,1.5625,0.001792,NA,NA,NA,NA,NA,NA,NA,NA,180,20,terrestrial,MOB13-01 69 .19mgC,0.978,0.002,-22,2,NA,NA
Brown_et_al_2026,Morro,MOB13-01,68,69,MOB13-01_69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,20,terrestrial,MOB13-01 69 .19mgC,0.978,0.002,-22,2,NA,NA
Brown_et_al_2026,Morro,MOB13-01,69,70,MOB13-01_70,1.3498000000000001,0.008149355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,70,71,MOB13-01_71,1.3776,5.81e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
