Site ID,Date Collected,Depth Interval Code,Bulk Densisty,Percent Organic Matter,Percent TN,Percent TC,137Cs,137Cs error,210Pb total,210Pb supported,210Pb unsupported,210Pb unsupported error
261,20160622,27,0.31,23.8662,0.7823,9.868,2.388,0.091,6.632,2.313,4.32,0.289
273,20160511,1,0.05,76.1398,2.438,35.66,0.694,0.209,72.713,1.548,71.166,1.612
273,20160511,2,0.06,70.9163,2.369,33.52,0.861,0.213,111.038,1.125,109.914,2.69
273,20160511,3,0.08,70.1606,2.52,33.33,0.267,0.162,77.479,1.575,75.904,1.671
273,20160511,4,0.08,61.6606,2.231,30.17,0.736,0.182,61.519,1.096,60.423,1.394
273,20160511,5,0.09,63.6264,2.363,30.91,0.944,0.177,77.256,1.143,76.113,2.944
273,20160511,6,0.07,79.9404,2.78,37.88,0.056,0.196,85.383,1.671,83.711,1.936
273,20160511,7,0.08,74.5232,2.762,37.72,1.004,0.237,111.336,1.487,109.849,2.569
273,20160511,8,0.05,82.038,3.005,40.44,0.072,0.163,75.353,1.072,74.28,3.463
273,20160511,9,0.07,84.8069,3.055,43.4,0.059,0.176,69.742,0.832,68.91,1.645
273,20160511,10,0.08,83.152,3.073,41.79,1.138,0.193,66.015,1.101,64.913,1.493
273,20160511,11,0.06,87.6058,3.065,44.41,1.348,0.271,106.898,1.272,105.625,4.491
273,20160511,12,0.07,84.1202,3.112,43.55,1.251,0.208,74.287,0.826,73.461,1.703
273,20160511,13,0.06,87.3868,3.144,43.23,0.522,0.223,85.027,1.452,83.575,3.687
273,20160511,14,0.07,79.0644,2.849,40.15,1.187,0.247,85.336,1.289,84.047,1.852
273,20160511,15,0.09,81.6022,2.989,40.43,1.296,0.204,96.819,0.815,96.004,2.328
273,20160511,16,0.08,80.1097,2.921,41.44,1.715,0.235,109.365,1.481,107.884,2.675
273,20160511,17,0.08,83.1754,3.189,42.44,1.699,0.285,90.099,1.668,88.431,2.116
273,20160511,18,0.09,80.1664,3.099,42.08,3.368,0.31,83.611,1.499,82.112,2.043
273,20160511,19,0.08,82.6541,3.243,43.64,3.267,0.269,65.704,1.407,64.297,3.063
273,20160511,20,0.07,84.2509,2.833,44.13,4.248,0.28,92.366,0.681,91.685,2.351
287,20160622,1,0.03,70.9325,2.81,33.12,0.864,0.215,17.629,0.424,17.205,1.426
287,20160622,2,0.04,79.3872,2.76,35.78,0.148,0.143,15.124,0.218,14.906,1.262
287,20160622,3,0.03,78.9586,2.886,38.11,0,0,20.652,0.198,20.454,1.216
287,20160622,4,0.09,67.9193,2.495,31.48,0.489,0.128,25.282,0.371,24.911,1.068
287,20160622,5,0.08,66.9058,2.438,31.58,0.32,0.129,20.405,0.39,20.015,0.966
287,20160622,6,0.06,60.49,2.104,26.96,0.547,0.116,11.574,0.755,10.819,0.781
287,20160622,7,0.08,62.0137,2.171,27.99,0.409,0.133,15.077,0.886,14.191,0.859
287,20160622,8,0.05,69.2247,2.583,32.3,0.628,0.105,15.753,0.355,15.398,0.786
3054,20160525,1,0.08,40.1775,1.472,17.55,0.177,0,11.075,1.268,9.807,0.793
3054,20160525,2,0.13,37.245,1.394,15.27,0.004,0.058,13.512,1.318,12.193,0.526
3054,20160525,3,0.15,43.9542,1.613,18.84,0.183,0.094,13.767,1.362,12.406,0.802
3054,20160525,4,0.13,41.0675,1.466,18.19,0.161,0,12.45,1.041,11.409,0.624
3054,20160525,5,0.13,43.5938,1.436,18.32,0.146,0,12.425,0.821,11.603,0.695
3054,20160525,6,0.18,39.7345,1.369,16.83,0.095,0.067,11.422,1.079,10.342,0.531
3054,20160525,7,0.29,40.6687,1.392,17.31,0.002,0.058,9.804,1.488,8.315,0.473
3054,20160525,8,0.12,50.184,1.695,22.54,0.073,0,10.08,1.287,8.792,0.557
3054,20160525,9,0.12,50.8658,1.907,24.01,0.239,0,12.867,1.225,11.643,0.704
3054,20160525,10,0.11,56.3635,2.124,26.57,0.226,0,16.007,1.009,14.997,0.819
3054,20160525,11,0.1,62.1762,2.23,30.24,0.399,0,14.347,1.144,13.203,0.85
3054,20160525,12,0.12,60.4644,2.155,27.06,0.234,0.091,12.882,1.133,11.749,0.76
3054,20160525,13,0.19,43.5744,1.585,18.86,0.821,0.095,9.743,1.724,8.019,0.485
3054,20160525,14,0.18,44.6802,1.72,20.38,1.043,0.098,9.3,1.657,7.643,0.412
3054,20160525,15,0.17,39.681,1.569,19.28,1.508,0.124,5.242,1.558,3.685,0.536
3054,20160525,16,0.33,23.6842,0.7699,9.33,2.764,0.107,5.299,2.01,3.289,0.253
3054,20160525,17,0.36,24.3211,0.7955,9.125,1.766,0.092,4.277,2.095,2.182,0.189
3054,20160525,18,0.26,31.9293,1.067,12.61,2.018,0.114,6.65,1.948,4.702,0.356
3054,20160525,19,0.43,17.9893,0.5998,6.339,1.089,0.068,2.975,2.148,0.827,0.09
3054,20160525,20,0.43,20.8594,0.6578,8.025,0.521,0.059,3.826,1.992,1.833,0.175
3054,20160525,21,0.53,16.845,0.5214,6.268,0.265,0.045,2.956,2.151,0.805,0.083
3054,20160525,22,0.57,15.7754,0.5015,5.816,0.041,0,2.788,2.178,0.61,0.061
3054,20160525,23,0.55,15.7425,0.5258,6.537,0.032,0,3.042,2.319,0.723,0.074
3054,20160525,24,0.55,14.749,0.4306,5.226,0.056,0,3.565,2.349,1.216,0.111
3054,20160525,25,0.43,17.2953,0.5569,6.767,0,0,4.322,2.16,2.162,0.181
3166,20160511,1,0.09,35.6338,1.234,14.63,0.703,0.119,63.646,1.557,62.089,1.414
3166,20160511,2,0.13,37.6987,1.507,17.56,0.836,0.097,63.334,1.274,62.06,1.268
3166,20160511,3,0.12,43.6472,1.921,22.37,0.829,0.111,33.168,1.516,31.652,0.678
3166,20160511,4,0.17,42.0056,1.56,18.51,0.762,0.11,58.467,1.167,57.3,1.305
3166,20160511,5,0.11,42.6765,1.923,22.14,0.824,0.122,43.707,1.177,42.53,0.928
3166,20160511,6,0.11,45.0622,1.678,19.1,0.811,0.121,45.346,0.931,44.415,0.996
3166,20160511,7,0.09,60.9133,2.172,29.12,0.803,0.131,41.654,1.077,40.577,0.902
3166,20160511,8,0.11,63.4004,2.454,31.04,1.029,0.127,40.05,1.063,38.987,0.752
3166,20160511,9,0.06,78.0614,2.97,37.83,0.863,0.162,80.875,1.211,79.664,1.911
3166,20160511,10,0.06,84.2564,3.091,42.35,0.542,0.115,53.805,0.707,53.099,1.234
3166,20160511,11,0.07,79.6464,2.848,39.27,0.851,0.184,89.405,0.901,88.504,2.124
3166,20160511,12,0.05,79.4693,2.925,38.77,0.959,0.171,75.937,0.883,75.055,2.68
3166,20160511,13,0.08,79.5211,2.864,38.37,0.678,0.144,70.776,0.882,69.894,1.67
3166,20160511,14,0.08,74.0726,2.408,34.32,0.98,0.186,76.709,0.767,75.942,1.761
3166,20160511,15,0.08,84.0431,3.022,41.79,1.826,0.18,49.302,0.329,48.972,1.102
3166,20160511,16,0.06,78.9678,2.936,39.52,2.986,0.197,70.16,0.757,69.402,1.672
3166,20160511,17,0.06,78.8519,2.839,39.28,4.436,0.235,68.627,0.828,67.799,1.75
3166,20160511,18,0.07,83.3433,2.742,42.83,5.884,0.273,71.971,0.787,71.184,1.798
3166,20160511,19,0.08,82.8728,2.74,40.94,6.949,0.282,74.103,0.878,73.225,1.852
3166,20160511,20,0.07,81.8209,2.444,40.69,5.168,0.294,75.185,0.737,74.447,3.104
3169,20160511,1,0.1,43.0954,1.338,18.37,0.233,0.07,14.197,1.166,13.031,0.659
3169,20160511,2,0.22,30.499,1.076,12.24,0.393,0.05,13.149,1.814,11.335,0.436
3169,20160511,3,0.41,17.9561,0.7504,8.807,0.462,0.053,12.742,1.677,11.065,0.457
3169,20160511,4,0.39,21.0721,0.8202,9.327,0.475,0.054,11.565,2.196,9.369,0.405
3169,20160511,5,0.5,17.367,0.5173,5.857,0.42,0.053,12.169,1.797,10.373,0.43
3169,20160511,6,0.54,13.8261,0.3994,4.666,0.177,0.039,8.982,2.297,6.685,0.309
3169,20160511,7,0.54,12.9353,0.3204,3.215,0.307,0.04,7.339,2.273,5.066,0.275
3169,20160511,8,0.51,12.3745,0.3404,3.353,0.145,0.043,8.383,2.203,6.18,0.323
3169,20160511,9,0.6,10.5065,0.3188,3.379,1.241,0.06,5.103,0.256,4.847,0.312
3169,20160511,10,0.5,11.2842,0.3118,3.115,0.277,0.042,8.404,2.031,6.373,0.332
3169,20160511,11,0.48,13.2491,0.3565,3.67,0.314,0.053,8.633,2.296,6.337,0.355
3169,20160511,12,0.46,13.6147,0.3707,3.854,0.291,0.046,8.719,2.443,6.276,0.341
3169,20160511,13,0.38,17.704,0.5696,6.948,0.236,0.05,9.244,2.627,6.617,0.363
3169,20160511,14,0.17,26.0389,0.8394,9.106,0.238,0.056,10.915,2.244,8.671,0.431
3169,20160511,15,0.11,62.018,2.665,28.47,0.363,0.127,15.603,1.654,13.949,0.912
3169,20160511,16,0.1,71.258,2.367,31.13,0.45,0.139,12.942,1.194,11.748,0.984
3169,20160511,17,0.09,61.51,1.681,24.43,0.523,0.189,16.504,1.182,15.322,1.156
3169,20160511,18,0.06,70.5803,1.967,28.16,0.187,0,8.304,0.458,7.846,2.785
3169,20160511,19,0.1,82.856,2.826,39.9,0.149,0,20.765,0.603,20.162,1.139
3169,20160511,20,0.1,87.8153,3.267,44.26,0.641,0.139,24.343,0.797,23.546,1.22
3169,20160511,21,0.11,81.9461,3.043,40.38,0.521,0.144,21.129,0.918,20.212,1.078
3169,20160511,22,0.11,77.3589,2.658,36.06,1.388,0.202,17.31,0.778,16.532,1.199
3169,20160511,23,0.11,71.4926,2.672,36.08,3.275,0.172,16.972,0.965,16.007,0.846
3169,20160511,24,0.11,70.4744,2.601,34.82,3.647,0.234,17.669,1.023,16.645,1.074
3169,20160511,25,0.12,68.0028,2.515,34.1,5.232,0.236,19.618,1.059,18.559,0.995
3169,20160511,26,0.09,68.5167,2.506,35.01,4.92,0.231,17.829,1.029,16.8,1.025
3565,20160420,1,0.14,35.7791,0.9771,13.73,0.38,0.05,12.983,1.21,11.773,0.456
3565,20160420,2,0.32,19.3192,0.5245,7.307,0.425,0.052,8.577,1.271,7.306,0.396
3565,20160420,3,0.38,14.7027,0.4141,5.826,0.2,0.044,6.641,1.462,5.178,0.317
3565,20160420,4,0.24,30.5887,0.9758,13.62,0.501,0.048,9.558,1.122,8.436,0.388
3565,20160420,5,0.19,39.2036,1.049,16.22,0.196,0.039,9.376,1.226,8.15,0.336
3565,20160420,6,0.15,42.2517,0.8366,12.67,0.33,0.057,10.29,1.256,9.035,0.455
3565,20160420,7,0.13,52.7069,1.419,22.81,0.644,0.066,12.861,0.682,12.179,0.516
3565,20160420,8,0.13,45.7734,1.299,18.57,0.775,0.071,12.911,0.819,12.092,0.547
3565,20160420,9,0.14,44.6142,1.234,18.03,0.893,0.071,12.304,0.799,11.505,0.522
3565,20160420,10,0.14,39.0907,1.127,16.57,0.984,0.076,11.718,0.994,10.724,0.508
3565,20160420,11,0.13,37.4652,0.9782,14.83,1.035,0.08,9.956,0.964,8.993,0.467
3565,20160420,12,0.14,37.178,1.046,16.14,1.7,0.094,10.417,1.123,9.295,0.486
3565,20160420,13,0.17,37.3453,1.049,16.48,2.561,0.115,7.226,0.839,6.387,0.478
3565,20160420,14,0.15,39.1689,1.168,17.53,3.473,0.13,9.527,1.125,8.402,0.505
3565,20160420,15,0.14,36.0884,1.001,15.67,4.374,0.121,8.823,1.131,7.692,0.433
3565,20160420,16,0.14,36.004,0.9904,16.43,4.215,0.117,7.264,1.079,6.185,0.377
3565,20160420,17,0.14,37.0134,1.018,16.4,6.875,0.181,8.289,0.951,7.338,0.54
3565,20160420,18,0.16,34.783,0.965,15.5,4.984,0.143,7.215,1.005,6.21,0.463
3565,20160420,19,0.14,39.4099,1.135,18.42,2.602,0.107,6.254,1.075,5.179,0.408
3565,20160420,20,0.14,51.5775,1.49,23.69,1.073,0.095,6.554,1.121,5.432,0.436
3565,20160420,21,0.17,52.3216,1.514,25.17,0.426,0.072,5.954,0.896,5.058,0.453
3565,20160420,22,0.14,58.7398,1.744,27.71,0.128,0.058,5.844,0.861,4.983,0.419
3565,20160420,23,0.12,55.0268,1.638,25.47,0.178,0.059,5.261,0.898,4.363,0.441
3565,20160420,24,0.1,62.5856,1.722,28.4,0.22,0.078,5.194,0.786,4.408,0.481
3617,20161014,1,0.11,54.5509,1.475,26.8,0.596,0.069,14.212,0.649,13.563,0.597
3617,20161014,2,0.09,59.6448,1.54,29.75,0.602,0.08,13.243,0.789,12.454,0.567
3617,20161014,3,0.09,56.0476,1.6,30.13,0.746,0.098,11.605,1.011,10.594,0.585
3617,20161014,4,0.12,50.4618,1.439,26.4,0.867,0.112,9.719,0.643,9.076,0.583
3617,20161014,5,0.1,55.0937,1.443,29.27,1.014,0.119,10.624,0.723,9.9,0.657
3617,20161014,6,0.16,35.185,0.876,17.29,1.775,0.093,7.655,1.124,6.532,0.407
3617,20161014,7,0.36,16.6617,0.4042,7.665,1.687,0.089,3.883,1.429,2.454,0.23
3617,20161014,8,0.26,21.5884,0.5318,11.05,2.008,0.086,3.145,1.484,1.66,0.195
3617,20161014,9,0.27,22.6891,0.5668,11.18,2.939,0.107,3.818,1.438,2.379,0.253
3617,20161014,10,0.66,8.424,0.186,3.241,1.063,0.063,2.858,1.706,1.152,0.142
3617,20161014,11,0.8,7.1662,0.1034,1.639,0.274,0.046,2.745,1.617,1.128,0.134
3617,20161014,12,0.68,8.5428,0.2044,3.162,0.118,0.031,2.478,1.715,0.763,0.102
3617,20161014,13,0.77,8.8315,0.2138,3.456,0.04,0,1.851,1.66,0.19,0.031
3617,20161014,14,0.87,6.6858,0.1564,2.361,0.038,0,2.104,1.599,0.505,0.07
3617,20161014,15,0.82,8.0811,0.1896,3.048,0.056,0,1.992,1.729,0.263,0.039
3617,20161014,16,0.93,6.6081,0.1571,2.291,0.011,0,1.804,1.534,0.27,0.044
3617,20161014,17,0.65,9.7636,0.2379,3.837,0.008,0,2.143,1.76,0.382,0.054
3617,20161014,18,0.69,8.9424,0.2013,3.029,0.01,0,2.105,1.876,0.229,0.034
3617,20161014,19,0.52,11.7647,0.2681,4.334,0.022,0,2.606,1.698,0.908,0.113
3617,20161014,20,0.52,8.631,0.1843,3.28,0.014,0,1.951,1.705,0.247,0.035
3617,20161014,21,0.31,19.2415,0.4265,7.049,0.004,0,2.3,1.585,0.716,0.069
3985,20160330,1,0.03,68.6307,2.259,32.68,0,0,19.491,0.744,18.747,1.322
3985,20160330,2,0.06,69.2476,2.335,31.32,0.196,0,10.013,0.366,9.648,1.069
3985,20160330,3,0.11,57.9283,2.014,25.85,0.102,0,13.187,0.456,12.732,0.954
3985,20160330,4,0.11,60.9367,2.121,27.23,0.112,0,16.941,1.168,15.773,0.797
3985,20160330,5,0.11,64.8065,2.204,30.04,0.072,0,16.658,0.77,15.888,0.874
3985,20160330,6,0.08,79.7607,2.817,39.25,0.116,0,15.722,0.636,15.086,0.804
3985,20160330,7,0.11,62.4676,2.316,30.19,0.716,0.108,13.594,1.233,12.36,0.694
3985,20160330,8,0.2,54.2087,2.056,26.99,0.723,0,10.934,1.565,9.368,0.438
3985,20160330,9,0.13,49.8205,2.076,25.61,1.096,0.099,10.015,1.646,8.369,0.496
3985,20160330,10,0.19,35.7221,1.401,17.07,1.795,0.083,9.039,2.572,6.467,0.352
3985,20160330,11,0.17,37.9345,1.382,17.75,3.573,0.124,9.246,2.53,6.716,0.387
3985,20160330,12,0.18,37.3803,1.45,17.57,5.344,0.135,9.513,2.69,6.823,0.329
3985,20160330,13,0.18,60.566,1.582,28.99,5.39,0.159,9.43,2.237,7.193,0.424
3985,20160330,14,0.15,60.808,2.141,29.48,8.201,0.232,8.1,1.845,6.255,0.49
3985,20160330,15,0.11,73.8135,2.179,34.79,5.388,0.206,6.665,1.563,5.102,0.511
3985,20160330,16,0.09,86.5501,2.394,44.1,1.366,0.138,5.772,1.098,4.675,0.576
3985,20160330,17,0.09,85.7884,2.795,43.95,0.045,0.089,6.122,0.504,5.618,0.601
3985,20160330,18,0.12,82.1514,2.437,42.01,0.995,0.143,6.799,0.921,5.878,0.651
4218,20160420,1,0.03,27.8071,0.8122,11.38,0.405,0,12.395,1.435,10.959,1.004
4218,20160420,2,0.08,27.9614,0.7191,9.864,0.326,0,9.441,1.281,8.16,0.638
4218,20160420,3,0.08,32.1914,0.7846,11.48,0.31,0.087,14.706,1.834,12.872,0.697
4218,20160420,4,0.08,37.1169,0.8051,13.42,0.247,0.065,11.093,1.404,9.689,0.598
4218,20160420,5,0.13,37.6457,0.8075,12.63,0.317,0.066,12.763,1.67,11.094,0.575
4218,20160420,6,0.17,26.2645,0.7754,13.47,0.317,0.061,11.2,1.789,9.411,0.474
4218,20160420,7,0.13,30.8821,0.8638,15.84,0.36,0.076,11.781,1.673,10.108,0.556
4218,20160420,8,0.15,38.4928,0.9101,15.47,0.594,0.089,12.307,1.561,10.746,0.585
4218,20160420,9,0.16,34.3076,0.8915,14.63,0.72,0.089,13.951,1.226,12.725,0.648
4218,20160420,10,0.17,34.2323,0.967,14.88,0.678,0.078,11.889,1.347,10.541,0.549
4218,20160420,11,0.14,41.3996,0.9969,17.45,0.45,0.07,12.417,1.53,10.887,0.563
4218,20160420,12,0.11,44.2126,1.008,18.19,0.258,0.061,11.728,1.265,10.462,0.551
4218,20160420,13,0.13,38.1319,0.9864,15.01,0.44,0.076,15.205,1.499,13.706,0.713
4218,20160420,14,0.13,40.9068,1.191,18.45,0.616,0.088,17.197,1.286,15.911,0.716
4218,20160420,15,0.11,41.5728,1.214,18.24,0.798,0.103,17.907,1.635,16.272,0.75
4218,20160420,16,0.13,47.1602,1.214,20.27,0.767,0.1,16.16,1.286,14.873,0.73
4218,20160420,17,0.11,49.8407,1.2,21.5,0.942,0.105,17.164,1.741,15.423,0.731
4218,20160420,18,0.13,44.8644,1.169,19.61,1.047,0.109,14.063,1.48,12.583,0.668
4218,20160420,19,0.14,36.9335,0.9544,15.29,1.937,0.102,13.708,1.998,11.71,0.535
4218,20160420,20,0.19,29.1254,0.8848,14.39,2.167,0.092,9.261,1.396,7.866,0.367
4218,20160420,21,0.2,33.5751,0.895,16.04,2.102,0.101,8.551,1.778,6.772,0.422
4218,20160420,22,0.17,35.1222,0.9594,16.68,2.077,0.096,10.073,1.48,8.593,0.446
4218,20160420,23,0.2,34.061,0.897,17.7,2.29,0.1,7.259,1.502,5.757,0.391
4218,20160420,24,0.21,36.5022,0.8813,16.69,2.091,0.099,6.852,1.576,5.276,0.387
4245,20160330,1,0.06,45.5371,1.508,20.91,0.132,0.095,13.099,1.031,12.068,0.874
4245,20160330,2,0.16,34.1188,1.2,15.83,0.183,0.058,10.889,1.092,9.796,0.518
4245,20160330,3,0.17,29.1,0.9791,12.91,0.207,0.059,10.291,1.092,9.199,0.47
4245,20160330,4,0.09,38.613,1.151,14.47,0.198,0,13.391,1.172,12.219,0.792
4245,20160330,5,0.14,33.7485,0.9782,13.53,0.2,0.056,11.096,1.343,9.753,0.471
4245,20160330,6,0.24,28.3723,1.028,14.63,0.305,0.05,9.056,1.549,7.507,0.405
4245,20160330,7,0.17,34.3312,0,0.146,0.25,0.067,10.057,1.547,8.51,0.511
4245,20160330,8,0.2,35.9454,2.688,35.64,0.378,0.057,10.216,1.279,8.937,0.444
4245,20160330,9,0.17,42.3196,1.501,21.1,0.505,0.077,12.584,1.393,11.191,0.573
4245,20160330,10,0.16,34.3154,1.252,16.82,0.48,0.081,12.728,1.435,11.293,0.558
4245,20160330,11,0.12,42.1992,1.42,20.68,0.429,0.077,12.062,1.435,10.628,0.577
4245,20160330,12,0.14,42.8301,1.692,22.46,0.516,0.076,13.747,1.243,12.504,0.586
4245,20160330,13,0.14,39.2811,1.418,20.04,0.296,0.074,11.039,1.198,9.841,0.529
4245,20160330,14,0.18,35.3605,1.27,16.91,0.489,0.094,9.853,1.464,8.389,0.602
4245,20160330,15,0.21,30.3438,1.101,14.57,0.635,0.069,10.626,1.765,8.861,0.461
4245,20160330,16,0.23,27.635,1.051,13.32,0.689,0.067,10.722,1.542,9.18,0.457
4245,20160330,17,0.21,28.9098,1.019,14.25,1.008,0.066,9.819,2.229,7.59,0.363
4245,20160330,18,0.18,34.5577,1.243,17.78,1.115,0.087,9.532,1.372,8.16,0.46
4245,20160330,19,0.19,35.6008,1.262,18.51,1.278,0.081,10.881,1.536,9.345,0.437
4245,20160330,20,0.18,41.3123,1.329,20.9,1.556,0.093,9.947,1.318,8.629,0.468
4245,20160330,21,0.17,42.8286,1.391,21.22,2.27,0.112,8.802,1.368,7.434,0.474
4245,20160330,22,0.17,41.2951,1.442,20.95,2.858,0.112,9.486,1.118,8.367,0.46
4245,20160330,23,0.14,42.561,1.273,20.3,3.529,0.152,9.017,1.241,7.775,0.528
4529,20160421,1,0.01,36.0026,0.7701,9.866,0.855,0.429,152.569,2.425,150.145,3.634
4529,20160421,2,0.11,30.5859,0.9349,11.86,0.412,0,46.51,1.427,45.083,1.116
4529,20160421,3,0.23,20.1094,0.5752,7.247,0.236,0.072,39.763,1.807,37.956,0.936
4529,20160421,4,0.25,17.2118,0.415,5.671,0.222,0.074,25.214,1.538,23.676,1.294
4529,20160421,5,0.3,12.9602,0.3126,5.068,0.172,0.073,27.174,1.509,25.666,0.586
4529,20160421,6,0.4,9.0321,0.2621,3.707,0.22,0.06,22.772,1.679,21.093,1.108
4529,20160421,7,0.36,10.0585,0.3045,4.254,0.293,0.066,27.909,1.656,26.253,1.106
4529,20160421,8,0.32,10.6961,0.3162,4.567,0.438,0.081,28.397,1.315,27.082,0.619
4529,20160421,9,0.25,18.9337,0.4041,7.018,0.507,0.073,22.255,1.23,21.026,0.517
4529,20160421,10,0.26,16.4321,0.46,6.857,0.819,0.087,30.267,1.346,28.921,1.221
4529,20160421,11,0.29,17.3456,0.416,6.453,0.864,0.088,35.332,1.278,34.054,0.885
4529,20160421,12,0.23,22.8728,0.5744,9.071,0.901,0.088,25.143,1.328,23.815,0.542
4529,20160421,13,0.32,14.4876,0.3871,6.628,1.136,0.091,33.097,1.326,31.771,0.865
4529,20160421,14,0.64,5.6562,0.1266,1.843,0.565,0.068,18.725,1.706,17.019,0.454
4529,20160421,15,0.67,5.0619,0.1389,2.111,0.479,0.051,23.358,1.532,21.826,0.614
4529,20160421,16,0.25,20.1198,0.4317,7.001,3.912,0.152,26.529,1.189,25.34,0.632
4529,20160421,17,0.15,36.8176,0.9721,16.36,3.346,0.142,52.708,1.042,51.667,2.78
4529,20160421,18,0.18,46.6799,1.216,22.47,1.012,0.112,32.031,0.658,31.373,0.78
4529,20160421,19,0.14,48.9786,1.227,24.11,0.576,0.103,33.505,0.789,32.717,1.689
4529,20160421,20,0.15,43.7382,1.04,21.73,0.314,0.087,36.448,1.044,35.404,0.934
4529,20160421,21,0.16,40.3404,0.9669,19.59,0.043,0.065,37.023,1.433,35.59,0.986
4529,20160421,22,0.17,40.6253,1.057,20.63,0.395,0.078,30.059,1.087,28.972,0.704
4529,20160421,23,0.14,56.8571,1.407,27.37,0.44,0.089,38.621,0.882,37.739,1.064
4529,20160421,24,0.15,44.1133,1.112,21.53,0.535,0.078,29.893,0.857,29.036,1.419
4529,20160421,25,0.13,54.0298,1.543,28.66,0.215,0,29.785,0.704,29.081,0.728
4690,20160420,1,0.11,29.9472,0.6855,11.27,0,0,9.363,1.394,7.969,0.532
4690,20160420,2,0.46,8.534,0.2529,3.188,0.1,0.031,4.428,1.645,2.783,0.223
4690,20160420,3,0.31,18.7295,0.4876,8.258,0.052,0.04,5.039,1.486,3.553,0.28
4690,20160420,4,0.17,6.2069,0.152,2.227,0.078,0.028,2.264,1.596,0.668,0.081
4690,20160420,5,0.15,10.0228,0.2376,3.522,0.271,0.056,5.888,1.419,4.468,0.317
4690,20160420,6,0.22,19.8056,0.5517,8.834,0.174,0.048,4.778,1.394,3.384,0.282
4690,20160420,7,0.16,9.6723,0.2291,3.832,0.158,0.043,4.11,1.432,2.678,0.21
4690,20160420,8,0.29,21.6622,0.5542,9.803,0.346,0.059,8.376,1.27,7.105,0.42
4690,20160420,9,0.24,26.0831,0.7164,11.43,0.236,0.054,7.728,1.291,6.437,0.383
4690,20160420,10,0.25,23.1427,0.612,10.17,0.253,0.051,6.974,1.211,5.763,0.341
4690,20160420,11,0.23,24.6306,0.6494,11.25,0.31,0.065,6.304,1.21,5.094,0.371
4690,20160420,12,0.2,29.5779,0.7164,12.59,0.421,0.066,7.019,1.152,5.866,0.432
4690,20160420,13,0.21,27.6674,0.7573,12.77,0.397,0.058,6.757,1.13,5.627,0.382
4690,20160420,14,0.2,28.2785,0.7302,13.72,0.312,0.056,6.074,1.195,4.88,0.343
4690,20160420,15,0.25,25.5724,0.6845,12.08,0.401,0.056,6.039,1.165,4.873,0.336
4690,20160420,16,0.23,24.5088,0.6527,10.79,0.515,0.066,4.962,1.28,3.683,0.292
4690,20160420,17,0.25,26.2168,0.6371,11.41,0.601,0.069,4.998,1.005,3.993,0.332
4690,20160420,18,0.21,24.225,0.6364,11.34,0.784,0.065,5.17,1.161,4.008,0.303
4690,20160420,19,0.22,22.5503,0.6113,10.14,0.925,0.06,4.693,1.167,3.526,0.271
4690,20160420,20,0.26,21.3017,0.593,9.845,0.914,0.074,5.387,1.226,4.161,0.299
4690,20160420,21,0.22,22.3163,0.5594,10.08,1.018,0.066,4.713,1.216,3.497,0.293
4690,20160420,22,0.31,17.3421,0.4402,7.533,1.075,0.075,4.295,1.387,2.908,0.252
4690,20160420,23,0.23,19.4673,0.4743,8.375,2.178,0.09,2.951,1.433,1.518,0.191
4690,20160420,24,0.18,30.7372,0.8445,13.55,3.23,0.111,5.305,1.043,4.262,0.388
