study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,69,70,MB2070,0.5050052552762164,0.38628015486945366,0.18878874739133117,compression corrected max depth: 76.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,-27.391819541825157
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,70,71,MB2071,0.5671393450592924,0.3695964727307588,NA,compression corrected max depth: 77.5204081632653,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,71,72,MB2072,0.43039341795473596,0.37765424223093036,NA,compression corrected max depth: 78.6122448979592,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,72,73,MB2073,0.5853466705490052,0.31209715086408085,NA,compression corrected max depth: 79.7040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,73,74,MB2074,0.5081883541380544,0.30630055342699125,NA,compression corrected max depth: 80.7959183673469,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,74,75,MB2075,0.587765825684002,0.27628426936385375,0.11310372978643216,compression corrected max depth: 81.8877551020408,NA,NA,NA,NA,NA,NA,NA,NA,-26.998428297162974
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,75,76,MB2076,0.4012362323803007,0.35173447043909106,NA,compression corrected max depth: 82.9795918367347,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,76,77,MB2077,0.34979735477300017,0.4572404783438857,NA,compression corrected max depth: 84.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,77,78,MB2078,0.4361229959060442,0.5236853541938288,NA,compression corrected max depth: 85.1632653061225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,78,79,MB2079,0.29937706880148773,0.6340126898673328,0.33869142382045864,compression corrected max depth: 86.2551020408163,NA,NA,NA,NA,NA,NA,NA,NA,-27.748636635243475
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,0,1,MB4001,0.1885163562893061,0.5180188861052224,0.23532870626958974,compression corrected max depth: 1.03105590062112,37.369452062959326,2.7360484404232985,53.70945206295932,2.3264481658405294,becquerelsPerKilogram,NA,NA,NA,-28.708084117924134
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,1,2,MB4002,0.39576130233793955,0.4199868651488603,0.19090081803639336,compression corrected max depth: 2.06211180124224,24.714824096090414,2.3781016644048085,41.054824096090414,1.8925558185281934,becquerelsPerKilogram,NA,NA,NA,-28.486230262905032
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,2,3,MB4003,0.3309534095109197,0.4161016949152554,0.1839687646228188,compression corrected max depth: 3.09316770186335,20.406783732742962,2.2631223531103815,36.74678373274296,1.7458873918863924,becquerelsPerKilogram,16.34,1.44,becquerelsPerKilogram,-28.0707394399512
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,3,4,MB4004,0.4147325715544935,0.39763129793223984,0.18170161153848394,compression corrected max depth: 4.12422360248447,20.25954302091656,3.081706860247547,38.38454302091656,1.7676162401654933,becquerelsPerKilogram,NA,NA,NA,-27.754276384369778
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,4,5,MB4005,0.41142214873818206,0.39469729497638534,NA,compression corrected max depth: 5.15527950310559,16.10122488727847,3.20091233139545,34.22622488727847,1.9680929229280446,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,5,6,MB4006,0.46362497007232367,0.3841554559043348,0.17878210434937547,compression corrected max depth: 6.18633540372671,18.10993183217888,3.260528876902203,36.23493183217888,2.063637215479781,becquerelsPerKilogram,NA,NA,NA,-27.284320298851416
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,6,7,MB4007,0.6301647025236831,0.36524222551301094,NA,compression corrected max depth: 7.21739130434783,11.247710011503848,2.9223978831664614,29.372710011503848,1.4723991943545112,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,7,8,MB4008,0.5919675161816281,0.3542173560421745,0.16521320723124636,compression corrected max depth: 8.24844720496894,4.412099045373697,2.8387509397257045,22.537099045373697,1.29848253657628,becquerelsPerKilogram,NA,NA,NA,-26.363131929423048
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,8,9,MB4009,0.7141985124762038,0.3481902482799871,NA,compression corrected max depth: 9.27950310559006,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,9,10,MB4010,0.6742187907715197,0.3474803697445584,0.16083441137576732,compression corrected max depth: 10.3105590062112,NA,NA,NA,NA,NA,19.91,1.68,becquerelsPerKilogram,-26.266409296966643
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,10,11,MB4011,0.9405805035301158,0.34521306032097354,NA,compression corrected max depth: 11.3416149068323,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,11,12,MB4012,0.700447525393064,0.3433929726234089,NA,compression corrected max depth: 12.3726708074534,4.531655223655196,1.5324509463299412,23.7716552236552,1.20441101909088,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,12,13,MB4013,0.6986649900304347,0.34118657001144503,NA,compression corrected max depth: 13.4037267080745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,13,14,MB4014,0.6263449838894775,0.33783505154639215,NA,compression corrected max depth: 14.4347826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,14,15,MB4015,0.7200554143819855,0.33691050507039405,0.1479247143007099,compression corrected max depth: 15.4658385093168,NA,NA,NA,NA,NA,NA,NA,NA,-26.207973618984113
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,15,16,MB4016,0.7498492197287883,0.3315730961645356,NA,compression corrected max depth: 16.4968944099379,2.61794294032126,1.6034821751249202,21.857942940321262,1.2935822687186715,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,16,17,MB4017,0.981833464779535,0.32901894578878343,NA,compression corrected max depth: 17.527950310559,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,17,18,MB4018,0.6989196379393818,0.3276701258150421,NA,compression corrected max depth: 18.5590062111801,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,18,19,MB4019,0.9427450107561656,0.32166528583264314,NA,compression corrected max depth: 19.5900621118012,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,19,20,MB4020,0.6625049869599562,0.32754677754677636,0.14494226049393993,compression corrected max depth: 20.6211180124224,2.6486914568760014,1.925722631094857,21.218691456876,1.12907380268559,becquerelsPerKilogram,18.57,1.56,becquerelsPerKilogram,-26.492674590640817
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,20,21,MB4021,1.0023326214497712,0.3203755868544591,NA,compression corrected max depth: 21.6521739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,21,22,MB4022,0.689624989262815,0.3157079217509199,NA,compression corrected max depth: 22.6832298136646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,22,23,MB4023,0.9263202206290819,0.31619398138125004,NA,compression corrected max depth: 23.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,23,24,MB4024,0.7420824585059038,0.312734596722511,NA,compression corrected max depth: 24.7453416149068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,24,25,MB4025,0.8054897878337149,0.31611590270374945,0.1446755007856731,compression corrected max depth: 25.776397515528,NA,NA,21.998368044889542,1.1327458041753862,becquerelsPerKilogram,NA,NA,NA,-26.53355975194276
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,25,26,MB4026,0.8820114844722983,NA,NA,compression corrected max depth: 26.8074534161491,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,26,27,MB4027,0.8897782456951827,NA,NA,compression corrected max depth: 27.8385093167702,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,27,28,MB4028,0.778369785530856,0.333795397837539,NA,compression corrected max depth: 28.8695652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,28,29,MB4029,0.8701703567062613,NA,NA,compression corrected max depth: 29.9006211180124,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,29,30,MB4030,0.9101500784109454,0.3343412024654024,0.14400149269852175,compression corrected max depth: 30.9316770186335,NA,NA,21.960082159688277,1.0628946986471925,becquerelsPerKilogram,NA,NA,NA,-26.68662188334544
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,30,31,MB4031,0.8243337330957954,0.34367774126810274,NA,compression corrected max depth: 31.9627329192547,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,31,32,MB4032,0.7898289414334724,NA,NA,compression corrected max depth: 32.9937888198758,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,32,33,MB4033,0.7970864068384629,NA,NA,compression corrected max depth: 34.0248447204969,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,33,34,MB4034,0.82522500077711,NA,NA,compression corrected max depth: 35.055900621118,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,34,35,MB4035,0.8378300722699881,0.3502240074154184,0.16163982118488776,compression corrected max depth: 36.0869565217391,NA,NA,NA,NA,NA,NA,NA,NA,-26.687644533179466
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,35,36,MB4036,0.8443235939481375,NA,NA,compression corrected max depth: 37.1180124223602,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,36,37,MB4037,0.7898289414334724,NA,NA,compression corrected max depth: 38.1490683229814,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,37,38,MB4038,0.7289680911951316,NA,NA,compression corrected max depth: 39.1801242236025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,38,39,MB4039,0.5999889253134596,NA,NA,compression corrected max depth: 40.2111801242236,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,39,40,MB4040,0.794667251703466,0.420589705147426,0.2058606313341165,compression corrected max depth: 41.2422360248447,NA,NA,NA,NA,NA,NA,NA,NA,-26.790278001134553
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,40,41,MB4041,0.6253263922536894,NA,NA,compression corrected max depth: 42.2732919254658,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,41,42,MB4042,0.6618683671875886,NA,NA,compression corrected max depth: 43.304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,42,43,MB4043,0.6041906158110857,NA,NA,compression corrected max depth: 44.3354037267081,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,43,44,MB4044,0.6329658295221003,NA,NA,compression corrected max depth: 45.3664596273292,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,44,45,MB4045,0.6856779466741361,0.4853185595567887,0.24727738559924645,compression corrected max depth: 46.3975155279503,NA,NA,NA,NA,NA,NA,NA,NA,-26.890300942426858
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,45,46,MB4046,0.5299607503530257,NA,NA,compression corrected max depth: 47.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,46,47,MB4047,0.6852959748107156,NA,NA,compression corrected max depth: 48.4596273291925,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,47,48,MB4048,0.6705263960917877,NA,NA,compression corrected max depth: 49.4906832298137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,48,49,MB4049,0.5330165252603901,NA,NA,compression corrected max depth: 50.5217391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,49,50,MB4050,0.5780892051440149,0.5118042638431821,0.26136563165350124,compression corrected max depth: 51.5527950310559,NA,NA,NA,NA,NA,NA,NA,NA,-26.929088466092352
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,50,51,MB4051,0.5606458233811431,NA,NA,compression corrected max depth: 52.583850931677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,51,52,MB4052,0.5201568058585649,NA,NA,compression corrected max depth: 53.6149068322981,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,52,53,MB4053,0.4724103229309964,NA,NA,compression corrected max depth: 54.6459627329193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,53,54,MB4054,0.5452396248898477,NA,NA,compression corrected max depth: 55.6770186335404,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,54,55,MB4055,0.6482447040589223,0.509718595880476,0.26086766080992796,compression corrected max depth: 56.7080745341615,NA,NA,NA,NA,NA,NA,NA,NA,-26.898018349617345
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,55,56,MB4056,0.4922728598288648,0.5321298819255215,NA,compression corrected max depth: 57.7391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,56,57,MB4057,0.6258356880715834,0.534699206588329,NA,compression corrected max depth: 58.7701863354037,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,57,58,MB4058,0.5462582165256358,NA,NA,compression corrected max depth: 59.8012422360248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,58,59,MB4059,0.5256317359009262,NA,NA,compression corrected max depth: 60.832298136646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,59,60,MB4060,0.5370908918035426,0.5471406491499242,0.25728232604060414,compression corrected max depth: 61.8633540372671,NA,NA,NA,NA,NA,NA,NA,NA,-26.994446204667987
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,60,61,MB4061,0.40607454265029436,NA,NA,compression corrected max depth: 62.8944099378882,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,61,62,MB4062,0.5844554028676906,NA,NA,compression corrected max depth: 63.9254658385093,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,62,63,MB4063,0.46056919516495937,NA,NA,compression corrected max depth: 64.9565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,63,64,MB4064,0.5682852606495541,0.5722941338474249,NA,compression corrected max depth: 65.9875776397515,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,64,65,MB4065,0.39843510538188337,0.593124856288802,0.28469128644663727,compression corrected max depth: 67.0186335403727,NA,NA,NA,NA,NA,NA,NA,NA,-27.050468356046302
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,65,66,MB4066,0.4596779274836447,NA,NA,compression corrected max depth: 68.0496894409938,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,66,67,MB4067,0.4741928582936256,0.6131420111604594,NA,compression corrected max depth: 69.0807453416149,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,67,68,MB4068,0.40581989474134733,0.6228964500675587,NA,compression corrected max depth: 70.111801242236,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,68,69,MB4069,0.4609511670283799,NA,NA,compression corrected max depth: 71.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,69,70,MB4070,0.6133579405331788,0.4790897176218275,0.16293795089474689,compression corrected max depth: 72.1739130434783,NA,NA,NA,NA,NA,NA,NA,NA,-27.702926066480643
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,70,71,MB4071,0.521175397494353,NA,NA,compression corrected max depth: 73.2049689440994,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,71,72,MB4072,0.4116767966471291,0.44306249362830025,NA,compression corrected max depth: 74.2360248447205,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,72,73,MB4073,0.7226018934714558,NA,NA,compression corrected max depth: 75.2670807453416,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,73,74,MB4074,0.38964975252321077,0.4103410341034108,NA,compression corrected max depth: 76.2981366459627,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,74,75,MB4075,0.27620410908730775,0.403263403263404,0.21205814716507823,compression corrected max depth: 77.3291925465838,NA,NA,NA,NA,NA,NA,NA,NA,-27.33111212123754
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,75,76,MB4076,0.6551201976004922,NA,NA,compression corrected max depth: 78.360248447205,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,76,77,MB4077,0.3523438338624705,NA,NA,compression corrected max depth: 79.3913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,single set of methods,77,78,MB4078,0.6299100546147359,NA,NA,compression corrected max depth: 80.4223602484472,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,0,1,WP1001,0.037197540934663945,0.906835722160963,0.4466599271090971,compression corrected max depth: 0.9998,28.514484889556194,2.214899324941226,36.65698488955619,2.0463025239746684,becquerelsPerKilogram,NA,NA,NA,-29.06788123071256
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,1,2,WP1002,0.03388526324284511,0.849508336896106,NA,compression corrected max depth: 2.272,54.322481504435764,3.109434657301093,62.46498150443576,2.9916816154171832,becquerelsPerKilogram,9.07,1.56,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,2,3,WP1003,0.04779682954848425,0.8357466063348368,NA,compression corrected max depth: 3.5442,50.76648817786131,3.571904292185171,58.90898817786131,3.469881161153916,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,3,4,WP1004,0.0633645347000328,0.8351151315789465,0.3878250401560707,compression corrected max depth: 4.8164,48.508244100472545,3.199702353381521,56.650744100472544,3.0853962711838565,becquerelsPerKilogram,NA,NA,NA,-28.752649983850628
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,4,5,WP1005,0.05508384047048569,0.8372027972027973,NA,compression corrected max depth: 6.0886,58.89895845347249,2.8100459770957222,67.04145845347249,2.6791665482742677,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,5,6,WP1006,0.04514700739502917,0.8249913703831581,NA,compression corrected max depth: 7.3608,61.6506626829392,3.8380986173491296,69.7931626829392,3.7433375477636663,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,6,7,WP1007,0.04514700739502917,0.8294203961848854,0.39755248742947996,compression corrected max depth: 8.633,49.656317414623246,3.053607515528903,57.798817414623244,2.9336144700513396,becquerelsPerKilogram,NA,NA,NA,-28.892157334833023
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,7,8,WP1008,0.059058573700668304,0.8266632016632002,NA,compression corrected max depth: 9.9052,55.28294356310911,3.644366479775654,63.425443563109106,3.5444297198438557,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,8,9,WP1009,0.06435821800757845,0.8364516129032263,NA,compression corrected max depth: 11.1774,45.519271005944994,2.9109829912454828,53.66177100594499,2.7848513381005633,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,9,10,WP1010,0.0739638233138531,0.8432189804424505,0.40057446331153296,compression corrected max depth: 12.4496,33.07222513787756,2.219715367468079,41.21472513787756,2.0515143949224313,becquerelsPerKilogram,NA,NA,NA,-28.678136587646083
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,10,11,WP1011,0.056408751547213226,0.8211538461538427,NA,compression corrected max depth: 13.7218,40.60458104420679,2.7569805378304033,48.74708104420679,2.6234551046235994,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,11,12,WP1012,0.06203962362330526,0.8430241073259316,NA,compression corrected max depth: 14.994,33.748871716365706,2.544357509509531,41.891371716365704,2.3990269144379237,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,12,13,WP1013,0.06667681239185164,0.8534583821805388,0.41594770206400766,compression corrected max depth: 16.2662,24.61682130244035,2.0399425031402334,32.75932130244035,1.855516212841602,becquerelsPerKilogram,NA,NA,NA,-28.56847448896535
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,13,14,WP1014,0.05574629600884946,0.8319663045887843,NA,compression corrected max depth: 17.5384,29.92203044892765,2.2337081162760515,38.06453044892765,2.0666463046969374,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,14,15,WP1015,0.057733662623940765,0.8309677419354838,NA,compression corrected max depth: 18.8106,34.937513679217666,2.278658845295157,43.080013679217664,2.1151503807629988,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,15,16,WP1016,0.05740243485475889,0.7977720651242525,0.3754515426229009,compression corrected max depth: 20.0828,26.832587211897398,2.196088141520605,34.975087211897396,2.0259264856670947,becquerelsPerKilogram,8.62,2.69,becquerelsPerKilogram,-29.084353890254558
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,16,17,WP1017,0.04282841301075599,0.8314873417721507,NA,compression corrected max depth: 21.355,19.796723576934653,1.8002446105181962,27.93922357693465,1.5882240577764248,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,17,18,WP1018,0.03189789662775381,0.8281167108753336,NA,compression corrected max depth: 22.6272,14.649871610821032,1.5202442300470036,22.792371610821032,1.2620291276318494,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,18,19,WP1019,0.04415332408748353,0.7117117117117095,0.3311870367788699,compression corrected max depth: 23.8994,5.089584747361936,2.7033326619044598,22.854584747361937,1.3769377186058398,becquerelsPerKilogram,NA,NA,NA,-28.90347768716585
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,19,20,WP1020,0.03156666885857193,0.6304839439167771,NA,compression corrected max depth: 25.1716,6.3241511506472214,2.852591359827573,24.089151150647222,1.6508262979983455,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,20,21,WP1021,0.03454771878120888,0.6828614008941869,NA,compression corrected max depth: 26.4438,0,2.679055072122644,17.747666586588952,1.3286406886235518,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,21,22,WP1022,0.03421649101202699,0.5650594451783321,0.2600264240630276,compression corrected max depth: 27.716,10.153666678573526,2.678960823618733,27.918666678573526,1.3284506368262097,becquerelsPerKilogram,NA,NA,NA,-28.42772823268865
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,22,23,WP1023,0.061045940315759606,0.5038341380289675,NA,compression corrected max depth: 28.9882,14.830777476505382,3.0735389030149247,32.59577747650538,2.0086292311788627,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,23,24,WP1024,0.0633645347000328,0.49966117009261224,NA,compression corrected max depth: 30.2604,11.106781911984147,2.8304227455660955,28.871781911984147,1.612216771596771,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,24,25,WP1025,0.04845928508684801,0.5960192475940498,0.2824392340415667,compression corrected max depth: 31.5326,14.909378112533055,2.8380945421852943,32.674378112533056,1.6256477571669568,becquerelsPerKilogram,NA,NA,NA,-28.57237021182451
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,25,26,WP1026,0.07826978431321759,0.6348090442713274,NA,compression corrected max depth: 32.8048,9.999989110082161,2.849684579359586,27.764989110082162,1.645798347866415,becquerelsPerKilogram,NA,NA,NA,NA
