study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit,ra226_activity,ra226_unit,bi214_activity,bi214_unit,be7_activity,be7_unit,cs137_activity_sd,total_pb210_activity_sd,ra226_activity_sd,th234_activity,th234_activity_sd,bi214_activity_sd,pb212_activity,pb212_activity_sd,be7_activity_sd,am241_activity,am241_activity_sd,pb212_unit,am241_unit
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,6,8,0.492128042254654,0.233233460400235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,8,10,0.51211073120643,0.25283,NA,3.11407248,becquerelsPerKilogram,93.26397525,becquerelsPerKilogram,37.29050341,becquerelsPerKilogram,18.13263609,becquerelsPerKilogram,NA,NA,1.231144934,5.68275118,5.478699553,35.53872578,4.97542161,2.66283467,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,10,12,0.368224646474222,0.249137853532473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,12,14,0.42050635406,0.227027,NA,5.794006829,becquerelsPerKilogram,90.13490616,becquerelsPerKilogram,38.28491693,becquerelsPerKilogram,23.9748423,becquerelsPerKilogram,NA,NA,0.845840413,4.277588767,4.079540328,45.70731459,4.138851322,1.946009927,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,14,16,0.554862113207227,0.201246125469873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,16,18,0.551366308160376,0.189301,NA,8.895729002,becquerelsPerKilogram,66.93448055,becquerelsPerKilogram,51.34375463,becquerelsPerKilogram,26.85575877,becquerelsPerKilogram,NA,NA,0.997651851,4.014061802,4.012838539,54.024656040000004,4.353960766,1.841537744,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,18,20,0.584120284614658,0.200402894588036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,20,22,0.489068930873242,0.207828,NA,10.11550438,becquerelsPerKilogram,60.96286815,becquerelsPerKilogram,45.20052764,becquerelsPerKilogram,30.9975169,becquerelsPerKilogram,NA,NA,0.908814846,3.942393682,3.823905809,53.44365388,4.031864739,1.840707654,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,22,24,0.657489798164952,0.187287296177983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,24,26,0.652026574065346,0.160166,NA,15.36375713,becquerelsPerKilogram,61.55488524,becquerelsPerKilogram,49.20204528,becquerelsPerKilogram,26.92594423,becquerelsPerKilogram,NA,NA,1.091635375,4.018710661,4.008313261,58.20524415,4.356679951,2.025071014,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,26,28,0.641341075608074,0.151497545700032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,28,30,0.673997495309925,0.155234,NA,18.76213252,becquerelsPerKilogram,56.91034199,becquerelsPerKilogram,54.60518547,becquerelsPerKilogram,32.88395458,becquerelsPerKilogram,NA,NA,1.187476742,3.948094791,4.223062905,61.83667826,4.294213768,2.064463516,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,30,32,0.707866473067996,0.160335896021888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,32,34,0.665720091139665,0.166879,NA,19.82643344,becquerelsPerKilogram,56.75896304,becquerelsPerKilogram,49.27312382,becquerelsPerKilogram,34.71414962,becquerelsPerKilogram,NA,NA,1.075852977,3.758871724,4.010603102,60.14501584,4.464545994,2.016589604,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,34,36,0.654860012167852,0.175875620212414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,36,38,0.664076607270442,0.180969,NA,5.832106046,becquerelsPerKilogram,52.49082349,becquerelsPerKilogram,53.32626894,becquerelsPerKilogram,28.985294,becquerelsPerKilogram,NA,NA,0.747705903,3.677115481,4.001796796,58.06652605,4.1416923,1.974667231,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,38,40,0.703006278531677,0.177855623128455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,40,42,0.649292225388624,0.177814,NA,1.27721516,becquerelsPerKilogram,47.89787536,becquerelsPerKilogram,41.30812351,becquerelsPerKilogram,30.96245253,becquerelsPerKilogram,NA,NA,0.656853511,3.517923049,3.82145636,52.77549709,4.084790797,1.870215253,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,42,44,0.573336095067358,0.191131637273766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,44,46,0.550853422663299,0.20855,NA,3.772891328,becquerelsPerKilogram,48.53368429,becquerelsPerKilogram,45.84802133,becquerelsPerKilogram,27.8586731,becquerelsPerKilogram,NA,NA,0.786019027,3.637633142,3.804410281,51.45729452,4.017429971,1.906119739,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,46,48,0.499373151073295,0.21703907777648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,48,50,0.510940954867733,0.208029,NA,3.809221988,becquerelsPerKilogram,44.29113779,becquerelsPerKilogram,44.689714,becquerelsPerKilogram,27.35187298,becquerelsPerKilogram,NA,NA,0.688901849,3.535434502,3.816200297,37.7887945,4.014513965,2.028847721,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,50,52,0.626779237616428,0.180467051620313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,52,54,0.667655930752963,0.158909,NA,2.176660229,becquerelsPerKilogram,47.93383629,becquerelsPerKilogram,50.88957355,becquerelsPerKilogram,31.8745472,becquerelsPerKilogram,NA,NA,NA,3.827052798,3.89958418,45.53999751,4.442926586,2.124969813,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,54,56,0.681023722147994,0.162662965742269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,56,58,0.6704579168717,0.164438,NA,1.198817582,becquerelsPerKilogram,49.19487434,becquerelsPerKilogram,46.12970703,becquerelsPerKilogram,29.69500677,becquerelsPerKilogram,NA,NA,NA,3.854443763,4.269340831,53.43969352,4.483195765,2.015849024,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,58,60,0.742092206904622,0.137468210410611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,60,62,0.88916101505915,0.103687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,62,64,0.949625364045654,0.089146442615288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,64,66,1.02503741341283,0.087674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,66,68,1.04917026147865,0.0875091441282373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Rivers_Edge_Marsh,NCRE3,Boyd_2012,68,70,1.06921269576658,0.086764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,0,2,0.366278252327082,0.372248,NA,1.701870467,becquerelsPerKilogram,283.0018346,becquerelsPerKilogram,21.00719389,becquerelsPerKilogram,9.207216499,becquerelsPerKilogram,NA,NA,0.658788568,7.210237825,4.309167977,37.09058302,3.553588792,1.861033122,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,2,4,0.487684665718448,0.263874455331383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,4,6,0.533381772150317,0.201795,NA,3.766866366,becquerelsPerKilogram,114.790957,becquerelsPerKilogram,42.97259149,becquerelsPerKilogram,18.29658045,becquerelsPerKilogram,NA,NA,0.715227791,4.867861096,5.635749703,48.46883083,3.455008307,1.81239712,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,6,8,0.47543561487467,0.215295009005852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,8,10,0.574802540266255,0.265625,NA,6.471300332,becquerelsPerKilogram,69.06230164,becquerelsPerKilogram,29.49643662,becquerelsPerKilogram,10.40239914,becquerelsPerKilogram,NA,NA,1.021784263,4.914048386,4.591426455,43.89373884,4.115038016,1.918889162,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,10,12,0.414293635477102,0.303884008645209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,12,14,0.370382105815785,0.3086,NA,10.35273442,becquerelsPerKilogram,64.32408449,becquerelsPerKilogram,32.45786624,becquerelsPerKilogram,15.99666698,becquerelsPerKilogram,NA,NA,1.177856012,5.047854164,5.00518498,61.14107788,4.693658504,1.97219182,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,14,16,0.3445655310117,0.277146456413311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,16,18,0.427344062864181,0.25485,NA,16.57478578,becquerelsPerKilogram,65.81318799,becquerelsPerKilogram,31.49355404,becquerelsPerKilogram,18.43059434,becquerelsPerKilogram,NA,NA,1.266862608,4.718681403,4.536108606,53.37288005,3.973433726,1.984833237,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,18,20,0.382431370672483,0.278135790701546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,20,22,0.356503077154923,0.29987,NA,56.73211546,becquerelsPerKilogram,89.36068083,becquerelsPerKilogram,32.85093561,becquerelsPerKilogram,14.97489432,becquerelsPerKilogram,NA,NA,2.026146981,5.013221926,4.842568198,50.90634113,4.2241432,2.003011342,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,22,24,0.575991948722594,0.277222255780506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,24,26,0.394828010778078,0.268135,NA,35.78376371,becquerelsPerKilogram,99.41180508,becquerelsPerKilogram,28.92085954,becquerelsPerKilogram,19.1695896,becquerelsPerKilogram,NA,NA,1.511990016,4.6974809,4.066995872,40.54610157,3.442593529,1.833612918,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,26,28,0.290614202355268,0.326193561176431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,28,30,0.278327609121057,0.386782,NA,17.55928874,becquerelsPerKilogram,55.62981592,becquerelsPerKilogram,28.52516855,becquerelsPerKilogram,14.48086597,becquerelsPerKilogram,NA,NA,1.539061165,5.013152016,4.782662991,29.06109007,3.856447971,2.454384063,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,30,32,0.270805685169459,0.380903874513772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,32,34,0.315211928197309,0.340242,NA,5.789021882,becquerelsPerKilogram,49.50063722,becquerelsPerKilogram,24.96356563,becquerelsPerKilogram,13.86624675,becquerelsPerKilogram,NA,NA,1.235858604,4.37658073,4.61110448,29.14147014,3.868336745,1.94815037,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,34,36,0.341545593920665,0.310374690768483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,36,38,0.322784779286005,0.291783,NA,3.131180786,becquerelsPerKilogram,51.13759097,becquerelsPerKilogram,18.55736611,becquerelsPerKilogram,19.54383925,becquerelsPerKilogram,NA,NA,0.797027836,4.394636724,4.604459261,30.36768481,4.354611406,2.227795148,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,38,40,0.353808994573028,0.273307862412298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,40,42,0.390330186394515,0.242327,NA,1.545144767,becquerelsPerKilogram,32.69994571,becquerelsPerKilogram,25.24996867,becquerelsPerKilogram,17.7325312,becquerelsPerKilogram,NA,NA,0.515048256,3.610404101,3.713230687,35.83843687,3.820340986,1.733847496,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,42,44,0.48056720053268,0.196349234582325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,44,46,0.502660409835372,0.174871,NA,1.644262942,becquerelsPerKilogram,34.94243345,becquerelsPerKilogram,24.14986966,becquerelsPerKilogram,20.19520884,becquerelsPerKilogram,NA,NA,NA,3.369105153,3.63229747,43.53062477,3.86366492,1.768923402,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,46,48,0.481550080422495,0.208315449258401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,48,50,0.377606646358801,0.248825,NA,0.616569626,becquerelsPerKilogram,26.68930111,becquerelsPerKilogram,34.50494648,becquerelsPerKilogram,17.09933651,becquerelsPerKilogram,NA,NA,NA,3.28483706,3.904229419,41.75749716,3.985531182,1.725621116,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,50,52,0.389648359674126,0.245544718384073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,52,54,0.432243364460201,0.213911,NA,0,becquerelsPerKilogram,19.13982927,becquerelsPerKilogram,30.47785273,becquerelsPerKilogram,23.40888952,becquerelsPerKilogram,NA,NA,NA,3.517590245,3.929200526,34.1192492,3.018593093,1.818933983,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,54,56,0.447360492030737,0.180293552205309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK1,Boyd_2012,56,58,0.615839424150187,0.148504,NA,0.208752005,becquerelsPerKilogram,29.57747543,becquerelsPerKilogram,29.68579595,becquerelsPerKilogram,25.12481476,becquerelsPerKilogram,NA,NA,NA,3.430616272,3.371257584,26.57166078,3.017601855,1.779377816,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,0,2,0.267239865082593,0.434438,NA,2.025487406,becquerelsPerKilogram,232.2484879,becquerelsPerKilogram,13.60491671,becquerelsPerKilogram,7.504471056,becquerelsPerKilogram,NA,NA,NA,7.698844904,5.636322639,19.42125484,4.661101162,2.22354698,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,2,4,0.498437739145766,0.294878259182413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,4,6,0.529011642145717,0.196235,NA,3.466695162,becquerelsPerKilogram,124.0722005,becquerelsPerKilogram,31.371649,becquerelsPerKilogram,17.61951322,becquerelsPerKilogram,NA,NA,0.86667379,4.787351787,3.678760143,31.64702058,4.154776444,1.754323827,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,6,8,0.56034170619794,0.165223972452761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,8,10,0.518603986704776,0.171758,NA,4.270104046,becquerelsPerKilogram,116.4796636,becquerelsPerKilogram,30.55765009,becquerelsPerKilogram,21.76134621,becquerelsPerKilogram,NA,NA,0.725112008,4.690456254,3.894602462,32.33234052,3.12893618,1.794750203,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,10,12,0.506229066276398,0.178434351006544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,12,14,0.533689907032645,0.175391,NA,6.175867622,becquerelsPerKilogram,98.37376107,becquerelsPerKilogram,39.92586442,becquerelsPerKilogram,22.90355616,becquerelsPerKilogram,NA,NA,0.836730452,4.260280991,3.755403089,34.42020025,3.450646642,1.778916983,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,14,16,0.510254154194147,0.164290123521063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,16,18,0.515198903978301,0.16535,NA,6.33553556,becquerelsPerKilogram,89.51935714,becquerelsPerKilogram,28.70420752,becquerelsPerKilogram,20.80424998,becquerelsPerKilogram,NA,NA,0.828174583,4.300930008,3.793055994,41.29274772,4.076108144,1.759182903,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,18,20,0.518649447541846,0.191391654909205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,20,22,0.488224572951671,0.207091,NA,9.697141207,becquerelsPerKilogram,92.33303702,becquerelsPerKilogram,31.9994939,becquerelsPerKilogram,18.06916774,becquerelsPerKilogram,NA,NA,1.00158266,4.453711197,4.154320261,33.49289207,4.186611508,1.989266173,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,22,24,0.555424842260584,0.181419381842119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,24,26,0.614899677037005,0.148675,NA,9.543531842,becquerelsPerKilogram,73.2731322,becquerelsPerKilogram,32.51031668,becquerelsPerKilogram,21.15536332,becquerelsPerKilogram,NA,NA,0.958710961,4.285589758,4.090702099,33.21275715,4.232096479,1.836125873,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,26,28,0.536814876252349,0.14587894272232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,28,30,0.555202736699137,0.155617,NA,9.30957543,becquerelsPerKilogram,64.95147111,becquerelsPerKilogram,29.93222506,becquerelsPerKilogram,20.01066533,becquerelsPerKilogram,NA,NA,0.984666632,4.17315877,3.976236539,32.77056265,4.319329174,1.878552255,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,30,32,0.57840898516331,0.154141097268603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,32,34,0.580921256057759,0.146803,NA,11.70665967,becquerelsPerKilogram,69.85608139,becquerelsPerKilogram,32.08058683,becquerelsPerKilogram,21.39989242,becquerelsPerKilogram,NA,NA,0.942818228,4.114810273,3.705356534,37.9411303,4.272649808,1.83218257,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,34,36,0.587520265673938,0.14359816820327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,36,38,0.619339953662732,0.14399699999999999,NA,12.63130666,becquerelsPerKilogram,66.78954279,becquerelsPerKilogram,29.29892682,becquerelsPerKilogram,18.51058333,becquerelsPerKilogram,NA,NA,1.03464628,4.14198715,4.048578979,39.88055285,3.376614314,1.898521367,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,38,40,0.615432057647544,0.144486229918317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,40,42,0.627843244696566,0.140143,NA,14.80342468,becquerelsPerKilogram,59.25045098,becquerelsPerKilogram,31.23219043,becquerelsPerKilogram,21.0237466,becquerelsPerKilogram,NA,NA,1.006465134,4.145509369,3.839172911,23.1603685,3.487468617,1.777743279,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,42,44,0.654109005265231,0.128993412123463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,44,46,0.658120072111311,0.122269,NA,19.22096904,becquerelsPerKilogram,60.97393462,becquerelsPerKilogram,30.53196685,becquerelsPerKilogram,18.40539645,becquerelsPerKilogram,NA,NA,1.057342108,3.613956611,3.475946995,36.9170603,4.583382204,1.705519362,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Pickering_Beach_Marsh,PK2,Boyd_2012,46,48,0.650758559599094,0.13096362158783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
