study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,excess_pb210_activity,excess_pb210_activity_se
Baustian_et_al_2021,Terrebonne basin,4455,78,80,0.45,0.1898,0,0,disintegrationsPerMinutePerGram,1.1,0.41,disintegrationsPerMinutePerGram,-0.54,0.45
Baustian_et_al_2021,Terrebonne basin,4455,98,100,0.34,0.4233,0.01,0.08,disintegrationsPerMinutePerGram,3.4,0.71,disintegrationsPerMinutePerGram,1.14,0.73
Baustian_et_al_2021,Barataria basin,175,0,2,NA,NA,0,0,disintegrationsPerMinutePerGram,4.96,0.8,disintegrationsPerMinutePerGram,3.38,0.85
Baustian_et_al_2021,Barataria basin,175,2,4,NA,NA,0.14,0.1,disintegrationsPerMinutePerGram,6.32,0.95,disintegrationsPerMinutePerGram,4.68,0.97
Baustian_et_al_2021,Barataria basin,175,4,6,NA,NA,0.09,0.08,disintegrationsPerMinutePerGram,3.73,0.72,disintegrationsPerMinutePerGram,2.27,0.74
Baustian_et_al_2021,Barataria basin,175,8,10,NA,NA,0.87,0.09,disintegrationsPerMinutePerGram,4,0.72,disintegrationsPerMinutePerGram,2.58,0.89
Baustian_et_al_2021,Barataria basin,175,26,28,NA,NA,0.23,0.09,disintegrationsPerMinutePerGram,1.73,0.66,disintegrationsPerMinutePerGram,0.2,0.68
Baustian_et_al_2021,Barataria basin,175,30,32,NA,NA,0.1,0.09,disintegrationsPerMinutePerGram,1.57,0.62,disintegrationsPerMinutePerGram,0.21,0.62
Baustian_et_al_2021,Barataria basin,175,34,36,NA,NA,0,0,disintegrationsPerMinutePerGram,2.45,0.48,disintegrationsPerMinutePerGram,1.07,0.49
Baustian_et_al_2021,Terrebonne basin,305,0,2,NA,NA,NA,NA,disintegrationsPerMinutePerGram,4.21,0.93,disintegrationsPerMinutePerGram,2.15,0.94
Baustian_et_al_2021,Terrebonne basin,305,2,4,NA,NA,NA,NA,disintegrationsPerMinutePerGram,5.23,0.92,disintegrationsPerMinutePerGram,2.84,0.94
Baustian_et_al_2021,Terrebonne basin,305,4,6,NA,NA,NA,NA,disintegrationsPerMinutePerGram,5.56,0.81,disintegrationsPerMinutePerGram,3.39,0.84
Baustian_et_al_2021,Terrebonne basin,305,8,10,NA,NA,NA,NA,disintegrationsPerMinutePerGram,6.62,0.88,disintegrationsPerMinutePerGram,4.45,0.89
Baustian_et_al_2021,Terrebonne basin,305,30,32,NA,NA,NA,NA,disintegrationsPerMinutePerGram,2.39,0.47,disintegrationsPerMinutePerGram,0.59,0.5
Baustian_et_al_2021,Terrebonne basin,305,50,52,NA,NA,NA,NA,disintegrationsPerMinutePerGram,2.09,0.56,disintegrationsPerMinutePerGram,0.34,0.56
Baustian_et_al_2021,Terrebonne basin,305,70,72,NA,NA,NA,NA,disintegrationsPerMinutePerGram,1.61,0.47,disintegrationsPerMinutePerGram,-0.19,0.54
Baustian_et_al_2021,Terrebonne basin,305,90,92,NA,NA,NA,NA,disintegrationsPerMinutePerGram,1.85,0.43,disintegrationsPerMinutePerGram,0.15,0.43
Baustian_et_al_2021,Terrebonne basin,4455,0,2,NA,NA,0.11,0.07,disintegrationsPerMinutePerGram,7.7,0.94,disintegrationsPerMinutePerGram,6.28,0.96
Baustian_et_al_2021,Terrebonne basin,4455,2,4,NA,NA,0.16,0.08,disintegrationsPerMinutePerGram,5.63,0.94,disintegrationsPerMinutePerGram,4.29,0.95
Baustian_et_al_2021,Terrebonne basin,4455,4,6,NA,NA,0,0,disintegrationsPerMinutePerGram,3.77,1.08,disintegrationsPerMinutePerGram,2.49,1.11
Baustian_et_al_2021,Terrebonne basin,4455,8,10,NA,NA,0.14,0.06,disintegrationsPerMinutePerGram,5.02,0.68,disintegrationsPerMinutePerGram,3.58,0.7
Baustian_et_al_2021,Terrebonne basin,4455,30,32,NA,NA,0.76,0.1,disintegrationsPerMinutePerGram,5.05,0.82,disintegrationsPerMinutePerGram,3.52,0.84
Baustian_et_al_2021,Terrebonne basin,4455,50,52,NA,NA,0.08,0.07,disintegrationsPerMinutePerGram,0.56,0.5,disintegrationsPerMinutePerGram,-0.54,0.59
Baustian_et_al_2021,Terrebonne basin,4455,70,72,NA,NA,0,0,disintegrationsPerMinutePerGram,2.01,0.46,disintegrationsPerMinutePerGram,0.72,0.5
Baustian_et_al_2021,Terrebonne basin,4455,90,92,NA,NA,0,0,disintegrationsPerMinutePerGram,3.02,0.58,disintegrationsPerMinutePerGram,1.07,0.58
Baustian_et_al_2021,Barataria basin,4245,0,2,NA,NA,0.38,0.08,disintegrationsPerMinutePerGram,9.29,1.11,disintegrationsPerMinutePerGram,7.63,1.12
Baustian_et_al_2021,Barataria basin,4245,2,4,NA,NA,0.34,0.07,disintegrationsPerMinutePerGram,9.28,1.07,disintegrationsPerMinutePerGram,7.27,1.09
Baustian_et_al_2021,Barataria basin,4245,4,6,NA,NA,0.53,0.08,disintegrationsPerMinutePerGram,11.37,1.28,disintegrationsPerMinutePerGram,9.2,1.29
Baustian_et_al_2021,Barataria basin,4245,8,10,NA,NA,0.52,0.11,disintegrationsPerMinutePerGram,11.23,1.39,disintegrationsPerMinutePerGram,8.93,1.41
Baustian_et_al_2021,Barataria basin,4245,22,24,NA,NA,1.36,0.13,disintegrationsPerMinutePerGram,15.59,1.81,disintegrationsPerMinutePerGram,12.96,1.81
Baustian_et_al_2021,Barataria basin,253,0,2,NA,NA,0.14,0.06,disintegrationsPerMinutePerGram,9.68,1.1,disintegrationsPerMinutePerGram,7.92,1.14
Baustian_et_al_2021,Barataria basin,253,2,4,NA,NA,0.44,0.05,disintegrationsPerMinutePerGram,8.75,0.96,disintegrationsPerMinutePerGram,6.95,0.96
Baustian_et_al_2021,Barataria basin,253,4,6,NA,NA,0.49,0.09,disintegrationsPerMinutePerGram,6.9,0.96,disintegrationsPerMinutePerGram,5.11,0.97
Baustian_et_al_2021,Barataria basin,253,8,10,NA,NA,0.46,0.08,disintegrationsPerMinutePerGram,9.31,1.1,disintegrationsPerMinutePerGram,7.37,1.11
Baustian_et_al_2021,Barataria basin,253,60,62,NA,NA,0.75,0.06,disintegrationsPerMinutePerGram,2.71,0.51,disintegrationsPerMinutePerGram,0.81,0.55
Baustian_et_al_2021,Barataria basin,253,70,72,NA,NA,0,0,disintegrationsPerMinutePerGram,2.9,0.66,disintegrationsPerMinutePerGram,1.03,0.67
Baustian_et_al_2021,Barataria basin,237,0,2,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Barataria basin,237,2,4,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Barataria basin,237,4,6,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Barataria basin,237,8,10,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,309,0,2,NA,NA,0.17,0.07,disintegrationsPerMinutePerGram,6.18,0.89,disintegrationsPerMinutePerGram,4.65,0.93
Baustian_et_al_2021,Terrebonne basin,309,2,4,NA,NA,0.22,0.07,disintegrationsPerMinutePerGram,6.2,0.86,disintegrationsPerMinutePerGram,4.46,0.89
Baustian_et_al_2021,Terrebonne basin,309,4,6,NA,NA,0.39,0.07,disintegrationsPerMinutePerGram,8.17,1.04,disintegrationsPerMinutePerGram,6.79,1.06
Baustian_et_al_2021,Terrebonne basin,309,8,10,NA,NA,0.35,0.07,disintegrationsPerMinutePerGram,5.9,0.85,disintegrationsPerMinutePerGram,4.49,0.86
Baustian_et_al_2021,Terrebonne basin,337,0,2,NA,NA,0.42,0.07,disintegrationsPerMinutePerGram,6.16,0.88,disintegrationsPerMinutePerGram,4.52,0.92
Baustian_et_al_2021,Terrebonne basin,337,2,4,NA,NA,0.17,0.07,disintegrationsPerMinutePerGram,5.33,0.82,disintegrationsPerMinutePerGram,3.77,0.85
Baustian_et_al_2021,Terrebonne basin,337,4,6,NA,NA,0.26,0.07,disintegrationsPerMinutePerGram,4.15,0.72,disintegrationsPerMinutePerGram,2.57,0.74
Baustian_et_al_2021,Terrebonne basin,337,8,10,NA,NA,0.14,0.06,disintegrationsPerMinutePerGram,2.3,0.51,disintegrationsPerMinutePerGram,0.87,0.54
Baustian_et_al_2021,Terrebonne basin,337,30,32,NA,NA,0.62,0.08,disintegrationsPerMinutePerGram,4.58,0.77,disintegrationsPerMinutePerGram,2.79,0.79
Baustian_et_al_2021,Terrebonne basin,337,70,72,NA,NA,0.13,0.05,disintegrationsPerMinutePerGram,1.24,0.43,disintegrationsPerMinutePerGram,-0.22,0.44
Baustian_et_al_2021,Terrebonne basin,398,0,2,NA,NA,1.45,0.29,disintegrationsPerMinutePerGram,15.9,2.89,disintegrationsPerMinutePerGram,12.21,3.03
Baustian_et_al_2021,Terrebonne basin,398,2,4,NA,NA,0.28,0.06,disintegrationsPerMinutePerGram,8.73,1.06,disintegrationsPerMinutePerGram,7.22,1.11
Baustian_et_al_2021,Terrebonne basin,398,4,6,NA,NA,0.19,0.06,disintegrationsPerMinutePerGram,7.99,0.97,disintegrationsPerMinutePerGram,6.61,1.05
Baustian_et_al_2021,Terrebonne basin,398,8,10,NA,NA,0.36,0.07,disintegrationsPerMinutePerGram,7.29,0.98,disintegrationsPerMinutePerGram,5.84,1.06
Baustian_et_al_2021,Terrebonne basin,398,28,30,NA,NA,1.89,0.12,disintegrationsPerMinutePerGram,9.18,1.25,disintegrationsPerMinutePerGram,7.64,1.34
Baustian_et_al_2021,Terrebonne basin,398,48,50,NA,NA,4.86,0.12,disintegrationsPerMinutePerGram,8.97,1.12,disintegrationsPerMinutePerGram,7.14,1.17
Baustian_et_al_2021,Terrebonne basin,398,60,62,NA,NA,0.92,0.08,disintegrationsPerMinutePerGram,5.4,0.85,disintegrationsPerMinutePerGram,3.67,0.86
Baustian_et_al_2021,Terrebonne basin,398,66,68,NA,NA,0.93,0.09,disintegrationsPerMinutePerGram,5.75,0.9,disintegrationsPerMinutePerGram,3.89,0.93
Baustian_et_al_2021,Terrebonne basin,398,72,74,NA,NA,0.64,0.08,disintegrationsPerMinutePerGram,4.42,0.77,disintegrationsPerMinutePerGram,2.34,0.82
Baustian_et_al_2021,Barataria basin,3166,0,2,NA,NA,1.23,0.14,disintegrationsPerMinutePerGram,18.61,2.28,disintegrationsPerMinutePerGram,16.79,2.3
Baustian_et_al_2021,Barataria basin,3166,2,4,NA,NA,0.81,0.38,disintegrationsPerMinutePerGram,28.58,4.4,disintegrationsPerMinutePerGram,27.92,4.47
Baustian_et_al_2021,Barataria basin,3166,4,6,NA,NA,1.35,0.26,disintegrationsPerMinutePerGram,27.82,3.68,disintegrationsPerMinutePerGram,25.84,3.7
Baustian_et_al_2021,Barataria basin,3166,8,10,NA,NA,3.01,1.23,disintegrationsPerMinutePerGram,38.94,10.46,disintegrationsPerMinutePerGram,38.43,10.5
Baustian_et_al_2021,Barataria basin,3166,42,44,NA,NA,5.54,0.23,disintegrationsPerMinutePerGram,11.81,1.9,disintegrationsPerMinutePerGram,10.19,1.96
Baustian_et_al_2021,Terrebonne basin,399,0,2,NA,NA,0.42,0.07,disintegrationsPerMinutePerGram,10.06,1.29,disintegrationsPerMinutePerGram,9.33,1.3
Baustian_et_al_2021,Terrebonne basin,399,2,4,NA,NA,0.41,0.05,disintegrationsPerMinutePerGram,10.49,1.21,disintegrationsPerMinutePerGram,9.21,1.23
Baustian_et_al_2021,Terrebonne basin,399,4,6,NA,NA,0.37,0.08,disintegrationsPerMinutePerGram,11.1,1.37,disintegrationsPerMinutePerGram,9.89,1.4
Baustian_et_al_2021,Terrebonne basin,399,8,10,NA,NA,0.39,0.07,disintegrationsPerMinutePerGram,7.45,1,disintegrationsPerMinutePerGram,6.17,1.03
Baustian_et_al_2021,Terrebonne basin,399,20,22,NA,NA,0.64,0.07,disintegrationsPerMinutePerGram,4.58,0.74,disintegrationsPerMinutePerGram,3.3,0.75
Baustian_et_al_2021,Terrebonne basin,399,50,52,NA,NA,0.86,0.09,disintegrationsPerMinutePerGram,3.26,0.76,disintegrationsPerMinutePerGram,1.81,0.93
Baustian_et_al_2021,Terrebonne basin,399,60,62,NA,NA,0.03,0.06,disintegrationsPerMinutePerGram,2.73,0.61,disintegrationsPerMinutePerGram,1.17,0.68
Baustian_et_al_2021,Terrebonne basin,399,70,72,NA,NA,0,0,disintegrationsPerMinutePerGram,1.85,0.63,disintegrationsPerMinutePerGram,0.35,0.71
Baustian_et_al_2021,Terrebonne basin,377,0,2,NA,NA,0.17,0.06,disintegrationsPerMinutePerGram,4.58,0.68,disintegrationsPerMinutePerGram,3.37,0.72
Baustian_et_al_2021,Terrebonne basin,377,2,4,NA,NA,0.29,0.06,disintegrationsPerMinutePerGram,4.51,0.73,disintegrationsPerMinutePerGram,3.18,0.81
Baustian_et_al_2021,Terrebonne basin,377,4,6,NA,NA,0.28,0.07,disintegrationsPerMinutePerGram,3.87,0.74,disintegrationsPerMinutePerGram,2.92,0.81
Baustian_et_al_2021,Terrebonne basin,377,8,10,NA,NA,0.34,0.06,disintegrationsPerMinutePerGram,4.52,0.68,disintegrationsPerMinutePerGram,3.28,0.7
Baustian_et_al_2021,Terrebonne basin,377,18,20,NA,NA,0.83,0.08,disintegrationsPerMinutePerGram,2.41,0.65,disintegrationsPerMinutePerGram,1.24,0.67
Baustian_et_al_2021,Terrebonne basin,377,20,22,NA,NA,1.04,0.06,disintegrationsPerMinutePerGram,1.44,0.48,disintegrationsPerMinutePerGram,0.3,0.5
Baustian_et_al_2021,Terrebonne basin,377,50,52,NA,NA,0.45,0.07,disintegrationsPerMinutePerGram,2.96,0.65,disintegrationsPerMinutePerGram,1.48,0.65
Baustian_et_al_2021,Barataria basin,3565,0,2,NA,NA,0.47,0.07,disintegrationsPerMinutePerGram,13.48,2.06,disintegrationsPerMinutePerGram,11.23,2.07
Baustian_et_al_2021,Barataria basin,3565,2,4,NA,NA,0.59,0.08,disintegrationsPerMinutePerGram,9.83,1.59,disintegrationsPerMinutePerGram,7.55,1.6
Baustian_et_al_2021,Barataria basin,3565,4,6,NA,NA,0.9,0.08,disintegrationsPerMinutePerGram,12.25,1.93,disintegrationsPerMinutePerGram,10.21,1.95
Baustian_et_al_2021,Barataria basin,3565,8,10,NA,NA,1.48,0.08,disintegrationsPerMinutePerGram,19.53,2.91,disintegrationsPerMinutePerGram,17.46,2.93
Baustian_et_al_2021,Barataria basin,3565,20,22,NA,NA,6.26,0.16,disintegrationsPerMinutePerGram,14.32,2.24,disintegrationsPerMinutePerGram,12.41,2.29
Baustian_et_al_2021,Barataria basin,3565,28,30,NA,NA,8.74,0.17,disintegrationsPerMinutePerGram,10.64,1.81,disintegrationsPerMinutePerGram,8.73,1.84
Baustian_et_al_2021,Barataria basin,3565,50,52,NA,NA,0.58,0.12,disintegrationsPerMinutePerGram,4.83,1.34,disintegrationsPerMinutePerGram,3.18,1.45
Baustian_et_al_2021,Barataria basin,3565,60,62,NA,NA,0.71,0.08,disintegrationsPerMinutePerGram,4.12,0.9,disintegrationsPerMinutePerGram,1.78,0.9
Baustian_et_al_2021,Barataria basin,3617,0,2,NA,NA,1.12,0.13,disintegrationsPerMinutePerGram,14.03,2.35,disintegrationsPerMinutePerGram,7.53,2.39
Baustian_et_al_2021,Barataria basin,3617,2,4,NA,NA,0.53,0.07,disintegrationsPerMinutePerGram,15.6,2.36,disintegrationsPerMinutePerGram,13.5,2.36
Baustian_et_al_2021,Barataria basin,3617,4,6,NA,NA,0.77,0.09,disintegrationsPerMinutePerGram,14.32,2.23,disintegrationsPerMinutePerGram,12.28,2.23
Baustian_et_al_2021,Barataria basin,3617,8,10,NA,NA,1.43,0.11,disintegrationsPerMinutePerGram,18.55,2.87,disintegrationsPerMinutePerGram,16.27,2.88
Baustian_et_al_2021,Barataria basin,3617,10,12,NA,NA,1.69,0.1,disintegrationsPerMinutePerGram,19.51,3.22,disintegrationsPerMinutePerGram,17.55,3.23
Baustian_et_al_2021,Barataria basin,3617,20,22,NA,NA,2.28,0.1,disintegrationsPerMinutePerGram,5.17,0.98,disintegrationsPerMinutePerGram,2.71,1
Baustian_et_al_2021,Barataria basin,3617,60,62,NA,NA,0.04,0.06,disintegrationsPerMinutePerGram,3.69,0.81,disintegrationsPerMinutePerGram,1.59,0.83
Baustian_et_al_2021,Barataria basin,224,0,2,NA,NA,0.07,0.06,disintegrationsPerMinutePerGram,9.72,1.11,disintegrationsPerMinutePerGram,7.27,1.2
Baustian_et_al_2021,Barataria basin,224,2,4,NA,NA,0.16,0.06,disintegrationsPerMinutePerGram,6.75,0.83,disintegrationsPerMinutePerGram,4.58,0.93
Baustian_et_al_2021,Barataria basin,224,4,6,NA,NA,0.27,0.06,disintegrationsPerMinutePerGram,7.46,0.9,disintegrationsPerMinutePerGram,5.55,0.97
Baustian_et_al_2021,Barataria basin,224,8,10,NA,NA,0.45,0.07,disintegrationsPerMinutePerGram,8.8,1.05,disintegrationsPerMinutePerGram,6.83,1.11
Baustian_et_al_2021,Barataria basin,224,20,22,NA,NA,1.48,0.1,disintegrationsPerMinutePerGram,12.96,1.57,disintegrationsPerMinutePerGram,11.49,2.02
Baustian_et_al_2021,Barataria basin,224,26,28,NA,NA,0.65,0.05,disintegrationsPerMinutePerGram,2.64,0.38,disintegrationsPerMinutePerGram,0.73,0.39
Baustian_et_al_2021,Barataria basin,224,32,34,NA,NA,1.43,0.1,disintegrationsPerMinutePerGram,6.23,0.77,disintegrationsPerMinutePerGram,4.25,0.77
Baustian_et_al_2021,Barataria basin,224,60,62,NA,NA,1.26,0.07,disintegrationsPerMinutePerGram,1.31,0.43,disintegrationsPerMinutePerGram,-0.35,0.51
Baustian_et_al_2021,Barataria basin,225,0,2,NA,NA,0.34,0.07,disintegrationsPerMinutePerGram,9.64,1.14,disintegrationsPerMinutePerGram,7.59,1.21
Baustian_et_al_2021,Barataria basin,225,2,4,NA,NA,0.73,0.08,disintegrationsPerMinutePerGram,13.13,1.47,disintegrationsPerMinutePerGram,11.08,1.47
Baustian_et_al_2021,Barataria basin,225,4,6,NA,NA,0.95,0.06,disintegrationsPerMinutePerGram,14.02,1.51,disintegrationsPerMinutePerGram,11.84,1.54
Baustian_et_al_2021,Barataria basin,225,8,10,NA,NA,1.19,0.07,disintegrationsPerMinutePerGram,16.77,1.8,disintegrationsPerMinutePerGram,14.67,1.83
Baustian_et_al_2021,Barataria basin,225,20,22,NA,NA,2.22,0.11,disintegrationsPerMinutePerGram,17.81,1.98,disintegrationsPerMinutePerGram,15.49,2.02
Baustian_et_al_2021,Barataria basin,225,28,30,NA,NA,4.59,0.16,disintegrationsPerMinutePerGram,9.2,1.04,disintegrationsPerMinutePerGram,7.15,1.05
Baustian_et_al_2021,Barataria basin,225,50,52,NA,NA,1.25,0.08,disintegrationsPerMinutePerGram,4.23,0.58,disintegrationsPerMinutePerGram,2.35,0.59
Baustian_et_al_2021,Barataria basin,225,60,62,NA,NA,0.82,0.12,disintegrationsPerMinutePerGram,1.94,2.12,disintegrationsPerMinutePerGram,-0.45,2.17
Baustian_et_al_2021,Terrebonne basin,4045,0,2,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,2,4,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,4,6,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,8,10,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,12,14,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,16,18,NA,NA,NA,NA,disintegrationsPerMinutePerGram,NA,NA,disintegrationsPerMinutePerGram,NA,NA
Baustian_et_al_2021,Terrebonne basin,4045,20,22,NA,NA,0.81,0.07,disintegrationsPerMinutePerGram,17.96,1.92,disintegrationsPerMinutePerGram,15.38,1.98
Baustian_et_al_2021,Terrebonne basin,4045,28,30,NA,NA,1.08,0.1,disintegrationsPerMinutePerGram,17.75,1.72,disintegrationsPerMinutePerGram,15.31,1.74
Baustian_et_al_2021,Terrebonne basin,4045,46,48,NA,NA,3.76,0.12,disintegrationsPerMinutePerGram,5.54,0.69,disintegrationsPerMinutePerGram,3.23,0.7
Baustian_et_al_2021,Terrebonne basin,4045,54,56,NA,NA,0,0,disintegrationsPerMinutePerGram,3.5,0.46,disintegrationsPerMinutePerGram,0.56,0.47
Baustian_et_al_2021,Terrebonne basin,4045,60,62,NA,NA,0,0,disintegrationsPerMinutePerGram,3.52,0.47,disintegrationsPerMinutePerGram,-0.07,0.64
