study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,pages,author,title,journal,school
Buzzelli_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Danovaro_and_Fabiano_1995,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Alongi_et_al_2008,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Kristensen_et_al_2000,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Spivak_et_al_2009,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Borg_et_al_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Krause-Jensen_et_al_2011,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
McGlathery_et_al_2012,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Isaksen_and_Finster_1996,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Agawin_et_al_1996,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Mateo_and_Romero_1997,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Pedersen_et_al_1997,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Townsend_and_Fonseca_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Miyajima_et_al_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Boschker_et_al_2000,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Koch_and_Madden_2001,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Eyre_and_Ferguson_2002,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Larned_2003,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Abed-Navandi_and_Dworschak_2005,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Holmer_et_al_2006,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Gacia_et_al_2002,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Barron_et_al_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Carruthers_et_al_2005,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Erftemeijer_and_Middelburg_1993,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Hemminga_et_al_1994,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Mellors_et_al_2002,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Orem_et_al_1999,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Pulich_1985,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Stoner_et_al_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Van_Engeland_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Thimdee_et_al_2003,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Mateo_et_al_1997,Mateo_et_al_1997,Article,Mateo_1997,Article,10.1006/ecss.1996.0116,https://doi.org/10.1006/ecss.1996.0116,1997,jan,Elsevier {BV},44,1,103--110,M.A. Mateo and J. Romero and M. PÃ©rez and M.M. Littler and D.S. Littler,Dynamics of Millenary Organic Deposits Resulting from the Growth of the Mediterranean {SeagrassPosidonia} oceanica,"Estuarine, Coastal and Shelf Science",NA
Paula_et_al_2001,Paula_et_al_2001,Article,Paula_2001,Article,10.1006/ecss.2001.0809,https://doi.org/10.1006/ecss.2001.0809,2001,sep,Elsevier {BV},53,3,307--318,J. Paula and P. Fidalgo Ecosta and A. Martins and D. Gove,"Patterns of Abundance of Seagrasses and Associated Infaunal Communities at Inhaca Island, Mozambique","Estuarine, Coastal and Shelf Science",NA
Kamp-Nielsen_et_al_2002,Kamp-Nielsen_et_al_2002,Article,Kamp_Nielsen_2002,Article,10.1006/ecss.2001.0822,https://doi.org/10.1006/ecss.2001.0822,2002,jan,Elsevier {BV},54,1,127--137,L. Kamp-Nielsen and J.E. Vermaat and I. Wesseling and J. Borum and O. Geertz-Hansen,Sediment Properties along Gradients of Siltation in South-east Asia,"Estuarine, Coastal and Shelf Science",NA
Danovaro_et_al_1994,Danovaro_et_al_1994,Article,Danovaro_1994,Article,10.1007/bf00354310,https://doi.org/10.1007/bf00354310,1994,jul,Springer Nature,119,4,489--500,R. Danovaro and M. Fabiano and M. Boyer,"Seasonal changes of benthic bacteria in a seagrass bed (Posidonia oceanica) of the Ligurian Sea in relation to origin, composition and fate of the sediment organic matter",Marine Biology,NA
Danovaro_1996,Danovaro_1996,Article,Danovaro_1996,Article,10.1007/bf00993638,https://doi.org/10.1007/bf00993638,1996,NA,Springer Science and Business Media {LLC},127,1,1--13,R. Danovaro,Detritus-Bacteria-Meiofauna interactions in a seagrass bed (Posidonia oceanica) of the {NW} Mediterranean,Marine Biology,NA
Danovaro_and_Gambi_2002,Danovaro_and_Gambi_2002,Article,R__2002,Article,10.1007/s00227-002-0857-y,https://doi.org/10.1007/s00227-002-0857-y,2002,oct,Springer Nature,141,4,667--677,Danovaro R. and Gambi C.,Biodiversity and trophic structure of nematode assemblages in seagrass systems: evidence for a coupling with changes in food availability,Marine Biology,NA
Hebert_et_al_2007,Hebert_et_al_2007,Article,Hebert_2006,Article,10.1007/s10498-006-9007-3,https://doi.org/10.1007/s10498-006-9007-3,2006,nov,Springer Nature,13,1,19--39,Andrew B. Hebert and John W. Morse and Peter M. Eldridge,Small-scale heterogeneity in the geochemistry of seagrass vegetated and non-vegetated estuarine sediments: causes and consequences,Aquatic Geochemistry,NA
Holmer_et_al_2007,Holmer_et_al_2007,Article,Holmer_2007,Article,10.1007/s10533-007-9127-x,https://doi.org/10.1007/s10533-007-9127-x,2007,jun,Springer Nature,85,2,169--184,Marianne Holmer and Morten S. Frederiksen,Stimulation of sulfate reduction rates in Mediterranean fish farm sediments inhabited by the seagrass Posidonia oceanica,Biogeochemistry,NA
Lillebo_et_al_2006,Lillebo_et_al_2006,Article,Lilleb__2006,Article,10.1007/s10750-005-1114-4,https://doi.org/10.1007/s10750-005-1114-4,2006,feb,Springer Nature,555,1,175--183,A. I. Lille ø and M. R. Flindt and M. A. Pardal and J. C. Marques,"The Effect of Zostera noltii, Spartina maritima and Scirpus maritimus on Sediment Pore-water Profiles in a Temperate Intertidal Estuary",Hydrobiologia,NA
Spruzen_et_al_2008,Spruzen_et_al_2008,Article,Spruzen_2007,Article,10.1007/s10750-007-9166-2,https://doi.org/10.1007/s10750-007-9166-2,2007,oct,Springer Nature,598,1,325--342,Fiona L. Spruzen and Alastair M. M. Richardson and Eric J. Woehler,"Spatial variation of intertidal macroinvertebrates and environmental variables in Robbins Passage wetlands, {NW} Tasmania",Hydrobiologia,NA
Yarbro_and_Carlson_2008,Yarbro_and_Carlson_2008,Article,Yarbro_2008,Article,10.1007/s12237-008-9071-6,https://doi.org/10.1007/s12237-008-9071-6,2008,aug,Springer Nature,31,5,877--897,Laura A. Yarbro and Paul R. Carlson,"Community Oxygen and Nutrient Fluxes in Seagrass Beds of Florida Bay, {USA}",Estuaries and Coasts,NA
Holmer_et_al_2009,Holmer_et_al_2009,Article,Holmer_2009,Article,10.1007/s12237-009-9133-4,https://doi.org/10.1007/s12237-009-9133-4,2009,feb,Springer Nature,32,3,456--466,Marianne Holmer and NÃºria Mar {à} and Morgane Lamote and Carlos M. Duarte,Deterioration of Sediment Quality in Seagrass Meadows (Posidonia oceanica) Invaded by Macroalgae (Caulerpa sp.),Estuaries and Coasts,NA
Kenig_et_al_1990,Kenig_et_al_1990,Article,Kenig_1990,Article,10.1016/0146-6380(90)90113-e,https://doi.org/10.1016/0146-6380(90)90113-e,1990,jan,Elsevier {BV},16,NA,735--747,Fabien Kenig and Alain Y. Huc and Bruce H. Purser and Jean-Louis Oudin,"Sedimentation, distribution and diagenesis of organic matter in a recent carbonate environment, Abu Dhabi, U.A.E.",Organic Geochemistry,NA
De_Iongh_et_al_1995,De_Iongh_et_al_1995,Article,de_Iongh_1995,Article,10.1016/0304-3770(94)00438-r,https://doi.org/10.1016/0304-3770(94)00438-r,1995,apr,Elsevier {BV},50,1,1--19,H.H. {de Iongh} and B.J. Wenno and E. Meelis,"Seagrass distribution and seasonal biomass changes in relation to dugong grazing in the Moluccas, East Indonesia",Aquatic Botany,NA
Lee_et_al_2005,Lee_et_al_2005,Article,Lee_2005,Article,10.1016/j.aquabot.2005.07.004,https://doi.org/10.1016/j.aquabot.2005.07.004,2005,dec,Elsevier {BV},83,4,263--280,Sang Yong Lee and Jae Hyuk Oh and Chung Il Choi and Youngbae Suh and Hiroshi Mukai,Leaf growth and population dynamics of intertidal Zostera japonica on the western coast of Korea,Aquatic Botany,NA
Rigollet_et_al_2004,Rigollet_et_al_2004,Article,RIGOLLET_2004,Article,10.1016/j.biortech.2003.12.018,https://doi.org/10.1016/j.biortech.2003.12.018,2004,nov,Elsevier {BV},95,2,159--167,V RIGOLLET,Seasonal evolution of heavy metal concentrations in the surface sediments of two Mediterranean Zostera marina L. beds at Thau lagoon (France) and Venice lagoon (Italy),Bioresource Technology,NA
Qu_et_al_2006,Qu_et_al_2006,Article,Qu_2006,Article,10.1016/j.csr.2006.05.007,https://doi.org/10.1016/j.csr.2006.05.007,2006,oct,Elsevier {BV},26,15,1756--1774,Wenchuan Qu and R.J. Morrison and R.J. West and Chenwei Su,"Organic matter and benthic metabolism in Lake Illawarra, Australia",Continental Shelf Research,NA
Kairis_and_Rybczyk_2010,Kairis_and_Rybczyk_2010,Article,Kairis_2010,Article,10.1016/j.ecolmodel.2009.01.025,https://doi.org/10.1016/j.ecolmodel.2009.01.025,2010,apr,Elsevier {BV},221,7,1005--1016,Peter A. Kairis and John M. Rybczyk,"Sea level rise and eelgrass (Zostera marina) production: A spatially explicit relative elevation model for Padilla Bay, {WA}",Ecological Modelling,NA
Cotner_et_al_2004,Cotner_et_al_2004,Article,Cotner_2004,Article,10.1016/j.ecss.2003.11.008,https://doi.org/10.1016/j.ecss.2003.11.008,2004,apr,Elsevier {BV},59,4,639--652,James B Cotner and Michael W Suplee and Nai Wei Chen and David E Shormann,"Nutrient, sulfur and carbon dynamics in a hypersaline lagoon","Estuarine, Coastal and Shelf Science",NA
Gonneea_et_al_2004,Gonneea_et_al_2004,Article,Gonneea_2004,Article,10.1016/j.ecss.2004.04.015,https://doi.org/10.1016/j.ecss.2004.04.015,2004,oct,Elsevier {BV},61,2,211--227,Meagan Eagle Gonneea and Adina Paytan and Jorge A. Herrera-Silveira,Tracing organic matter sources and carbon burial in mangrove sediments over the past 160 years,"Estuarine, Coastal and Shelf Science",NA
Calleja_et_al_2007,Calleja_et_al_2007,Article,Calleja_2007,Article,10.1016/j.ecss.2007.02.016,https://doi.org/10.1016/j.ecss.2007.02.016,2007,jul,Elsevier {BV},73,NA,583--588,Maria Ll. Calleja and NÃºria Mar {à} and Carlos M. Duarte,The relationship between seagrass (Posidonia oceanica) decline and sulfide porewater concentration in carbonate sediments,"Estuarine, Coastal and Shelf Science",NA
Fonseca_et_al_2011,Fonseca_et_al_2011,Article,Fonseca_2011,Article,10.1016/j.ecss.2010.10.003,https://doi.org/10.1016/j.ecss.2010.10.003,2011,jan,Elsevier {BV},91,1,69--77,Gustavo Fonseca and Pat Hutchings and Fabiane Gallucci,"Meiobenthic communities of seagrass beds (Zostera capricorni) and unvegetated sediments along the coast of New South Wales, Australia","Estuarine, Coastal and Shelf Science",NA
Ooi_et_al_2011,Ooi_et_al_2011,Article,Ooi_2011,Article,10.1016/j.ecss.2010.12.021,https://doi.org/10.1016/j.ecss.2010.12.021,2011,mar,Elsevier {BV},92,1,118--131,Jillian Lean Sim Ooi and Gary A. Kendrick and Kimberly P. Van Niel and Yang Amri Affendi,Knowledge gaps in tropical Southeast Asian seagrass systems,"Estuarine, Coastal and Shelf Science",NA
Lewis_et_al_2007,Lewis_et_al_2007,Article,Lewis_2007,Article,10.1016/j.envpol.2006.04.041,https://doi.org/10.1016/j.envpol.2006.04.041,2007,mar,Elsevier {BV},146,1,206--218,Michael A. Lewis and Darrin D. Dantin and Cynthia A. Chancy and Kathryn C. Abel and Christopher G. Lewis,Florida seagrass habitat evaluation: A comparative survey for chemical quality,Environmental Pollution,NA
Oakes_and_Connolly_2004,Oakes_and_Connolly_2004,Article,Oakes_2004,Article,10.1016/j.jembe.2003.10.011,https://doi.org/10.1016/j.jembe.2003.10.011,2004,may,Elsevier {BV},302,2,153--164,Joanne M Oakes and Rod M Connolly,"Causes of sulfur isotope variability in the seagrass, Zostera capricorni",Journal of Experimental Marine Biology and Ecology,NA
Vichkovitten_et_al_2005,Vichkovitten_et_al_2005,Article,Vichkovitten_2005,Article,10.1016/j.jembe.2004.11.002,https://doi.org/10.1016/j.jembe.2004.11.002,2005,mar,Elsevier {BV},316,2,183--201,Tritep Vichkovitten and Marianne Holmer,Dissolved and particulate organic matter in contrasting Zostera marina (eelgrass) sediments,Journal of Experimental Marine Biology and Ecology,NA
De_Troch_et_al_2006,De_Troch_et_al_2006,Article,De_Troch_2006,Article,10.1016/j.marenvres.2005.05.003,https://doi.org/10.1016/j.marenvres.2005.05.003,2006,feb,Elsevier {BV},61,1,59--73,Marleen De Troch and Dirk Van Gansbeke and Magda Vincx,Resource availability and meiofauna in sediment of tropical seagrass beds: Local versus global trends,Marine Environmental Research,NA
Fourqurean_et_al_2010,Fourqurean_et_al_2010,Article,Fourqurean_2010,Article,10.1016/j.marpolbul.2010.03.003,https://doi.org/10.1016/j.marpolbul.2010.03.003,2010,jul,Elsevier {BV},60,7,971--983,James W. Fourqurean and Meredith F. Muth and Joseph N. Boyer,Epiphyte loads on seagrasses and microphytobenthos abundance are not reliable indicators of nutrient availability in oligotrophic coastal ecosystems,Marine Pollution Bulletin,NA
Volkman_et_al_2008,Volkman_et_al_2008,Article,Volkman_2008,Article,10.1016/j.orggeochem.2008.02.014,https://doi.org/10.1016/j.orggeochem.2008.02.014,2008,jun,Elsevier {BV},39,6,689--710,John K. Volkman and Andrew T. Revill and Daniel G. Holdsworth and David Fredericks,Organic matter sources in an enclosed coastal inlet assessed using lipid biomarkers and stable isotopes,Organic Geochemistry,NA
Figueiredo_da_Silva_et_al_2009,Figueiredo_da_Silva_et_al_2009,Article,Figueiredo_da_Silva_2009,Article,10.1016/j.seares.2009.06.007,https://doi.org/10.1016/j.seares.2009.06.007,2009,nov,Elsevier {BV},62,4,276--285,J. Figueiredo {da Silva} and R.W. Duck and J.B. Catarino,"Nutrient retention in the sediments and the submerged aquatic vegetation of the coastal lagoon of the Ria de Aveiro, Portugal",Journal of Sea Research,NA
Grenz_et_al_2003,Grenz_et_al_2003,Article,Grenz_2003,Article,10.1016/s0022-0981(02)00518-x,https://doi.org/10.1016/s0022-0981(02)00518-x,2003,feb,Elsevier {BV},NA,NA,33--47,Christian Grenz and Lionel Denis and Guy Boucher and Laurent Chauvaud and Jacques Clavier and Renaud Fichez and Olivier Pringault,Spatial variability in Sediment Oxygen Consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific),Journal of Experimental Marine Biology and Ecology,NA
