"study_id","site_id","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_COAST_REG","STATE_NAME"
"Nahlik_and_Fennessy_2016","NWCA11-1617","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","DPRSS","Bayou Perot-Little Lake","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1669","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Terrebonne Bay-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1830","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FLATS","Narraguagus River-Narraguagus Bay","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-1643","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Vermilion River-Frontal Vermilion Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1630","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Fourleague Bay-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1645","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Mississippi River Delta-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1614","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Penchant","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1673","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Fourleague Bay-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1961","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","TIDAL","Biloxi Bay-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-2581","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2575","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Aransas Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2603","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","San Antonio Bay-Espiritu Santo Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2565","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","Salt Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2704","palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","RIVERINE","Willapa River","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-4505","palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Satsop River","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-R095","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Lower Carrabassett River","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R122","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Sheepscot River","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R130","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Outlet Saco River","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-1200","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Mispillion River-Delaware Bay","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-1198","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Appoquinimink River-Delaware River","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-3065","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","North Prong St. Marys River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1233","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Florida Keys","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1665","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Perot-Little Lake","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1635","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Vermilion River-Frontal Vermilion Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1683","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1705","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1199","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Indian River Bay","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-2026","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2080","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Alligator River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2064","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R135","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-R134","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-R133","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","North Branch Rancocas Creek","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-1027","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","DPRSS","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1005","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1019","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-R128","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou La Batre-Grand Bay Swamp","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1260","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1364","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Loxahatchee River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1334","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1267","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Everglades National Park","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1337","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Coral Gables","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-2028","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PF","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-4499","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-2721","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-4522","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Skagit Bay-Whidbey Basin","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-2706","palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Skagit River-Frontal Skagit Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-6315","palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Nooksack River-Frontal Bellingham Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-2710","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Skagit Bay-Whidbey Basin","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-1634","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1618","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-2608","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","East Matagorda Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2606","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","East Fork Double Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2605","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2598","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cane Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2566","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Spindletop Ditch","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2537","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2058","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Headwaters Pungo River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2035","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Outlet Pungo River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2030","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bogue Banks-Bogue Sound","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-6302","palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","RIVERINE","Cloquallam Creek-Chehalis River","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-6301","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-4526","palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","FLATS","Telegraph Slough-Frontal Padilla Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-4503","estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","RIVERINE","Naselle River-Frontal Willapa Bay","Pacific Northwest","Pacific Coast Region","Washington"
"Nahlik_and_Fennessy_2016","NWCA11-1420","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1418","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Doboy Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1417","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1416","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1413","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Little Satilla River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-2931","palustrine","field observation","emergent","field observation","Arid West","PEM","FRINGE","Upper San Diego River","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-3586","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-3583","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-2368","palustrine","field observation","emergent","field observation","Eastern Mountains and Piedmont","PEM","RIVERINE","Tulpehocken Creek","Mid Atlantic","North East Coast Region","Pennsylvania"
"Nahlik_and_Fennessy_2016","NWCA11-1792","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Upper Chincoteague Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1814","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","DPRSS","Transquaking River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1813","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1805","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1803","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1793","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Blackwater River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1790","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","DPRSS","Transquaking River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1779","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1776","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Transquaking River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1369","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-3572","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-3580","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Honga River-Chesapeake Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-3588","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1180","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Hammonasset River-Frontal Long Island Sound","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1181","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Lower Pawcatuck River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1743","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Ipswich River","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1744","palustrine","field observation",NA,"field observation","Northcentral and Northeast","PUBPAB","RIVERINE","Narragansett Bay","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1745","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Middle Taunton River","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1746","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","TIDAL","Cape Cod","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1747","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Ipswich River","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1748","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Saugus River-Frontal Broad Sound","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1749","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Middle Taunton River","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1750","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","TIDAL","Cape Cod","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1751","palustrine","field observation",NA,"field observation","Northcentral and Northeast","PUBPAB","DPRSS","Ipswich River","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1752","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","TIDAL","Elizabeth Islands-Marthas Vineyard","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1753","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","North River-Frontal Massachusetts Bay","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-1754","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","TIDAL","Cape Cod","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-2265","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Carmans River-Great South Bay","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-2269","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Shinnecock Bay-Atlantic Ocean","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-R089","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","DPRSS","Cape Cod","New England","North East Coast Region","Massachusetts"
"Nahlik_and_Fennessy_2016","NWCA11-R045","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Great South Bay-Fire Island Inlet","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-R046","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Peconic River","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-R017","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Upper Roundout Creek","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-R002","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Back River-Lower Chesapeake Bay","Mid Atlantic","North East Coast Region","Virginia"
"Nahlik_and_Fennessy_2016","NWCA11-R049","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Dismal Swamp Canal-Lake Drummond","South Atlantic Gulf","South East Coast Region","Virginia"
"Nahlik_and_Fennessy_2016","NWCA11-R052","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper York River","Mid Atlantic","North East Coast Region","Virginia"
"Nahlik_and_Fennessy_2016","NWCA11-R070","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Outlet Cashie River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R071","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Ocracoke Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2392","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Narragansett Bay","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2390","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Palmer River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2389","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Wood River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2388","palustrine","field observation",NA,"field observation","Northcentral and Northeast","PUBPAB","DPRSS","Upper Pawcatuck River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2386","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Palmer River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2385","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Wood River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2384","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Upper Pawcatuck River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2382","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Narragansett Bay","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2381","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Wood River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-R124","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FRINGE","Bocabec River-Frontal Passamaquoddy Bay","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-2529","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","East Matagorda Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-R006","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Inlet","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2262","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","South Oyster Bay-Jones Inlet","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-2281","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Great South Bay-Fire Island Inlet","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-2279","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","South Oyster Bay-Jones Inlet","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-2277","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Shinnecock Bay-Atlantic Ocean","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-2273","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","South Oyster Bay-Jones Inlet","Mid Atlantic","North East Coast Region","New York"
"Nahlik_and_Fennessy_2016","NWCA11-R024","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Inlet","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R030","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","FLATS","Lower Sopchoppy River","South Atlantic Gulf","Gulf Coast Region","Florida"
